Parent Airline,Airline,Aircraft Type,Current,Future,Historic,Total,Orders,Unit Cost,Total Cost (Current),Average Age
Qantas Airways,Australian Air Express,British Aerospace BAe 146/Avro RJ,3.0,,,3.0,,$14,$41,28.7
Qantas Airways,QantasLink,De Havilland Canada DHC-8 Dash 8,44.0,,10.0,54.0,,$31,"$1,377",10.0
Qantas Airways,Jetstar Airways,De Havilland Canada DHC-8 Dash 8,5.0,,,5.0,,$31,$157,12.8
Qantas Airways,Eastern Australia Airlines,De Havilland Canada DHC-8 Dash 8,18.0,,22.0,40.0,,$31,$563,15.2
Qantas Airways,Sunstate Airlines,De Havilland Canada DHC-8 Dash 8,31.0,,16.0,47.0,,$31,$970,7.5
Qantas Airways,Network Aviation,Embraer EMB-120 Brasilia,,,2.0,2.0,,$11,$0,
Qantas Airways,QantasLink,Fokker F70 / F100,15.0,1.0,,16.0,3.0,$20,$300,23.6
Qantas Airways,Network Aviation,Fokker F70 / F100,15.0,,1.0,16.0,,$20,$300,23.6
Qantas Airways,Qantas Airways,McDonnell Douglas DC-10,,,1.0,1.0,,$145,$0,
Qantas Airways,Australian Air Express,McDonnell Douglas DC-8,,,2.0,2.0,,$6,$0,
Qantas Airways,Qantas Freight,Saab 340,1.0,,,,,$8,$8,
Qatar Airways,Qatar Airways,Airbus A300,,,9.0,9.0,,$75,$0,
Qatar Airways,Qatar Airways Cargo,Airbus A300,,,3.0,3.0,,$75,$0,
Qatar Airways,Qatar Airways,Airbus A310,,,2.0,2.0,,$75,$0,
Qatar Airways,Qatar Executive,Airbus A319,2.0,,,,10.0,$90,$179,
Qatar Airways,Qatar Airways,Airbus A319,2.0,,1.0,3.0,,$90,$179,13.4
Qatar Airways,Qatar Airways,Airbus A320,35.0,5.0,6.0,46.0,30.0,$98,"$3,430",7.4
Qatar Airways,Al Maha Airways,Airbus A320,4.0,,,4.0,,$98,$392,1.4
Qatar Airways,Qatar Airways,Airbus A321,8.0,3.0,4.0,15.0,16.0,$115,$919,9.6
Qatar Airways,Qatar Airways,Airbus A330,26.0,,5.0,31.0,,$240,"$6,240",11.3
Qatar Airways,Qatar Airways Cargo,Airbus A330,8.0,,,8.0,,$240,"$1,920",2.5
Qatar Airways,Qatar Airways,Airbus A340,4.0,,,4.0,,$216,$862,10.4
Qatar Airways,Qatar Airways,Airbus A350 XWB,12.0,12.0,,24.0,37.0,$312,"$3,744",1.2
Qatar Airways,Qatar Airways,Airbus A380,6.0,3.0,,9.0,4.0,$433,"$2,596",2.6
Qatar Airways,Qatar Airways,Boeing 737,,,1.0,1.0,,$74,$0,
Qatar Airways,Qatar Airways,Boeing 747,,,3.0,3.0,,$316,$0,
Qatar Airways,Qatar Airways,Boeing 757,,,1.0,1.0,,$73,$0,
Qatar Airways,Qatar Airways,Boeing 767,,,2.0,2.0,,$187,$0,
Qatar Airways,Qatar Airways,Boeing 777,43.0,,,43.0,70.0,$295,"$12,666",5.2
Qatar Airways,Qatar Airways Cargo,Boeing 777,11.0,,,11.0,5.0,$295,"$3,240",3.2
Qatar Airways,Qatar Airways,Boeing 787 Dreamliner,30.0,,,30.0,30.0,$265,"$7,953",2.4
Qatar Airways,Qatar Executive,Bombardier Challenger 605,3.0,,,,,$33,$98,
Qatar Airways,Qatar Executive,Bombardier Global 5000,4.0,,,,,$50,$202,
Qatar Airways,Qatar Executive,Bombardier Global 7000/8000,,,,,10.0,$50,$0,
Qatar Airways,Qatar Executive,Bombardier Global XRS,1.0,,,,,$56,$56,
Qatar Airways,Qatar Executive,Gulfstream G650ER,1.0,,,,10.0,,$0,
Republic Airways,Republic Airlines,De Havilland Canada DHC-8 Dash 8,,,31.0,31.0,,$7,$0,
Republic Airways,Republic Airlines,Embraer ERJ-170,118.0,,45.0,163.0,,$39,"$4,567",6.0
Republic Airways,Republic Airlines,Embraer ERJ-190,,,17.0,17.0,,$46,$0,
Royal Air Maroc,Royal Air Maroc,Airbus A320,1.0,,,1.0,,$98,$98,14.8
Royal Air Maroc,Royal Air Maroc,Airbus A321,,,4.0,4.0,,$115,$0,
Royal Air Maroc,Royal Air Maroc Express,ATR 42-600,,,,2.0,,$20,$0,
Royal Air Maroc,Royal Air Maroc,ATR 42/72,,,4.0,4.0,,$22,$0,
Royal Air Maroc,Royal Air Maroc Express,ATR 72-600,5.0,,5.0,10.0,,$25,$124,4.5
Royal Air Maroc,Royal Air Maroc,Boeing 737,37.0,,27.0,64.0,,$74,"$2,737",10.9
Royal Air Maroc,Royal Air Maroc,Boeing 747,1.0,,3.0,4.0,,$316,$316,23.9
Royal Air Maroc,Royal Air Maroc,Boeing 757,,,2.0,2.0,,$73,$0,
Royal Air Maroc,Royal Air Maroc,Boeing 767,4.0,,2.0,6.0,,$187,$748,16.0
Royal Air Maroc,Royal Air Maroc,Boeing 787 Dreamliner,5.0,,,5.0,,$265,"$1,326",0.9
Royal Air Maroc,Royal Air Maroc,Embraer ERJ-190,4.0,,2.0,6.0,,$46,$185,2.1
Royal Jordanian,Royal Jordanian,Airbus A310,2.0,,12.0,14.0,,$75,$150,28.6
Royal Jordanian,Royal Jordanian,Airbus A319,4.0,,,4.0,,$90,$358,8.1
Royal Jordanian,Royal Jordanian,Airbus A320,6.0,,8.0,14.0,,$98,$588,5.8
Royal Jordanian,Royal Wings,Airbus A320,1.0,,,1.0,,$98,$98,21.0
Royal Jordanian,Royal Jordanian,Airbus A321,2.0,,6.0,8.0,,$115,$230,4.6
Royal Jordanian,Royal Jordanian,Airbus A330,2.0,1.0,1.0,4.0,,$240,$480,7.8
Royal Jordanian,Royal Jordanian,Airbus A340,,,4.0,4.0,,$216,$0,
Royal Jordanian,Royal Jordanian,Boeing 747,,,2.0,2.0,,$316,$0,
Royal Jordanian,Royal Jordanian,Boeing 787 Dreamliner,6.0,1.0,,7.0,23.0,$265,"$1,591",1.9
Royal Jordanian,Royal Jordanian,De Havilland Canada DHC-8 Dash 8,,,2.0,2.0,,$31,$0,
Royal Jordanian,Royal Wings,De Havilland Canada DHC-8 Dash 8,,,3.0,3.0,,$31,$0,
Royal Jordanian,Royal Jordanian,Embraer ERJ-170,3.0,,,3.0,,$39,$116,7.8
Royal Jordanian,Royal Jordanian,Embraer ERJ-190,2.0,,3.0,5.0,,$46,$92,9.2
Royal Jordanian,Royal Jordanian,Lockheed L-1011 TriStar,,,2.0,2.0,,$190,$0,
Ryanair,RyanAir,ATR 42/72,,,4.0,4.0,,$22,$0,
Ryanair,RyanAir,Boeing 737,366.0,10.0,100.0,476.0,205.0,$74,"$27,077",6.6
S7 Airlines,S7 Airlines,Airbus A310,,,9.0,9.0,,$75,$0,
S7 Airlines,S7 Airlines,Airbus A319,19.0,,1.0,20.0,,$90,"$1,702",14.6
S7 Airlines,S7 Airlines,Airbus A320,19.0,,,19.0,6.0,$98,"$1,862",6.1
S7 Airlines,S7 Airlines,Airbus A321,6.0,,,6.0,9.0,$115,$689,8.8
S7 Airlines,S7 Airlines,Boeing 737,19.0,,14.0,33.0,15.0,$74,"$1,406",7.4
S7 Airlines,S7 Airlines,Boeing 767,2.0,,,2.0,,$187,$374,20.6
S7 Airlines,S7 Airlines,Embraer ERJ-170,,,,,17.0,$39,$0,
S7 Airlines,S7 Airlines,Tupolev Tu-204,,,2.0,2.0,,$16,$0,
SAS Group,Scandinavian Airlines,Airbus A300,,,4.0,4.0,,$75,$0,
SAS Group,Scandinavian Airlines,Airbus A319,4.0,,,4.0,,$90,$358,9.8
SAS Group,Scandinavian Airlines,Airbus A320,16.0,4.0,,20.0,26.0,$98,"$1,568",8.9
SAS Group,Scandinavian Airlines,Airbus A321,8.0,,,8.0,,$115,$919,14.7
SAS Group,Scandinavian Airlines,Airbus A330,8.0,,,8.0,,$240,"$1,920",7.5
SAS Group,Air Greenland,Airbus A330,1.0,,,1.0,,$240,$240,18.3
SAS Group,Scandinavian Airlines,Airbus A340,8.0,,,8.0,,$216,"$1,724",15.7
SAS Group,Scandinavian Airlines,Airbus A350,,,,,8.0,$312,$0,
SAS Group,Scandinavian Airlines,ATR 42/72,13.0,,7.0,20.0,,$22,$287,2.0
SAS Group,Scandinavian Airlines,Boeing 737,81.0,,41.0,122.0,,$74,"$5,992",13.9
SAS Group,Scandinavian Airlines,Boeing 747,,,10.0,10.0,,$316,$0,
SAS Group,Air Greenland,Boeing 757,,,1.0,1.0,,$73,$0,
SAS Group,Scandinavian Airlines,Boeing 767,,,18.0,18.0,,$187,$0,
SAS Group,Scandinavian Airlines,British Aerospace BAe 146/Avro RJ,,,7.0,7.0,,$14,$0,
SAS Group,Scandinavian Airlines,Canadair CRJ-100 Series,,,5.0,5.0,,$32,$0,
SAS Group,Scandinavian Airlines,Canadair CRJ-900,19.0,,3.0,22.0,4.0,$46,$874,4.7
SAS Group,Widerøe,De Havilland Canada DHC-6 Twin Otter,,,1.0,1.0,,$7,$0,
SAS Group,Scandinavian Airlines,De Havilland Canada DHC-8 Dash 8,,,28.0,28.0,,$7,$0,
SAS Group,Widerøe,De Havilland Canada DHC-8 Dash 8,41.0,,17.0,58.0,,$31,"$1,283",18.7
SAS Group,Air Greenland,De Havilland Canada DHC-8 Dash 8,7.0,,1.0,8.0,,$31,$219,19.7
SAS Group,Scandinavian Airlines,Fokker F50 / F60,,,7.0,7.0,,$18,$0,
SAS Group,Widerøe,Fokker F50 / F60,,,4.0,4.0,,$18,$0,
SAS Group,Scandinavian Airlines,McDonnell Douglas DC-10,,,12.0,12.0,,$145,$0,
SAS Group,Scandinavian Airlines,McDonnell Douglas DC-8,,,29.0,29.0,,$6,$0,
SAS Group,Scandinavian Airlines,McDonnell Douglas DC-9,,,71.0,71.0,,$45,$0,
SAS Group,Scandinavian Airlines,McDonnell Douglas MD-80,,,82.0,82.0,,$45,$0,
SAS Group,Scandinavian Airlines,McDonnell Douglas MD-90,,,8.0,8.0,,$45,$0,
SAS Group,Scandinavian Airlines,Saab 2000,,,7.0,7.0,,$12,$0,
Saudi Arabian Airlines,Saudi Arabian Airlines,Airbus A300,,,36.0,36.0,,$75,$0,
Saudi Arabian Airlines,Saudi Arabian Airlines,Airbus A310,,,1.0,1.0,,$75,$0,
Saudi Arabian Airlines,Saudi Arabian Airlines,Airbus A319,5.0,,,5.0,,$90,$448,12.2
Saudi Arabian Airlines,Saudi Arabian Airlines,Airbus A320,35.0,5.0,9.0,49.0,4.0,$98,"$3,430",6.4
Saudi Arabian Airlines,Saudi Arabian Airlines,Airbus A321,15.0,,12.0,27.0,,$115,"$1,724",4.9
Saudi Arabian Airlines,Saudi Arabian Airlines,Airbus A330,28.0,5.0,12.0,45.0,14.0,$240,"$6,720",6.1
Saudi Arabian Airlines,Saudi Arabian Airlines,Airbus A340,,,4.0,4.0,,$216,$0,
Saudi Arabian Airlines,Saudi Arabian Airlines,Boeing 737,,,26.0,26.0,,$74,$0,
Saudi Arabian Airlines,Saudi Arabian Airlines,Boeing 747,21.0,,107.0,128.0,,$316,"$6,632",16.8
Saudi Arabian Airlines,Saudi Arabian Airlines,Boeing 757,,,10.0,10.0,,$73,$0,
Saudi Arabian Airlines,Saudi Arabian Airlines,Boeing 767,,,12.0,12.0,,$187,$0,
Saudi Arabian Airlines,Saudi Arabian Airlines,Boeing 777,54.0,3.0,,57.0,2.0,$295,"$15,906",8.9
Saudi Arabian Airlines,Saudi Arabian Airlines,Boeing 787 Dreamliner,4.0,4.0,,8.0,4.0,$265,"$1,060",0.9
Saudi Arabian Airlines,Saudi Arabian Airlines,Embraer ERJ-170,15.0,,,15.0,,$39,$581,10.5
Saudi Arabian Airlines,Saudi Arabian Airlines,McDonnell Douglas DC-10,,,1.0,1.0,,$145,$0,
Saudi Arabian Airlines,Saudi Arabian Airlines,McDonnell Douglas DC-8,,,37.0,37.0,,$6,$0,
Saudi Arabian Airlines,Saudi Arabian Airlines,McDonnell Douglas DC-9,,,3.0,3.0,,$45,$0,
Saudi Arabian Airlines,Saudi Arabian Airlines,McDonnell Douglas MD-11,,,5.0,5.0,,$175,$0,
Saudi Arabian Airlines,Saudi Arabian Airlines,McDonnell Douglas MD-90,,,29.0,29.0,,$45,$0,
Singapore Airlines,Singapore Airlines,Airbus A300,,,8.0,8.0,,$75,$0,
Singapore Airlines,Singapore Airlines,Airbus A310,,,23.0,23.0,,$75,$0,
Singapore Airlines,SilkAir,Airbus A310,,,2.0,2.0,,$75,$0,
Singapore Airlines,SilkAir,Airbus A319,3.0,,5.0,8.0,,$90,$269,8.3
Singapore Airlines,SilkAir,Airbus A320,11.0,,8.0,19.0,,$98,"$1,078",6.7
Singapore Airlines,Singapore Airlines,Airbus A330,26.0,,8.0,34.0,,$240,"$6,240",4.6
Singapore Airlines,Singapore Airlines,Airbus A340,,,22.0,22.0,,$216,$0,
Singapore Airlines,Singapore Airlines,Airbus A350 XWB,8.0,6.0,,14.0,61.0,$312,"$2,496",0.4
Singapore Airlines,Singapore Airlines,Airbus A380,19.0,2.0,,21.0,5.0,$433,"$8,219",7.5
Singapore Airlines,Singapore Airlines,Boeing 737,,,5.0,5.0,,$74,$0,
Singapore Airlines,Singapore Airlines Cargo,Boeing 737,,,1.0,1.0,,$74,$0,
Singapore Airlines,SilkAir,Boeing 737,17.0,,6.0,23.0,38.0,$74,"$1,258",1.8
Singapore Airlines,Singapore Airlines,Boeing 747,,,80.0,80.0,,$316,$0,
Singapore Airlines,Singapore Airlines Cargo,Boeing 747,9.0,,11.0,20.0,,$316,"$2,842",14.4
Singapore Airlines,Singapore Airlines,Boeing 757,,,4.0,4.0,,$73,$0,
Singapore Airlines,Singapore Airlines,Boeing 777,54.0,,31.0,85.0,,$295,"$15,906",10.6
Singapore Airlines,Singapore Airlines,Boeing 787,,,,,30.0,$265,$0,
Singapore Airlines,SilkAir,Fokker F70 / F100,,,2.0,2.0,,$20,$0,
Singapore Airlines,Singapore Airlines,McDonnell Douglas DC-10,,,8.0,8.0,,$145,$0,
Skymark Airlines,Skymark Airlines,Airbus A330,,,5.0,5.0,,$240,$0,
Skymark Airlines,Skymark Airlines,Boeing 737,26.0,,7.0,33.0,,$74,"$1,923",5.7
Skymark Airlines,Skymark Airlines,Boeing 767,,,7.0,7.0,,$187,$0,
Skywest,Skywest,Canadair CRJ-700,94.0,,8.0,102.0,,$41,"$3,854",11.0
Skywest,Skywest,Canadair CRJ-900,36.0,,,36.0,,$46,"$1,656",9.7
Skywest,Skywest,Embraer E175-E2,,,,,100.0,$39,$0,
Skywest,Skywest,Embraer EMB-120 Brasilia,,,62.0,62.0,,$11,$0,
Skywest,Skywest,Embraer ERJ-170,79.0,4.0,,83.0,25.0,$39,"$3,057",1.3
Skywest,Skywest,Mitsubishi MRJ90,,,,,100.0,$47,$0,
Skywest Airlines,Skywest Airlines,Canadair CRJ-100 Series,166.0,,33.0,199.0,,$32,"$5,287",14.5
South African Airways,South African Airways,Airbus A300,,,9.0,9.0,,$75,$0,
South African Airways,South African Airways,Airbus A319,8.0,,3.0,11.0,,$90,$717,11.9
South African Airways,South African Airways,Airbus A320,12.0,,7.0,19.0,,$98,"$1,176",3.0
South African Airways,South African Airways,Airbus A330,8.0,2.0,5.0,15.0,3.0,$240,"$1,920",4.2
South African Airways,South African Airways,Airbus A340,17.0,,6.0,23.0,,$216,"$3,664",13.4
South African Airways,South African Airways,Boeing 737,9.0,,43.0,52.0,,$74,$666,17.3
South African Airways,Mango,Boeing 737,10.0,,3.0,13.0,,$74,$740,16.2
South African Airways,South African Airways,Boeing 747,,,28.0,28.0,,$316,$0,
South African Airways,South African Airways,Boeing 767,,,3.0,3.0,,$187,$0,
South African Airways,South African Airways,McDonnell Douglas MD-80,,,2.0,2.0,,$45,$0,
Southwest Airlines,Southwest Airlines,Boeing 737,718.0,38.0,195.0,952.0,284.0,$74,"$53,118",11.7
SpiceJet,SpiceJet,Airbus A319,,,1.0,1.0,,$90,$0,
SpiceJet,SpiceJet,Airbus A320,,,1.0,1.0,,$98,$0,
SpiceJet,SpiceJet,Boeing 737,28.0,,37.0,65.0,42.0,$74,"$2,071",6.8
SpiceJet,SpiceJet,De Havilland Canada DHC-8 Dash 8,18.0,,1.0,19.0,,$31,$563,5.3
Spirit Airlines,Spirit Airlines,Airbus A319,29.0,,4.0,33.0,,$90,"$2,598",10.5
Spirit Airlines,Spirit Airlines,Airbus A320,49.0,1.0,,50.0,60.0,$98,"$4,802",3.1
Spirit Airlines,Spirit Airlines,Airbus A321,16.0,3.0,4.0,23.0,14.0,$115,"$1,838",2.1
Spirit Airlines,Spirit Airlines,McDonnell Douglas DC-9,,,18.0,18.0,,$45,$0,
Spirit Airlines,Spirit Airlines,McDonnell Douglas MD-80,,,37.0,37.0,,$45,$0,
Spring Airlines,Spring Airlines,Airbus A320,65.0,4.0,8.0,77.0,63.0,$98,"$6,370",3.7
SunExpress,SunExpress,Airbus A320,,,3.0,3.0,,$98,$0,
SunExpress,SunExpress Deutschland,Airbus A330,6.0,,,,1.0,$240,"$1,440",
SunExpress,SunExpress,Boeing 737,51.0,,37.0,88.0,40.0,$74,"$3,773",8.5
SunExpress,SunExpress Deutschland,Boeing 737,16.0,,4.0,20.0,,$74,"$1,184",13.6
SunExpress,SunExpress,Boeing 757,,,4.0,4.0,,$73,$0,
TAP Portugal,TAP Portugal,Airbus A310,,,7.0,7.0,,$75,$0,
TAP Portugal,TAP Portugal,Airbus A319,21.0,,,21.0,,$90,"$1,882",17.5
TAP Portugal,TAP Portugal,Airbus A320,19.0,,6.0,25.0,17.0,$98,"$1,862",12.8
TAP Portugal,TAP Portugal,Airbus A321,3.0,,,3.0,24.0,$115,$345,15.7
TAP Portugal,TAP Portugal,Airbus A330,16.0,,,16.0,20.0,$240,"$3,840",14.4
TAP Portugal,TAP Portugal,Airbus A340,4.0,,,4.0,,$216,$862,21.9
TAP Portugal,TAP Express,ATR 42/72,8.0,,,8.0,,$22,$177,1.2
TAP Portugal,TAP Portugal,Boeing 727,,,1.0,1.0,,$4,$0,
TAP Portugal,TAP Portugal,Boeing 737,,,25.0,25.0,,$74,$0,
TAP Portugal,TAP Portugal,Boeing 747,,,4.0,4.0,,$316,$0,
TAP Portugal,TAP Express,Embraer ERJ-190,9.0,,,9.0,4.0,$46,$416,5.2
TAP Portugal,TAP Portugal,Lockheed L-1011 TriStar,,,2.0,2.0,,$190,$0,
Thai Airways,Thai Airways,Airbus A300,,,35.0,35.0,,$75,$0,
Thai Airways,Thai Airways,Airbus A310,,,4.0,4.0,,$75,$0,
Thai Airways,Thai Smile,Airbus A320,20.0,,,20.0,,$98,"$1,960",3.0
Thai Airways,Thai Airways,Airbus A320,,,5.0,5.0,,$98,$0,
Thai Airways,Thai Airways,Airbus A330,17.0,,10.0,27.0,,$240,"$4,080",7.5
Thai Airways,Thai Airways,Airbus A340,,,10.0,10.0,,$216,$0,
Thai Airways,Thai Airways,Airbus A350 XWB,2.0,1.0,,3.0,10.0,$312,$624,0.3
Thai Airways,Thai Airways,Airbus A380,6.0,,,6.0,,$433,"$2,596",4.2
Thai Airways,Nok Air,ATR 42/72,2.0,,2.0,4.0,,$22,$44,9.5
Thai Airways,Thai Airways,ATR 42/72,,,4.0,4.0,,$22,$0,
Thai Airways,Thai Airways,Boeing 737,2.0,,12.0,14.0,,$74,$148,24.0
Thai Airways,Nok Air,Boeing 737,23.0,,16.0,39.0,11.0,$74,"$1,702",7.7
Thai Airways,Thai Airways,Boeing 747,10.0,,16.0,26.0,,$316,"$3,158",17.8
Thai Airways,Thai Airways,Boeing 777,32.0,,9.0,41.0,,$295,"$9,426",10.1
Thai Airways,Thai Airways,Boeing 787 Dreamliner,6.0,,,6.0,2.0,$265,"$1,591",2.0
Thai Airways,Thai Airways,British Aerospace BAe 146/Avro RJ,,,11.0,11.0,,$14,$0,
Thai Airways,Nok Air,De Havilland Canada DHC-8 Dash 8,8.0,,,8.0,,$31,$250,1.6
Thai Airways,Thai Airways,McDonnell Douglas DC-10,,,9.0,9.0,,$145,$0,
Thai Airways,Thai Airways,McDonnell Douglas DC-8,,,15.0,15.0,,$6,$0,
Thai Airways,Thai Airways,McDonnell Douglas DC-9,,,2.0,2.0,,$45,$0,
Thai Airways,Thai Airways,McDonnell Douglas MD-11,,,4.0,4.0,,$175,$0,
Thomas Cook Airlines,Condor,Airbus A300,,,9.0,9.0,,$75,$0,
Thomas Cook Airlines,Condor,Airbus A310,,,5.0,5.0,,$75,$0,
Thomas Cook Airlines,Condor,Airbus A319,,,1.0,1.0,,$90,$0,
Thomas Cook Airlines,Condor,Airbus A320,9.0,,5.0,14.0,,$98,$882,17.8
Thomas Cook Airlines,Condor,Airbus A321,7.0,,1.0,8.0,,$115,$804,4.0
Thomas Cook Airlines,Condor,Boeing 727,,,1.0,1.0,,$4,$0,
Thomas Cook Airlines,Condor,Boeing 737,,,17.0,17.0,,$74,$0,
Thomas Cook Airlines,Condor,Boeing 747,,,4.0,4.0,,$316,$0,
Thomas Cook Airlines,Condor,Boeing 757,13.0,,20.0,33.0,,$73,$943,17.5
Thomas Cook Airlines,Condor,Boeing 767,16.0,,5.0,21.0,,$187,"$2,990",21.3
Thomas Cook Airlines,Condor,McDonnell Douglas DC-10,,,5.0,5.0,,$145,$0,
Thomas Cook Airlines,Condor,McDonnell Douglas DC-8,,,1.0,1.0,,$6,$0,
Thomas Cook Airlines,Thomas Cook Airlines Belgium,Airbus A319,,,1.0,1.0,,$90,$0,
Thomas Cook Airlines,Thomas Cook Airlines Belgium,Airbus A320,5.0,,15.0,20.0,,$98,$490,14.7
Thomas Cook Airlines,Thomas Cook Airlines,Airbus A320,,,30.0,30.0,,$98,$0,
Thomas Cook Airlines,Thomas Cook Airlines Scandinavia,Airbus A320,,,2.0,2.0,,$98,$0,
Thomas Cook Airlines,Thomas Cook Airlines,Airbus A321,21.0,,2.0,23.0,,$115,"$2,413",6.9
Thomas Cook Airlines,Thomas Cook Airlines Scandinavia,Airbus A321,8.0,,4.0,12.0,,$115,$919,5.0
Thomas Cook Airlines,Thomas Cook Airlines,Airbus A330,7.0,1.0,4.0,12.0,,$240,"$1,680",12.5
Thomas Cook Airlines,Thomas Cook Airlines Scandinavia,Airbus A330,4.0,,,4.0,,$240,$960,16.6
Thomas Cook Airlines,Thomas Cook Airlines,Boeing 757,2.0,3.0,21.0,26.0,3.0,$73,$145,15.7
Thomas Cook Airlines,Thomas Cook Airlines Belgium,Boeing 757,,,1.0,1.0,,$73,$0,
Thomas Cook Airlines,Thomas Cook Airlines,Boeing 767,3.0,,,3.0,,$187,$561,21.8
Tianjin Airlines,Tianjin Airlines,Airbus A320,23.0,4.0,,27.0,,$98,"$2,254",3.7
Tianjin Airlines,GX Airlines,Airbus A320,3.0,,,3.0,,$98,$294,2.5
Tianjin Airlines,Tianjin Airlines,Airbus A330,1.0,3.0,,4.0,4.0,$240,$240,8.8
Tianjin Airlines,Tianjin Airlines,Dornier Do-328,,,26.0,26.0,,$8,$0,
Tianjin Airlines,Tianjin Airlines,Embraer ERJ-145,19.0,,6.0,25.0,,$20,$372,8.7
Tianjin Airlines,Tianjin Airlines,Embraer ERJ-190,48.0,,10.0,58.0,20.0,$46,"$2,218",5.6
Tianjin Airlines,GX Airlines,Embraer ERJ-190,10.0,,,10.0,,$46,$462,6.1
Trans States Airlines,Trans States Airlines,ATR 42/72,,,12.0,12.0,,$22,$0,
Trans States Airlines,Trans States Airlines,British Aerospace Jetstream 41,,,11.0,11.0,,$7,$0,
Trans States Airlines,Compass Airlines,Canadair CRJ-100 Series,,,1.0,1.0,,$32,$0,
Trans States Airlines,GoJet Airlines,Canadair CRJ-700,46.0,,1.0,47.0,,$41,"$1,886",11.4
Trans States Airlines,GoJet Airlines,Canadair CRJ-900,7.0,,,7.0,,$46,$322,8.5
Trans States Airlines,Trans States Airlines,Embraer EMB-120 Brasilia,,,1.0,1.0,,$11,$0,
Trans States Airlines,Trans States Airlines,Embraer ERJ-145,55.0,,43.0,98.0,,$20,"$1,078",15.2
Trans States Airlines,Compass Airlines,Embraer ERJ-170,62.0,,,62.0,,$39,"$2,399",6.4
Trans States Airlines,Trans States Airlines,Mitsubishi MRJ90,,,,,20.0,$47,$0,
TUI Group,Thomson Airways,Airbus A320,,,5.0,5.0,,$98,$0,
TUI Group,Thomson Airways,Airbus A321,,,2.0,2.0,,$115,$0,
TUI Group,Thomson Airways,Boeing 737,33.0,,13.0,46.0,,$74,"$2,441",5.8
TUI Group,TUI Airlines Netherlands,Boeing 737,5.0,,5.0,10.0,,$74,$370,7.9
TUI Group,TUI Airlines Belgium,Boeing 737,20.0,,,20.0,1.0,$74,"$1,480",7.3
TUI Group,TUIfly,Boeing 737,30.0,,53.0,83.0,,$74,"$2,219",8.2
TUI Group,TUIfly Nordic,Boeing 737,6.0,,2.0,8.0,,$74,$444,7.2
TUI Group,Thomson Airways,Boeing 757,14.0,,17.0,31.0,,$73,"$1,015",16.4
TUI Group,TUIfly Nordic,Boeing 757,,,4.0,4.0,,$73,$0,
TUI Group,Thomson Airways,Boeing 767,3.0,,10.0,13.0,,$187,$561,18.2
TUI Group,TUI Airlines Netherlands,Boeing 767,1.0,,,1.0,,$187,$187,16.9
TUI Group,TUI Airlines Belgium,Boeing 767,1.0,,,1.0,,$187,$187,16.9
TUI Group,TUIfly,Boeing 767,1.0,,2.0,3.0,,$187,$187,18.6
TUI Group,TUIfly Nordic,Boeing 767,1.0,,1.0,2.0,,$187,$187,17.8
TUI Group,Thomson Airways,Boeing 787 Dreamliner,10.0,1.0,,11.0,3.0,$265,"$2,651",2.5
TUI Group,TUI Airlines Netherlands,Boeing 787 Dreamliner,3.0,,,3.0,,$265,$795,2.1
TUI Group,TUI Airlines Belgium,Boeing 787 Dreamliner,1.0,,,1.0,,$265,$265,3.1
TUI Group,TUI Airlines Belgium,Embraer ERJ-190,3.0,,,3.0,1.0,$46,$139,3.1
Tunisair,Tunisair,Airbus A300,,,7.0,7.0,,$75,$0,
Tunisair,Tunisair,Airbus A310,,,2.0,2.0,,$75,$0,
Tunisair,Tunisair,Airbus A319,4.0,,,4.0,,$90,$358,15.5
Tunisair,Tunisair,Airbus A320,17.0,,3.0,20.0,4.0,$98,"$1,666",15.7
Tunisair,Tunisair,Airbus A330,2.0,,,2.0,,$240,$480,1.7
Tunisair,Tunisair Express,ATR 42/72,3.0,,1.0,4.0,,$22,$66,14.2
Tunisair,Tunisair,Boeing 727,,,1.0,1.0,,$4,$0,
Tunisair,Tunisair,Boeing 737,7.0,,25.0,32.0,,$74,$518,16.9
Tunisair,Tunisair,Boeing 747,,,1.0,1.0,,$316,$0,
Tunisair,Tunisair Express,Canadair CRJ-900,1.0,,,1.0,,$46,$46,10.2
Tunisair,Tunisair,McDonnell Douglas DC-10,,,2.0,2.0,,$145,$0,
Tunisair,Tunisair,McDonnell Douglas DC-8,,,2.0,2.0,,$6,$0,
Tunisair,Tunisair,McDonnell Douglas MD-90,,,1.0,1.0,,$45,$0,
Turkish Airlines,Turkish Airlines,Airbus A300,,,2.0,2.0,,$75,$0,
Turkish Airlines,Turkish Airlines,Airbus A310,,,19.0,19.0,,$75,$0,
Turkish Airlines,Turkish Airlines,Airbus A319,14.0,,,14.0,,$90,"$1,254",8.7
Turkish Airlines,Turkish Airlines,Airbus A320,29.0,,17.0,46.0,,$98,"$2,842",9.7
Turkish Airlines,Anadolujet (100%),Airbus A320,,,10.0,10.0,,$98,$0,
Turkish Airlines,Turkish Airlines,Airbus A321,66.0,2.0,7.0,75.0,94.0,$115,"$7,583",4.6
Turkish Airlines,Turkish Airlines,Airbus A330,58.0,8.0,6.0,72.0,8.0,$240,"$13,920",5.3
Turkish Airlines,Turkish Airlines,Airbus A340,4.0,,5.0,9.0,,$216,$862,18.6
Turkish Airlines,Anadolujet (100%),ATR 42/72,,,2.0,2.0,,$22,$0,
