indicator_name,indicator_code,country_name,country_code,value,year
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Lao PDR, Vientiane capital",LAO_Vientiane_capital_LA.VC_1768_LAO014,16.7,2002-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Lao PDR, Xayabury",LAO_Xayabury_18731,25.0,2002-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Lao PDR, Xaysomboun",LAO_Xaysomboun_74348,30.6,2002-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Lao PDR, Xieng Khouang",LAO_Xieng_Khouang_LA.XI_74347_LAO022,41.6,2002-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Amazonas",VEN_Amazonas_VE.AM_3302_VEN001,70.4,2002-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Anzoategui",VEN_Anzoategui_VE.AN_3303_VEN002,40.3,2002-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Apure",VEN_Apure_VE.AP_3304_VEN003,69.0,2002-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Aragua",VEN_Aragua_VE.AR_3305_VEN004,54.9,2002-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Barinas",VEN_Barinas_VE.BA_3306_VEN005,74.7,2002-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Bolivar",VEN_Bolivar_VE.BO_3307_COL006,57.0,2002-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Carabobo",VEN_Carabobo_VE.CA_3308_VEN007,55.0,2002-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Cojedes",VEN_Cojedes_VE.CO_3309_VEN008,63.5,2002-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Delta Amacuro",VEN_Delta_Amacuro_VE.DA_3310_VEN009,56.3,2002-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Distrito Capital",VEN_Distrito_Capital_VE.DF_67153_VEN010,34.4,2002-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Falcon",VEN_Falcon_VE.FA_3313_VEN011,59.5,2002-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Guarico",VEN_Guarico_VE.GU_3314_VEN012,64.2,2002-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Lara",VEN_Lara_VE.LA_3315_VEN013,69.1,2002-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Merida",VEN_Merida_VE.ME_3316_VEN014,58.2,2002-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Miranda",VEN_Miranda_VE.MI_3317_VEN015,41.1,2002-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Monagas",VEN_Monagas_VE.MO_3318_VEN016,58.7,2002-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Nueva Esparta",VEN_Nueva_Esparta_VE.NE_3319_VEN017,48.3,2002-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Portuguesa",VEN_Portuguesa_VE.PO_3320_VEN018,66.8,2002-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Sucre",VEN_Sucre_VE.SU_3321_VEN019,71.7,2002-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Tachira",VEN_Tachira_VE.TA_3322_VEN020,61.3,2002-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Trujillo",VEN_Trujillo_VE.TR_3323_VEN021,63.6,2002-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Vargas",VEN_Vargas_VE.VA_67152_VEN022,41.1,2002-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Yaracuy",VEN_Yaracuy_VE.YA_3324_VEN023,69.3,2002-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Zulia",VEN_Zulia_VE.ZU_3325_VEN024,56.1,2002-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Bali, Prop.",IDN_Bali_ID.BA_1513_IDN002,8.25,2002-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Banten, Prop.",IDN_Banten_ID.BT_73610_IDN031,12.64,2002-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Bengkulu, Prop.",IDN_Bengkulu_ID.BE_1514_IDN003,21.41,2002-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, DI Yogyakarta, Prop.",IDN_D_I_Yogyakarta_ID.DY_1515_IDN005,25.96,2002-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Gorontalo, Prop.",IDN_Gorontalo_ID.GO_73611_IDN034,35.52,2002-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Jambi, Prop.",IDN_Jambi_ID.JA_1518_IDN006,10.76,2002-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Jawa Barat, Prop.",IDN_Jawa_Barat_ID.JB_73613_IDN035,13.1,2002-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Jawa Tengah, Prop.",IDN_Jawa_Tengah_ID.JT_1520_IDN008,24.96,2002-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Jawa Timur, Prop.",IDN_Jawa_Timur_ID.TI_1521_IDN009,24.18,2002-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Kalimantan Barat, Prop.",IDN_Kalimantan_Barat_ID.KB_1522_IDN010,14.77,2002-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Kalimantan selatan, Prop.",IDN_Kalimantan_Selatan_ID.KS_1523_IDN011,9.56,2002-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Kalimantan Tengah, Prop.",IDN_Kalimantan_Tengah_ID.KT_1524_IDN012,13.71,2002-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Kalimantan Timur, Prop.",IDN_Kalimantan_Timur_ID.KA_1525_IDN013,21.58,2002-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Kepulauan Bangka-Belitung, Prop.",IDN_Bangka_Belitung_ID.BB_73609_IDN004,12.84,2002-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Lampung, Prop.",IDN_Lampung_ID.LA_1526_IDN014,24.53,2002-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Maluku Utara, Prop.",IDN_Maluku_Utara_ID.MU_73616_IDN016,14.25,2002-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Maluku, Prop.",IDN_Maluku_ID.MA_73615_IDN015,42.83,2002-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Nanggroe Aceh Darussalam, Prop.",IDN_Nangroe_Aceh_Darussalam_ID.AD_1512_IDN020,33.06,2002-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Nusa Tenggara Barat, Prop.",IDN_Nusa_Tenggara_Barat_ID.NB_1528_IDN022,23.84,2002-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Nusa Tenggara Timur, Prop.",IDN_Nusa_Tenggara_Timur_ID.NT_1529_IDN025,32.51,2002-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Papua, Prop.",IDN_Papua_ID.PA_73617_IDN030,51.21,2002-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Riau, Prop.",IDN_Riau_ID.RI_73618_IDN037,18.79,2002-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Sulawesi Selatan, Prop.",IDN_Sulawesi_Selatan_ID.SS_73620_IDN021,19.61,2002-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Sulawesi Tengah, Prop.",IDN_Sulawesi_Tengah_ID.ST_1532_IDN023,26.08,2002-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Sulawesi Tenggara, Prop.",IDN_Sulawesi_Tenggara_ID.TE_1533_IDN029,27.87,2002-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Sulawesi Utara, Prop.",IDN_Sulawesi_Utara_ID.SU_73621_IDN024,15.31,2002-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Sumatera Barat, Prop.",IDN_Sumatera_Barat_ID.BR_1535_IDN026,10.8,2002-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Sumatera Selatan, Prop.",IDN_Sumatera_Selatan_ID.SM_73622_IDN027,22.16,2002-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Sumatera Utara, Prop.",IDN_Sumatera_Utara_ID.SA_1537_IDN028,17.55,2002-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Bali, Prop.",IDN_Bali_ID.BA_1513_IDN002,5.72,2002-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Banten, Prop.",IDN_Banten_ID.BT_73610_IDN031,6.47,2002-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Bengkulu, Prop.",IDN_Bengkulu_ID.BE_1514_IDN003,25.6,2002-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, DI Yogyakarta, Prop.",IDN_D_I_Yogyakarta_ID.DY_1515_IDN005,16.17,2002-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, DKI Jakarta, Prop.",IDN_Dki_Jakarta_ID.DJ_1516_IDN007,3.42,2002-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Gorontalo, Prop.",IDN_Gorontalo_ID.GO_73611_IDN034,22.94,2002-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Jambi, Prop.",IDN_Jambi_ID.JA_1518_IDN006,19.04,2002-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Jawa Barat, Prop.",IDN_Jawa_Barat_ID.JB_73613_IDN035,13.62,2002-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Jawa Tengah, Prop.",IDN_Jawa_Tengah_ID.JT_1520_IDN008,20.5,2002-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Jawa Timur, Prop.",IDN_Jawa_Timur_ID.TI_1521_IDN009,18.9,2002-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Kalimantan Barat, Prop.",IDN_Kalimantan_Barat_ID.KB_1522_IDN010,17.47,2002-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Kalimantan selatan, Prop.",IDN_Kalimantan_Selatan_ID.KS_1523_IDN011,6.76,2002-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Kalimantan Tengah, Prop.",IDN_Kalimantan_Tengah_ID.KT_1524_IDN012,7.45,2002-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Kalimantan Timur, Prop.",IDN_Kalimantan_Timur_ID.KA_1525_IDN013,5.17,2002-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Kepulauan Bangka-Belitung, Prop.",IDN_Bangka_Belitung_ID.BB_73609_IDN004,9.98,2002-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Lampung, Prop.",IDN_Lampung_ID.LA_1526_IDN014,22.42,2002-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Maluku Utara, Prop.",IDN_Maluku_Utara_ID.MU_73616_IDN016,13.17,2002-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Maluku, Prop.",IDN_Maluku_ID.MA_73615_IDN015,12.76,2002-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Nanggroe Aceh Darussalam, Prop.",IDN_Nangroe_Aceh_Darussalam_ID.AD_1512_IDN020,20.09,2002-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Nusa Tenggara Barat, Prop.",IDN_Nusa_Tenggara_Barat_ID.NB_1528_IDN022,34.1,2002-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Nusa Tenggara Timur, Prop.",IDN_Nusa_Tenggara_Timur_ID.NT_1529_IDN025,21.49,2002-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Papua, Prop.",IDN_Papua_ID.PA_73617_IDN030,9.76,2002-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Riau, Prop.",IDN_Riau_ID.RI_73618_IDN037,7.4,2002-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Sulawesi Selatan, Prop.",IDN_Sulawesi_Selatan_ID.SS_73620_IDN021,7.16,2002-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Sulawesi Tengah, Prop.",IDN_Sulawesi_Tengah_ID.ST_1532_IDN023,20.04,2002-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Sulawesi Tenggara, Prop.",IDN_Sulawesi_Tenggara_ID.TE_1533_IDN029,10.69,2002-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Sulawesi Utara, Prop.",IDN_Sulawesi_Utara_ID.SU_73621_IDN024,4.66,2002-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Sumatera Barat, Prop.",IDN_Sumatera_Barat_ID.BR_1535_IDN026,13.34,2002-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Sumatera Selatan, Prop.",IDN_Sumatera_Selatan_ID.SM_73622_IDN027,22.62,2002-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Sumatera Utara, Prop.",IDN_Sumatera_Utara_ID.SA_1537_IDN028,13.6,2002-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Chile,CHL,18.7,2003-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Colombia,COL,48.0,2003-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Antioquia",COL_Antioquia_CO.AN_936_COL002,46.2,2003-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Atlantico",COL_Atlantico_CO.AT_938_COL004,52.4,2003-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Bogota",COL_Bogota_CO.BG_13922.1_COL034,32.1,2003-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Bolivar",COL_Bolivar_CO.BO_939_COL005,53.9,2003-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Boyaca",COL_Boyaca_CO.BY_940_COL006,64.6,2003-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Caldas",COL_Caldas_CO.CL_942_COL008,47.3,2003-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Caqueta",COL_Caqueta_CO.CQ_943_COL009,53.6,2003-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Cauca",COL_Cauca_CO.CA_945_COL011,62.0,2003-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Cesar",COL_Cesar_CO.CE_946_COL012,60.1,2003-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Choco",COL_Choco_CO.CH_947_COL013,69.2,2003-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Cordoba",COL_Cordoba_CO.CR_948_COL014,64.0,2003-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Cundinamarca",COL_Cundinamarca_CO.CU_949_COL015,50.7,2003-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Guajira",COL_Guajira_CO.GU_951_COL017,58.3,2003-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Huila",COL_Huila_CO.HU_953_COL019,66.8,2003-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Magdalena",COL_Magdalena_CO.MA_954_COL020,59.5,2003-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Meta",COL_Meta_CO.ME_955_COL021,41.1,2003-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, NariNo",COL_Narino_CO.NA_956_COL022,70.0,2003-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Norte De Santander",COL_Norte_De_Santander_CO.NS_957_COL023,58.9,2003-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Quindio",COL_Quindio_CO.QU_959_COL025,38.8,2003-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Risaralda",COL_Risaralda_CO.RI_960_COL026,34.6,2003-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Sucre",COL_Sucre_CO.SU_963_COL029,58.2,2003-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Tolima",COL_Tolima_CO.TO_964_COL030,51.9,2003-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Valle del Cauca",COL_Valle_Del_Cauca_CO.VC_965_COL031,41.0,2003-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Dominican Republic,DOM,41.5,2003-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Dominican Republic, Cibao Nordeste",DOM_Cibao_Nordeste_AGG029,45.3,2003-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Dominican Republic, Cibao Noroeste",DOM_Cibao_Noroeste_AGG230.1,54.2,2003-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Dominican Republic, Cibao Norte",DOM_Cibao_Norte_AGG030,35.9,2003-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Dominican Republic, Cibao Sur",DOM_Cibao_Sur_AGG031,46.7,2003-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Dominican Republic, El Valle",DOM_El_Valle_AGG032,73.3,2003-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Dominican Republic, Enriquillo",DOM_Enriquillo_AGG033,62.0,2003-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Dominican Republic, Higuamo",DOM_Higuamo_AGG034,55.4,2003-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Dominican Republic, Ozama",DOM_Ozama_AGG035,26.8,2003-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Dominican Republic, Valdesia",DOM_Valdesia_AGG036,52.4,2003-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Dominican Republic, Yuma",DOM_Yuma_AGG037,41.7,2003-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Indonesia, Bali, Prop.",IDN_Bali_ID.BA_1513_IDN002,7.34,2003-01-01
