reporting_period,line_number,member_name,province,role,meeting_hours,other_hours,remuneration,travel_expenses,notes_en,notes_fr,owner_org,owner_org_title
2021-2022-Q1,3,Raymond Leduc,QC,M-M,9.0,6.5,"$2,480.00",$0.00,"The total remuneration includes time spent at the  internal review meetings, Chain of Trust Session, June teleconferences and preparation time.","La rémunération totale comprend le temps passé aux réunions d'examen interne, à la session de la chaîne de confiance, les téléconférences de juin et le temps de préparation.",cbsa-asfc,Canada Border Services Agency | Agence des services frontaliers du Canada
2018-2019-Q2,1,Frank Ingratta,ON,C-P,0.0,6.0,"$1,200.00",$0.00,The total remuneration includes preparation time for meeting.,La rémunération totale comprend le temps de préparation pour réunion.,cfia-acia,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments
2018-2019-Q2,2,Elisabeth Nadeau,ON,M-M,0.0,9.0,"$1,440.00",$0.00,The total remuneration includes preparation time for meeting. ,La rémunération totale comprend le temps de  préparation pour réunion. ,cfia-acia,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments
2018-2019-Q2,3,Peter Strum,ON,M-M,0.0,20.5,"$3,280.00",$0.00,The total remuneration includes preparation time for meeting.,La rémunération totale comprend le temps de  préparation pour réunion. ,cfia-acia,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments
2018-2019-Q3,1,Frank Ingratta,ON,C-P,28.5,28.5,"$11,400.00","$2,553.24","The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",cfia-acia,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments
2018-2019-Q3,2,Peter Strum,ON,M-M,22.5,11.0,"$5,360.00",$0.00,The total remuneration includes time spent at meetings and preparation time.,La rémunération totale comprend le temps passé en réunions et le temps de préparation.,cfia-acia,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments
2018-2019-Q3,3,Elisabeth Nadeau,ON,M-M,25.5,7.0,"$5,200.00",$0.00,The total remuneration includes time spent at meetings and preparation time.,La rémunération totale comprend le temps passé en réunions et le temps de préparation.,cfia-acia,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments
2018-2019-Q4,1,Frank Ingratta,ON,C-P,12.5,22.0,"$6,900.00","$1,384.16","The total remuneration includes time spent at meetings, preparation time, orientation and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation, le temps pour l'orientation et le temps de déplacement.",cfia-acia,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments
2018-2019-Q4,2,Elisabeth Nadeau,ON,M-M,12.3,21.3,"$5,376.00",$787.82,"The total remuneration includes time spent at meetings, preparation time, orientation and travel time. There was a double entry made in error by the CFIA. The amount will be recovered.","La rémunération totale comprend le temps passé en réunions, le temps de préparation, le temps pour l'orientation et le temps de déplacement. L'ACIA a fait une double entrée en erreur. Le montant sera recouvert.",cfia-acia,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments
2018-2019-Q4,3,Peter Strum,ON,M-M,12.0,24.0,"$5,760.00",$879.41,"The total remuneration includes time spent at meetings, preparation time, orientation and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation, le temps pour l'orientation et le temps de déplacement.",cfia-acia,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments
2019-2020-Q2,1,Frank Ingratta,ON,C-P,17.5,18.5,"$7,200.00",$973.06,"Renumeration includes preparation, meeting and travel time. ","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",cfia-acia,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments
2019-2020-Q2,2,Elisabeth Nadeau,ON,M-M,15.3,11.3,"$4,240.00",$0.00,"Renumeration includes preparation and meeting time. 
Incorrectly claimed amounts July 16 & 31 - difference $16.00. Amount will be claimed in Q3.","- La rémunération totale comprend le temps passé en réunions et le temps de préparation.
 - Montant réclamé le 16 et 31 juillet sont incorrectes dont la différence est 16.00$. Le montant sera réclamé à la période Q3.",cfia-acia,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments
2019-2020-Q2,3,Cassandra Dorrington,ON,M-M,17.5,13.5,"$4,960.00","$1,221.54","Renumeration includes preparation, meeting and travel time. ","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",cfia-acia,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments
2019-2020-Q1,1,Frank Ingratta,ON,C-P,9.0,14.0,"$4,600.00","$1,314.27","The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",cfia-acia,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments
2019-2020-Q1,2,Peter Strum,ON,M-M,10.0,26.5,"$5,840.00",$0.00,"The total remuneration includes time spent at meetings, and preparation time.",La rémunération totale comprend le temps passé en réunions et le temps de préparation.,cfia-acia,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments
2019-2020-Q1,3,Elisabeth Nadeau,ON,M-M,2.5,4.8,$520.00,$0.00,"The toal remuneration includes time spent at meeting, preparation time and recovery from an overpayment in expense claim for Q4 in 2018-2019.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le recouvrement d'un trop payé pour la facture soumise au Q4 en 2018-2019.",cfia-acia,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments
2019-2020-Q3,2,Elisabeth Nadeau,ON,M-M,22.0,7.1,"$4,656.00",$0.00,The total remuneration includes time spent at meetings and preparation time. ,La rémunération totale comprend le temps passé en réunions et le temps de préparation.,cfia-acia,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments
2019-2020-Q3,3,Cassandra Dorrington,ON,M-M,16.8,14.0,"$4,928.00","$1,077.40","The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",cfia-acia,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments
2019-2020-Q3,4,Peter Strum,ON,M-M,20.5,16.0,"$5,840.00",$0.00,The total remuneration includes time spent at meetings  and preparation time. ,La rémunération totale comprend le temps passé en réunions et le temps de préparation.,cfia-acia,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments
2019-2020-Q2,5,Peter Strum,ON,M-M,13.0,17.0,"$4,800.00",$0.00,"The total remuneration includes time spent at meetings, preparation and orientation time. ","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps pour l'orientation.",cfia-acia,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments
2019-2020-Q3,1,Frank Ingratta,ON,C-P,0.0,1.0,$200.00,$0.00,The total remuneration includes 1 hour of preparation time that was not included during the Q3 reporting period.,La rémunération comprend 1 heure de temps de préparation qui n'était pas rapporté durant la période Q3.,cfia-acia,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments
2019-2020-Q4,2,Frank Ingratta,ON,C-P,15.0,18.0,"$6,600.00","$1,191.41","The total remuneration includes time spent at meetings, preparation time and travel time.","La rémuneration totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",cfia-acia,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments
2019-2020-Q4,3,Elisabeth Nadeau,ON,M-M,18.0,7.5,"$4,080.00",$0.00,The total remuneration includes time spent at meetings and preparation time.,La rémuneration totale comprend le temps passé en réunions et le temps de préparation.,cfia-acia,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments
2019-2020-Q4,4,Peter Strum,ON,M-M,18.0,36.5,"$8,720.00",$0.00,The total remuneration includes time spent at meetings and preparation time.,La rémuneration totale comprend le temps passé en réunions et le temps de préparation.,cfia-acia,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments
2019-2020-Q4,5,Cassandra Dorrington,ON,M-M,15.25,17.5,"$5,240.00","$1,854.15","The total remuneration includes time spent at meetings, preparation time and travel time.","La rémuneration totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",cfia-acia,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments
2020-2021-Q1,1,Anne-Marie Renaud,ON,M-M,2.0,0.0,$320.00,$0.00,The total remuneration includes time spent at meetings. ,La rémunération total comprend le temps passé en réunions.,cfia-acia,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments
2020-2021-Q2,3,Elisabeth Nadeau,ON,M-M,13.0,14.5,"$4,400.00",$0.00,"The total remuneration includes time spent at meetings, preparation time and orientation time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps en orientation.",cfia-acia,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments
2020-2021-Q2,4,Gaetan Lussier,ON,C-P,6.5,9.5,"$3,200.00",$0.00,"The total remuneration includes time spent at meetings, preparation time and orientation time. Note that not all meeting time is accounted for in this reporting period.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps en orientation. Veuillez prendre note que le temps de réunion n’est pas tout comptabilisé pour cette période.",cfia-acia,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments
2020-2021-Q2,2,Gaetan Lussier,ON,C-P,2.5,1.3,$760.00,$0.00,The total remuneration includes time spent at meetings. This time is in addition to what was reported during Q2. ,La rémunération totale comprend le temps passé en réunions. Ce temps est supplémentaire à ce qui fut reporté durant T2.,cfia-acia,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments
2020-2021-Q2,1,Cassandra Dorrington,ON,M-M,10.6,16.3,"$4,304.00",$0.00,"The total remuneration includes time spent at meetings, preparation and orientation time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et d'orientation.",cfia-acia,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments
2020-2021-Q3,3,Gaetan Lussier,ON,C-P,14.75,6.5,"$4,250.00",$0.00,The total remuneration includes time spent at meetings and preparation time. The Chair chose to contribute volunteer hours for the DAC Symposium which explains the difference of time submitted between himself and the members.,La rémunération totale comprend le temps passé en réunions et le temps de préparation. Le président a choisi de faire des heures de bénévolat pour le symposium du CMV ce qui explique la différence d'heure soumis entre lui-même et les membres.,cfia-acia,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments
2020-2021-Q3,4,Elisabeth Nadeau,ON,M-M,19.0,9.0,"$4,480.00",$0.00,The total remuneration includes time spent at meetings and preparation time.,La rémunération totale comprend le temps passé en réunions et le temps de préparation. ,cfia-acia,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments
2020-2021-Q3,5,Cassandra Dorrington,ON,M-M,11.75,7.25,"$3,040.00",$0.00,The total remuneration includes time spent at meetings and preparation time.,La rémunération totale comprend le temps passé en réunions et le temps de préparation. ,cfia-acia,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments
