Date de vérification,Numéro de référence de l’installation,Titulaire de permis ,Nom commun du site,Latitude,Longitude,Zone visée sur l'aquaculture des poissons,Espèces,Nombre de carcasses évaluées,Nombre de résultats de RCP positifs concernant le VNHI,Nombre de résultats positifs concernant le VNPI,Nombre de résultats positifs concernant le VAIS,Nombre de résultats positifs concernant le VSHV ,Nombre de résultats positifs concernant le VAS ,Nombre de résultats positifs concernant le PRSal ,Nombre de résultats positifs concernant le VMCP,Agents pathogènes bactériens isolés par culture (nombre de poissons),Confirmation histopathologique de la maladie ou de l’agent pathogène (nombre de poissons),Diagnostic vétérinaire à l’échelle de l’exploitation,Affections à considérer (nombre de poissons)
19 avr. 2012,1899,Creative Salmon Company,Warne Island,49.12815,-125.74923,Baie Clayoquot,Saumon Quinnat (Oncorhynchus tshawytcha),10,Non,Non,Non,Non,s/o,Non,s/o,,MBR avec bactérie semblable au Renibacterium (3),Maladie bactérienne du rein,
19 avr. 2012,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Baie Clayoquot,Saumon Quinnat (Oncorhynchus tshawytcha),3,Non,Non,Non,Non,s/o,Non,s/o,,MBR avec bactérie semblable au Renibacterium (1),Aucune maladie importante présente à l’échelle de la population,
30 avr. 2012,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,Baie Nootka,Saumon Atlantique (Salmo salar),12,Non,Non,Non,Non,s/o,Non,s/o,,Encéphalite microsporidie (2),Aucune maladie importante présente à l’échelle de la population,
30 avr. 2012,1700,Grieg Seafood BC,Muchalat South,49.64012,-126.32735,Baie Nootka,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,s/o,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
1 mai 2012,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Baie Nootka,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,s/o,Non,s/o,,Encéphalite microsporidie (2),Mortalité de bas niveau associée aux conditions environnementales,
7 mai 2012,221,Grieg Seafood BC,Vantage,49.67226,-123.86019,Sunshine Coast,Saumon Atlantique (Salmo salar),1,Non,Non,Non,Non,s/o,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
7 mai 2012,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,Sunshine Coast,Saumon Atlantique (Salmo salar),7,Non,Non,Non,Non,s/o,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
7 mai 2012,1698,Grieg Seafood BC,Ahlstrom,49.7793,-124.15395,Sunshine Coast, Saumon Coho (Oncorhynchus kisutch),7,Oui,Non,Non,Non,s/o,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
14 mai 2012,1059,Marine Harvest Canada,Sargeaunt Pass,50.67346,-126.18595,Archipel Broughton,Saumon Atlantique (Salmo salar),2,Non,Non,Non,Non,s/o,Non,s/o,,MBR avec bactérie semblable au Renibacterium (1),Aucune maladie importante présente à l’échelle de la population,
15 mai 2012,1618,Marine Harvest Canada,Humphrey Rock,50.69682,-126.25532,Archipel Broughton,Saumon Atlantique (Salmo salar),0,,,,,,,,,,"Mortalité de très bas niveau, aucun échantillon disponible ",
23 mai 2012,465,Marine Harvest Canada,Swanson,50.61871,-126.70473,Archipel Broughton,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,s/o,Non,s/o,,SRS avec la bactérie Piscirickettsia (1),Aucune maladie importante présente à l’échelle de la population,
23 mai 2012,739,Marine Harvest Canada,Upper Retreat,50.72183,-126.5681,Archipel Broughton,Saumon Atlantique (Salmo salar),9,Non,Non,Non,Non,s/o,Non,s/o,,Stomatite ulcéro-membraneuse (3),Aucune maladie importante présente à l’échelle de la population,
23 mai 2012,144,Marine Harvest Canada,Koskimo,50.45861,-127.88988,Baie Quatsino,Saumon Atlantique (Salmo salar),4,Non,Non,Non,Non,s/o,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
24 mai 2012,467,Marine Harvest Canada,Midsummer,50.65784,-126.66298,Archipel Broughton,Saumon Atlantique (Salmo salar),1,Non,Non,Non,Non,s/o,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
24 mai 2012,1144,Mainstream Canada,Burdwood,50.7969,-126.49581,Archipel Broughton,Saumon Atlantique (Salmo salar),7,Non,Non,Non,Non,s/o,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
19 juin 2012,1198,Marine Harvest Canada,Raynor,50.89253,-127.25359,Port Hardy,Saumon Atlantique (Salmo salar),2,Non,Non,Non,Non,s/o,Non,s/o,,Inflammation granulomateuse systémique – aucun agent (1),Aucune maladie importante présente à l’échelle de la population,
19 juin 2012,1288,Marine Harvest Canada,Doyle Island,50.81456,-127.48698,Port Hardy,Saumon Atlantique (Salmo salar),9,Non,Non,Non,Non,s/o,Non,s/o,,Stomatite ulcéro-membraneuse (1),Aucune maladie importante présente à l’échelle de la population,
20 juin 2012,1691,Marine Harvest Canada,Kid Bay,52.80048,-128.40111,Côte centrale,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,s/o,Non,s/o,,MBR avec bactérie semblable au Renibacterium (1),Aucune maladie importante présente à l’échelle de la population,
20 juin 2012,1702,Marine Harvest Canada,Goat Cove,52.78726,-128.4199,Côte centrale,Saumon Atlantique (Salmo salar),3,Non,Non,Non,Non,s/o,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
25 juin 2012,216,Yellow Island Aquaculture,Yellow Island,50.13274,-125.33268,Passage Discovery,Saumon Quinnat (Oncorhynchus tshawytcha),10,Non,Non,Non,Non,s/o,Non,s/o,Listonella anguillarum (5),MBR avec bactérie semblable au Renibacterium (5); Dactylogyroses (1); Septicème bactérien (1),Maladie bactérienne du rein; Vibriose,
5 juil. 2012,412,Grieg Seafood BC,Site 9,49.64612,-123.72455,Sunshine Coast,Saumon Quinnat (Oncorhynchus tshawytcha); Saumon Coho (Oncorhynchus kisutch),7,Non,Non,Non,Non,s/o,Non,s/o,Aeromonas salmonicida (6),Furonculose (4),Furonculose,
5 juil. 2012,332,Grieg Seafood BC,Salten,49.61535,-123.83407,Sunshine Coast,Saumon Quinnat (Oncorhynchus tshawytcha),1,Non,Non,Non,Non,s/o,Non,s/o,,MBR avec bactérie semblable au Renibacterium (1),Aucune maladie importante présente à l’échelle de la population,
10 juil. 2012,211,Marine Harvest Canada,Okisollo,50.30946,-125.31618,Passage Discovery,Saumon Atlantique (Salmo salar),3,Non,Non,Non,Non,s/o,Non,s/o,,MBR avec bactérie semblable au Renibacterium (1),Aucune maladie importante présente à l’échelle de la population,
13 juil. 2012,304,Mainstream Canada,Raza Island,50.32159,-125.00882,Passage Discovery,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,s/o,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
13 juil. 2012,1401,Mainstream Canada,Brent Island,50.28613,-125.34917,Passage Discovery,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,s/o,Non,s/o,,,"Ouvert: cause de mortalité de bas niveau inconnue, cause de mortalité de bas niveau inconnue",
17 juil. 2012,1300,Marine Harvest Canada,Althorpe,50.47531,-125.80975,Passage Discovery,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,s/o,Non,s/o,,MBR avec bactérie semblable au Renibacterium (4),Aucune maladie importante présente à l’échelle de la population,
17 juil. 2012,78,Marine Harvest Canada,Phillips Arm,50.48825,-125.35658,Passage Discovery,Saumon Atlantique (Salmo salar),4,Non,Non,Non,Non,s/o,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
26 juil. 2012,1700,Grieg Seafood BC,Muchalat South,49.64012,-126.32735,Baie Nootka,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,s/o,Non,s/o,,Stomatite ulcéro-membraneuse (1),Mortalité de bas niveau associée à la manipulation,
26 juil. 2012,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Baie Nootka,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,s/o,Non,s/o,,MBR avec bactérie semblable au Renibacterium (1),Ouvert: cause de mortalité de bas niveau inconnue,
27 juil. 2012,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Baie Nootka,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,s/o,Non,s/o,,MBR avec bactérie semblable au Renibacterium (1); Encéphalite microsporidie (1),Aucune maladie importante présente à l’échelle de la population,
7 août 2012,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Archipel Broughton,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,s/o,Oui,s/o,,,Ouvert: cause de mortalité de bas niveau inconnue,Cardiomyopathie (2)
8 août 2012,728,Mainstream Canada,Sir Edmund Bay,50.83096,-126.59684,Archipel Broughton,Saumon Atlantique (Salmo salar),6,Non,Non,Non,Non,s/o,Non,s/o,,,Mortalité faible associée aux prédateurs,
8 août 2012,1144,Mainstream Canada,Burdwood,50.7969,-126.49581,Archipel Broughton,Saumon Atlantique (Salmo salar),6,Non,Non,Non,Non,s/o,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
15 août 2012,733,Marine Harvest Canada,Cyrus Rock,50.25682,-125.2103,Passage Discovery,Saumon Atlantique (Salmo salar),3,Non,Non,Non,Non,s/o,Oui,s/o,,,Aucune maladie importante présente à l’échelle de la population,
28 août 2012,1618,Marine Harvest Canada,Humphrey Rock,50.69682,-126.25532,Archipel Broughton,Saumon Atlantique (Salmo salar),3,Non,Non,Non,Non,s/o,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
28 août 2012,821,Marine Harvest Canada,Glacier Falls,50.84785,-126.31921,Archipel Broughton,Saumon Atlantique (Salmo salar),6,Non,Non,Non,Non,Non,Oui,s/o,,,Aucune maladie importante présente à l’échelle de la population,
29 août 2012,1338,Marine Harvest Canada,Mahatta East,50.47527,-127.79038,Baie Quatsino,Saumon Atlantique (Salmo salar),1,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
29 août 2012,467,Marine Harvest Canada,Midsummer,50.65784,-126.66298,Archipel Broughton,Saumon Atlantique (Salmo salar),4,Non,Non,Non,Non,s/o,Oui,s/o,,,Aucune maladie importante présente à l’échelle de la population,
5 sept. 2012,1702,Marine Harvest Canada,Goat Cove,52.78726,-128.4199,Côte centrale,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,s/o,Non,s/o,,Encéphalite microsporidie (1),Aucune maladie importante présente à l’échelle de la population,
5 sept. 2012,1691,Marine Harvest Canada,Kid Bay,52.80048,-128.40111,Côte centrale,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,s/o,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
6 sept. 2012,892,Marine Harvest Canada,Bell Island,50.83242,-127.52057,Port Hardy,Saumon Atlantique (Salmo salar),4,Non,Non,Non,Non,s/o,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
6 sept. 2012,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.5004,Port Hardy,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,s/o,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
10 sept. 2012,216,Yellow Island Aquaculture,Yellow Island,50.13274,-125.33268,Passage Discovery,Saumon Quinnat (Oncorhynchus tshawytcha),6,Non,Non,Non,Non,s/o,Non,s/o,Vibrio ordalii (1),MBR avec bactérie semblable au Renibacterium (1); Dactylogyroses (3); Branchite avec Loma (Microsporidia) (1),"Anémie marine, Maladie bactérienne du rein, Microsporidie des ouïes",
18 sept. 2012,1291,Mainstream Canada,McIntyre Lake,49.30557,-125.81583,Baie Clayoquot,Saumon Atlantique (Salmo salar),4,Non,Non,Non,Non,s/o,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
18 sept. 2012,540,Mainstream Canada,Fortune Channel,49.23503,-125.75174,Baie Clayoquot,Saumon Atlantique (Salmo salar),2,Non,Non,Non,Non,Non,Oui,s/o,,MBR avec bactérie semblable au Renibacterium (1),Aucune maladie importante présente à l’échelle de la population,
19 sept. 2012,520,Mainstream Canada,Bedwell,49.26548,-125.81247,Baie Clayoquot,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,s/o,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
19 sept. 2012,527,Mainstream Canada,Saranac Island,49.24803,-125.90671,Baie Clayoquot,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,s/o,Oui,s/o,,,Aucune maladie importante présente à l’échelle de la population,
20 sept. 2012,244,Creative Salmon Company,Eagle Bay,49.12945,-125.71093,Baie Clayoquot,Saumon Quinnat (Oncorhynchus tshawytcha),5,Non,Non,Non,Non,s/o,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
20 sept. 2012,776,Creative Salmon Company,Baxter Islets,49.13299,-125.78289,Baie Clayoquot,Saumon Quinnat (Oncorhynchus tshawytcha),5,Non,Non,Non,Non,s/o,Oui,s/o,Vibrio ordalii (1),SRS avec la bactérie Piscirickettsia (2); Branchite avec Loma (Microsporidia) (2),Aucune maladie importante présente à l’échelle de la population,
9 oct. 2012,1300,Marine Harvest Canada,Althorpe,50.47531,-125.80975,Passage Discovery,Saumon Atlantique (Salmo salar),4,Non,Non,Non,Non,s/o,Non,s/o,,MBR avec bactérie semblable au Renibacterium (3),Aucune maladie importante présente à l’échelle de la population,
9 oct. 2012,78,Marine Harvest Canada,Phillips Arm,50.48825,-125.35658,Passage Discovery,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,s/o,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
11 oct. 2012,332,Grieg Seafood BC,Salten,49.61535,-123.83407,Sunshine Coast,Saumon Quinnat (Oncorhynchus tshawytcha),1,Non,Non,Non,Non,s/o,Non,s/o,Vibrio ordalii (1),,Aucune maladie importante présente à l’échelle de la population,
11 oct. 2012,572,Grieg Seafood BC,Newcomb,49.64006,-123.65836,Sunshine Coast, Saumon Coho (Oncorhynchus kisutch),7,Non,Non,Non,Non,s/o,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
17 oct. 2012,211,Marine Harvest Canada,Okisollo,50.30946,-125.31618,Passage Discovery,Saumon Atlantique (Salmo salar),1,Non,Non,Non,Non,s/o,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
17 oct. 2012,733,Marine Harvest Canada,Cyrus Rock,50.25682,-125.2103,Passage Discovery,Saumon Atlantique (Salmo salar),6,Non,Non,Non,Non,s/o,Oui,s/o,,SRS avec la bactérie Piscirickettsia (2),Aucune maladie importante présente à l’échelle de la population,
18 oct. 2012,304,Mainstream Canada,Raza Island,50.32159,-125.00882,Passage Discovery,Saumon Atlantique (Salmo salar),7,Non,Non,Non,Non,s/o,Non,s/o,,Infection micro-organisme Myxozoa non identifié (2),Aucune maladie importante présente à l’échelle de la population,
18 oct. 2012,1401,Mainstream Canada,Brent Island,50.28613,-125.34917,Passage Discovery,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,s/o,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
23 oct. 2012,1700,Grieg Seafood BC,Muchalat South,49.64012,-126.32735,Baie Nootka,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,s/o,Non,s/o,,,Mortalité de bas niveau associée aux conditions environnementales,
23 oct. 2012,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Baie Nootka,Saumon Atlantique (Salmo salar),3,Non,Non,Non,Non,s/o,Non,s/o,,,Ouvert: pas de cause connue de lésions,
30 oct. 2012,1702,Marine Harvest Canada,Goat Cove,52.78726,-128.4199,Côte centrale,Saumon Atlantique (Salmo salar),1,Non,Non,Non,Non,s/o,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
30 oct. 2012,1691,Marine Harvest Canada,Kid Bay,52.80048,-128.40111,Côte centrale,Saumon Atlantique (Salmo salar),3,Non,Non,Non,Non,s/o,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
30 oct. 2012,1580,Marine Harvest Canada,Jackson Pass,52.53727,-128.40286,Côte centrale,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,s/o,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
31 oct. 2012,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.5004,Port Hardy,Saumon Atlantique (Salmo salar),7,Non,Non,Non,Non,s/o,Non,s/o,,Encéphalite microsporidie (2),Aucune maladie importante présente à l’échelle de la population,
31 oct. 2012,892,Marine Harvest Canada,Bell Island,50.83242,-127.52057,Port Hardy,Saumon Atlantique (Salmo salar),9,Non,Non,Non,Oui,s/o,Non,s/o,,SHV (1),Aucune maladie importante présente à l’échelle de la population,
7 nov. 2012,728,Mainstream Canada,Sir Edmund Bay,50.83096,-126.59684,Archipel Broughton,Saumon Atlantique (Salmo salar),2,Non,Non,Non,Non,s/o,Non,s/o,,Encéphalite microsporidie (1),Aucune maladie importante présente à l’échelle de la population,
7 nov. 2012,820,Marine Harvest Canada,Wicklow Point,50.78659,-126.69153,Archipel Broughton,Saumon Atlantique (Salmo salar),2,Non,Non,Non,Non,s/o,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
7 nov. 2012,1336,Mainstream Canada,Simmonds Point,50.87791,-126.90153,Archipel Broughton,Saumon Atlantique (Salmo salar),7,Non,Non,Non,Oui,s/o,Non,s/o,,Stomatite ulcéro-membraneuse (3); SHV (2),Aucune maladie importante présente à l’échelle de la population,
8 nov. 2012,143,Marine Harvest Canada,Larsen Island,50.60175,-126.63284,Archipel Broughton,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,s/o,Non,s/o,Yersinia ruckeri (3),Stomatite ulcéro-membraneuse (1); Méningo-encéphalite bactérienne (1),Aucune maladie importante présente à l’échelle de la population,Maladie bactérienne de la bouche rouge (3)
8 nov. 2012,1586,Marine Harvest Canada,Doctor Islets,50.65373,-126.28925,Archipel Broughton,Saumon Atlantique (Salmo salar),0,,,,,,,,,,"Mortalité de très bas niveau, aucun échantillon disponible ",
29 nov. 2012,1338,Marine Harvest Canada,Mahatta East,50.47527,-127.79038,Baie Quatsino,Saumon Atlantique (Salmo salar),2,Non,Non,Non,Non,s/o,Non,s/o,,MBR avec bactérie semblable au Renibacterium (2),Aucune maladie importante présente à l’échelle de la population,
29 nov. 2012,1237,Marine Harvest Canada,Monday Rocks,50.48568,-127.87265,Baie Quatsino,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,s/o,Non,s/o,,Stomatite ulcéro-membraneuse (2); MBR avec bactérie semblable au Renibacterium (2),Aucune maladie importante présente à l’échelle de la population,
4 déc. 2012,1291,Mainstream Canada,McIntyre Lake,49.30557,-125.81583,Baie Clayoquot,Saumon Atlantique (Salmo salar),1,Non,Non,Non,Non,s/o,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
4 déc. 2012,526,Mainstream Canada,Rant Point,49.2567,-125.84153,Baie Clayoquot,Saumon Atlantique (Salmo salar),9,Non,Non,Non,Non,s/o,Oui,s/o,,SRS avec la bactérie Piscirickettsia (2),Ouvert: cause de mortalité de bas niveau inconnue,
5 déc. 2012,234,Mainstream Canada,Dixon Bay,49.40478,-126.15072,Baie Clayoquot,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,s/o,Non,s/o,,Stomatite ulcéro-membraneuse (2),Pourriture de la bouche,
5 déc. 2012,314,Mainstream Canada,Ross Pass,49.32437,-126.04849,Baie Clayoquot,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,s/o,Non,s/o,Aeromonas salmonicida (1),Stomatite ulcéro-membraneuse (3),Pourriture de la bouche,
6 déc. 2012,776,Creative Salmon Company,Baxter Islets,49.13299,-125.78289,Baie Clayoquot,Saumon Quinnat (Oncorhynchus tshawytcha),8,Non,Non,Non,Non,s/o,Oui,s/o,,Branchite avec Loma (Microsporidia) (2),Aucune maladie importante présente à l’échelle de la population,
6 déc. 2012,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Baie Clayoquot,Saumon Quinnat (Oncorhynchus tshawytcha),8,Non,Non,Non,Non,s/o,Oui,s/o,,Xénome splénique s’apparentant au Loma (1) ,"Ouvert: mortalité de faible niveau, Maladie bactérienne du rein, Microsporidie des ouïes, Septicémie rickettsienne des salmonidés",
14 déc. 2012,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Archipel Broughton,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,s/o,Non,s/o,,Dermatite ulcéreuse (3),Maladie des ulcères hivernaux,Cardiomyopathie (2)
10 janv. 2013,456,Saltstream Engineering,Doctor Bay,50.2521,-124.81957,Passage Discovery,Saumon Quinnat (Oncorhynchus tshawytcha),1,Non,Non,Non,Non,Non,Non,s/o,,Branchite avec Loma (Microsporidia) (1),Aucune maladie importante présente à l’échelle de la population,
