CODE_REGION,REGION_ADMIN,VILLE,INTERVENANT_NOM,INTERVENANT_NUMERO,SITE_NOM,SITE_NUMERO,SITE_ADRESSE_COMPLETE,PERMIS_DATE_EMISSION,PERMIS_DATE_EXPIRATION,NO_PERMIS,CAPACITE_AUTORISE,NOMBRE_RESERVOIR_AUTORISE,DATE_PROCHAINE_VERIFICATION
6.0,Montréal,Côte-Saint-Luc,Sobeys Capital inc.,5772-4841,Shell (C80189),1-49676-49393,5850 BOULEVARD CAVENDISH CÔTE-SAINT-LUC QC CANADA H4W 2Y5,2020-05-19,2022-05-18,1016788,130000,2,2024-05-18
16.0,Montérégie,Brossard,Couche-Tard inc.,5615-0667,Couche-Tard #1180,1-49676-49400,7305  GRANDE ALLÉE BROSSARD QC CANADA J4Z 0E3,2021-02-17,2023-02-16,1014718,175000,4,2023-02-16
14.0,Lanaudière,Lavaltrie,Dépanneur Lavaltrie INC.,5770-0734,Dépanneur Lavaltrie inc,1-49676-49429,70 CH DE LAVALTRIE LAVALTRIE QC CANADA J5T 2H1,2019-10-08,2021-10-07,1014989,200000,2,2021-10-07
4.0,Mauricie,Trois-Rivières,La Société Canadian Tire Limitée,8237-7342,La Société Canadian Tire limitée,1-49676-49431,3575 BOULEVARD DES FORGES TROIS-RIVIÈRES QC CANADA G8Y 4P2,2021-03-15,2023-03-14,1014279,150000,3,2025-03-14
11.0,Gaspésie--Îles-de-la-Madeleine,Sainte-Thérèse-de-Gaspé,9108-1000 QUÉBEC INC.,5667-1019,DÉPANNEUR CHEZ MARIO,1-49676-49432,323 ROUTE 132 SAINTE-THÉRÈSE-DE-GASPÉ QC CANADA G0C 3B0,2020-10-01,2022-09-30,1009751,24412,2,2022-09-30
6.0,Montréal,Mont-Royal,Sobeys Capital inc.,5772-4841,Shell (C03081),1-49676-49437,3980 CHEMIN DE LA CÔTE-DE-LIESSE MONT-ROYAL QC CANADA H4N 2P6,2020-12-01,2022-11-30,1009007,150000,2,2024-11-30
16.0,Montérégie,Châteauguay,Corporation Parkland,5781-7900,Dépanneur du coin # 732,1-49676-49464,248 BOULEVARD SAINT-JEAN-BAPTISTE CHÂTEAUGUAY QC CANADA J6K 3C1,2021-02-01,2023-01-31,1010142,87161,3,2023-01-31
3.0,Capitale-Nationale,Québec,Harnois Énergies inc.,5666-1994,Esso Wilfrid-Hamel,1-49676-49466,5105 BOULEVARD WILFRID-HAMEL QUÉBEC QC CANADA G2E 2G8,2021-03-29,2023-03-28,1010849,110000,1,2023-03-28
3.0,Capitale-Nationale,Québec,LES IMMEUBLES M.J.B. INC.,5667-1282,DÉPANNEUR DE L'AXE ST-DAVID ENR.,1-49676-49472,3314 RUE DU CARREFOUR QUÉBEC QC CANADA G1C 8B5,2020-06-20,2022-06-19,1014462,90000,3,2022-06-19
6.0,Montréal,Montréal,Sobeys Capital inc.,5772-4841,Shell (C00743),1-49676-49473,7675 BOULEVARD SAINT-MICHEL MONTRÉAL QC CANADA H2A 3A7,2021-01-17,2023-01-16,1009203,150000,2,2023-01-16
9.0,Côte-Nord,Les Bergeronnes,Magasin Général G.L.R. inc.,5781-5052,Magasin Général G.L.R. inc.,1-49676-49501,121 RUE PRINCIPALE LES BERGERONNES QC CANADA G0T 1G0,2020-09-02,2022-09-01,1017194,70000,1,2024-09-01
4.0,Mauricie,Notre-Dame-de-Montauban,9433-9082 Québec inc.,5802-1478,Dépann-O-Chalet,1-49676-39,545 AV DES LOISIRS NOTRE-DAME-DE-MONTAUBAN QC CANADA G0X 1W0,2020-01-17,2022-01-16,1016139,65000,1,2024-01-16
12.0,Chaudière-Appalaches,Saint-Pierre-de-Broughton,Coop de Solidarité Multiservices de St-Pierre-de-Broughton,5781-2406,CSM St-Pierre-de-Broughton,1-49676-50545,24 RUE SAINT-PIERRE SAINT-PIERRE-DE-BROUGHTON QC CANADA G0N 1T0,2020-12-19,2022-12-18,1014932,55000,1,2024-12-18
13.0,Laval,Laval,9405-8203 Québec inc.,5793-6791,STATION PÉTRO CONCORDE,1-49676-50551,295 BOULEVARD DE LA CONCORDE EST LAVAL QC CANADA H7G 2E5,2021-07-13,2023-07-12,1019789,91705,4,2023-07-12
1.0,Bas-Saint-Laurent,Pohénégamook,Garage Jacques Lamonde inc.,5666-0335,Garage Jacques Lamonde inc.,1-49676-1405,908 RUE PRINCIPALE POHÉNÉGAMOOK QC CANADA G0L 1J0,2021-01-27,2023-01-26,1014690,130000,2,2025-01-26
11.0,Gaspésie--Îles-de-la-Madeleine,L'Ascension-de-Patapédia,Lagacé Marius,5667-1928,Épicerie Lagacé enr.,1-49676-50586,12 RUE PRINCIPALE L'ASCENSION-DE-PATAPÉDIA QC CANADA G0J 1R0,2021-02-01,2023-01-31,1019902,10000,2,2023-01-31
16.0,Montérégie,Boucherville,Couche-Tard inc.,5615-0667,Couche-Tard #1199,1-49676-50588,1221 RUE NOBEL BOUCHERVILLE QC CANADA J4B 8E4,2020-11-06,2022-11-05,1014503,159142,4,2022-11-05
7.0,Outaouais,Gatineau,Sobeys Capital inc.,5772-4841,Shell (C20552),1-49676-50621,420 CHEMIN VANIER GATINEAU QC CANADA J9J 3H8,2019-10-25,2021-10-24,1014879,150000,2,2023-10-24
7.0,Outaouais,Gatineau,Sobeys Capital inc.,5772-4841,Shell (C20552),1-49676-50621,420 CHEMIN VANIER GATINEAU QC CANADA J9J 3H8,2021-10-25,2023-10-24,1014879,150000,2,2023-10-24
12.0,Chaudière-Appalaches,Lévis,Sobeys Capital inc.,5772-4841,Shell (C00803),1-49676-50624,200 ROUTE DU PRÉSIDENT-KENNEDY LÉVIS QC CANADA G6V 9J6,2020-10-01,2022-09-30,1009579,168120,4,2022-09-30
9.0,Côte-Nord,Les Escoumins,Corporation Parkland,5781-7900,Ultramar #41856,1-49676-50625,457 ROUTE 138 LES ESCOUMINS QC CANADA G0T 1K0,2021-04-01,2023-03-31,1010358,178925,5,2023-03-31
16.0,Montérégie,Saint-Bruno-de-Montarville,Philippe Gosselin & associés limitée,8137-2674,Super Soir St-Bruno,1-49676-50654,2210 BOULEVARD SIR-WILFRID-LAURIER SAINT-BRUNO-DE-MONTARVILLE QC CANADA J3V 4P6,2021-07-02,2023-07-01,1009034,136380,3,2023-07-01
6.0,Montréal,Montréal,Corporation Parkland,5781-7900,Ultramar #36177,1-49676-50656,200 BOULEVARD DE LA CÔTE-VERTU MONTRÉAL QC CANADA H4N 1C9,2020-06-01,2022-05-31,1009148,150000,3,2022-05-31
1.0,Bas-Saint-Laurent,Métis-sur-Mer,Dépanneur Métis-sur-Mer inc.,5781-5375,Dépanneur Métis-sur-Mer inc.,1-49676-50661,97 ROUTE 132 MÉTIS-SUR-MER QC CANADA G0J 1S0,2020-02-01,2022-01-31,1012070,28468,1,2022-01-31
1.0,Bas-Saint-Laurent,Saint-Cyprien,Gaz-Bar Multiservices Inc.,5696-8290,Gaz Bar Multiservices Inc.,1-49676-1408,124  GRANDE LIGNE NORD SAINT-CYPRIEN QC CANADA G0L 2P0,2020-10-20,2022-10-19,1011159,39709,1,2024-10-19
3.0,Capitale-Nationale,Québec,9267-8747 Québec Inc.,5718-4699,Dépanneur Mini Prix,1-49676-50688,1710 BOULEVARD PIE-XI NORD QUÉBEC QC CANADA G3J 1L5,2020-06-22,2022-06-21,1016985,60000,1,2024-06-21
4.0,Mauricie,Trois-Rivières,9437-3958 Québec inc.,5799-8973,Dépanneur Voisin 6983,1-49676-50690,6600 BOUL PARENT TROIS-RIVIÈRES QC CANADA G9C 0H7,2020-06-23,2022-06-22,1015032,105000,3,2022-06-22
6.0,Montréal,Montréal,Couche-Tard inc.,5615-0667,Couche-Tard #1162,1-49676-50693,950 BOULEVARD MARCEL-LAURIN MONTRÉAL QC CANADA H4M 2N2,2020-09-20,2022-09-19,1009968,170000,4,2022-09-19
2.0,Saguenay--Lac-Saint-Jean,Saguenay,Camping de Jonquière inc.,8320-8967,CAMPING DE JONQUIÈRE INC.,1-49676-50727,3553 RUE SAINT-DOMINIQUE SAGUENAY QC CANADA G7X 7V6,2020-07-10,2022-07-09,1011829,9639,1,2024-07-09
4.0,Mauricie,Shawinigan,ROLAND LAMBERT,5667-2629,ROLAND LAMBERT,1-49676-50733,990 AVENUE DE SAINT-GEORGES SHAWINIGAN QC CANADA G9T 5K4,2021-04-01,2023-03-31,1019440,49900,3,2023-03-31
7.0,Outaouais,L'Île-du-Grand-Calumet,Raymond Bérard,5667-2637,Raymond Bérard,1-49676-50760,99 CHEMIN DE TANCREDIA L'ÎLE-DU-GRAND-CALUMET QC CANADA J0X 1J0,2020-12-01,2022-11-30,1009993,18100,1,2024-11-30
16.0,Montérégie,Mont-Saint-Hilaire,Gestion Petroleum HB inc.,5780-5384,Dépanneur Mont Saint-Hilaire,1-49676-50761,18 RUE BRUNET MONT-SAINT-HILAIRE QC CANADA J3H 0M7,2020-12-02,2022-12-01,1014261,150000,3,2022-12-01
2.0,Saguenay--Lac-Saint-Jean,Lac-Bouchette,9227-7821 QUÉBEC INC.,5667-2827,Halte Services Nutrinor Énergies Lac Bouchette,1-49676-50798,204 ROUTE VICTOR-DELAMARRE LAC-BOUCHETTE QC CANADA G0W 1V0,2019-11-29,2021-11-28,1016086,95000,2,2023-11-28
4.0,Mauricie,Shawinigan,Dépanneur du Carrefour St-Georges inc.,5780-4718,Dépanneur du Carrefour St-Georges inc.,1-49676-50801,1001A ROUTE DES DÉFRICHEURS SHAWINIGAN QC CANADA G9T 5K4,2021-06-01,2023-05-31,1010623,70800,3,2025-05-31
2.0,Saguenay--Lac-Saint-Jean,Saint-Félicien,Les Pétroles R.L. inc.,5667-2934,Pétroles Belzile,1-49676-50802,1090 ROUTE 169 SAINT-FÉLICIEN QC CANADA G8K 1J6,2021-07-16,2023-07-15,1010584,110000,2,2023-07-15
2.0,Saguenay--Lac-Saint-Jean,Alma,9116-3584 Québec inc.,5667-2975,DÉPANNEUR DELISLE,1-49676-50804,2472 AVENUE DU PONT NORD ALMA QC CANADA G8E 1R1,2020-11-10,2022-11-09,1017616,60750,1,2024-11-09
12.0,Chaudière-Appalaches,Sainte-Perpétue,DÉPANNEUR LEMELIN INC.,5667-3007,DÉPANNEUR LEMELIN INC.,1-49676-50832,311 RUE PRINCIPALE SUD SAINTE-PERPÉTUE QC CANADA G0R 3Z0,2020-12-01,2022-11-30,1009772,22500,1,2022-11-30
12.0,Chaudière-Appalaches,Saint-Jacques-de-Leeds,Garage Gérald Marquis inc.,5786-2633,Garage Gérald Marquis inc.,1-49676-50833,175 RUE PRINCIPALE SAINT-JACQUES-DE-LEEDS QC CANADA G0N 1J0,2020-12-01,2022-11-30,1009969,50000,2,2024-11-30
7.0,Outaouais,Val-des-Bois,9221-2984 Québec inc.,5667-3031,Station Sport Nature,1-49676-50834,471 ROUTE 309 VAL-DES-BOIS QC CANADA J0X 3C0,2020-06-26,2022-06-25,1009393,84856,1,2022-06-25
3.0,Capitale-Nationale,Sainte-Catherine-de-la-Jacques-Cartier,Corporation Parkland,5781-7900,Dépanneur du Coin # 785,1-49676-50868,4459 RTE DE FOSSAMBAULT SAINTE-CATHERINE-DE-LA-JACQUES-CARTIER QC CANADA G3N 2Z6,2021-01-27,2023-01-26,1015086,100000,2,2023-01-26
14.0,Lanaudière,Saint-Jean-de-Matha,Les Pétroles Expert inc.,5667-3833,L'EXPERT DÉPANNEUR St-Jean dematha,1-49676-50873,881 ROUTE LOUIS-CYR SAINT-JEAN-DE-MATHA QC CANADA J0K 2S0,2020-06-07,2022-06-06,1014136,66900,2,2024-06-06
16.0,Montérégie,Longueuil,Couche-Tard inc.,5615-0667,Couche-Tard #1177,1-49676-51881,5005 BOULEVARD COUSINEAU LONGUEUIL QC CANADA J3Y 3K7,2019-11-10,2021-11-09,1010729,159352,4,2021-11-09
14.0,Lanaudière,Saint-Sulpice,Les Pétroles Expert inc.,5667-3833,L'Expert Dépanneur St-Sulpice,1-49676-51883,723 RUE NOTRE-DAME SAINT-SULPICE QC CANADA J5W 3W6,2021-06-01,2023-05-31,1010861,109110,3,2023-05-31
15.0,Laurentides,Saint-Eustache,Les Pétroles Bélisle et Bélisle inc.,8269-4605,Les Pétroles Bélisle & Bélisle inc.,1-49676-51916,555 RUE SAINT-EUSTACHE SAINT-EUSTACHE QC CANADA J7R 7E6,2021-06-29,2023-06-28,1015107,100025,1,2023-06-28
15.0,Laurentides,Sainte-Lucie-des-Laurentides,Dépanneur et Gas Guimond inc.,5667-3916,Dépanneur et Gas Guimond inc.,1-49676-51917,1632 CHEMIN DE SAINTE-LUCIE SAINTE-LUCIE-DES-LAURENTIDES QC CANADA J0T 2J0,2020-07-20,2022-07-19,1018166,50216,1,2024-07-19
16.0,Montérégie,Roxton Falls,DÉPANNEUR LES FRÈRES CLAUDE INC.,5666-0434,Dépanneur Les Frères Claude inc.,1-49676-1443,115 RUE DE L'ÉGLISE ROXTON FALLS QC CANADA J0H 1E0,2019-10-09,2021-10-08,1009380,75000,2,2023-10-08
7.0,Outaouais,Gatineau,La Société Canadian Tire Limitée,8237-7342,Canadian Tire.,1-49676-51991,399 BOULEVARD MALONEY OUEST GATINEAU QC CANADA J8P 3W1,2019-12-01,2021-11-30,1011320,104560,4,2021-11-30
15.0,Laurentides,Sainte-Adèle,9105-2811 Québec Inc.,8291-6776,Dépanneur Bonisoir,1-49676-51992,905 BOULEVARD DE SAINTE-ADÈLE SAINTE-ADÈLE QC CANADA J8B 2N1,2020-08-13,2022-08-12,1014487,80000,2,2022-08-12
2.0,Saguenay--Lac-Saint-Jean,Métabetchouan--Lac-à-la-Croix,2842-9975 QUÉBEC,5666-0517,ACCOMODATION MÉTABETCHOUAN ENR.,1-49676-1446,45 2E RANG OUEST MÉTABETCHOUAN--LAC-À-LA-CROIX QC CANADA G8G 1L9,2021-07-04,2023-07-03,1020073,112700,3,2023-07-03
12.0,Chaudière-Appalaches,Sainte-Hénédine,L'Essentiel Économique inc.,5792-4458,L'Essenciel Économique,1-49676-52063,105 RUE PRINCIPALE SAINTE-HÉNÉDINE QC CANADA G0S 2R0,2019-12-01,2021-11-30,1011554,22725,2,2021-11-30
5.0,Estrie,Racine,J-H MARTIN ET FILS ENR,5667-4492,J-H MARTIN ET FILS ENR.,1-49676-52064,352 RUE PRINCIPALE RACINE QC CANADA J0E 1Y0,2020-06-26,2022-06-25,1016777,22374,1,2024-06-25
16.0,Montérégie,Cowansville,9275-0942 Quénec inc.,5779-9017,Les pétroles Maéva Cowansville,1-49676-1447,1582 RUE DU SUD COWANSVILLE QC CANADA J2K 2Y8,2020-06-14,2022-06-13,1009882,75000,1,2022-06-13
16.0,Montérégie,Saint-Rémi,Harnois Énergies inc.,5666-1994,Proxi Extra St-Rémi,1-49676-52093,89 BOULEVARD SAINT-RÉMI SAINT-RÉMI QC CANADA J0L 2L0,2021-02-01,2023-01-31,1018294,418220,9,2023-01-31
2.0,Saguenay--Lac-Saint-Jean,Saguenay,COOP DE SOLIDARITÉ LAC KÉNO,5667-4575,COOP DE SOLIDARITÉ LAC KÉNO,1-49676-52098,5251 CHEMIN DU QUAI SAGUENAY QC CANADA G7X 7V6,2020-07-02,2022-07-01,1010992,50315,2,2022-07-01
12.0,Chaudière-Appalaches,Thetford Mines,Dépanneur Pontbriand inc.,5714-3323,Dépanneur 269 Inc.,1-49676-1448,4886 RUE DE L'ÉGLISE THETFORD MINES QC CANADA G6H 3B9,2019-10-17,2021-10-16,1010428,35000,1,2021-10-16
17.0,Centre-du-Québec,Victoriaville, 9398-7808 Québec inc.,5775-6264,Dépanneur Mar Lou / 9398-7808 Québec inc.,1-49676-52136,1999 RUE NOTRE-DAME OUEST VICTORIAVILLE QC CANADA G6T 2C6,2019-10-01,2021-09-30,1009069,60064,2,2021-09-30
8.0,Abitibi-Témiscamingue,Rouyn-Noranda,9434-5600 Québec inc.,5747-5386,L'Escale Montbeillard,1-49676-1449,9760 BOUL RIDEAU ROUYN-NORANDA QC CANADA J0Z 2X0,2021-08-31,2023-08-30,1020172,55103,2,2025-08-30
3.0,Capitale-Nationale,Saint-Siméon,9145-2151 Québec inc.,5667-4989,DÉPANNEUR SAINT-SIMÉON,1-49676-53136,517 RUE SAINT-LAURENT SAINT-SIMÉON QC CANADA G0T 1X0,2021-09-27,2023-09-26,1020372,65000,1,2025-09-26
16.0,Montérégie,Mercier,LES CARBURANTS MERCIER INC.,5667-5010,LES CARBURANTS MERCIER INC.,1-49676-53139,885 BOULEVARD SAINTE-MARGUERITE MERCIER QC CANADA J6R 2L1,2020-09-01,2022-08-31,1009743,65000,1,2022-08-31
3.0,Capitale-Nationale,Québec,Philippe Gosselin & associés limitée,8137-2674,Super Soir L'Ancienne-Lorette,1-49676-53142,1799 ROUTE DE L'AÉROPORT QUÉBEC QC CANADA G2G 2N4,2019-11-30,2021-11-29,1011244,85000,2,2021-11-29
5.0,Estrie,Sherbrooke,La Société Canadian Tire Limitée,8237-7342,Dépanneur Canadian Tire,1-49676-53215,790 RUE KING OUEST SHERBROOKE QC CANADA J1H 1R7,2020-12-01,2022-11-30,1010019,90800,4,2022-11-30
3.0,Capitale-Nationale,Québec,La Société Canadian Tire Limitée,8237-7342,STATION SERVICE CANADIAN TIRE,1-49676-53245,4895 BOULEVARD DE L'ORMIÈRE QUÉBEC QC CANADA G1P 1K6,2020-07-09,2022-07-08,1011022,110000,1,2024-07-08
3.0,Capitale-Nationale,Rivière-à-Pierre,Coopérative d'Alimentation de Rivière-à-Pierre,5600-1852,Coopérative d'Alimentation de Rivière-à-Pierre,1-49676-53283,294 RUE PRINCIPALE RIVIÈRE-À-PIERRE QC CANADA G0A 3A0,2021-09-30,2023-09-29,1014995,65000,1,2025-09-29
1.0,Bas-Saint-Laurent,Matane,9398-3948 Québec inc.,5781-6290,DÉPANNEUR DE LA RIVIÈRE,1-49676-53284,777 ROUTE 195 MATANE QC CANADA G4W 3M7,2019-12-01,2021-11-30,1011508,38600,2,2021-11-30
14.0,Lanaudière,Saint-Paul,9206-7248 QUÉBEC INC.,5667-5630,DÉPANNEUR PÉTRO-CANADA ST-PAUL,1-49676-53287,615 BOULEVARD DE L'INDUSTRIE SAINT-PAUL QC CANADA J0K 3E0,2021-05-02,2023-05-01,1019004,200000,2,2025-05-01
11.0,Gaspésie--Îles-de-la-Madeleine,Saint-Maxime-du-Mont-Louis,Dépanneur Mont-Louis inc.,5798-6143,Gaz Bar Mont-Louis,1-49676-53319,45 1RE O AV SAINT-MAXIME-DU-MONT-LOUIS QC CANADA G0E 1T0,2020-12-01,2022-11-30,1017738,45500,2,2024-11-30
16.0,Montérégie,Vaudreuil-Dorion,9222-0086 Québec inc.,5780-5301,DÉPANNEUR EXPRESS ULTRAMAR,1-49676-53323,3620 ROUTE HARWOOD VAUDREUIL-DORION QC CANADA J7V 0K1,2021-07-31,2023-07-30,1010287,85449,2,2025-07-30
16.0,Montérégie,Sorel-Tracy,La Société Canadian Tire Limitée,8237-7342,Canadian Tire Gaz #1784,1-49676-53324,360 BOULEVARD FISET SOREL-TRACY QC CANADA J3P 3R2,2019-12-01,2021-11-30,1011300,90800,4,2021-11-30
12.0,Chaudière-Appalaches,Lévis,Corporation Parkland,5781-7900,Ultramar #00240,1-49676-1483,3600 BOULEVARD GUILLAUME-COUTURE LÉVIS QC CANADA G6W 7L3,2020-05-15,2022-05-14,1010258,100000,3,2022-05-14
16.0,Montérégie,Saint-Jean-sur-Richelieu,9393-5385 Québec inc.,5787-6609,Marché du Vieux l'Acadie,1-49676-53393,1265 CHEMIN DU CLOCHER SAINT-JEAN-SUR-RICHELIEU QC CANADA J2Y 1A4,2020-06-15,2022-06-14,1016580,100000,1,2024-06-14
5.0,Estrie,Sherbrooke,Dépanneur Rock Forest inc.,5786-9331,Dépanneur Rock Forest,1-49676-53395,4408 BOULEVARD DE L'UNIVERSITÉ SHERBROOKE QC CANADA J1N 2V4,2021-07-15,2023-07-14,1019803,50000,1,2025-07-14
15.0,Laurentides,Nominingue,DÉPANNEUR L'ESSENTIEL PLUS INC.,5667-6125,DÉPANNEUR L'ESSENTIEL PLUS INC.,1-49676-53396,2105 CHEMIN DU TOUR-DU-LAC NOMININGUE QC CANADA J0W 1R0,2020-02-01,2022-01-31,1009738,45485,1,2022-01-31
15.0,Laurentides,Mont-Laurier,9002-7392 QUÉBEC INC.,5666-0707,ÉPICERIE C.L. DUCHARME,1-49676-1484,3621 CHEMIN DE VAL-LIMOGES MONT-LAURIER QC CANADA J9L 3G6,2020-12-01,2022-11-30,1017770,18000,2,2022-11-30
12.0,Chaudière-Appalaches,Adstock,Gestion Coursard inc.,5667-6190,Dépanneur St-Daniel,1-49676-53425,34 RUE CHOUINARD NORD ADSTOCK QC CANADA G0N 1S0,2020-07-01,2022-06-30,1017192,22745,2,2024-06-30
17.0,Centre-du-Québec,Drummondville,9268-4661 Québec Inc.,5667-6299,Esso # 143,1-49676-53432,1420 BOULEVARD SAINT-JOSEPH DRUMMONDVILLE QC CANADA J2C 2E6,2020-12-13,2022-12-12,1010076,130000,2,2022-12-12
17.0,Centre-du-Québec,Notre-Dame-du-Bon-Conseil,Harnois Énergies inc.,5666-1994,Proxi Extra Bon-Conseil,1-49676-54433,280 RUE NOTRE-DAME NOTRE-DAME-DU-BON-CONSEIL QC CANADA J0C 1A0,2020-11-28,2022-11-27,1015241,100000,2,2024-11-27
10.0,Nord-du-Québec,Chibougamau,9189-3081 Québec inc.,5667-6679,Relais du Lac-Caché,1-49676-54441,1253 ROUTE 167 SUD CHIBOUGAMAU QC CANADA G8P 2K7,2021-06-27,2023-06-26,1014833,210000,3,2023-06-26
4.0,Mauricie,Saint-Boniface,9328-0766 Québec inc.,5776-5745,Dépanneur Station Café,1-49676-54477,1620 BOULEVARD TRUDEL EST SAINT-BONIFACE QC CANADA G0X 2L0,2021-01-25,2023-01-24,1014301,45400,2,2023-01-24
14.0,Lanaudière,Repentigny,Harnois Énergies inc.,5666-1994,Proxi Extra Repentigny,1-49676-54506,457 BOULEVARD LACOMBE REPENTIGNY QC CANADA J5Z 1P2,2020-12-14,2022-12-13,1010484,100000,2,2022-12-13
6.0,Montréal,Montréal,Couche-Tard inc.,5615-0667,Couche-Tard #1175,1-49676-54510,5405 BOULEVARD DÉCARIE (MONTRÉAL) MONTRÉAL QC CANADA H3W 3C5,2020-10-18,2022-10-17,1009280,150000,3,2022-10-17
4.0,Mauricie,La Tuque,9318-5379 Québec inc.,5704-0354,Dépanneur Jodan,1-49676-54513,1450 BOULEVARD DUCHARME LA TUQUE QC CANADA G9X 4R8,2020-10-19,2022-10-18,1011118,100000,2,2024-10-18
5.0,Estrie,Cookshire-Eaton,9072-4139 Québec inc.,5667-6802,Épicerie Johnville,1-49676-54540,46 CHEMIN JORDAN HILL COOKSHIRE-EATON QC CANADA J0B 2A0,2021-05-10,2023-05-09,1015100,49356,1,2023-05-09
1.0,Bas-Saint-Laurent,Saint-Adelme,COOPÉRATIVE DE SOLIDARITÉ DE SAINT-ADELME,5667-6836,COOPÉRATIVE DE SOLIDARITÉ DE SAINT-ADELME,1-49676-54542,240 RUE PRINCIPALE SAINT-ADELME QC CANADA G0J 2B0,2020-12-13,2022-12-12,1015236,15000,1,2024-12-12
16.0,Montérégie,Saint-Joachim-de-Shefford,COOPÉRATIVE DE SOLIDARITÉ AU COEUR DU VILLAGE,5667-6851,COOPÉRATIVE DE SOLIDARITÉ AU COEUR DU VILLAGE,1-49676-54544,645 RUE PRINCIPALE SAINT-JOACHIM-DE-SHEFFORD QC CANADA J0E 2G0,2020-10-10,2022-10-09,1015222,70051,2,2024-10-09
11.0,Gaspésie--Îles-de-la-Madeleine,Nouvelle,9093-1338 QUÉBEC INC.,5667-6885,Dépanneur Pharillon 2000,1-49676-54546,131 ROUTE 132 EST NOUVELLE QC CANADA G0C 2E0,2019-10-04,2021-10-03,1009316,65000,1,2021-10-03
11.0,Gaspésie--Îles-de-la-Madeleine,Nouvelle,9093-1338 QUÉBEC INC.,5667-6885,Dépanneur Pharillon 2000,1-49676-54546,131 ROUTE 132 EST NOUVELLE QC CANADA G0C 2E0,2021-10-04,2023-10-03,1009316,65000,1,2025-10-03
15.0,Laurentides,Lachute,GARAGE PIERRE-PAUL DESFORGES INC.,5667-6893,GARAGE PIERRE-PAUL DESFORGES INC.,1-49676-54547,180 AVENUE D'ARGENTEUIL LACHUTE QC CANADA J8H 3Y4,2020-12-01,2022-11-30,1018291,180000,4,2022-11-30
5.0,Estrie,Wotton,"Vivaco, Groupe Coopératif",8299-8477,Centre de rénovation BMR et Sonichoix,1-49676-54548,494 RUE SAINT-JEAN WOTTON QC CANADA J0A 1N0,2020-11-05,2022-11-04,1015403,64139,1,2022-11-04
3.0,Capitale-Nationale,Québec,Pétroles Cadeko inc.,5666-7801,Sprint Saint-Sacrement #505,1-49676-54549,1350 CHEMIN SAINTE-FOY QUÉBEC QC CANADA G1S 2N6,2020-05-31,2022-05-30,1010010,85000,2,2022-05-30
16.0,Montérégie,Mont-Saint-Hilaire,Couche-Tard inc.,5615-0667,Couche-Tard #1021,1-49676-54579,733 BOULEVARD SIR-WILFRID-LAURIER MONT-SAINT-HILAIRE QC CANADA J3H 4X8,2020-07-13,2022-07-12,1009357,130600,2,2024-07-12
16.0,Montérégie,Sorel-Tracy,Construction Sorel Ltée,1853-8587,Construction Sorel ltée,1-49676-54580,1145 CHEMIN DES PATRIOTES SOREL-TRACY QC CANADA J3P 2N1,2020-10-01,2022-09-30,1017997,109569,5,2022-09-30
15.0,Laurentides,Grenville-sur-la-Rouge,DÉPANNEUR KILMAR INC.,5666-0947,DÉPANNEUR KILMAR INC.,1-49676-1548,1370 CHEMIN KILMAR GRENVILLE-SUR-LA-ROUGE QC CANADA J0V 1B0,2020-08-31,2022-08-30,1010462,11350,1,2022-08-30
16.0,Montérégie,Saint-Jean-sur-Richelieu,2964-3723 Québec inc.,5780-4973,2694-3723 Québec inc.,1-49676-1549,223 BOULEVARD SAINT-LUC SAINT-JEAN-SUR-RICHELIEU QC CANADA J2W 1C6,2020-07-01,2022-06-30,1009301,77750,3,2022-06-30
12.0,Chaudière-Appalaches,Lévis,Coop Avantis,5762-1062,Coop Avantis Sonic Saint-Nicolas (Lévis),1-49676-1551,1430 ROUTE MARIE-VICTORIN LÉVIS QC CANADA G7A 4G7,2019-11-28,2021-11-27,1010447,63798,1,2021-11-27
1.0,Bas-Saint-Laurent,Matane,MINI MARCHÉ DU LAC INC.,5666-1077,Mini Marché du Lac,1-49676-1553,265 RUE SAINT-JOSEPH MATANE QC CANADA G4W 4E8,2020-05-21,2022-05-20,1011495,64639,2,2022-05-20
14.0,Lanaudière,Sainte-Béatrix,Dépanneur Lac Vallée inc.,5785-2840,Dépanneur Lac Vallée,1-49676-1587,531 CHEMIN DE SAINTE-BÉATRIX SAINTE-BÉATRIX QC CANADA J0K 1Y0,2020-07-06,2022-07-05,1017175,40000,1,2022-07-05
15.0,Laurentides,Prévost,SLG Canada inc.,5666-1309,Dépanneur Olympique,1-49676-1588,2487 BOULEVARD DU CURÉ-LABELLE PRÉVOST QC CANADA J0R 1T0,2020-07-15,2022-07-14,1017734,74955,3,2022-07-14
14.0,Lanaudière,Saint-Charles-Borromée,INVESTISSEMENT SCALDEC LTÉE,5666-1374,INVESTISSEMENT SCALDEC LTÉE,1-49676-1593,650 RUE DE LA VISITATION SAINT-CHARLES-BORROMÉE QC CANADA J6E 7S2,2021-06-15,2023-06-14,1010816,105000,3,2023-06-14
6.0,Montréal,Kirkland,9413-2842 Québec inc.,5787-8860,Sonic,1-49676-1625,3055 BOULEVARD SAINT-CHARLES KIRKLAND QC CANADA H9H 3B8,2019-12-21,2021-12-20,1009284,88914,3,2021-12-21
