Year,Activity,Source,Destination,Energy (MW.h),Total Value (CAN$),Price (CAN$/MW.h)
1995.0,Exports,Total,Total,4.0596141296E7,1.18474838041E9,23.17
1995.0,Exports,Total,Vermont,3117678.0,1.4507958518E8,23.16
1995.0,Exports,Total,Washington,883467.741,2.692858201E7,30.45
1995.0,Imports,Maine,New Brunswick,9634.6,415569.47,43.13
1995.0,Imports,Maine,Total,9634.6,415569.47,43.13
1995.0,Imports,Michigan,Ontario,40981.5,1196232.97,29.19
1995.0,Imports,Michigan,Total,40981.5,1196232.97,29.19
1995.0,Imports,Minnesota,Manitoba,82727.0,939775.27,11.36
1995.0,Imports,Minnesota,Ontario,65234.659,902422.4,13.83
1995.0,Imports,Minnesota,Total,147961.659,1842197.67,12.45
1995.0,Imports,Montana,British Columbia,397.0,23370.19,58.87
1995.0,Imports,Montana,Total,397.0,23370.19,58.87
1995.0,Imports,New England-ISO,Québec,33620.0,772662.55,22.98
1995.0,Imports,New England-ISO,Total,33620.0,772662.55,22.98
1995.0,Imports,New York,Ontario,100681.0,5391759.02,53.55
1995.0,Imports,New York,Québec,2347.0,3829538.01,2841.99
1995.0,Imports,New York,Total,103028.0,9221297.03,117.07
1995.0,Imports,North Dakota,Manitoba,19852.0,273434.38,13.77
1995.0,Imports,North Dakota,Saskatchewan,34519.0,497931.25,14.12
1995.0,Imports,North Dakota,Total,54371.0,771365.63,13.99
1995.0,Imports,Pennsylvania,Québec,6900.0,151192.8,21.91
1995.0,Imports,Pennsylvania,Total,6900.0,151192.8,21.91
1995.0,Imports,Total,Alberta,2443.6,130279.59,53.31
1995.0,Imports,Total,British Columbia,1646409.0,2.433200054E7,14.42
1995.0,Imports,Total,Manitoba,102579.0,1213209.65,11.83
1995.0,Imports,Total,New Brunswick,9634.6,415569.47,43.13
1995.0,Imports,Total,Ontario,206897.159,7490414.39,36.20
1995.0,Imports,Total,Québec,465760.0,4.368471276E7,45.67
1995.0,Imports,Total,Saskatchewan,34519.0,497931.25,14.12
1995.0,Imports,Total,Total,2468242.359,7.776411765E7,22.18
1995.0,Imports,Vermont,Québec,422893.0,3.89313194E7,32.34
1995.0,Imports,Vermont,Total,422893.0,3.89313194E7,32.34
1995.0,Imports,Washington,Alberta,2443.6,130279.59,53.31
1995.0,Imports,Washington,British Columbia,1646012.0,2.430863035E7,14.41
1995.0,Imports,Washington,Total,1648455.6,2.443890994E7,14.46
1996.0,Exports,Alberta,California,4625.0,52524.0,11.36
1996.0,Exports,Alberta,Oregon,800.0,38624.0,48.28
1996.0,Exports,Alberta,Total,20536.0,406155.0,19.78
1996.0,Exports,Alberta,Washington,15111.0,315007.0,20.85
1996.0,Exports,British Columbia,Alaska,1184.62,55213.0,46.61
1996.0,Exports,British Columbia,California,249591.0,3768801.35,15.10
1996.0,Exports,British Columbia,Idaho,170361.0,2729511.87,16.02
1996.0,Exports,British Columbia,Montana,38140.0,460393.47,12.07
1996.0,Exports,British Columbia,Oregon,2772922.0,2.828307582E7,10.20
1996.0,Exports,British Columbia,Total,8487256.113,1.2042348598E8,14.19
1996.0,Exports,British Columbia,Washington,5255057.493,8.512649047E7,16.20
1996.0,Exports,Manitoba,Minnesota,8904252.517,2.6654894144E8,19.33
1996.0,Exports,Manitoba,North Dakota,751666.0,1.550265703E7,18.19
1996.0,Exports,Manitoba,Total,9819389.517,2.8506075725E8,19.23
1996.0,Exports,Manitoba,Wisconsin,163471.0,3009158.78,18.41
1996.0,Exports,New Brunswick,Maine,3000106.086,1.1348266527E8,37.44
1996.0,Exports,New Brunswick,Total,3000106.086,1.1348266527E8,37.44
1996.0,Exports,Ontario,Michigan,2125852.152,7.490253352E7,26.21
1996.0,Exports,Ontario,Minnesota,188410.0,5419928.11,28.15
1996.0,Exports,Ontario,New England-ISO,387339.0,8781661.36,21.58
1996.0,Exports,Ontario,New York,2825664.19,6.957387814E7,24.28
1996.0,Exports,Ontario,Pennsylvania,1300.0,41270.64,31.75
1996.0,Exports,Ontario,Total,5530464.342,1.5877144493E8,24.97
1996.0,Exports,Ontario,Vermont,1899.0,52173.16,27.47
1996.0,Exports,Québec,Maine,1265.985,89882.3,71.00
1996.0,Exports,Québec,Massachusetts,265855.0,7566373.06,27.66
1996.0,Exports,Québec,New England-ISO,7564381.0,2.0257866019E8,26.40
1996.0,Exports,Québec,New York,4685137.0,1.2950430718E8,25.24
1996.0,Exports,Québec,Pennsylvania,205883.0,5076172.75,24.66
1996.0,Exports,Québec,Total,1.5200081985E7,5.3671509955E8,27.01
1996.0,Exports,Québec,Vermont,2477560.0,1.9189970407E8,32.30
1996.0,Exports,Saskatchewan,North Dakota,175565.0,3309619.97,18.85
1996.0,Exports,Saskatchewan,Total,175565.0,3309619.97,18.85
1996.0,Exports,Total,Alaska,1184.62,55213.0,46.61
1996.0,Exports,Total,California,254216.0,3821325.35,15.03
1996.0,Exports,Total,Idaho,170361.0,2729511.87,16.02
1996.0,Exports,Total,Maine,3001372.071,1.1357254757E8,37.46
1996.0,Exports,Total,Massachusetts,265855.0,7566373.06,27.66
1996.0,Exports,Total,Michigan,2125852.152,7.490253352E7,26.21
1996.0,Exports,Total,Minnesota,9092662.517,2.7196886955E8,19.51
1996.0,Exports,Total,Montana,38140.0,460393.47,12.07
1996.0,Exports,Total,New England-ISO,7951720.0,2.1136032155E8,26.17
1996.0,Exports,Total,New York,7510801.19,1.9907818532E8,24.88
1996.0,Exports,Total,North Dakota,927231.0,1.8812277E7,18.32
1996.0,Exports,Total,Oregon,2773722.0,2.832169982E7,10.21
1996.0,Exports,Total,Pennsylvania,207183.0,5117443.39,24.70
1996.0,Exports,Total,Total,4.2233399043E7,1.21816922795E9,23.06
1996.0,Exports,Total,Vermont,2479459.0,1.9195187723E8,32.29
1996.0,Exports,Total,Washington,5270168.493,8.544149747E7,16.21
1996.0,Exports,Total,Wisconsin,163471.0,3009158.78,18.41
1996.0,Imports,Maine,New Brunswick,27393.0,536839.23,19.60
1996.0,Imports,Maine,Total,27393.0,536839.23,19.60
1996.0,Imports,Michigan,Ontario,219122.7,4630935.52,21.13
1996.0,Imports,Michigan,Total,219122.7,4630935.52,21.13
1996.0,Imports,Minnesota,Manitoba,144206.0,2767961.4,19.19
1996.0,Imports,Minnesota,Ontario,111034.0,1673013.81,15.07
1996.0,Imports,Minnesota,Total,255240.0,4440975.21,17.40
1996.0,Imports,Montana,Alberta,301.0,16285.23,54.10
1996.0,Imports,Montana,British Columbia,204.6,14924.27,72.94
1996.0,Imports,Montana,Total,505.6,31209.5,61.73
1996.0,Imports,New England-ISO,Québec,6366.0,132828.01,20.87
1996.0,Imports,New England-ISO,Total,6366.0,132828.01,20.87
1996.0,Imports,New York,Ontario,267274.0,7064122.9,26.42
1996.0,Imports,New York,Québec,194835.0,5440931.4,26.08
1996.0,Imports,New York,Total,462109.0,1.25050543E7,26.28
1996.0,Imports,North Dakota,Manitoba,24490.0,1011720.58,41.31
1996.0,Imports,North Dakota,Saskatchewan,35138.0,516065.02,14.69
1996.0,Imports,North Dakota,Total,59628.0,1527785.6,25.62
1996.0,Imports,Pennsylvania,Québec,7850.0,155355.12,19.79
1996.0,Imports,Pennsylvania,Total,7850.0,155355.12,19.79
1996.0,Imports,Total,Alberta,3822.1,180952.67,47.34
1996.0,Imports,Total,British Columbia,660087.6,6188557.02,8.44
1996.0,Imports,Total,Manitoba,168696.0,3779681.98,22.41
1996.0,Imports,Total,New Brunswick,27393.0,536839.23,19.60
1996.0,Imports,Total,Ontario,597430.7,1.336807223E7,22.37
1996.0,Imports,Total,Québec,493793.0,8.35463562E7,43.16
1996.0,Imports,Total,Saskatchewan,35138.0,516065.02,14.69
1996.0,Imports,Total,Total,1986360.4,1.0811652435E8,22.79
1996.0,Imports,Vermont,Québec,284742.0,7.781724167E7,55.98
1996.0,Imports,Vermont,Total,284742.0,7.781724167E7,55.98
1996.0,Imports,Washington,Alberta,3521.1,164667.44,46.77
1996.0,Imports,Washington,British Columbia,659883.0,6173632.75,8.42
1996.0,Imports,Washington,Total,663404.1,6338300.19,8.62
1997.0,Exports,Alberta,Idaho,80.0,1340.45,16.76
1997.0,Exports,Alberta,Oregon,23100.0,423715.32,18.34
1997.0,Exports,Alberta,Total,186597.0,3307908.13,17.73
1997.0,Exports,Alberta,Washington,163417.0,2882852.36,17.64
1997.0,Exports,British Columbia,?,53430.0,1728412.26,32.35
1997.0,Exports,British Columbia,Alaska,1233.82,92310.0,74.82
1997.0,Exports,British Columbia,Arizona,163200.0,3646686.74,22.34
1997.0,Exports,British Columbia,California,1784402.0,4.596985346E7,25.76
1997.0,Exports,British Columbia,Colorado,43021.0,999841.69,23.24
1997.0,Exports,British Columbia,Idaho,169733.0,3713729.81,21.88
1997.0,Exports,British Columbia,Montana,14170.0,377335.53,26.63
1997.0,Exports,British Columbia,Oregon,739075.0,1.76092871E7,23.83
1997.0,Exports,British Columbia,Total,9869913.653,2.221159724E8,22.50
1997.0,Exports,British Columbia,Utah,28480.0,688047.61,24.16
1997.0,Exports,British Columbia,Washington,6873168.833,1.472904682E8,21.43
1997.0,Exports,Manitoba,Iowa,165062.0,1946446.53,11.79
1997.0,Exports,Manitoba,Kansas,350.0,8327.29,7.98
1997.0,Exports,Manitoba,Minnesota,9810810.142,2.7320270432E8,19.82
1997.0,Exports,Manitoba,Missouri,1160.0,23292.11,20.08
1997.0,Exports,Manitoba,Montana,6.0,5772.18,39.92
1997.0,Exports,Manitoba,Nebraska,608.0,23023.18,37.87
1997.0,Exports,Manitoba,North Dakota,192029.0,4980484.54,20.71
1997.0,Exports,Manitoba,Oregon,10327.0,150174.7,14.54
1997.0,Exports,Manitoba,South Dakota,78461.0,1256730.29,15.93
1997.0,Exports,Manitoba,Texas,519949.0,8175094.02,15.71
1997.0,Exports,Manitoba,Total,1.1657190142E7,3.0768510437E8,19.54
1997.0,Exports,Manitoba,Wisconsin,878428.0,1.791305521E7,20.33
1997.0,Exports,New Brunswick,Maine,3772252.219,1.640635653E8,42.80
1997.0,Exports,New Brunswick,New England-ISO,25640.0,1045167.98,40.76
1997.0,Exports,New Brunswick,Total,3797892.219,1.6510873328E8,42.79
1997.0,Exports,Ontario,Michigan,3384314.683,9.542327253E7,22.71
1997.0,Exports,Ontario,Minnesota,198378.0,6418531.85,29.10
1997.0,Exports,Ontario,Nebraska,101667.0,2359980.84,23.21
1997.0,Exports,Ontario,New England-ISO,921737.0,2.380058566E7,25.64
1997.0,Exports,Ontario,New York,1162475.571,3.052421716E7,26.28
1997.0,Exports,Ontario,Pennsylvania,113818.0,2638232.11,23.14
1997.0,Exports,Ontario,Total,5900615.254,1.6164178288E8,24.11
1997.0,Exports,Ontario,Vermont,18225.0,476962.73,25.26
1997.0,Exports,Québec,Maine,1171.02,82525.27,70.47
1997.0,Exports,Québec,Massachusetts,163669.0,6004388.82,34.50
1997.0,Exports,Québec,Nebraska,781243.0,2.519339644E7,32.25
1997.0,Exports,Québec,New England-ISO,6335241.0,2.0778277425E8,32.80
1997.0,Exports,Québec,New York,1881063.0,7.67575062E7,34.18
1997.0,Exports,Québec,Total,1.153809602E7,5.1518952529E8,33.24
1997.0,Exports,Québec,Vermont,2375709.0,1.9936893431E8,33.89
1997.0,Exports,Saskatchewan,North Dakota,78436.0,1894809.01,24.16
1997.0,Exports,Saskatchewan,Total,111272.0,2965476.94,26.65
1997.0,Exports,Saskatchewan,Washington,32836.0,1070667.93,32.61
1997.0,Exports,Total,?,53430.0,1728412.26,32.35
1997.0,Exports,Total,Alaska,1233.82,92310.0,74.82
1997.0,Exports,Total,Arizona,163200.0,3646686.74,22.34
1997.0,Exports,Total,California,1784402.0,4.596985346E7,25.76
1997.0,Exports,Total,Colorado,43021.0,999841.69,23.24
1997.0,Exports,Total,Idaho,169813.0,3715070.26,21.88
1997.0,Exports,Total,Iowa,165062.0,1946446.53,11.79
1997.0,Exports,Total,Kansas,350.0,8327.29,7.98
1997.0,Exports,Total,Maine,3773423.239,1.6414609057E8,42.81
1997.0,Exports,Total,Massachusetts,163669.0,6004388.82,34.50
1997.0,Exports,Total,Michigan,3384314.683,9.542327253E7,22.71
1997.0,Exports,Total,Minnesota,1.0009188142E7,2.7962123617E8,20.00
1997.0,Exports,Total,Missouri,1160.0,23292.11,20.08
1997.0,Exports,Total,Montana,14176.0,383107.71,26.63
1997.0,Exports,Total,Nebraska,883518.0,2.757640046E7,31.21
1997.0,Exports,Total,New England-ISO,7282618.0,2.3262852789E8,31.92
1997.0,Exports,Total,New York,3043538.571,1.0728172336E8,31.16
1997.0,Exports,Total,North Dakota,270465.0,6875293.55,21.71
1997.0,Exports,Total,Oregon,772502.0,1.818317712E7,23.54
1997.0,Exports,Total,Pennsylvania,113818.0,2638232.11,23.14
1997.0,Exports,Total,South Dakota,78461.0,1256730.29,15.93
1997.0,Exports,Total,Texas,519949.0,8175094.02,15.71
1997.0,Exports,Total,Total,4.3061576288E7,1.37801450329E9,26.58
1997.0,Exports,Total,Utah,28480.0,688047.61,24.16
1997.0,Exports,Total,Vermont,2393934.0,1.9984589704E8,33.82
1997.0,Exports,Total,Washington,7069421.833,1.5124398849E8,21.39
1997.0,Exports,Total,Wisconsin,878428.0,1.791305521E7,20.33
1997.0,Imports,Idaho,British Columbia,100.0,738.82,7.39
1997.0,Imports,Idaho,Total,100.0,738.82,7.39
1997.0,Imports,Maine,New Brunswick,7651.0,385588.0,50.40
1997.0,Imports,Maine,Total,7651.0,385588.0,50.40
1997.0,Imports,Michigan,Ontario,2004493.7,6.305739902E7,31.46
1997.0,Imports,Michigan,Total,2004493.7,6.305739902E7,31.46
1997.0,Imports,Minnesota,Manitoba,8500.0,123624.9,14.54
1997.0,Imports,Minnesota,Ontario,111406.0,2449508.77,21.99
1997.0,Imports,Minnesota,Total,119906.0,2573133.67,21.46
1997.0,Imports,Montana,Alberta,3007.0,129109.3,42.94
1997.0,Imports,Montana,British Columbia,179.0,12540.61,70.06
1997.0,Imports,Montana,Total,3186.0,141649.91,44.46
1997.0,Imports,Nebraska,Manitoba,0.0,52572.29,0.00
1997.0,Imports,Nebraska,Total,0.0,52572.29,0.00
1997.0,Imports,New England-ISO,Québec,185.0,4417.61,23.88
1997.0,Imports,New England-ISO,Total,185.0,4417.61,23.88
1997.0,Imports,New York,Ontario,977667.0,3.296986675E7,33.72
1997.0,Imports,New York,Québec,517407.0,1.358241747E7,26.25
1997.0,Imports,New York,Total,1495074.0,4.655228422E7,31.14
1997.0,Imports,North Dakota,Manitoba,325.0,5476.25,16.85
1997.0,Imports,North Dakota,Saskatchewan,151833.0,3077533.79,20.23
1997.0,Imports,North Dakota,Total,152158.0,3083010.04,20.22
1997.0,Imports,Pennsylvania,Ontario,500.0,16910.4,33.82
1997.0,Imports,Pennsylvania,Total,500.0,16910.4,33.82
1997.0,Imports,South Dakota,Manitoba,325.0,5283.97,16.26
1997.0,Imports,South Dakota,Total,325.0,5283.97,16.26
1997.0,Imports,Texas,Manitoba,0.0,8175.2,0.00
1997.0,Imports,Texas,Total,0.0,8175.2,0.00
1997.0,Imports,Total,Alberta,54013.0,1115445.3,20.65
1997.0,Imports,Total,British Columbia,3511182.0,4.337433412E7,12.16
1997.0,Imports,Total,Manitoba,9150.0,195132.61,14.69
1997.0,Imports,Total,New Brunswick,7651.0,385588.0,50.40
1997.0,Imports,Total,Ontario,3094066.7,9.849368494E7,31.83
1997.0,Imports,Total,Québec,637240.0,6.564503756E7,28.00
1997.0,Imports,Total,Saskatchewan,157029.0,3248349.78,20.65
1997.0,Imports,Total,Total,7470331.7,2.1245757231E8,21.94
1997.0,Imports,Vermont,Québec,119648.0,5.205820248E7,35.57
1997.0,Imports,Vermont,Total,119648.0,5.205820248E7,35.57
1997.0,Imports,Washington,Alberta,51006.0,986336.0,19.34
1997.0,Imports,Washington,British Columbia,3510903.0,4.336105469E7,12.16
1997.0,Imports,Washington,Saskatchewan,5196.0,170815.99,32.87
1997.0,Imports,Washington,Total,3567105.0,4.451820668E7,12.29
1998.0,Exports,Alberta,Oregon,2236.0,80366.45,35.94
1998.0,Exports,Alberta,Total,61520.0,1322168.22,21.49
1998.0,Exports,Alberta,Washington,59284.0,1241801.77,20.95
1998.0,Exports,British Columbia,Alaska,991.68,58382.0,58.87
1998.0,Exports,British Columbia,Arizona,4000.0,117972.36,29.49
1998.0,Exports,British Columbia,California,1341006.0,8.019843801E7,59.80
1998.0,Exports,British Columbia,Colorado,1200.0,55221.5,46.02
1998.0,Exports,British Columbia,Idaho,148443.0,6518970.77,43.92
1998.0,Exports,British Columbia,Montana,25442.0,1307712.4,51.40
1998.0,Exports,British Columbia,Oregon,703421.0,2.26451396E7,32.19
1998.0,Exports,British Columbia,Total,8930298.878,3.2449919063E8,36.34
1998.0,Exports,British Columbia,Utah,1544.0,66835.89,43.29
1998.0,Exports,British Columbia,Washington,6704251.198,2.135305181E8,31.85
1998.0,Exports,Manitoba,Iowa,107888.0,2094623.54,19.38
1998.0,Exports,Manitoba,Kansas,3700.0,110952.52,29.99
1998.0,Exports,Manitoba,Minnesota,8944403.846,3.051184307E8,24.97
1998.0,Exports,Manitoba,Missouri,599.0,22627.03,37.77
1998.0,Exports,Manitoba,Montana,534.0,24052.82,45.04
1998.0,Exports,Manitoba,Nebraska,29602.0,819156.01,27.67
1998.0,Exports,Manitoba,North Dakota,139367.0,6526717.55,33.16
1998.0,Exports,Manitoba,South Dakota,22372.0,479072.15,21.41
1998.0,Exports,Manitoba,Texas,738005.0,2.243816517E7,24.13
1998.0,Exports,Manitoba,Total,1.0771566846E7,3.5619604834E8,24.86
1998.0,Exports,Manitoba,Wisconsin,785096.0,1.856225085E7,23.56
1998.0,Exports,New Brunswick,Maine,4382755.638,1.8585860055E8,40.84
1998.0,Exports,New Brunswick,Total,4382755.638,1.8585860055E8,40.84
1998.0,Exports,Ontario,Michigan,2027495.252,9.88689535E7,39.75
1998.0,Exports,Ontario,Minnesota,56901.0,4793044.13,63.43
1998.0,Exports,Ontario,New England-ISO,41364.0,996197.08,24.08
1998.0,Exports,Ontario,New York,466529.033,1.644705113E7,31.37
1998.0,Exports,Ontario,Pennsylvania,10965.0,682431.28,62.24
1998.0,Exports,Ontario,Total,2603254.285,1.2178767712E8,38.61
1998.0,Exports,Québec,Maine,1247.53,88289.28,70.77
1998.0,Exports,Québec,New England-ISO,8360684.0,2.9546791987E8,35.34
1998.0,Exports,Québec,New York,2035744.0,8.915567309E7,37.71
1998.0,Exports,Québec,Total,1.255603953E7,6.0852403457E8,36.16
1998.0,Exports,Québec,Vermont,2158364.0,2.2381215233E8,37.88
1998.0,Exports,Saskatchewan,Minnesota,7494.0,283096.96,37.78
1998.0,Exports,Saskatchewan,Montana,864.0,34627.56,40.08
1998.0,Exports,Saskatchewan,North Dakota,84424.0,3872421.52,45.87
1998.0,Exports,Saskatchewan,Total,196696.0,7665775.94,38.97
1998.0,Exports,Saskatchewan,Washington,103914.0,3475629.9,33.45
1998.0,Exports,Total,Alaska,991.68,58382.0,58.87
1998.0,Exports,Total,Arizona,4000.0,117972.36,29.49
1998.0,Exports,Total,California,1341006.0,8.019843801E7,59.80
1998.0,Exports,Total,Colorado,1200.0,55221.5,46.02
1998.0,Exports,Total,Idaho,148443.0,6518970.77,43.92
1998.0,Exports,Total,Iowa,107888.0,2094623.54,19.38
1998.0,Exports,Total,Kansas,3700.0,110952.52,29.99
1998.0,Exports,Total,Maine,4384003.168,1.8594688983E8,40.85
1998.0,Exports,Total,Michigan,2027495.252,9.88689535E7,39.75
1998.0,Exports,Total,Minnesota,9008798.846,3.1019457179E8,25.22
1998.0,Exports,Total,Missouri,599.0,22627.03,37.77
1998.0,Exports,Total,Montana,26840.0,1366392.78,50.91
1998.0,Exports,Total,Nebraska,29602.0,819156.01,27.67
1998.0,Exports,Total,New England-ISO,8402048.0,2.9646411695E8,35.28
1998.0,Exports,Total,New York,2502273.033,1.0560272422E8,36.53
1998.0,Exports,Total,North Dakota,223791.0,1.039913907E7,37.95
1998.0,Exports,Total,Oregon,705657.0,2.272550605E7,32.20
1998.0,Exports,Total,Pennsylvania,10965.0,682431.28,62.24
1998.0,Exports,Total,South Dakota,22372.0,479072.15,21.41
1998.0,Exports,Total,Texas,738005.0,2.243816517E7,24.13
1998.0,Exports,Total,Total,3.9502131177E7,1.60585349537E9,33.79
1998.0,Exports,Total,Utah,1544.0,66835.89,43.29
1998.0,Exports,Total,Vermont,2158364.0,2.2381215233E8,37.88
1998.0,Exports,Total,Washington,6867449.198,2.1824794977E8,31.78
1998.0,Exports,Total,Wisconsin,785096.0,1.856225085E7,23.56
1998.0,Imports,Idaho,Alberta,70.0,5534.15,79.06
1998.0,Imports,Idaho,Total,70.0,5534.15,79.06
1998.0,Imports,Iowa,Manitoba,41264.0,1228171.66,29.76
1998.0,Imports,Iowa,Total,41264.0,1228171.66,29.76
1998.0,Imports,Maine,New Brunswick,9536.0,299578.37,31.42
1998.0,Imports,Maine,Total,9536.0,299578.37,31.42
1998.0,Imports,Michigan,Ontario,3561048.5,6.409046712E7,18.00
1998.0,Imports,Michigan,Total,3561048.5,6.409046712E7,18.00
1998.0,Imports,Minnesota,Manitoba,970618.0,2.314833952E7,23.60
1998.0,Imports,Minnesota,Ontario,67322.0,1838554.19,27.31
1998.0,Imports,Minnesota,Saskatchewan,900.0,31337.23,34.82
1998.0,Imports,Minnesota,Total,1038840.0,2.501823094E7,23.85
1998.0,Imports,Missouri,Manitoba,314.0,7851.8,25.01
1998.0,Imports,Missouri,Total,314.0,7851.8,25.01
1998.0,Imports,Montana,Alberta,3600.0,149241.35,41.46
1998.0,Imports,Montana,British Columbia,262.0,17860.0,68.17
1998.0,Imports,Montana,Manitoba,300.0,6198.53,20.66
1998.0,Imports,Montana,Total,4162.0,173299.88,41.64
1998.0,Imports,Nebraska,Manitoba,77840.0,1782846.31,21.69
1998.0,Imports,Nebraska,Total,77840.0,1782846.31,21.69
1998.0,Imports,New England-ISO,Québec,37431.0,2115868.47,56.53
1998.0,Imports,New England-ISO,Total,37431.0,2115868.47,56.53
1998.0,Imports,New York,Ontario,744173.0,2.651592534E7,35.38
1998.0,Imports,New York,Québec,929350.0,3.112623136E7,33.49
1998.0,Imports,New York,Total,1673523.0,5.76421567E7,34.33
1998.0,Imports,North Dakota,Manitoba,10949.0,226909.34,20.72
1998.0,Imports,North Dakota,Saskatchewan,413115.0,1.222030745E7,29.58
1998.0,Imports,North Dakota,Total,424064.0,1.244721679E7,29.35
1998.0,Imports,Oregon,Alberta,112999.0,2638500.69,23.35
1998.0,Imports,Oregon,British Columbia,110.0,3124.0,28.40
1998.0,Imports,Oregon,Total,113109.0,2641624.69,23.35
1998.0,Imports,Pennsylvania,Ontario,174823.0,7251252.0,41.48
1998.0,Imports,Pennsylvania,Total,174823.0,7251252.0,41.48
1998.0,Imports,South Dakota,Alberta,3225.0,124187.97,38.51
1998.0,Imports,South Dakota,Manitoba,49084.0,1135806.18,23.14
1998.0,Imports,South Dakota,Total,52309.0,1259994.15,24.09
1998.0,Imports,Texas,Manitoba,0.0,257027.9,0.00
1998.0,Imports,Texas,Total,0.0,257027.9,0.00
1998.0,Imports,Total,Alberta,186639.0,4703809.17,25.20
1998.0,Imports,Total,British Columbia,4311678.0,9.631869332E7,22.07
1998.0,Imports,Total,Manitoba,1162775.0,2.810851965E7,23.66
1998.0,Imports,Total,New Brunswick,9536.0,299578.37,31.42
1998.0,Imports,Total,Ontario,4547366.5,9.969619865E7,21.88
