Authority Name,Fiscal Year End Date,Loans,Loan Fund Sources,Recipient Name,Recipient City,Recipient State,Recipient Postal Code,Date Loan Awarded,Original Loan Amount,Interest Rate,Loan Length,Amount Repaid,Loan Purpose,New Jobs,Jobs Planned,Jobs Created,Loan Terms Completed
Rochester Economic Development Corporation,09/30/2011,,Private,"Stefan Sydor Optics, Inc",ROCHESTER,NY,14624,09/16/2005,100000.0,3.0,5.0,100000.0,Equipment and Fixed Asset Acquisition,Yes,10.0,30.0,Yes
Oswego County Civic Facilities Corporation,12/31/2011,No,,,,,,,,,,,,,,,
City of Watertown Local Development Corporation,12/31/2011,,Federal,"616 Leray, LLC",WATERTOWN,NY,13601,12/21/2009,60000.0,5.0,15.0,5406.73,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,Allison Carlos,WATERTOWN,NY,13601,08/26/2011,27000.0,5.0,5.0,1467.0,Business Expansion/Startup,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,Alma Carman,WATERTOWN,NY,13601,06/20/2007,21599.53,6.25,5.0,21599.53,Business Expansion/Startup,No,,,Yes
City of Watertown Local Development Corporation,12/31/2011,,Federal,"Alteri Bakery, Inc.",WATERTOWN,NY,13601,11/01/1999,100000.0,5.0,15.0,35435.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,Autumn Deegan d/b/a Autumn's Barbershop,WATERTOWN,NY,13601,09/18/2007,10000.0,3.0,5.0,6328.52,Business Expansion/Startup,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,Bee Bee Island Properties,WATERTOWN,NY,13601,01/01/2002,96000.0,7.0,20.0,31530.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,"Benchmark Family Services, Inc.",WATERTOWN,NY,13601,01/09/2003,163000.0,8.25,20.0,41277.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,Blue Mountain Spring,WATERTOWN,NY,13601,06/15/2005,100000.0,5.0,15.0,100000.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,Yes
City of Watertown Local Development Corporation,12/31/2011,,Federal,"Blue Mountain Spring Service, Inc.",WATERTOWN,NY,13601,06/08/2011,109662.99,5.0,15.0,4064.0,Business Expansion/Startup,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,Brent J. Lewis Micro #1,WATERTOWN,NY,13601,04/16/2009,40000.0,5.0,15.0,4772.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,Brent Lewis Micro #2,WATERTOWN,NY,13601,04/16/2009,20000.0,5.0,5.0,9377.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,Brent Lewis d/b/a Rent A Zone #1,WATERTOWN,NY,13601,09/14/2007,10000.0,3.0,5.0,6158.43,Business Expansion/Startup,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,Brent Lewis d/b/a Rent A Zone #2,WATERTOWN,NY,13601,08/04/2008,10000.0,3.0,5.0,4312.23,Business Expansion/Startup,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,Brent Lewis/Rent A Zone,WATERTOWN,NY,13601,01/31/2000,25000.0,8.0,12.0,24156.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,Brew Ha Ha,WATERTOWN,NY,13601,01/03/2002,66000.0,8.5,15.0,34175.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,Cerebral Palsy Association,CANTON,NY,13617,10/06/2005,60000.0,6.0,10.0,32687.0,Business Expansion/Startup,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,Chantel J. Taylor,WATERTOWN,NY,13601,04/27/2010,40000.0,5.0,7.0,11468.0,Business Expansion/Startup,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,Christine Haga d/b/a The Spindle,WATERTOWN,NY,13601,12/18/2009,40000.0,5.0,7.0,9749.0,Business Expansion/Startup,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,Community Action Planning Council,WATERTOWN,NY,13601,02/01/1991,300000.0,5.25,23.0,254032.0,Business Expansion/Startup,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,"Current Applications, Inc. #5",WATERTOWN,NY,13601,05/07/2008,75000.0,5.0,5.0,28897.0,Equipment and Fixed Asset Acquisition,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,"Current Applications, Inc. #7",WATERTOWN,NY,13601,11/08/2010,60000.0,5.0,4.0,13897.0,Business Expansion/Startup,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,"Current Applications, Inc. #8",WATERTOWN,NY,13601,12/20/2010,75000.0,5.0,1.0,0.0,Business Expansion/Startup,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,"Current Applications, Inc. #9",WATERTOWN,NY,13601,12/15/2011,187500.0,5.0,20.0,0.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,"Currrent Applications, Inc. #6",WATERTOWN,NY,13601,09/02/2010,75000.0,5.0,1.0,75000.0,Business Expansion/Startup,No,,,Yes
City of Watertown Local Development Corporation,12/31/2011,,Federal,David Bartlett d/b/a D.P. Bartlett & Sons/Village Peddler,WATERTOWN,NY,13601,08/14/2007,10000.0,3.0,5.0,6670.4,Business Expansion/Startup,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,Dedra Morgia,CHAUMONT,NY,13622,04/02/2008,115000.0,6.25,20.0,11500.0,Equipment and Fixed Asset Acquisition,No,,,Yes
City of Watertown Local Development Corporation,12/31/2011,,Federal,Denise McLane d/b/a Solitary Consignment,WATERTOWN,NY,13601,06/20/2008,10000.0,3.0,5.0,4894.15,Business Expansion/Startup,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,"Evalex Properties, LLC",WATERTOWN,NY,13601,09/28/2007,160000.0,5.0,20.0,21589.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,Family Counseling Services of NNY,WATERTOWN,NY,13601,02/03/2010,30000.0,5.0,5.0,9660.0,Business Expansion/Startup,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,"First National Beef & Brew, LLC #2",WATERTOWN,NY,13601,07/03/2008,10000.0,3.0,5.0,4316.06,Business Expansion/Startup,No,,,No
Genesee Tobacco Asset Securitization Corporation,12/31/2011,No,,,,,,,,,,,,,,,
City of Watertown Local Development Corporation,12/31/2011,,Federal,"First Nqtional Beef & Brew, LLC #1",WATERTOWN,NY,13601,07/09/2007,10000.0,3.0,5.0,6328.52,Business Expansion/Startup,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,Fort Drum Storage LP,WATERTOWN,NY,13601,05/13/2009,40000.0,5.0,7.0,11219.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,Franklin Factory Group LLC,WATERTOWN,NY,13601,02/28/2007,75000.0,9.25,15.0,13804.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,Franklin Street Investments #1,WATERTOWN,NY,13601,03/09/2005,25000.0,6.0,15.0,8387.0,Business Expansion/Startup,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,Franklin Street Investments #2,WATERTOWN,NY,13601,03/09/2005,20000.0,6.0,7.0,19107.0,Business Expansion/Startup,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,Fred Bresler O.D. PC,WATERTOWN,NY,13601,09/11/2007,10000.0,3.0,5.0,8403.01,Business Expansion/Startup,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,"Icantee, Inc d/b/a Smoking Joes Cafe",WATERTOWN,NY,13601,07/27/2007,10000.0,3.0,5.0,6341.77,Business Expansion/Startup,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,James C. & Sue Ives d/b/a Chop N Save Warehouse,WATERTOWN,NY,13601,07/05/2007,10000.0,3.0,5.0,6669.57,Business Expansion/Startup,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,Jason Gittings (The New Haven Pizza),WATERTOWN,NY,13601,10/14/2011,29000.0,5.0,5.0,0.0,Business Expansion/Startup,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,Kenal Services Corporation #1,WATERTOWN,NY,13601,12/30/2004,75710.62,4.0,7.0,75710.62,Equipment and Fixed Asset Acquisition,No,,,Yes
City of Watertown Local Development Corporation,12/31/2011,,Federal,Kenal Services Corporation #2,WATERTOWN,NY,13601,08/16/2005,111420.0,5.0,15.0,33244.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,Kimberly Mittelstadt,WATERTOWN,NY,13601,02/09/2009,5000.0,5.0,5.0,5000.0,Business Expansion/Startup,No,,,Yes
City of Watertown Local Development Corporation,12/31/2011,,Federal,Kimberly Mittelstadt,WATERTOWN,NY,13601,06/15/2011,5715.12,5.0,5.0,531.0,Business Expansion/Startup,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,"Knowlton Technologies, LLC #1",WATERTOWN,NY,13601,11/03/1996,1000000.0,5.0,7.0,996893.0,Equipment and Fixed Asset Acquisition,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,"Knowlton Technologies, LLC #2",WATERTOWN,NY,13601,04/16/2003,200000.0,5.0,10.0,198387.0,Equipment and Fixed Asset Acquisition,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,"Knowlton Technologies, LLC #3",WATERTOWN,NY,13601,04/15/2008,337500.0,3.25,10.0,108562.0,Equipment and Fixed Asset Acquisition,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,"LKR Enterprises, Inc.",BOONVILLE,NY,13309,05/28/2010,149000.0,5.0,15.0,9203.37,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,"MJK Holdings, LLC",MANLIUS,NY,13104,11/10/2008,123851.0,5.0,20.0,11328.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,"MLR, LLC",WATERTOWN,NY,13601,05/03/2005,150000.0,5.5,15.0,50320.0,Equipment and Fixed Asset Acquisition,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,"MLR, LLC #2",WATERTOWN,NY,13601,07/13/2007,250000.0,5.0,20.0,35234.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,"Marie A. Abougou, MD",WATERTOWN,NY,13601,09/10/2010,40000.0,5.0,1.0,535.0,Business Expansion/Startup,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,Michael Hennegan,WATERTOWN,NY,13601,04/27/2009,10000.0,5.0,5.0,4525.0,Business Expansion/Startup,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,Michael Siptrott,WATERTOWN,NY,13601,07/01/2008,102800.0,5.0,20.0,10861.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,Neighbors of Watertown,WATERTOWN,NY,13601,09/30/2008,200000.0,3.0,30.0,200000.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,Yes
City of Watertown Local Development Corporation,12/31/2011,,Federal,Neighbors of Watertown (Bridge Loan),WATERTOWN,NY,13601,07/17/2007,115000.0,0.0,1.0,115000.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,,Yes
City of Watertown Local Development Corporation,12/31/2011,,Federal,Neighbors of Watertown (LOC),WATERTOWN,NY,13601,01/16/2009,300000.0,0.0,1.0,249000.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,Neighbors of Watertown (WC),WATERTOWN,NY,13601,01/16/2009,200000.0,0.0,1.0,0.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,Neighbors of Watertown Inc/TenEyck Street,WATERTOWN,NY,13601,04/01/2010,82657.18,3.0,1.0,74455.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,,Yes
City of Watertown Local Development Corporation,12/31/2011,,Federal,North Country Children's Clinic,WATERTOWN,NY,13601,10/29/2008,70000.0,6.5,18.0,7002.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,North Country Childrens Clinic #1,WATERTOWN,NY,13601,04/06/2006,200000.0,5.75,15.0,54086.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,"Northeast Apollo Restaurant, Inc. d/b/a Apollo Restaurant",WATERTOWN,NY,13601,07/24/2007,10000.0,3.0,5.0,6669.67,Business Expansion/Startup,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,"Northern Pizza Company, LLC",WATERTOWN,NY,13601,09/21/2011,40000.0,5.0,5.0,1179.0,Business Expansion/Startup,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,Olde World Pottery -Casa De Flor,WATERTOWN,NY,13601,05/19/2006,50000.0,9.0,10.0,20711.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,Olde World Pottery Shop d/b/a Just Because Pottery Shop #2,WATERTOWN,NY,13601,07/03/2008,10000.0,3.0,5.0,4646.6,Business Expansion/Startup,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,Olde World Pottery d/b/a Casa de Flor,WATERTOWN,NY,13601,08/06/2007,10000.0,3.0,5.0,6501.5,Business Expansion/Startup,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,Olde World Pottery d/b/a Just Because Pottery Shop #1,WATERTOWN,NY,13601,08/06/2007,10000.0,3.0,5.0,6501.11,Business Expansion/Startup,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,Pak Optical of Watertown d/b/a J. Opticians,WATERTOWN,NY,13601,07/02/2007,10000.0,3.0,5.0,6669.97,Business Expansion/Startup,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,"Parkview Cleaners, Inc.",WATERTOWN,NY,13601,10/04/2007,10000.0,3.0,5.0,6328.54,Business Expansion/Startup,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,Patsy C. Anderson d/b/a Jefferson Fire Equipment & Alpha Emboridery,WATERTOWN,NY,13601,07/02/2007,10000.0,3.0,5.0,5021.44,Business Expansion/Startup,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,Peppercorn Lodging Co. d/b/a Watertown Hampton Inn,WATERTOWN,NY,13601,02/08/2008,250000.0,6.87,5.0,26189.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,"Pime Camp Contracting, Inc.",WATERTOWN,NY,13601,05/06/2010,40000.0,6.0,1.0,40000.0,Business Expansion/Startup,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,"Pizza Matters, Inc. d/b/a Cam's Pizzeria",WATERTOWN,NY,13601,05/28/2008,10000.0,3.0,5.0,4812.91,Business Expansion/Startup,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,Public Square Developers LP,WATERTOWN,NY,13601,10/18/2009,375000.0,1.0,18.0,0.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,Renald Martini Jr d/b/a Avon Shoes & Othopedic Center #2,WATERTOWN,NY,13601,08/25/2008,10000.0,3.0,5.0,4646.6,Business Expansion/Startup,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,Renald Martini Jr. d/b/a Avon Shoes & Othopedic Center #1,WATERTOWN,NY,13601,09/18/2007,10000.0,3.0,5.0,6499.03,Business Expansion/Startup,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,"Reny Management, Inc.",WATERTOWN,NY,13601,05/19/2011,200000.0,5.0,15.0,4537.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,"Renzi Brothers, Inc.",WATERTOWN,NY,13601,06/27/2000,60000.0,6.0,20.0,25440.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,"Renzi Brothers, Inc. #2",WATERTOWN,NY,13601,11/16/2001,133333.0,6.0,15.0,75134.0,Equipment and Fixed Asset Acquisition,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,Riverview Plaza LLC (Construction Financing),NORTH BABYLON,NY,11703,02/19/2009,375000.0,3.25,10.0,0.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,Yes
City of Watertown Local Development Corporation,12/31/2011,,Federal,Riverview Plaza LLC (Permanent Financing),NORTH BABYLON,NY,11703,04/15/2011,311250.0,5.0,10.0,21728.65,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,"Romalato's Delicatessen, Inc.",WATERTOWN,NY,13601,12/31/2009,50000.0,6.0,15.0,46582.1,Business Expansion/Startup,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,"Roth Industries, Inc. #1",WATERTOWN,NY,13601,12/22/2005,250000.0,7.25,20.0,43450.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,"Roth Industries, Inc. #2",WATERTOWN,NY,13601,01/08/2007,66667.0,8.25,5.0,63976.0,Equipment and Fixed Asset Acquisition,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,"Roth Industries, Inc. #3",WATERTOWN,NY,13601,02/17/2010,66668.0,5.0,5.0,16185.0,Equipment and Fixed Asset Acquisition,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,Rowlands Appliance,WATERTOWN,NY,13601,08/13/1999,57000.0,5.0,19.0,30186.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,Sandra Lee Amo d/b/a Sandy's Luncheonette,WATERTOWN,NY,13601,06/12/2008,10000.0,3.0,5.0,10000.0,Business Expansion/Startup,No,,,Yes
City of Watertown Local Development Corporation,12/31/2011,,Federal,Sandra Lee Amo d/b/a Sandy's Luncheonette #2,WATERTOWN,NY,13601,06/15/2011,9051.0,3.0,3.0,1245.02,Business Expansion/Startup,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,Sci Tech Center,WATERTOWN,NY,13601,07/09/2003,39603.66,5.0,10.0,30114.0,Business Expansion/Startup,No,,,No
City of Watertown Local Development Corporation,12/31/2011,,Federal,Sci Tech Center,WATERTOWN,NY,13601,01/25/2008,50000.0,6.0,20.0,5581.61,Business Expansion/Startup,No,,,No
Monroe County Industrial Development Corporation,12/31/2011,,Other,Parlec,FAIRPORT,NY,14450,02/01/2011,100000.0,1.0,5.0,16321.0,Equipment and Fixed Asset Acquisition,No,,,No
