Authority Name,Fiscal Year End Date,Awarded Grants,Grant Fund Sources,Recipient Name,Recipient City,Recipient State,Recipient Postal Code,Grant Amount,Date Grant Awarded,Grant Purpose,New Jobs,Jobs Planned,Jobs Created
Capitalize Albany Corporation,12/31/2018,,Municipal,"Oman Industries, LLC",ALBANY,NY,12205,3996.0,10/30/2018,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Capitalize Albany Corporation,12/31/2018,,Municipal,The Olde English Pub & Pantry,ALBANY,NY,12204,15000.0,06/26/2018,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Capitalize Albany Corporation,12/31/2018,,Not for Profit,"144 State Street, LLC",ALBANY,NY,12203,1520.0,07/02/2018,Marketing and Business Recruitment,No,,
Capitalize Albany Corporation,12/31/2018,,Not for Profit,Albany Center Gallery,ALBANY,NY,12207,4007.8,09/19/2018,Marketing and Business Recruitment,No,,
Capitalize Albany Corporation,12/31/2018,,Not for Profit,Bryan Brundige,ALBANY,NY,12210,3045.0,12/10/2018,Marketing and Business Recruitment,No,,
Capitalize Albany Corporation,12/31/2018,,Not for Profit,Capital District Transportation Authority,ALBANY,NY,12206,4300.0,05/31/2018,Marketing and Business Recruitment,No,,
Capitalize Albany Corporation,12/31/2018,,Not for Profit,Christ's Church Albany,ALBANY,NY,12206,2638.0,12/28/2018,Business Expansion/Startup,No,,
Capitalize Albany Corporation,12/31/2018,,Not for Profit,Fort Orange General Store,ALBANY,NY,12207,5000.0,02/01/2018,Marketing and Business Recruitment,No,,
Capitalize Albany Corporation,12/31/2018,,Not for Profit,Fort Orange General Store,ALBANY,NY,12207,2031.58,08/16/2018,Marketing and Business Recruitment,No,,
Capitalize Albany Corporation,12/31/2018,,Not for Profit,Holding Our Own Inc.,ALBANY,NY,12206,2100.0,04/24/2018,Marketing and Business Recruitment,No,,
Capitalize Albany Corporation,12/31/2018,,Not for Profit,Lark Street BID,ALBANY,NY,12210,3777.78,06/11/2018,Marketing and Business Recruitment,No,,
Capitalize Albany Corporation,12/31/2018,,Not for Profit,Loch & Quay,SLINGERLANDS,NY,12159,66000.0,07/26/2018,Business Expansion/Startup,Yes,1.0,1.0
Capitalize Albany Corporation,12/31/2018,,Not for Profit,Samantha Curry,ALBANY,NY,12208,2576.49,10/25/2018,Marketing and Business Recruitment,No,,
Capitalize Albany Corporation,12/31/2018,,Not for Profit,Taste of Troy Food Tours LLC,DELMAR,NY,12054,3819.96,06/11/2018,Marketing and Business Recruitment,No,,
Capitalize Albany Corporation,12/31/2018,,Not for Profit,"The Albany Distilling Company, Inc.",ALBANY,NY,12207,30000.0,09/25/2018,Business Expansion/Startup,Yes,1.0,1.0
Capitalize Albany Corporation,12/31/2018,,Not for Profit,The Greek House of Albany,ALBANY,NY,12207,23864.2,04/04/2018,Business Expansion/Startup,Yes,7.0,7.0
Capitalize Albany Corporation,12/31/2018,,Not for Profit,"Uptown/Downtown Media, LLC",ALBANY,NY,12210,3613.6,06/27/2018,Marketing and Business Recruitment,No,,
Capitalize Albany Corporation,12/31/2019,,Not for Profit,"420 Broadway, LLC",SCHENECTADY,NY,12305,12990.0,02/04/2019,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Capitalize Albany Corporation,12/31/2019,,Not for Profit,AVillage Inc,ALBANY,NY,12201,5000.0,04/24/2019,Marketing and Business Recruitment,No,,
Capitalize Albany Corporation,12/31/2019,,Not for Profit,"Albany Barn, Inc.",ALBANY,NY,12210,2865.16,02/25/2019,Marketing and Business Recruitment,No,,
Capitalize Albany Corporation,12/31/2019,,Not for Profit,Albany Damien Center,ALBANY,NY,12208,3005.0,07/19/2019,Marketing and Business Recruitment,No,,
Capitalize Albany Corporation,12/31/2019,,Not for Profit,Albany Distilling Co,ALBANY,NY,12207,4010.0,04/25/2019,Marketing and Business Recruitment,No,,
Capitalize Albany Corporation,12/31/2019,,Not for Profit,Ali Celik,ALBANY,NY,12207,10000.0,04/24/2019,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Cayuga Tobacco Asset Securitization Corporation,12/31/2011,No,,,,,,,,,,,
Capitalize Albany Corporation,12/31/2019,,Not for Profit,Ambassador Music Group,ALBANY,NY,12208,2274.0,11/19/2019,Marketing and Business Recruitment,No,,
Capitalize Albany Corporation,12/31/2019,,Not for Profit,Central District Management Assoc Inc.,ALBANY,NY,12206,10000.0,11/27/2019,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Capitalize Albany Corporation,12/31/2019,,Not for Profit,Fort Orange General Store,ALBANY,NY,12207,3444.44,02/07/2019,Marketing and Business Recruitment,No,,
Capitalize Albany Corporation,12/31/2019,,Not for Profit,Hudson Park Development & Management LLC,ALBANY,NY,12206,8430.0,08/13/2019,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Capitalize Albany Corporation,12/31/2019,,Not for Profit,Irish American Heritage Museum,ALBANY,NY,12207,3833.33,09/05/2019,Marketing and Business Recruitment,No,,
Capitalize Albany Corporation,12/31/2019,,Not for Profit,Kasim Kurd,GLENMONT,NY,12077,7782.5,07/01/2019,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Capitalize Albany Corporation,12/31/2019,,Not for Profit,Lost & Found Bar and Kitchen,ALBANY,NY,12207,3298.98,12/09/2019,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Capitalize Albany Corporation,12/31/2019,,Not for Profit,McLean Family Irrevocable Trust,LOUDONVILLE,NY,12211,2500.0,08/13/2019,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Capitalize Albany Corporation,12/31/2019,,Not for Profit,Michael Lipnick DMD & Vincent Giglio DDS,ALBANY,NY,12208,15000.0,05/08/2019,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Capitalize Albany Corporation,12/31/2019,,Not for Profit,NABA,ALBANY,NY,12206,10000.0,08/13/2019,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Capitalize Albany Corporation,12/31/2019,,Not for Profit,P & P Properties,ALBANY,NY,12202,5597.4,11/25/2019,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Capitalize Albany Corporation,12/31/2019,,Not for Profit,Prinzo's Bakery,ALBANY,NY,12209,12500.0,05/20/2019,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Capitalize Albany Corporation,12/31/2019,,Not for Profit,"RDS Trio, Inc",ALBANY,NY,12207,25360.0,09/05/2019,Business Expansion/Startup,Yes,40.0,37.0
Capitalize Albany Corporation,12/31/2019,,Not for Profit,Rector Place Partner's Inc.,ALBANY,NY,12207,3348.0,11/27/2019,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Capitalize Albany Corporation,12/31/2019,,Not for Profit,Semblance Medspa LLC,ALBANY,NY,12207,23600.0,09/10/2019,Business Expansion/Startup,Yes,3.0,3.0
Capitalize Albany Corporation,12/31/2019,,Not for Profit,Steamer No. 10 Theater,ALBANY,NY,12203,5000.0,11/25/2019,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Capitalize Albany Corporation,12/31/2019,,Not for Profit,UAlbany Program in Writing & Critical Inquiry,ALBANY,NY,12222,2297.27,01/31/2019,Marketing and Business Recruitment,No,,
Capitalize Albany Corporation,12/31/2019,,Not for Profit,Waldorf Tuxedo Company,ALBANY,NY,12210,4840.0,08/22/2019,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Carthage Industrial Development Corporation,12/31/2011,,Not for Profit,"Buckley Realty, LLC",CARTHAGE,NY,13619,40000.0,10/31/2011,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Carthage Industrial Development Corporation,12/31/2011,,Not for Profit,Village of carthage-Village lights,CARTHAGE,NY,13619,55734.85,02/03/2009,"Land Acquisition/Development /Infrastructure Costs (i.e., Water/Sewer)",No,,
Carthage Industrial Development Corporation,12/31/2011,,State,Astafan property,CARTHAGE,NY,13619,44911.31,02/03/2009,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Carthage Industrial Development Corporation,12/31/2011,,State,266-268 State Street Project,CARTHAGE,NY,13619,74474.13,02/03/2009,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Carthage Industrial Development Corporation,12/31/2011,,State,Chang Baik-Chang Building,CARTHAGE,NY,13619,106932.0,02/03/2009,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Carthage Industrial Development Corporation,12/31/2011,,State,D.M. Enterprises Inc,CARTHAGE,NY,13619,73815.0,02/03/2009,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Carthage Industrial Development Corporation,12/31/2011,,State,Ernest Scribner 246 State Street project,CARTHAGE,NY,13619,27973.31,02/03/2009,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Carthage Industrial Development Corporation,12/31/2011,,State,Peter Crump/Crump Building,CARTHAGE,NY,13619,28949.0,02/03/2009,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Carthage Industrial Development Corporation,12/31/2011,,State,Village of Carthage-Village Lights,CARTHAGE,NY,13619,25000.0,02/03/2009,"Land Acquisition/Development /Infrastructure Costs (i.e., Water/Sewer)",No,,
Carthage Industrial Development Corporation,12/31/2012,,Not for Profit,"Buckley Realty, LLC",CARTHAGE,NY,13619,40000.0,10/31/2012,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Carthage Industrial Development Corporation,12/31/2012,,Not for Profit,Village of Carthage,CARTHAGE,NY,13619,100000.0,07/25/2012,Marketing and Business Recruitment,No,,
Carthage Industrial Development Corporation,12/31/2012,,State,Carthage Chamber of Commerce,CARTHAGE,NY,13619,1510.0,12/09/2011,Marketing and Business Recruitment,No,,
Carthage Industrial Development Corporation,12/31/2012,,State,"D. M. Enterprises, Inc.",CARTHAGE,NY,13619,42020.25,02/03/2009,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Carthage Industrial Development Corporation,12/31/2013,,Not for Profit,"Buckley Realty, LLC",CARTHAGE,NY,13619,40000.0,10/31/2013,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Carthage Industrial Development Corporation,12/31/2013,,Not for Profit,Village of Carthage,CARTHAGE,NY,13619,115000.0,07/15/2013,Marketing and Business Recruitment,No,,
Carthage Industrial Development Corporation,12/31/2013,,State,Chang Baik,CARTHAGE,NY,13619,413.0,02/14/2013,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Carthage Industrial Development Corporation,12/31/2013,,State,Duane & Tracy Hoch,CARTHAGE,NY,13619,1755.0,02/25/2013,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Carthage Industrial Development Corporation,12/31/2014,,Not for Profit,Chang Baik,CARTHAGE,NY,13619,413.0,02/14/2014,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Carthage Industrial Development Corporation,12/31/2014,,Not for Profit,Duane & Tracy Hoch,CARTHAGE,NY,13619,1755.0,02/25/2014,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Carthage Industrial Development Corporation,12/31/2014,,Not for Profit,Village of Carthage,CARTHAGE,NY,13619,85000.0,07/13/2012,Marketing and Business Recruitment,No,,
Carthage Industrial Development Corporation,12/31/2015,,Not for Profit,Carthage Free Library,CARTHAGE,NY,13619,48000.0,12/05/2015,Business Expansion/Startup,No,,
Carthage Industrial Development Corporation,12/31/2015,,Not for Profit,Village of Carthage,CARTHAGE,NY,13619,70000.0,06/08/2015,Marketing and Business Recruitment,No,,
Carthage Industrial Development Corporation,12/31/2015,,State,Chang Baik,CARTHAGE,NY,13619,413.0,02/14/2015,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Carthage Industrial Development Corporation,12/31/2015,,State,Duane & Tracy Hoch,CARTHAGE,NY,13619,1755.0,02/24/2015,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Carthage Industrial Development Corporation,12/31/2016,,Not for Profit,Carthage Free Library,CARTHAGE,NY,13619,48000.0,12/05/2015,Business Expansion/Startup,No,,
Carthage Industrial Development Corporation,12/31/2016,,Not for Profit,Chang Balk,CARTHAGE,NY,13619,413.0,02/14/2015,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Carthage Industrial Development Corporation,12/31/2016,,Not for Profit,Duane & Tracy Hoch,CARTHAGE,NY,13619,1755.0,02/24/2015,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Carthage Industrial Development Corporation,12/31/2016,,Not for Profit,Village of Carthage,CARTHAGE,NY,13619,70000.0,06/08/2015,Marketing and Business Recruitment,No,,
Carthage Industrial Development Corporation,12/31/2017,,Not for Profit,Carthage Free Library,CARTHAGE,NY,13619,48000.0,12/05/2017,Business Expansion/Startup,No,,
Carthage Industrial Development Corporation,12/31/2017,,Not for Profit,Chang Baik,CARTHAGE,NY,13619,413.0,02/14/2017,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Carthage Industrial Development Corporation,12/31/2017,,Not for Profit,TLC Real Estate,CARTHAGE,NY,13619,60000.0,11/04/2017,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Carthage Industrial Development Corporation,12/31/2017,,Not for Profit,Town of Wilna,CARTHAGE,NY,13619,50000.0,05/31/2017,Marketing and Business Recruitment,No,,
Carthage Industrial Development Corporation,12/31/2017,,Not for Profit,Tracy Hoch,CARTHAGE,NY,13619,1755.0,02/24/2017,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Carthage Industrial Development Corporation,12/31/2018,,Not for Profit,Carthage Free Library,CARTHAGE,NY,13619,48000.0,12/31/2018,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Carthage Industrial Development Corporation,12/31/2018,,Not for Profit,Carthage Specialty Paper,CARTHAGE,NY,13619,50000.0,12/31/2018,Business Expansion/Startup,No,,
Carthage Industrial Development Corporation,12/31/2018,,Not for Profit,Chang Baik,CARTHAGE,NY,13619,421.0,12/31/2018,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Carthage Industrial Development Corporation,12/31/2018,,Not for Profit,TLC Real Estate,CARTHAGE,NY,13619,60000.0,12/31/2018,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Carthage Industrial Development Corporation,12/31/2018,,Not for Profit,Town of Wilna,CARTHAGE,NY,13619,35000.0,01/01/2018,Marketing and Business Recruitment,Yes,1.0,1.0
Carthage Industrial Development Corporation,12/31/2018,,Not for Profit,Tracy Hoch,CARTHAGE,NY,13619,1790.0,12/31/2018,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Carthage Industrial Development Corporation,12/31/2019,,Not for Profit,Town of Wilna,CARTHAGE,NY,13619,15000.0,09/10/2019,Marketing and Business Recruitment,No,,
Catskill Watershed Corporation,12/31/2012,,Not for Profit,926 Main Street Corporation,FLEISCHMANNS,NY,12430,12100.0,01/31/2012,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Catskill Watershed Corporation,12/31/2012,,Not for Profit,Albert Carlovich,WINDHAM,NY,12496,531.76,03/13/2012,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Catskill Watershed Corporation,12/31/2012,,Not for Profit,Alice Brand,GILBOA,NY,12076,5014.0,03/13/2012,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Catskill Watershed Corporation,12/31/2012,,Not for Profit,Arthur J Young and Sons Inc,PRATTSVILLE,NY,12468,30000.0,04/17/2012,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Catskill Watershed Corporation,12/31/2012,,Not for Profit,Beth's Cafe,PRATTSVILLE,NY,12468,3000.0,05/01/2012,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Catskill Watershed Corporation,12/31/2012,,Not for Profit,Brabazon Agency Inc,WINDHAM,NY,12496,5000.0,04/17/2012,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Catskill Watershed Corporation,12/31/2012,,Not for Profit,Bronx Children's Museum,BRONX,NY,10451,1300.0,09/04/2012,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2012,,Not for Profit,Cassie Grabowski,ROXBURY,NY,12474,2200.0,01/31/2012,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Catskill Watershed Corporation,12/31/2012,,Not for Profit,Catskill Center for Conservation & Development,ARKVILLE,NY,12406,8536.0,09/07/2012,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2012,,Not for Profit,Charles Laskowski,WINDHAM,NY,12496,199.41,03/13/2012,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Catskill Watershed Corporation,12/31/2012,,Not for Profit,Charles McRoberts,WINDHAM,NY,12496,199.41,03/13/2012,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Catskill Watershed Corporation,12/31/2012,,Not for Profit,Charles Reinshagen,GREENE,NY,13778,24650.0,01/31/2012,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Catskill Watershed Corporation,12/31/2012,,Not for Profit,Christine & Sean Doolan,WINDHAM,NY,12496,66.47,03/13/2012,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Catskill Watershed Corporation,12/31/2012,,Not for Profit,Christine Doolan,WINDHAM,NY,12496,2894.56,11/06/2012,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Catskill Watershed Corporation,12/31/2012,,Not for Profit,Christman's Windham House,WINDHAM,NY,12496,132.94,03/13/2012,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Catskill Watershed Corporation,12/31/2012,,Not for Profit,Christopher Vaneck,LINDENHURST,NY,11757,4517.55,03/13/2012,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Catskill Watershed Corporation,12/31/2012,,Not for Profit,Christopher Vaneck,LINDENHURST,NY,11757,7000.0,05/01/2012,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
