State Fiscal Year End Date,Operator Name,Total Inspections,Failed Inspections,Operator ID,City,Region
03/31/2014,BILAL EXPRESS TRANSPORTATION LTD,10,1,26401,BROOKLYN,11
03/31/2014,BIRD BUS LEASING,4,0,49085,ELMSFORD,8
03/31/2014,BIRD BUS SALES (NORTH),11,0,47473,ELMSFORD,8
03/31/2014,BIRNIE BUS SERVICE INC,536,29,20275,UTICA,2
03/31/2014,BIRNIE BUS SERVICE INC.,355,19,2177,ROME,2
03/31/2014,BIRNIE BUS SERVICE INC.,2,0,38727,BINGHAMTON,2
03/31/2014,BIRNIE BUS SERVICE INC.,52,4,45399,HAMILTON,2
03/31/2014,BIRNIE BUS SERVICE INC.,8,0,2394,PORT BYRON,3
03/31/2014,BIRNIE BUS SERVICE INC.,136,11,20200,EAST SYRACUSE,3
03/31/2014,BIRNIE BUS SERVICE INC/MADISON,17,1,39001,HAMILTON,2
03/31/2014,"BIRNIE BUS SERVICE, INC.",79,1,33659,RICHFIELD SPRINGS,2
03/31/2014,BIRNIE BUS TOURS INC,27,0,2356,SYRACUSE,3
03/31/2014,BIRNIE BUS TOURS INC.,51,2,43578,ROME,2
03/31/2014,BIRNIE TRANSPORTATION SERVICE,129,4,5434,PAINTED POST,4
03/31/2014,BISHOP FORD CENTRAL H.S.,4,2,3676,BROOKLYN,11
03/31/2014,BISHOP GRIMES HIGH SCHOOL,3,2,2308,EAST SYRACUSE,3
03/31/2014,BISHOP KEARNEY HIGH SCHOOL,4,0,29149,ROCHESTER,4
03/31/2014,BISHOP LOUGHLIN MEMORIAL H.S.,4,1,26020,BROOKLYN,11
03/31/2014,BISHOP MAGINN HIGH SCHOOL,4,0,39612,ALBANY,1
03/31/2014,BISHOP MCGANN MERCY HIGH SCHOOL,2,0,43019,RIVERHEAD,10
03/31/2014,BISHOP TIMON - ST.JUDE HIGH SC,4,1,1919,BUFFALO,5
03/31/2014,BLACK DIANOND TRANS INC.,4,0,49899,KINGSTON,8
03/31/2014,BLACK SEA TRANSPORTATION INC,2,0,33686,STATEN ISLAND,11
03/31/2014,BLACK STAR LINE COMMUTER SVC,10,4,26591,JAMAICA,11
03/31/2014,BLACKSTREET VAN LINES INC,34,1,29993,BROOKLYN,11
03/31/2014,BLESSED SACRAMENT ST. GABRIEL HS,1,0,28428,NEW ROCHELLE,8
03/31/2014,BLIND BROOK RYE UNION FREE SD,31,1,2587,PORT CHESTER,8
03/31/2014,BLOOMFIELD CENTRAL SCHOOL,46,0,2971,BLOOMFIELD,4
03/31/2014,BLUE CHIP TRANSPORTATION INC.,20,1,26400,SYRACUSE,3
03/31/2014,BLUE SKY BUS TOUR INC,19,6,44507,SYOSSET,11
03/31/2014,BLUE STAR BUS INC.,5,2,41304,BROOKLYN,11
03/31/2014,BLUE WATER TOURS INC.,1,0,50290,NIAGARA FALLS,5
03/31/2014,BLUELINE COMMUTER INC.,40,9,1594,INDIAN LAKE,1
03/31/2014,BLUESTONE LIMO INC,2,0,50675,NEW YORK,11
03/31/2014,BNOS CHAYA,1,0,51241,BROOKLYN,11
03/31/2014,BNOS CHAYIL,12,2,6386,BROOKLYN,11
03/31/2014,BNOS ESTHER PAPA,26,6,38290,MONSEY,8
03/31/2014,BNOS MALKE BELZ,15,1,5343,BROOKLYN,11
03/31/2014,BNOS MENACHEM INC,7,0,27162,BROOKLYN,11
03/31/2014,BNOS SQUARE OF WILLIAMSBURG,10,3,41303,BROOKLYN,11
03/31/2014,BNOS YAKOV INC,50,4,3677,BROOKLYN,11
03/31/2014,BNOS ZION OF BOBOV,20,0,5730,BROOKLYN,11
03/31/2014,BOBBY'S BUS CO INC,366,40,5529,OZONE PARK,11
03/31/2014,BOBMAR TRANSPORTATION INC.,2,1,3637,BROOKLYN,11
03/31/2014,BOBOVER'YESHIVA'BNEI'ZION,24,3,4520,BROOKLYN,11
03/31/2014,BOCES #1 MONROE COUNTY,149,4,2560,FAIRPORT,4
03/31/2014,BOCES #1 OF SUFFOLK,12,3,4038,PATCHOGUE,10
03/31/2014,BOCES ALLEGANY CATT. CO. (NORT,6,0,1709,ELLICOTTVILLE,5
03/31/2014,BOCES ALLEGANY CATT. CO. (SOUTH),4,0,1711,OLEAN,5
03/31/2014,BOCES DUTCHESS COUNTY   .,10,3,1514,POUGHKEEPSIE,8
03/31/2014,BOCES EASTERN SUFFOLK,10,0,21057,PATCHOGUE,10
03/31/2014,"BOCES FRANKLIN, ESSEX AND HAMI",8,1,2366,MALONE,1
03/31/2014,BOCES GENESEE VALLEY (BATAVIA),6,0,2544,BATAVIA,4
03/31/2014,BOCES GENESEE VALLEY (LEROY),10,1,2527,LEROY,4
03/31/2014,BOCES GST (COOPERS) C/O BOCES,12,0,2905,ELMIRA,4
03/31/2014,BOCES GST(WILDWOOD) C/O BOCES,4,0,2700,ELMIRA,4
03/31/2014,BOCES HAMILTON FULTON MONT,1,0,1597,JOHNSTOWN,1
03/31/2014,BOCES J.L.H.H.O,6,0,25908,WATERTOWN,3
03/31/2014,BOCES MADISON ONEIDA,24,0,2234,VERONA,2
03/31/2014,BOCES ORANGE/ULSTER,5,2,2679,GOSHEN,8
03/31/2014,BOCES OSWEGO COUNTY,32,1,2349,MEXICO,3
03/31/2014,BOCES ROCKLAND BD OF COOP ED.,64,5,2622,WEST NYACK,8
03/31/2014,BOCES SOUTHERN WESTCHESTER,116,1,2589,RYE LAKE,8
03/31/2014,BOCES ST. LAWRENCE CO.,6,1,2498,CANTON,3
03/31/2014,BOCES TOMPKINS SENECA TIOGA CO,19,1,2939,ITHACA,3
03/31/2014,BOCES ULSTER COUNTY,20,1,2805,NEW PALTZ,8
03/31/2014,BOCES WSWHE COUNTIES,20,0,1498,HUDSON FALLS,1
03/31/2014,BOLIVAR-RICHBURG CSD,42,0,2701,BOLIVAR,4
03/31/2014,BOLTON CENTRAL SCHOOL,19,0,1453,BOLTON LANDING,1
03/31/2014,BORO CRESCENT CORP,6,1,41194,BROOKLYN,11
03/31/2014,BORO TRANSIT INC.,742,67,6170,BROOKLYN,11
03/31/2014,BORO WIDE BUSES INC.,69,3,3678,BROOKLYN,11
03/31/2014,BOSTON COACH - NEW JERSEY CORP,1,0,50689,ELIZABETH,11
03/31/2014,BOSTON DELUXE INC,11,1,43676,NEW YORK,11
03/31/2014,BOYTON BUS INC.,4,0,3070,BROOKLYN,11
03/31/2014,BQE BUS SERVICE INC,39,3,46671,ELMURST,11
03/31/2014,BRADFORD CENTRAL SCHOOL DISTRI,24,0,2911,BRADFORD,4
03/31/2014,BRANT LAKE TAXI & TRANSPORT SERVICE,2,1,48266,BRANT LAKE,1
03/31/2014,BREEZEMONT DAY CAMP,10,2,2866,ARMONK,8
03/31/2014,BREGA TRANSPORT CORP.,205,9,31087,VALLEY COTTAGE,8
03/31/2014,BREWSTER CENTRAL SCHOOL,219,14,3031,BREWSTER,8
03/31/2014,BRIARCLIFF BUS COMPANY,67,3,2591,SCARBOROUGH,8
03/31/2014,BRIDGEMAN TRANSPORTATION OF NY CORP,12,0,46360,BROOKLYN,11
03/31/2014,BRIGHT BEGININGS OF NEW PALTZ INC.,2,1,26653,NEW PALTZ,8
03/31/2014,BRIGHT STAR DAY SCHOOL,1,0,3546,OCEANSIDE,10
03/31/2014,BRIGHTON CENTRAL SCHOOL DISTRICT,1,0,44453,ROCHESTER,4
03/31/2014,BRIGHTSIDE ACADEMY,2,0,41399,SO. BRONX,11
03/31/2014,BRILLIANT TRANSPORTATION LTD,27,1,48560,BROOKLYN,11
03/31/2014,BRITISH TOURS CORP,4,0,50433,BRIARWOOD,11
03/31/2014,BRITTONKILL CENTRAL SCHOOL,59,5,1667,TROY,1
03/31/2014,BROADALBIN PERTH CENTRAL SCHOOL,49,3,1579,BROADALBIN,1
03/31/2014,BROCKPORT CENTRAL SCHOOL,216,4,2546,BROCKPORT,4
03/31/2014,BROCTON CENTRAL SCHOOL,31,3,2247,BROCTON,5
03/31/2014,BRONCO BUS CORP.,10,1,5924,YONKERS,8
03/31/2014,BRONX BUS CO,3,1,6242,YONKERS,8
03/31/2014,BRONX HOUSE JEWISH CENTER,8,4,3954,BRONX,8
03/31/2014,BRONXVILLE U.F.S.D.,3,0,3955,BRONXVILLE,8
03/31/2014,BROOKFIELD CENTRAL SCHOOL,33,5,2178,BROOKFIELD,2
03/31/2014,BROOKLYN JESUIT PREP,1,0,39945,BROOKLYN,11
03/31/2014,BROOKLYN TRANSPORTATION CORP,152,22,33759,BROOKLYN,11
03/31/2014,BROOKLYN VAN LINES,23,3,23284,BROOKLYN,11
03/31/2014,BROOME DELAWARE TIOGA BOCES,12,3,2256,BINGHAMTON,2
03/31/2014,BROTHERS TRANSPORTATION CORP,93,8,48371,BROOKLYN,11
03/31/2014,BROWARD COACH,5,1,46992,ISLAND PARK,10
03/31/2014,BROWN BUS SERVICE INC,96,2,28284,AMSTERDAM,1
03/31/2014,BROWN COACH INC,50,1,6718,AMSTERDAM,1
03/31/2014,"BROWN TRANSPORTATION, INC.",293,12,1580,AMSTERDAM,1
03/31/2014,BROWNCROFT DAY CARE CENTER,5,1,2576,ROCHESTER,4
03/31/2014,BROWNIN TRANSPORTATION INC,18,1,27814,VALLEY STREAM,11
03/31/2014,BROWNS DOUBLE XX EXPRESS LLC,2,1,40573,CLAY,3
03/31/2014,BRUSHTON-MOIRA CS,35,5,2368,BRUSHTON,3
03/31/2014,BSD TRANS CORP,7,1,42928,BROOKLYN,11
03/31/2014,BUBU TRANSPORTATION INC,4,1,41301,JACKSON HEIGHTS,11
03/31/2014,BUFFALO BUS LINES LLC,5,1,43665,DEPEW,5
03/31/2014,BUFFALO NIAGARA LIMOUSINE MGMT. CO.,12,0,44518,BUFFALO,5
03/31/2014,BUFFALO PUBLIC SCHOOLS,4,0,2335,BUFFALO,5
03/31/2014,BUFFALO TRANSPORTATION INC.,18,3,36426,BUFFALO,5
03/31/2014,BURNT HILLS BALLSTON LAKE CEN. SCH.,134,3,1654,SCOTIA,1
03/31/2014,BUS AROUND TOWN CORP,7,5,41398,WOODBURY,11
03/31/2014,"BUS TRAVELERS CONNECTION, LLC",5,1,46299,BROOKLYN,11
03/31/2014,BUSHIDO SCHOOL OF KARATE,2,0,47250,WHITE PLAINS,8
03/31/2014,BUSY BEE'S TRANSPORTATION,3,1,46165,CORONA,11
03/31/2014,BUTLER MOTOR TRANSIT,32,3,26779,FAIRVIEW,5
03/31/2014,BUTTERFLY KISSES CHILDCARE,2,0,49368,AMHERST,5
03/31/2014,BYRAM HILLS CENTRAL SCHOOLS,145,12,2842,ARMONK,8
03/31/2014,BYRON-BERGEN CENTRAL SCHOOL,54,1,2547,BERGEN,4
03/31/2014,"C & C TRANSPORTATION, INC",11,5,3065,ROSEDALE,11
03/31/2014,C & P TRANSPORTATION,7,2,36238,WOODSIDE,11
03/31/2014,C P C TOURS,1,0,4545,BRONX,8
03/31/2014,C&C AMBULETTE SERVICES CORP,12,0,39083,ISLIP,10
03/31/2014,C. H. MEDICAL TRANSPORT,2,0,23934,ROCHESTER,4
03/31/2014,C.C.B. ENGLISH SCHOOL OF NEW YORK,8,1,3935,WOODSIDE,11
03/31/2014,C.C.B. SCHOOL OF FLUSHING,3,0,50889,FLUSHING,11
03/31/2014,C.L.C. TRANSPORTATION INC.,42,0,2598,MT. KISCO,8
03/31/2014,CAC OF ORLEANS & GENESEE HEADSTART,22,3,3012,ALBION,4
03/31/2014,CAC OF ORLEANS AND GENESEE,30,2,3013,ALBION,4
03/31/2014,CACAJ,1,0,46670,FOREST HILLS,11
03/31/2014,CAIRO DURHAM CENTRAL SCHOOL,67,2,1643,CAIRO,1
03/31/2014,CALEDONIA-MUMFORD CENTRAL,42,2,2528,CALEDONIA,4
03/31/2014,CAMBRIDGE CENTRAL SCHOOL,59,6,1455,CAMBRIDGE,1
03/31/2014,CAMDEN CENTRAL SCHOOL,118,0,2309,CAMDEN,3
03/31/2014,"CAMELOT SPECIALTY LIMOS, INC.",25,2,40505,FARMINDALE,10
03/31/2014,CAMP FUN SPOT,4,0,48993,QUEENSBURY,1
03/31/2014,CAMP ST PATRICK SMITHTOWN,1,0,28060,SMITHTOWN,10
03/31/2014,CAMP TURNER,1,0,48364,SALAMANCA,5
03/31/2014,CAMP VENTURE,7,1,2715,NANUET,8
03/31/2014,CAMP ZICHRON ZVI DOVID INC.,6,0,28232,"BROOKLYN,",8
03/31/2014,CAMPBELL-SAVONA CENTRAL SCHOOL,52,0,2912,CAMPBELL,4
03/31/2014,CANAJOHARIE CENTRAL SCHOOL,51,3,2089,CANAJOHARIE,1
03/31/2014,CANANDAIGUA CITY SCHOOL DISTRI,145,6,2973,CANANDAIGUA,4
03/31/2014,CANASERAGA CENTRAL SCHOOL,18,0,2702,CANASERAGA,4
03/31/2014,CANASTOTA CENTRAL SCHOOL,60,1,2224,CANASTOTA,2
03/31/2014,CANDOR CENTRAL SCHOOL DISTRICT,49,6,2940,CANDOR,2
03/31/2014,CANISIUS HIGH SCHOOL,6,1,1803,BUFFALO,5
03/31/2014,CANISTEO-GREENWOOD CSD,59,7,37500,CANISTEO,4
03/31/2014,CANTALICIAN CENTER,2,0,50887,DEPEW,5
03/31/2014,CANTON CENTRAL SCHOOL,62,5,2469,CANTON,3
03/31/2014,CAPC OF JEFFERSON CO. INC. HEAD STA,14,0,47490,WATERTOWN,3
03/31/2014,CAPCO HEAD START,6,0,28841,CORTLAND,3
03/31/2014,CAPITAL BUS TOURS INC,9,4,50835,SCHENECTADY,11
03/31/2014,CAPITAL DISTRICT MEDICAL TRANS. INC,44,1,46255,ALBANY,1
03/31/2014,CAPITAL REGION BOCES,12,1,24393,ALBANY,1
03/31/2014,CAPRICORN LIMOUSINE SERVICE INC,4,0,50178,LONG ISLAND CITY,11
03/31/2014,"CAR DEPOT OF SYRACUSE, INC.",2,0,47468,SYRACUSE,3
03/31/2014,CARDINAL HAYES HIGH SCHOOL,6,1,26904,BRONX,8
03/31/2014,CARDINAL LIMOUSINE SERVICE INC. THE,4,0,49655,NORTH TONAWANDA,5
03/31/2014,CARDINAL O'HARA HIGH SCHOOL,4,0,1804,TONAWANDA,5
03/31/2014,CARE & COMFORT ASSOC. INC.,104,4,1876,BOHEMIA,10
03/31/2014,"CARE RIDE PARATRANSIT, LLC",266,8,46585,RIDGEWWOOD,11
03/31/2014,CAREFUL BUS INC.,222,7,3487,BROOKLYN,11
03/31/2014,CAREWELL AMBULETTE INC.,18,1,33835,NEW ROCHELLE,8
03/31/2014,CARING HART'S TRANSPORTATION INC,21,0,43010,STRYKERSVILLE,5
03/31/2014,CARMEL C.S.,229,10,2867,CARMEL,8
03/31/2014,CAROUSEL DAY SCHOOL,30,2,3178,HICKSVILLE,10
03/31/2014,CARRIER COACH (OLEAN),60,1,41033,GOWANDA,5
03/31/2014,CARRIER COACH INC. (BUFFALO),283,35,38041,GOWANDA,5
03/31/2014,CARRIER COACH INC. (HAMBURG),225,5,48153,GOWANDA,5
03/31/2014,"CARRIER COACH, INC.",193,20,2208,GOWANDA,5
03/31/2014,CARTHAGE CENTRAL SCHOOL,193,5,2509,CARTHAGE,3
03/31/2014,CASANOVA CARRIAGE,5,0,46293,LAKE KATRINE,8
03/31/2014,"CASCADES OF NIAGARA TOURS, INC",4,0,4192,LOCKPORT,5
03/31/2014,CASH WORLD TOURS INC,11,3,49028,BROOKLYN,11
03/31/2014,CASSADAGA VALLEY CENTRAL,48,5,2254,SINCLAIRVILLE,5
03/31/2014,CASTRO AND SON'S LLC,2,1,47853,NEWBURGH,8
03/31/2014,CATARACT TOURS & SIGHTSEEING,8,1,48533,NIAGARA FALLS,5
03/31/2014,CATHAY EXPRESS TRANSPORTATION; INC,7,0,50287,REGO PARK,11
03/31/2014,CATHEDRAL PREP SEMINARY,4,1,24859,ELMHURST,11
03/31/2014,CATHOLIC CENTRAL HIGH SCHOOL,4,0,32417,TROY,1
03/31/2014,CATHOLIC CHARITIES OF THE DIOC,5,2,25681,SYRACUSE,3
03/31/2014,CATHOLIC CHARITIES OF THE R.C.D. OF,1,1,50252,SYRACUSE,3
03/31/2014,CATO-MERIDIAN CEN. SCH.,56,0,2395,CATO,3
03/31/2014,CATTARAGUS ALLEGANY BOCES,10,0,6405,BELMONT,4
03/31/2014,CATTARAUGUS LITTLE VALLEY CS,74,1,1778,CATTARAUGUS,5
03/31/2014,CATTARAUGUS WYOMING HEADSTART,22,1,1779,OLEAN,5
03/31/2014,CAULEY COACH CORP.,4,0,3069,ST. ALBANS,11
03/31/2014,CAYUGA/SENECA COMM. ACTION AGE,13,1,2396,AUBURN,3
03/31/2014,CAZ LIMO INC.,42,6,27146,EAST SYRACUSE,3
03/31/2014,CAZ LIMO INC.,12,1,42931,ITHACA,3
03/31/2014,CAZENOVIA CENTRAL SCHOOL,73,5,2420,CAZENOVIA,3
03/31/2014,CBS LINES INC,7,1,1717,CORAM,10
03/31/2014,CBT PARA TRANSIT INC.,166,0,43443,BROOKLYN,11
03/31/2014,CCLC AT ROCHESTER GENERAL HOSPITAL,1,0,2582,ROCHESTER,4
03/31/2014,CDL TRAVEL & TOURS,1,1,44007,ROCHESTER,4
03/31/2014,CECILIA'S J. TRANSPORTATION,5,0,20147,FLUSHING,11
03/31/2014,CEDENO TRANSPORTATION,2,0,3451,JACKSON HEIGHTS,11
03/31/2014,CEDI TRANSPORTATION SERVICE,33,10,28765,JAMAICA,11
03/31/2014,CENTER FOR DISABILITY SERVICES,154,16,1459,ALBANY,1
03/31/2014,CENTER ROAD BAPTIST CHURCH,2,2,5713,WEST SENECA,5
03/31/2014,CENTER TRANSPORTATION SERVICES INC.,2,0,50246,ALBANY,1
03/31/2014,CENTRAL ISLAMIC ORGANIZATION,12,3,20268,SOUTH RICHMOND HILL,11
03/31/2014,CENTRAL N Y WHEELCHAIR TRANSP INC.,8,0,47298,UTICA,2
03/31/2014,CENTRAL SATMAR TRANSPORATION INC,65,8,41137,BROOKLYN,11
03/31/2014,CENTRAL SQUARE CENTRAL SCHOOLS,190,4,2310,CENTRAL SQUARE,3
03/31/2014,CENTRAL UTA OF MONSEY,1,0,51258,MONSEY,11
03/31/2014,CENTRAL VALLEY CSD,31,3,2103,ILION,2
03/31/2014,CENTRAL VAN SERVICE,3,0,6422,JACKSON HEIGHTS,11
03/31/2014,CENTURY AMBULANCE SERVICE INC.,2,1,3293,FORIST HILLS,11
03/31/2014,CENTURY MEDICAL TRANSPORT INC.,6,2,50220,SYRACUSE,3
03/31/2014,CEREBRAL PALSY TRANSPORTATION,146,9,3490,WOODSIDE,11
03/31/2014,CHABAD OF PORT WASHINGTON,4,0,27056,PORT WASHINGTION,10
03/31/2014,CHALET SERVICES,8,0,1685,SURPRISE,1
03/31/2014,CHAMINADE HIGH SCHOOL,20,0,3179,MINEOLA,10
03/31/2014,CHAMPLAIN VALLEY EDUCATIONAL SERVS,2,0,1604,MINEVILLE,1
03/31/2014,CHAMPLAIN VALLEY EDUCATIONAL SERVS.,1,0,1605,PLATTSBURGH,1
03/31/2014,CHAPPAQUA TRANSPORTATION INC.,220,24,2868,CHAPPAQUA,8
03/31/2014,CHARLES STOTZ INC.,31,3,2625,VALHALLA,8
03/31/2014,CHARLOTTE VALLEY CENTRAL SCHOO,30,3,1988,DAVENPORT,2
03/31/2014,CHARTER SCHOOL FOR APPLIED TECHOLOG,4,0,49082,BUFFALO,5
03/31/2014,CHATEAUGAY CS,32,1,2369,CHATEAUGAY,1
03/31/2014,CHATHAM CENTRAL SCHOOL,89,7,1515,CHATHAM,1
03/31/2014,CHATTERBOX DAY SCHOOL,9,0,1739,EAST ISLIP,10
03/31/2014,CHAUTAUQUA LAKE CENTRAL SCHOOL,55,1,19913,MAYVILLE,5
03/31/2014,CHAZY CENTRAL RURAL SCHOOL,29,0,2370,CHAZY,1
03/31/2014,CHECKER TRANSPORTATION CORP.,4,0,44778,FREEPORT,10
03/31/2014,CHECKMATE TRANSPORTATION CORP.,19,0,47452,FREEPORT,10
03/31/2014,CHEERFUL TRANSPORTATION SERVICE INC,2,0,3683,YONKERS,11
03/31/2014,"CHEESE BUS, INC.",2,0,50967,LAURELTON,11
03/31/2014,"CHELSEA EXPRESS TRANSPORTATION, INC",28,0,45277,CORONA,11
03/31/2014,CHENANGO FORKS CENTRAL SCHOOL,74,5,2257,BINGHAMTON,2
03/31/2014,CHENANGO VALLEY BUS LINE,22,5,2120,BINGHAMTON,2
03/31/2014,CHENANGO VALLEY CENTRAL SCHOOL,65,1,2121,BINGHAMTON,2
03/31/2014,CHERRY VALLEY SPRINGFIELD C/S,36,7,1989,CHERRY VALLEY,2
03/31/2014,CHESTER UNION FREE SCHOOL,2,0,2657,CHESTER,8
03/31/2014,CHESTNUT RIDGE TRANSIT INC.,210,10,2717,HILLBURN,8
03/31/2014,CHESTNUT RIDGE TRANSP. INC.,211,12,2716,CHESTNUT RIDGE,8
03/31/2014,CHESTNUT RIDGE TRANSPORTATION INC.,187,12,34112,SPRING VALLEY,8
03/31/2014,CHILDREN OF AMERICA,4,0,50586,SMITHTOWN,10
03/31/2014,CHILDREN OF AMERICA ED CHILD CARE,2,0,46303,NYACK,8
03/31/2014,CHILDREN'S ACADEMY OF MALTA,2,0,49307,MECHANICVILLE,1
03/31/2014,CHILDREN'S CONTINUOUS CARE INC,2,2,27773,MACEDON,3
03/31/2014,CHILDRENS KASTLE,2,0,49328,LANCASTER,5
03/31/2014,CHILDRENS NEST INC,5,3,50231,MERRICK,10
03/31/2014,CHINA VIP EXPRESS,4,1,50282,FLUSHING,11
03/31/2014,CHITTENANGO CENTRAL SCHOOL,103,1,2421,CHITTENANGO,3
03/31/2014,CHOICE MEDICAL,88,9,31089,ISLANDIA,10
03/31/2014,CHRIST THE KING REGIONAL H.S.,6,1,26178,MIDDLE VILLAGE,11
03/31/2014,CHRISTIAN AMBULETTE INC,59,1,4487,BROOKLYN,11
03/31/2014,CHRISTIAN BROTHERS ACADEMY,4,1,25787,ALBANY,1
03/31/2014,CHRISTIAN BROTHERS ACADEMY,6,1,49325,SYRACUSE,3
03/31/2014,CHRISTIAN CENTRAL ACADEMY,8,0,24912,WILLIAMSVILLE,5
03/31/2014,CHURCHVILLE-CHILI CENTRAL,220,2,2529,CHURCHVILLE,4
03/31/2014,CIH TOURS INC,5,0,47724,FLUSHING,11
03/31/2014,"CILS, LTD",12,0,49933,LARCHMONT,8
03/31/2014,CINCINNATUS CENTRAL SCHOOL,38,1,2422,CINCINNATUS,3
03/31/2014,"CITI COACH NYC, INC.",5,0,37438,NEW YORK,11
03/31/2014,CITI TRAVEL INC,4,1,50723,FLUSHING,11
03/31/2014,CITICARE,215,2,27770,BRONX,11
03/31/2014,"CITIVAN LINES, CORP",36,1,37910,JAMAICA,11
03/31/2014,CITY EXPRESS CORP.,105,13,5514,BROOKLYN,11
03/31/2014,CITY LINK CORP,64,9,25851,JAMAICA,11
03/31/2014,CITY OF MOUNT VERNON REC.,2,1,3831,MOUNT VERNON,8
03/31/2014,"CITY SCHOOL DIST. SYRACUSE, NY",14,1,2445,SYRACUSE,3
03/31/2014,CITY SCHOOL DISTRICT OSWEGO,154,7,2332,OSWEGO,3
03/31/2014,CITY TRAVEL NYC INC,3,0,50206,EAST ELMSHURST,11
03/31/2014,CITYWIDE MOBILE RESPONSE CORP,52,5,5493,BRONX,11
03/31/2014,CITYWIDE TRANSIT INC.,200,11,3296,LONG ISLAND CITY,11
03/31/2014,CIVIC EXPRESS INC,3,0,50349,FLUSHING,11
03/31/2014,CJ-MAK TRANSPORTATION,10,2,48275,NEWARK,3
03/31/2014,CLARENCE CENTRAL SCHOOL,197,5,2075,CLARENCE CENTER,5
03/31/2014,CLARENCE HENRY COACH LLC,14,3,47702,WATERTOWN,3
03/31/2014,CLARKSTOWN CENTRAL SCHOOL,278,24,2597,WEST NYACK,8
03/31/2014,CLASSIC COACH,46,5,1760,BOHEMIA,10
03/31/2014,CLEVELAND SERVICES,11,0,27053,WATERTOWN,3
03/31/2014,CLIFTON FINE CENTRAL SCHOOL,24,1,2472,STAR LAKE,3
03/31/2014,CLINTON CENTRAL SCHOOL,50,1,2181,CLINTON,2
03/31/2014,CLINTON COUNTY PUBLIC TRANSIT,33,7,44025,PLATTSBURGH,1
03/31/2014,CLOVE COACH LLC,20,1,45958,MONROE,11
03/31/2014,CLUB @ EAST 60TH STREET,2,0,49373,NEW YORK,10
03/31/2014,CLUB ELITE TRANSPORTATION CORP.,2,1,48143,LARCHMONT,8
03/31/2014,CLYDE-SAVANNAH CEN. SCH.,49,1,2397,CLYDE,3
03/31/2014,CLYMER CENTRAL SCHOOL,32,0,2277,CLYMER,5
03/31/2014,CMF TRANS CORP.,2,0,1581,AMSTERDAM,1
03/31/2014,COACH TOURS LTD,40,3,2885,HOPEWELL,8
03/31/2014,COACHMAN LUXURY TRANSPORTATION INC,11,6,23575,WOODBURY,11
03/31/2014,COALO AMBULETTE SERVICE,2,0,3299,ELMONT,11
03/31/2014,COAST 2 COAST TRANSPORTATION,4,1,47437,NEW YORK,11
03/31/2014,COASTAL CHARTER SERVICE CORP.,61,4,38728,RONKONKOMA,10
03/31/2014,COBLESKILL RICHMONDVILLE C/S,133,10,1990,COBLESKILL,1
03/31/2014,COE TRANSP.,3,1,3963,NEW ROCHELLE,11
03/31/2014,COKY TRANSPORTATION,12,5,3300,JACKSON HEIGHTS,11
03/31/2014,COLING AMBULETTE SERVICE,7,2,3352,BROOKLYN,11
03/31/2014,COLONIAL TRANSPORTATION,18,0,1973,SAYVILLE,10
03/31/2014,COLTON-PIERREPONT CS,26,4,2372,COLTON,3
03/31/2014,COLUMBUS TRANSIT LLC,126,3,46329,MT. VERNON,8
03/31/2014,COMFORT AMBULETTE SERVICE INC.,9,0,24982,NEW YORK,11
03/31/2014,"COMFORT EXPRESS, INC",4,0,49816,STATEN ISLAND,11
03/31/2014,COMMUNITY TRANSPORTATION SYSTEM,83,13,25492,JAMAICA,11
03/31/2014,COMSEWOGUE CSD,2,0,1879,PORT JEFFERSON STA,10
03/31/2014,CONFIDENSE TRANSPORTATION,12,6,27819,JAMAICA,11
03/31/2014,CONG BENEI YAKOV YOSEF OF MONSEY,6,4,45172,SPRING VALLEY,8
03/31/2014,CONG DARKEI AVOS SANZ INC.,2,0,50235,BROOKLYN,11
03/31/2014,CONG KAHAL ZICHRON SHMIEL,13,2,6481,BROOKLYN,11
03/31/2014,CONG KOLEL CHASIDEI ROCHMISTRIVKA,5,1,47978,SUFFERN,8
03/31/2014,CONG MACHZIKEI HADAS OF B,9,2,2663,MONSEY,8
03/31/2014,CONG RECHEV YISROEL,6,1,23283,BROOKLYN,11
03/31/2014,CONG YESHIVA BEIS CHAYA MUSHKA,3,0,31539,BROOKLYN,11
03/31/2014,CONG. BAIS MALKA INC.,14,0,47442,MONSEY,8
03/31/2014,CONG. BNEI SHLOMO,3,0,47516,BROOKLYN,11
03/31/2014,CONG. YESHIVA BETH MIKROH,2,0,49388,MONSEY,8
03/31/2014,CONG.BETH DAVID DBA YESHIVA BETH DA,14,3,48170,MONSEY,8
03/31/2014,CONGREGATION ADAS YEREIM,5,1,3733,BROOKLYN,11
03/31/2014,CONGREGATION ADAS YEREIM OF MONSEY,2,1,50132,SPRINGVALLEY,8
03/31/2014,CONGREGATION AHAVAS SHULEM,8,2,36592,BROOKLYN,11
03/31/2014,CONGREGATION BNAI YOEL INC,25,5,2664,MONROE,8
03/31/2014,CONGREGATION BOBOVER YESHIVA OF MON,4,1,43480,MONSEY,11
03/31/2014,CONGREGATION KEREN HACHESED,2,0,39415,BROOKLYN,11
03/31/2014,CONGREGATION MATEN TORAH,6,0,5937,BROOKLYN,11
03/31/2014,CONGREGATION OHR MENACHEM,6,0,41294,BROOKLYN,11
