Project Number,Program Name,Project Type,Activity,Contract Amount,Organization,County,Municipality,Current Status,Residential Units - Existing,Residential Units – New,Civic Units - Existing,Civic Units – New,Commercial Units - Existing,Commercial Units – New
19930699,HOME,LPA,CNSTR/RHAB,200000,"UNIVERSITY DISTRICT COMMUNITY DEVELOPMENT ASSOCIATION, INC.",ERIE,BUFFALO,CMPL,11,0,0,0,0,0
19930700,HOME,LPA,CNSTR/RHAB,375000,RURAL SULLIVAN HOUSING CORPORATION,SULLIVAN,MULTI-MUNI,CMPL,25,0,0,0,0,0
19930703,HOME,LPA,MTGE ASST,2470000,COMMUNITY LENDING CORP.,MULTI-COUNTY,,CMPL,333,0,0,0,0,0
19930707,HOME,LPA,ACQUIS,150000,"ALBANY HOUSING COALITION, INC.",ALBANY,ALBANY,DREG,6,0,0,0,0,0
19930708,HOME,LPA,CNSTR/RHAB,200000,TOWN OF INDEPENDENCE,ALLEGANY,INDEPENDENCE,CMPL,26,0,0,0,0,0
19930709,HOME,LPA,PRE-DEV,135000,CATTARAUGUS PRESERVATION CORP.,CATTARAUGUS,MULTI-MUNI,CMPL,10,0,0,0,0,0
19930711,HOME,LPA,CNSTR/RHAB,345084,"BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.",MULTI-COUNTY,,CMPL,15,0,0,0,0,0
19930714,HOME,LPA,CNSTR/RHAB,219000,CITY OF NORTH TONAWANDA,NIAGARA,NORTH TONAWANDA,CMPL,16,0,0,0,0,0
19930715,HOME,LPA,CNSTR/RHAB,247000,VILLAGE OF SPECULATOR,HAMILTON,SPECULATOR,CMPL,13,0,0,0,0,0
19930719,HOME,LPA,CNSTR/RHAB,356000,COUNTY OF STEUBEN,STEUBEN,MULTI-MUNI,CMPL,25,0,0,0,0,0
19930720,HOME,LPA,CNSTR/RHAB,405000,COUNTY OF LEWIS,LEWIS,MULTI-MUNI,CMPL,28,0,0,0,0,0
19930721,HOME,LPA,CNSTR/RHAB,400000,CITY OF MECHANICVILLE,SARATOGA,MECHANICVILLE,CMPL,38,0,0,0,0,0
19930722,HOME,LPA,CNSTR/RHAB,270000,CANASTOTA CANAL TOWN INC.,MADISON,LENOX,CMPL,29,0,0,0,0,0
19930724,HOME,LPA,CNSTR/RHAB,400000,COUNTY OF GREENE,GREENE,MULTI-MUNI,CMPL,27,0,0,0,0,0
19930725,HOME,LPA,CNSTR/RHAB,366630,TOWN OF BROWNVILLE,JEFFERSON,BROWNVILLE,CMPL,21,0,0,0,0,0
19930729,HOME,LPA,CNSTR/RHAB,200000,COUNTY OF CAYUGA,CAYUGA,MULTI-MUNI,CMPL,31,0,0,0,0,0
19930732,HOME,LPA,CNSTR/RHAB,240000,CITY OF OGDENSBURG,ST LAWRENCE,OGDENSBURG,CMPL,38,0,0,0,0,0
19930733,HOME,LPA,CNSTR/RHAB,600000,TOWN OF LENOX,MADISON,MULTI-MUNI,CMPL,41,0,0,0,0,0
19930736,HOME,LPA,CNSTR/RHAB,156054,COUNTY OF ST LAWRENCE,ST LAWRENCE,MULTI-MUNI,CMPL,10,0,0,0,0,0
19930739,HOME,LPA,CNSTR/RHAB,300000,VILLAGE OF HERKIMER,HERKIMER,HERKIMER,CMPL,19,0,0,0,0,0
19930748,HOME,LPA,CNSTR/RHAB,225000,CITY OF FULTON COMMUNITY DEVELOPMENT AGENCY,OSWEGO,FULTON,CMPL,30,0,0,0,0,0
19930751,HOME,LPA,CNSTR/RHAB,114826,NEW BERLIN HOUSING & PRESERVATION CO.,CHENANGO,MULTI-MUNI,CMPL,7,0,0,0,0,0
19930754,HOME,LPA,CNSTR/RHAB,169000,VILLAGE OF HOMER,CORTLAND,HOMER,CMPL,13,0,0,0,0,0
19930757,HOME,LPA,CNSTR/RHAB,152280,VILLAGE OF GROTON,TOMPKINS,GROTON,CMPL,12,0,0,0,0,0
19930760,HOME,LPA,CNSTR/RHAB,117936,VILLAGE OF WATERLOO,SENECA,MULTI-MUNI,CMPL,8,0,0,0,0,0
19930761,HOME,LPA,PRE-DEV,250000,CITY OF AUBURN,CAYUGA,AUBURN,CMPL,23,0,0,0,0,0
19930763,HOME,LPA,CNSTR/RHAB,200000,CITY OF ITHACA,TOMPKINS,ITHACA,CMPL,18,0,0,0,0,0
19930764,HOME,LPA,CNSTR/RHAB,160296,COUNTY OF ST LAWRENCE,ST LAWRENCE,PIERCEFIELD,CMPL,9,0,0,0,0,0
19930772,HOME,LPA,CNSTR/RHAB,361690,"TOWN OF SOUTHPORT, NEW YORK",CHEMUNG,MULTI-MUNI,CMPL,29,0,0,0,0,0
19930778,HOME,LPA,CNSTR/RHAB,200000,COUNTY OF OSWEGO,OSWEGO,MULTI-MUNI,CMPL,15,0,0,0,0,0
19930781,HOME,LPA,CNSTR/RHAB,324000,CITY OF CORTLAND,CORTLAND,CORTLAND,CMPL,15,0,0,0,0,0
19930788,HOME,TBR,,300000,COUNTY OF TOMPKINS,TOMPKINS,MULTI-MUNI,CMPL,0,0,0,0,0,0
19930790,HOME,LPA,PRE-DEV,200664,VILLAGE OF BOONVILLE,ONEIDA,BOONVILLE,CMPL,11,0,0,0,0,0
19930820,HOME,LPA,CNSTR/RHAB,700000,CITY OF JAMESTOWN URBAN RENEWAL AGENCY,CHAUTAUQUA,JAMESTOWN,CMPL,49,0,0,0,0,0
19930838,HOME,LPA,CNSTR/RHAB,300000,COUNTY OF ST LAWRENCE,ST LAWRENCE,MULTI-MUNI,CMPL,25,0,0,0,0,0
19930845,HOME,LPA,ACQUIS,500000,NEIGHBORHOOD HOUSING SERVICES OF NEW YORK CITY,NYC,NEW YORK CITY,CMPL,25,0,0,0,0,0
19930903,HOME,LPA,CNSTR/RHAB,100000,COUNTY OF GENESEE,GENESEE,MULTI-MUNI,CMPL,16,0,0,0,0,0
19930924,REST,LPA,CNSTR/RHAB,23246,"ST LAWRENCE COUNTY HOUSING COUNCIL, INC.",ST LAWRENCE,MULTI-MUNI,CMPL,10,0,0,0,0,0
19930929,REST,LPA,CNSTR/RHAB,39702,"WESTERN CATSKILLS COMMUNITY REVITALIZATION COUNCIL, INC.",MULTI-COUNTY,,CMPL,13,0,0,0,0,0
19930931,REST,LPA,CNSTR/RHAB,34000,"BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.",MULTI-COUNTY,,CMPL,35,0,0,0,0,0
19930932,REST,LPA,CNSTR/RHAB,33000,COUNTY OF WYOMING BOARD OF SUPERVISORS,WYOMING,MULTI-MUNI,CMPL,12,0,0,0,0,0
19930936,REST,LPA,CNSTR/RHAB,33841,"ELLICOTT DISTRICT COMMUNITY DEVELOPMENT, INC.",ERIE,BUFFALO,CMPL,25,0,0,0,0,0
19930950,REST,LPA,CNSTR/RHAB,39721,THE VALLEY RURAL HOUSING CORPORATION,MONTGOMERY,MULTI-MUNI,CMPL,18,0,0,0,0,0
19930967,REST,LPA,CNSTR/RHAB,23245,"MOHAWK VALLEY COMMUNITY ACTION AGENCY, INC.",MULTI-COUNTY,,CMPL,8,0,0,0,0,0
19930999,REST,LPA,CNSTR/RHAB,23245,BETTER HOUSING FOR TOMPKINS COUNTY INC.,TOMPKINS,MULTI-MUNI,CMPL,11,0,0,0,0,0
19931005,REST,LPA,CNSTR/RHAB,25000,"COMMUNITY DEVELOPMENT CORPORATION OF LONG ISLAND, INC.",SUFFOLK,MULTI-MUNI,CMPL,6,0,0,0,0,0
19931013,REST,LPA,CNSTR/RHAB,25000,COUNTY OF WESTCHESTER DEPARTMENT OF SOCIAL SERVICES,WESTCHESTER,MULTI-MUNI,CMPL,6,0,0,0,0,0
19931014,REST,LPA,CNSTR/RHAB,25000,"RIDGEWOOD BUSHWICK SENIOR CITIZENS COUNCIL, INC.",KINGS,NEW YORK CITY,CMPL,7,0,0,0,0,0
19931022,REST,LPA,CNSTR/RHAB,25000,"CROWN HEIGHTS JEWISH COMMUNITY COUNCIL, INC.",KINGS,NEW YORK CITY,CMPL,14,0,0,0,0,0
19931024,REST,LPA,CNSTR/RHAB,25000,COMMUNITY AGENCY FOR SENIOR CITIZENS INC.,RICHMOND,NEW YORK CITY,CMPL,24,0,0,0,0,0
19931028,REST,LPA,CNSTR/RHAB,25000,VILLAGE OF SPRING VALLEY,ROCKLAND,MULTI-MUNI,CMPL,12,0,0,0,0,0
19931031,REST,LPA,CNSTR/RHAB,25000,"NHS OF JAMAICA, INC.",QUEENS,NEW YORK CITY,CMPL,10,0,0,0,0,0
19931034,REST,LPA,CNSTR/RHAB,25000,CITIZENS ADVICE BUREAU INC.,BRONX,NEW YORK CITY,CMPL,7,0,0,0,0,0
19931039,REST,LPA,CNSTR/RHAB,25000,"WILSON MAJOR MORRIS COMMUNITY CENTER, INC.",NEW YORK,NEW YORK CITY,CMPL,7,0,0,0,0,0
19940293,HOME,LPA,CNSTR/RHAB,436590,COUNTY OF ALLEGANY,ALLEGANY,MULTI-MUNI,CMPL,28,0,0,0,0,0
19940305,HOME,LPA,CNSTR/RHAB,400000,COUNTY OF WYOMING BOARD OF SUPERVISORS,WYOMING,MULTI-MUNI,CMPL,18,0,0,0,0,0
19940306,HOME,LPA,CNSTR/RHAB,378000,CANASTOTA CANAL TOWN INC.,MADISON,LENOX,CMPL,31,0,0,0,0,0
19940309,HOME,LPA,CNSTR/RHAB,320000,TOWN OF HECTOR,SCHUYLER,HECTOR,CMPL,12,0,0,0,0,0
19940324,HOME,LPA,ACQUIS,378000,"OTSEGO RURAL HOUSING ASSISTANCE, INC.",OTSEGO,MULTI-MUNI,CMPL,21,0,0,0,0,0
19940373,HOME,LPA,ACQUIS,1070000,CITY OF ROME,ONEIDA,ROME,CMPL,67,0,0,0,0,0
19940464,HOME,LPA,CNSTR/RHAB,354000,CITY OF FULTON COMMUNITY DEVELOPMENT AGENCY,OSWEGO,FULTON,CMPL,32,0,0,0,0,0
19940470,HOME,LPA,PRE-DEV,854419,COUNTY OF STEUBEN,STEUBEN,MULTI-MUNI,CMPL,74,0,0,0,0,0
19940489,HOME,LPA,ACQUIS,163000,FULTON COUNTY COMMUNITY HERITAGE CORP.,FULTON,MULTI-MUNI,CMPL,13,0,0,0,0,0
19940498,HOME,LPA,CNSTR/RHAB,413000,VILLAGE OF GOUVERNEUR,ST LAWRENCE,GOUVERNEUR,CMPL,28,0,0,0,0,0
19940528,HOME,LPA,ACQUIS,250000,AFFORDABLE HOUSING PARTNERSHIP OF THE CAPITAL REGION,MULTI-COUNTY,,CMPL,21,0,0,0,0,0
19940537,HOME,LPA,CNSTR/RHAB,540000,"RUPCO, INC.",ULSTER,MULTI-MUNI,CMPL,39,0,0,0,0,0
19940542,HOME,LPA,MTGE ASST,400000,COUNTY OF GREENE,GREENE,MULTI-MUNI,CMPL,21,0,0,0,0,0
19940546,HOME,LPA,CNSTR/RHAB,371000,CITY OF JAMESTOWN URBAN RENEWAL AGENCY,CHAUTAUQUA,JAMESTOWN,CMPL,45,0,0,0,0,0
19940551,HOME,LPA,ACQUIS,543000,HOMEFRONT DEVELOPMENT CORP.,MULTI-COUNTY,,CMPL,20,0,0,0,0,0
19940570,HOME,LPA,ACQUIS,400000,ODA COMMUNITY DEVELOPMENT CORP.,KINGS,NEW YORK CITY,CMPL,33,0,0,0,0,0
19940586,HOME,LPA,ACQUIS,324000,TOWN OF GOUVERNEUR,ST LAWRENCE,GOUVERNEUR,CMPL,19,0,0,0,0,0
19940597,HOME,LPA,CNSTR/RHAB,500000,CITY OF NORWICH COMMUNITY DEVELOPMENT OFFICE,CHENANGO,NORWICH,CMPL,48,0,0,0,0,0
19940599,HOME,LPA,CNSTR/RHAB,384000,CITY OF ELMIRA DEPT. OF COMMUNITY DEV./ ELMIRA URBAN RENEWAL AGENCY,CHEMUNG,MULTI-MUNI,CMPL,105,0,0,0,0,0
19940607,HOME,LPA,MTGE ASST,1403219,COMMUNITY LENDING CORP.,MULTI-COUNTY,,CMPL,184,0,0,0,0,0
19940608,HOME,LPA,MTGE ASST,150000,KIRYAS JOEL LOCAL DEVELOPMENT CORP.,ORANGE,KIRYAS JOEL,CMPL,21,0,0,0,0,0
19940638,HOME,LPA,ACQUIS,294840,TOWN OF UNION,BROOME,UNION,CMPL,19,0,0,0,0,0
19940746,REST,LPA,CNSTR/RHAB,25000,BRONX SHEPHERDS RESTORATION CORP.,BRONX,NEW YORK CITY,CMPL,17,0,0,0,0,0
19940754,REST,LPA,CNSTR/RHAB,25000,COUNTY OF WESTCHESTER DEPARTMENT OF PLANNING,WESTCHESTER,MULTI-MUNI,CMPL,6,0,0,0,0,0
19940756,REST,LPA,CNSTR/RHAB,23246,CORTLAND HOUSING ASSISTANCE COUNCIL INC.,CORTLAND,MULTI-MUNI,CMPL,13,0,0,0,0,0
19940757,REST,LPA,CNSTR/RHAB,25000,COMMUNITY AGENCY FOR SENIOR CITIZENS INC.,RICHMOND,NEW YORK CITY,CMPL,18,0,0,0,0,0
19940758,REST,LPA,CNSTR/RHAB,25000,LONG ISLAND WOMENS EQUAL OPPORTUNITY COUNCIL,NASSAU,HEMPSTEAD,CMPL,9,0,0,0,0,0
19940761,REST,LPA,CNSTR/RHAB,25000,VILLAGE OF SPRING VALLEY,ROCKLAND,MULTI-MUNI,CMPL,7,0,0,0,0,0
19940766,REST,LPA,CNSTR/RHAB,25000,"WILSON MAJOR MORRIS COMMUNITY CENTER, INC.",NEW YORK,NEW YORK CITY,CMPL,7,0,0,0,0,0
19940768,REST,LPA,CNSTR/RHAB,23245,"FIRST WARD ACTION COUNCIL, INC.",BROOME,MULTI-MUNI,CMPL,9,0,0,0,0,0
19940771,REST,LPA,CNSTR/RHAB,23245,"OPPORTUNITIES FOR CHENANGO, INC.",CHENANGO,MULTI-MUNI,CMPL,11,0,0,0,0,0
19940773,REST,LPA,CNSTR/RHAB,25000,NEW PERSPECTIVES DEVELOPMENT CORPORATION,KINGS,NEW YORK CITY,CMPL,9,0,0,0,0,0
19940778,REST,LPA,CNSTR/RHAB,25000,"COMMUNITY DEVELOPMENT CORPORATION OF LONG ISLAND, INC.",SUFFOLK,MULTI-MUNI,CMPL,6,0,0,0,0,0
19940783,REST,LPA,CNSTR/RHAB,26474,"ALBANY COUNTY RURAL HOUSING ALLIANCE, INC.",MULTI-COUNTY,,CMPL,18,0,0,0,0,0
19940784,REST,LPA,CNSTR/RHAB,26474,THE VALLEY RURAL HOUSING CORPORATION,MULTI-COUNTY,,CMPL,12,0,0,0,0,0
19940802,REST,LPA,CNSTR/RHAB,26473,PUTNAM COUNTY HOUSING CORP.,PUTNAM,MULTI-MUNI,CMPL,6,0,0,0,0,0
19940803,REST,LPA,CNSTR/RHAB,25000,MARGERT COMMUNITY CORP.,QUEENS,NEW YORK CITY,CMPL,13,0,0,0,0,0
19940808,REST,LPA,CNSTR/RHAB,25211,COUNTY OF WYOMING BOARD OF SUPERVISORS,WYOMING,MULTI-MUNI,CMPL,11,0,0,0,0,0
19940811,REST,LPA,CNSTR/RHAB,25210,"BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.",MULTI-COUNTY,,CMPL,28,0,0,0,0,0
19940818,REST,LPA,CNSTR/RHAB,25210,RURAL REVITALIZATION CORP.,CATTARAUGUS,MULTI-MUNI,CMPL,14,0,0,0,0,0
19940824,REST,LPA,CNSTR/RHAB,25210,COUNTY OF LIVINGSTON,LIVINGSTON,MULTI-MUNI,CMPL,10,0,0,0,0,0
19940837,REST,LPA,CNSTR/RHAB,25000,"RIDGEWOOD BUSHWICK SENIOR CITIZENS COUNCIL, INC.",KINGS,NEW YORK CITY,CMPL,9,0,0,0,0,0
19950300,HOME,LPA,MTGE ASST,398673,"OSWEGO HOUSING DEVELOPMENT COUNCIL, INC.",OSWEGO,MULTI-MUNI,CMPL,9,0,0,0,0,0
19950381,REST,LPA,CNSTR/RHAB,25000,COMMUNITY PROGRESS INC.,SCHUYLER,MULTI-MUNI,CMPL,9,0,0,0,0,0
19950413,REST,LPA,CNSTR/RHAB,25000,"STONELEIGH HOUSING, INC.",MADISON,MULTI-MUNI,CMPL,6,0,0,0,0,0
19950436,REST,LPA,CNSTR/RHAB,25000,BETTER HOUSING FOR TOMPKINS COUNTY INC.,TOMPKINS,MULTI-MUNI,CMPL,11,0,0,0,0,0
19950440,REST,LPA,CNSTR/RHAB,25000,"TIOGA OPPORTUNITIES, INC.",TIOGA,MULTI-MUNI,CMPL,12,0,0,0,0,0
19950536,REST,LPA,CNSTR/RHAB,20000,COUNTY OF WYOMING BOARD OF SUPERVISORS,WYOMING,MULTI-MUNI,CMPL,9,0,0,0,0,0
19950537,REST,LPA,CNSTR/RHAB,20000,COUNTY OF LIVINGSTON,LIVINGSTON,MULTI-MUNI,CMPL,14,0,0,0,0,0
19950539,REST,LPA,CNSTR/RHAB,20000,"BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.",MULTI-COUNTY,,CMPL,22,0,0,0,0,0
19950540,REST,LPA,CNSTR/RHAB,20000,SCAP D/B/A ARBOR HOUSING & DEVELOPMENT,STEUBEN,MULTI-MUNI,CMPL,19,0,0,0,0,0
19950565,REST,LPA,CNSTR/RHAB,20000,CATSKILL MOUNTAIN HOUSING DEVELOPMENT CORP. INC.,GREENE,MULTI-MUNI,CMPL,7,0,0,0,0,0
19950567,REST,LPA,CNSTR/RHAB,20000,DELAWARE OPPORTUNITIES INC.,DELAWARE,MULTI-MUNI,CMPL,9,0,0,0,0,0
19950591,REST,LPA,CNSTR/RHAB,20000,FULTON COUNTY COMMUNITY HERITAGE CORP.,FULTON,MULTI-MUNI,CMPL,7,0,0,0,0,0
19950602,REST,LPA,CNSTR/RHAB,20000,"WESTERN CATSKILLS COMMUNITY REVITALIZATION COUNCIL, INC.",MULTI-COUNTY,,CMPL,7,0,0,0,0,0
19950613,REST,LPA,CNSTR/RHAB,27222,"NORTHFIELD COMMUNITY LDC OF STATEN ISLAND, INC.",RICHMOND,NEW YORK CITY,CMPL,17,0,0,0,0,0
19950614,REST,LPA,CNSTR/RHAB,27222,LONG ISLAND WOMENS EQUAL OPPORTUNITY COUNCIL,NASSAU,MULTI-MUNI,CMPL,16,0,0,0,0,0
19950615,REST,LPA,CNSTR/RHAB,27222,"WILSON MAJOR MORRIS COMMUNITY CENTER, INC.",NEW YORK,NEW YORK CITY,CMPL,9,0,0,0,0,0
19950616,REST,LPA,CNSTR/RHAB,27222,VILLAGE OF SPRING VALLEY,ROCKLAND,MULTI-MUNI,CMPL,9,0,0,0,0,0
19950617,REST,LPA,CNSTR/RHAB,27222,"CROWN HEIGHTS JEWISH COMMUNITY COUNCIL, INC.",KINGS,NEW YORK CITY,CMPL,13,0,0,0,0,0
19950618,REST,LPA,CNSTR/RHAB,27223,COUNTY OF WESTCHESTER DEPARTMENT OF PLANNING,WESTCHESTER,MULTI-MUNI,CMPL,6,0,0,0,0,0
19950642,REST,LPA,CNSTR/RHAB,20000,"ALLEGANY COUNTY COMMUNITY OPPORTUNITY AND RURAL DEVELOPMENT, INC.",ALLEGANY,MULTI-MUNI,CMPL,15,0,0,0,0,0
19950643,REST,LPA,CNSTR/RHAB,27222,CITIZENS ADVICE BUREAU INC.,BRONX,NEW YORK CITY,CMPL,8,0,0,0,0,0
19950644,REST,LPA,CNSTR/RHAB,27223,MARGERT COMMUNITY CORP.,QUEENS,NEW YORK CITY,CMPL,16,0,0,0,0,0
19950645,REST,LPA,CNSTR/RHAB,27222,"COMMUNITY DEVELOPMENT CORPORATION OF LONG ISLAND, INC.",SUFFOLK,MULTI-MUNI,CMPL,6,0,0,0,0,0
19960121,HOME,LPA,CNSTR/RHAB,400000,RURAL SULLIVAN HOUSING CORPORATION,SULLIVAN,MULTI-MUNI,CMPL,23,0,0,0,0,0
19960122,HOME,LPA,CNSTR/RHAB,375000,CATSKILL MOUNTAIN HOUSING DEVELOPMENT CORP. INC.,GREENE,MULTI-MUNI,CMPL,46,0,0,0,0,0
19960124,HOME,LPA,CNSTR/RHAB,345000,"OTSEGO RURAL HOUSING ASSISTANCE, INC.",OTSEGO,MULTI-MUNI,CMPL,31,0,0,0,0,0
19960135,HOME,LPA,CNSTR/RHAB,400000,SCHOHARIE COUNTY RURAL PRESERVATION CORP.,MULTI-COUNTY,,CMPL,24,0,0,0,0,0
19960136,HOME,LPA,CNSTR/RHAB,250000,TOWN OF HUNTINGTON,SUFFOLK,HUNTINGTON,CMPL,20,0,0,0,0,0
19960140,HOME,LPA,CNSTR/RHAB,375000,"ROCKLAND HOUSING ACTION COALITION, INC.",ROCKLAND,MULTI-MUNI,CMPL,13,4,0,0,0,0
19960141,HOME,LPA,ACQUIS,108000,"THE CORE AREA PRESERVATION COMPANY, INC.",CHAUTAUQUA,MULTI-MUNI,CMPL,23,0,0,0,0,0
19960148,HOME,LPA,MTGE ASST,375000,"ESSEX COMMUNITY HERITAGE ORGANIZATION, INC.",ESSEX,MULTI-MUNI,CMPL,30,0,0,0,0,0
19960149,HOME,LPA,ACQUIS,250000,CITY OF GLENS FALLS,WARREN,GLENS FALLS,CMPL,13,0,0,0,0,0
19960153,HOME,LPA,ACQUIS,375000,SARATOGA COUNTY RURAL PRESERVATION CO.,SARATOGA,MULTI-MUNI,CMPL,17,1,0,0,0,0
19960156,HOME,LPA,CNSTR/RHAB,149746,LT. COL. MATT URBAN HUMAN SERVICES CENTER OF WNY,ERIE,BUFFALO,CMPL,8,0,0,0,0,0
19960159,HOME,LPA,CNSTR/RHAB,238000,CITY OF NORTH TONAWANDA,NIAGARA,NORTH TONAWANDA,CMPL,16,0,0,0,0,0
19960169,HOME,LPA,MTGE ASST,250000,AFFORDABLE HOUSING PARTNERSHIP OF THE CAPITAL REGION,MULTI-COUNTY,,CMPL,21,0,0,0,0,0
19960176,HOME,LPA,CNSTR/RHAB,250000,COUNTY OF GENESEE,GENESEE,MULTI-MUNI,CMPL,23,0,0,0,0,0
19960182,HOME,LPA,CNSTR/RHAB,300000,VILLAGE OF HERKIMER,HERKIMER,HERKIMER,CMPL,25,0,0,0,0,0
19960205,HOME,LPA,CNSTR/RHAB,300000,TOWN OF LENOX,MADISON,LENOX,CMPL,19,0,0,0,0,0
19960210,HOME,LPA,MTGE ASST,300000,CAYUGA COUNTY HOMSITE DEVELOPMENT CORP.,CAYUGA,MULTI-MUNI,CMPL,39,0,0,0,0,0
19960215,HOME,LPA,ACQUIS,205999,BETTER HOUSING FOR TOMPKINS COUNTY INC.,TOMPKINS,MULTI-MUNI,CMPL,11,0,0,0,0,0
19960232,HOME,LPA,CNSTR/RHAB,400000,"M-ARK PROJECT, INC.",DELAWARE,MIDDLETOWN,CMPL,25,0,0,0,0,0
19960240,HOME,LPA,ACQUIS,300000,CITY OF ROME,ONEIDA,ROME,CMPL,14,0,0,0,0,0
19960246,HOME,LPA,CNSTR/RHAB,375000,THE VALLEY RURAL HOUSING CORPORATION,MONTGOMERY,MULTI-MUNI,CMPL,35,0,0,0,0,0
19960260,HOME,TBR,,89028,CITY OF HUDSON COMMUNITY DEVELOPMENT AND PLANNING AGENCY,COLUMBIA,HUDSON,CMPL,0,0,0,0,0,0
19960296,HOME,LPA,CNSTR/RHAB,306500,"GENESEE VALLEY RURAL PRESERVATION COUNCIL, INC.",MULTI-COUNTY,,CMPL,25,0,0,0,0,0
19960301,HOME,LPA,ACQUIS,250000,CITY OF CORTLAND,CORTLAND,CORTLAND,CMPL,12,0,0,0,0,0
19960302,HOME,LPA,ACQUIS,225000,CITY OF JOHNSTOWN,FULTON,JOHNSTOWN,CMPL,18,0,0,0,0,0
19960303,HOME,LPA,CNSTR/RHAB,199510,NHS OF ROCHESTER DBA NEIGHBORWORKS ROCHESTER,MONROE,ROCHESTER,CMPL,26,0,0,0,0,0
19960304,HOME,LPA,CNSTR/RHAB,351000,CITY OF FULTON COMMUNITY DEVELOPMENT AGENCY,OSWEGO,FULTON,CMPL,35,0,0,0,0,0
19960307,HOME,LPA,CNSTR/RHAB,374970,"BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.",MULTI-COUNTY,,CMPL,25,0,0,0,0,0
19960310,HOME,LPA,CNSTR/RHAB,375000,"MOHAWK VALLEY COMMUNITY ACTION AGENCY, INC.",HERKIMER,MULTI-MUNI,CMPL,8,0,0,0,0,0
19960317,HOME,LPA,CNSTR/RHAB,200000,NEW BERLIN HOUSING & PRESERVATION CO.,MULTI-COUNTY,,CMPL,22,0,0,0,0,0
19960320,HOME,LPA,CNSTR/RHAB,375000,ASSOCIATION FOR NEIGHBORHOOD REHABILITATION INC.,ST LAWRENCE,MULTI-MUNI,CMPL,26,0,0,0,0,0
19960324,HOME,LPA,ACQUIS,320000,BONAVENTURE DEVELOPMENT CORP.,MADISON,ONEIDA,CMPL,17,0,0,0,0,0
19960331,HOME,LPA,CNSTR/RHAB,215500,VILLAGE OF WATERLOO,SENECA,MULTI-MUNI,CMPL,16,0,0,0,0,0
19960332,HOME,LPA,MTGE ASST,200000,"GALVAN HOUSING RESOURCES, INC.           .",COLUMBIA,MULTI-MUNI,CMPL,12,0,0,0,0,0
19960360,HOME,LPA,CNSTR/RHAB,400000,"RUPCO, INC.",ULSTER,MULTI-MUNI,CMPL,42,0,0,0,0,0
19960361,HOME,LPA,CNSTR/RHAB,374998,CHAUTAUQUA HOME REHABILITATION AND IMPROVEMENT CORP.,CHAUTAUQUA,MULTI-MUNI,CMPL,42,0,0,0,0,0
19960364,HOME,LPA,CNSTR/RHAB,300000,COUNTY OF WARREN,WARREN,JOHNSBURG,CMPL,28,0,0,0,0,0
19960376,HOME,LPA,CNSTR/RHAB,375000,COUNTY OF WASHINGTON,WASHINGTON,MULTI-MUNI,CMPL,29,0,0,0,0,0
19960383,HOME,LPA,CNSTR/RHAB,375000,"RESEARCH FOUNDATION FOR MENTAL HYGIENE, INC.",MULTI-COUNTY,,CMPL,17,0,0,0,0,0
19960387,HOME,LPA,CNSTR/RHAB,131760,TOWN OF BRIGHTON,FRANKLIN,MULTI-MUNI,CMPL,6,0,0,0,0,0
19960756,REST,LPA,CNSTR/RHAB,25000,"STONELEIGH HOUSING, INC.",MADISON,MULTI-MUNI,CMPL,8,0,0,0,0,0
19960758,REST,LPA,CNSTR/RHAB,25000,CUBA COMMUNITY DEVELOPMENT CORPORATION,ALLEGANY,MULTI-MUNI,CMPL,17,0,0,0,0,0
19970098,REST,LPA,CNSTR/RHAB,25000,"BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.",MULTI-COUNTY,,CMPL,29,0,0,0,0,0
19970099,REST,LPA,CNSTR/RHAB,25000,SCAP D/B/A ARBOR HOUSING & DEVELOPMENT,STEUBEN,MULTI-MUNI,CMPL,17,0,0,0,0,0
19970101,REST,LPA,CNSTR/RHAB,25000,"MOHAWK VALLEY COMMUNITY ACTION AGENCY, INC.",ONEIDA,MULTI-MUNI,CMPL,20,0,0,0,0,0
19970105,REST,LPA,CNSTR/RHAB,27285,"COMMUNITY DEVELOPMENT CORPORATION OF LONG ISLAND, INC.",SUFFOLK,MULTI-MUNI,CMPL,6,0,0,0,0,0
19970106,REST,LPA,CNSTR/RHAB,27285,COMMUNITY AGENCY FOR SENIOR CITIZENS INC.,RICHMOND,NEW YORK CITY,CMPL,14,0,0,0,0,0
19970109,REST,LPA,CNSTR/RHAB,27285,COUNTY OF WESTCHESTER DEPARTMENT OF PLANNING,WESTCHESTER,MULTI-MUNI,CMPL,7,0,0,0,0,0
19970111,REST,LPA,CNSTR/RHAB,27285,"WILSON MAJOR MORRIS COMMUNITY CENTER, INC.",NEW YORK,NEW YORK CITY,CMPL,7,0,0,0,0,0
19970114,REST,LPA,CNSTR/RHAB,27285,MARGERT COMMUNITY CORP.,QUEENS,NEW YORK CITY,CMPL,13,0,0,0,0,0
