Authority Name,Fiscal Year End Date,Bonds,Recipient Name,Recipient City,Recipient State,Recipient Postal Code,Amount Issued,Date Issued,Interest Rate,Expected Year Retired,Principal Retired During Year,Principal Retired at Start of Fiscal Year,Amount Outstanding,Bond Purpose,New Jobs,Jobs Planned,Jobs Created,Fully Retired
Buffalo and Erie County Industrial Land Development Corporation,12/31/2011,?,Seneca Larkin 701, LLC,BUFFALO,NY,14210.0,6000000.0,12/29/2010,4.0,2032.0,0.0,0.0,6000000.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2011,?,Canisius College of Buffalo, New York,BUFFALO,NY,14208.0,1.6E7,12/29/2010,4.0,2040.0,0.0,0.0,1.6E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2011,?,Iskalo Development/2780 Delaware,KENMORE,NY,14217.0,6000000.0,11/09/2010,3.83,2030.0,11952.0,0.0,5988048.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,28.0,0.0,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2011,?,Buffalo State Foundation Corp.,BUFFALO,NY,14222.0,4.7755E7,12/30/2009,3.45,2041.0,4.753E7,225000.0,0.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,3.0,3.0,Yes
Buffalo and Erie County Industrial Land Development Corporation,12/31/2011,?,Buffalo State College Foundation Housing Corporation,BUFFALO,NY,14222.0,4.4285E7,06/16/2011,3.0,2041.0,0.0,NaN,4.4285E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2011,?,Enterprise Charter School,BUFFALO,NY,14203.0,7345000.0,02/17/2011,7.0,2040.0,70000.0,NaN,7275000.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2012,?,Medaille College,BUFFALO,NY,14214.0,1.2E7,11/02/2010,4.5,2020.0,889636.0,295599.0,1.0814765E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Regional Development Corporation,12/31/2018,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
Buffalo and Erie County Industrial Land Development Corporation,12/31/2012,?,134 High Street, LLC,BUFFALO,NY,14203.0,2.405E7,12/22/2010,4.0,2022.0,91182.0,0.0,2.3958818E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,4.0,0.0,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2012,?,Seneca Larkin 701, LLC,BUFFALO,NY,14210.0,6000000.0,12/29/2010,4.0,2032.0,127500.03,0.0,5872499.97,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2012,?,Canisius College of Buffalo, New York,BUFFALO,NY,14208.0,1.6E7,12/29/2010,4.0,2040.0,0.0,0.0,1.6E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2012,?,Iskalo Development/2780 Delaware,KENMORE,NY,14217.0,6000000.0,11/09/2010,3.83,2030.0,145966.86,11952.0,5842081.14,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,28.0,0.0,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2012,?,Buffalo State College Foundation Housing Corporation,BUFFALO,NY,14222.0,4.4285E7,06/16/2011,3.0,2041.0,670000.0,0.0,4.3615E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2012,?,Enterprise Charter School,BUFFALO,NY,14203.0,7345000.0,02/17/2011,7.0,2040.0,70000.0,70000.0,7205000.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2012,?,Cantalician Center for Learning - Series A,BUFFALO,NY,14214.0,9525000.0,02/13/2012,4.0,2033.0,0.0,NaN,9525000.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2012,?,Cantalician Center for Learning - Series B,BUFFALO,NY,14214.0,1000000.0,02/13/2012,4.0,2018.0,0.0,NaN,1000000.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2013,?,Medaille College,BUFFALO,NY,14214.0,1.2E7,11/02/2010,4.5,2020.0,386374.0,1185235.0,1.0428391E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2013,?,134 High Street, LLC,BUFFALO,NY,14203.0,2.405E7,12/22/2010,4.0,2022.0,270943.0,91182.0,2.3687875E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,4.0,0.0,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2013,?,Seneca Larkin 701, LLC,BUFFALO,NY,14210.0,6000000.0,12/29/2010,4.0,2032.0,176750.0,127500.03,5695749.97,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2013,?,Canisius College of Buffalo, New York,BUFFALO,NY,14208.0,1.6E7,12/29/2010,4.0,2040.0,0.0,0.0,1.6E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2013,?,Iskalo Development/2780 Delaware,KENMORE,NY,14217.0,6000000.0,11/09/2010,3.83,2030.0,196587.0,157918.86,5645494.14,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,28.0,0.0,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2013,?,Buffalo State College Foundation Housing Corporation,BUFFALO,NY,14222.0,4.4285E7,06/16/2011,3.0,2041.0,685000.0,670000.0,4.293E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2013,?,Enterprise Charter School,BUFFALO,NY,14203.0,7345000.0,02/17/2011,7.0,2040.0,80000.0,140000.0,7125000.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2013,?,Cantalician Center for Learning - Series B,BUFFALO,NY,14214.0,1000000.0,02/13/2012,4.0,2018.0,0.0,0.0,1000000.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2013,?,Cantalician Center for Learning - Series A,BUFFALO,NY,14214.0,9525000.0,02/13/2012,4.0,2033.0,0.0,0.0,9525000.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2013,?,DePaul Community Facilities, Inc.-Series A,ROCHESTER,NY,14624.0,5500256.99,03/01/2013,1.8,2023.0,200736.0,NaN,5299520.99,Education/Training(Business Development),No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2013,?,DePaul Community Facilities, Inc.-Series B,ROCHESTER,NY,14624.0,400000.0,03/01/2013,3.61,2018.0,29999.97,NaN,370000.03,Education/Training(Business Development),No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2014,?,Medaille College,BUFFALO,NY,14214.0,1.2E7,11/02/2010,4.5,2020.0,409434.0,1571609.0,1.0018957E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2014,?,134 High Street, LLC,BUFFALO,NY,14203.0,2.405E7,12/22/2010,4.0,2022.0,291781.08,362125.0,2.339609392E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,4.0,2.0,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2014,?,Seneca Larkin 701, LLC,BUFFALO,NY,14210.0,6000000.0,12/29/2010,4.0,2032.0,231250.0,304250.03,5464499.97,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2014,?,Canisius College of Buffalo, New York,BUFFALO,NY,14208.0,1.6E7,12/29/2010,4.0,2040.0,0.0,0.0,1.6E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2014,?,Iskalo Development/2780 Delaware,KENMORE,NY,14217.0,6000000.0,11/09/2010,3.83,2030.0,172827.0,354505.86,5472667.14,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,28.0,36.0,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2014,?,Buffalo State College Foundation Housing Corporation,BUFFALO,NY,14222.0,4.4285E7,06/16/2011,3.0,2041.0,705000.0,1355000.0,4.2225E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Regional Development Corporation,12/31/2019,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
Buffalo and Erie County Industrial Land Development Corporation,12/31/2014,?,Enterprise Charter School,BUFFALO,NY,14203.0,7345000.0,02/17/2011,7.0,2040.0,90000.0,220000.0,7035000.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2014,?,Cantalician Center for Learning - Series B,BUFFALO,NY,14214.0,1000000.0,02/13/2012,4.0,2018.0,196250.04,0.0,803749.96,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2014,?,Cantalician Center for Learning - Series A,BUFFALO,NY,14214.0,9525000.0,02/13/2012,4.0,2033.0,393333.32,0.0,9131666.68,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2014,?,DePaul Community Facilities, Inc.-Series A,ROCHESTER,NY,14624.0,5500256.99,03/01/2013,1.8,2023.0,275733.0,200736.0,5023787.99,Education/Training(Business Development),No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2014,?,DePaul Community Facilities, Inc.-Series B,ROCHESTER,NY,14624.0,400000.0,03/01/2013,3.61,2018.0,39999.96,29999.97,330000.07,Education/Training(Business Development),No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2015,?,Medaille College,BUFFALO,NY,14214.0,1.2E7,11/02/2010,4.5,2020.0,428471.0,1981043.0,9590486.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2015,?,134 High Street, LLC,BUFFALO,NY,14203.0,2.405E7,12/22/2010,4.0,2022.0,291781.0,653906.08,2.310431292E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,4.0,2.0,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2015,?,Seneca Larkin 701, LLC,BUFFALO,NY,14210.0,6000000.0,12/29/2010,4.0,2032.0,233750.0,535500.03,5230749.97,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2015,?,Canisius College of Buffalo, New York,BUFFALO,NY,14208.0,1.6E7,12/29/2010,4.0,2040.0,1.6E7,0.0,0.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,Yes
Buffalo and Erie County Industrial Land Development Corporation,12/31/2015,?,Iskalo Development/2780 Delaware,KENMORE,NY,14217.0,6000000.0,11/09/2010,3.83,2030.0,196206.0,527332.86,5276461.14,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,28.0,38.0,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2015,?,Buffalo State College Foundation Housing Corporation,BUFFALO,NY,14222.0,4.4285E7,06/16/2011,3.0,2041.0,725000.0,2060000.0,4.15E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2015,?,Enterprise Charter School,BUFFALO,NY,14203.0,7345000.0,02/17/2011,7.0,2040.0,95000.0,310000.0,6940000.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2015,?,Cantalician Center for Learning - Series B,BUFFALO,NY,14214.0,1000000.0,02/13/2012,4.0,2018.0,200000.0,196250.04,603749.96,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2015,?,Cantalician Center for Learning - Series A,BUFFALO,NY,14214.0,9525000.0,02/13/2012,4.0,2033.0,400000.0,393333.32,8731666.68,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2015,?,DePaul Community Facilities, Inc.-Series A,ROCHESTER,NY,14624.0,5500256.99,03/01/2013,1.8,2023.0,284498.0,476469.0,4739289.99,Education/Training(Business Development),No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2015,?,DePaul Community Facilities, Inc.-Series B,ROCHESTER,NY,14624.0,400000.0,03/01/2013,3.61,2018.0,40000.0,69999.93,290000.07,Education/Training(Business Development),No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2016,?,Medaille College,BUFFALO,NY,14214.0,1.2E7,11/02/2010,4.5,2020.0,447165.0,2409514.0,9143321.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2016,?,134 High Street, LLC,BUFFALO,NY,14203.0,2.405E7,12/22/2010,4.0,2022.0,301240.0,945687.08,2.280307292E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,4.0,5.0,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2016,?,Seneca Larkin 701, LLC,BUFFALO,NY,14210.0,6000000.0,12/29/2010,4.0,2032.0,5230749.97,769250.03,0.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,Yes
Buffalo and Erie County Industrial Land Development Corporation,12/31/2016,?,Iskalo Development/2780 Delaware,KENMORE,NY,14217.0,6000000.0,11/09/2010,3.83,2030.0,212925.0,723538.86,5063536.14,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,28.0,51.0,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2016,?,Buffalo State College Foundation Housing Corporation,BUFFALO,NY,14222.0,4.4285E7,06/16/2011,3.0,2041.0,750000.0,2785000.0,4.075E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2016,?,Enterprise Charter School,BUFFALO,NY,14203.0,7345000.0,02/17/2011,7.0,2040.0,105000.0,405000.0,6835000.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2016,?,Cantalician Center for Learning - Series B,BUFFALO,NY,14214.0,1000000.0,02/13/2012,4.0,2018.0,200000.0,396250.04,403749.96,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2016,?,Cantalician Center for Learning - Series A,BUFFALO,NY,14214.0,9525000.0,02/13/2012,4.0,2033.0,1008333.0,793333.32,7723333.68,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2016,?,DePaul Community Facilities, Inc.-Series A,ROCHESTER,NY,14624.0,5500256.99,03/01/2013,1.8,2023.0,293137.0,760967.0,4446152.99,Education/Training(Business Development),No,NaN,NaN,No
Cheektowaga Economic Development Corporation,03/31/2011,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
Buffalo and Erie County Industrial Land Development Corporation,12/31/2016,?,DePaul Community Facilities, Inc.-Series B,ROCHESTER,NY,14624.0,400000.0,03/01/2013,3.61,2018.0,40000.0,109999.93,250000.07,Education/Training(Business Development),No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2016,?,854 Ellicott Street, LLC,BUFFALO,NY,14203.0,4.43285E7,09/09/2016,2.95,2051.0,0.0,NaN,4.43285E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2016,?,Buffalo Academy of Science Charter School,BUFFALO,NY,14202.0,3250000.0,11/03/2015,2.5,2023.0,497565.0,NaN,2752435.0,Education/Training(Business Development),No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2016,?,Orchard Park CCRC, Inc.,ORCHARD PARK,NY,14127.0,4.449E7,09/08/2015,2.5,2037.0,1325000.0,NaN,4.3165E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2016,?,Catholic Health System,BUFFALO,NY,14203.0,9.38E7,04/29/2015,4.6,2045.0,0.0,NaN,9.38E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2016,?,The Canisius College of Buffalo,BUFFALO,NY,14208.0,4.6955E7,10/30/2015,2.5,2040.0,2340000.0,NaN,4.4615E7,Education/Training(Business Development),No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2017,?,Medaille College,BUFFALO,NY,14214.0,1.2E7,11/02/2010,4.5,2020.0,469191.0,2856679.0,8674130.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2017,?,134 High Street, LLC,BUFFALO,NY,14203.0,2.405E7,12/22/2010,4.0,2022.0,356473.0,1246927.08,2.244659992E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,4.0,5.0,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2017,?,Iskalo Development/2780 Delaware,KENMORE,NY,14217.0,6000000.0,11/09/2010,3.83,2030.0,231021.0,936463.86,4832515.14,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,28.0,49.0,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2017,?,Buffalo State College Foundation Housing Corporation,BUFFALO,NY,14222.0,4.4285E7,06/16/2011,3.0,2041.0,780000.0,3535000.0,3.997E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2017,?,Enterprise Charter School,BUFFALO,NY,14203.0,7345000.0,02/17/2011,7.0,2040.0,110000.0,510000.0,6725000.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2017,?,Cantalician Center for Learning - Series B,BUFFALO,NY,14214.0,1000000.0,02/13/2012,4.0,2018.0,403749.96,596250.04,0.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,Yes
Buffalo and Erie County Industrial Land Development Corporation,12/31/2017,?,Cantalician Center for Learning - Series A,BUFFALO,NY,14214.0,9525000.0,02/13/2012,4.0,2033.0,418333.0,1801666.32,7305000.68,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2017,?,DePaul Community Facilities, Inc.-Series A,ROCHESTER,NY,14624.0,5500256.99,03/01/2013,1.8,2023.0,4446152.99,1054104.0,0.0,Education/Training(Business Development),No,NaN,NaN,Yes
Buffalo and Erie County Industrial Land Development Corporation,12/31/2017,?,DePaul Community Facilities, Inc.-Series B,ROCHESTER,NY,14624.0,400000.0,03/01/2013,3.61,2018.0,250000.07,149999.93,0.0,Education/Training(Business Development),No,NaN,NaN,Yes
Buffalo and Erie County Industrial Land Development Corporation,12/31/2017,?,854 Ellicott Street, LLC,BUFFALO,NY,14203.0,4.43285E7,09/09/2016,2.95,2051.0,0.0,0.0,4.43285E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2017,?,Buffalo Academy of Science Charter School,BUFFALO,NY,14202.0,3250000.0,11/03/2015,2.5,2023.0,330634.0,497565.0,2421801.0,Education/Training(Business Development),No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2017,?,Orchard Park CCRC, Inc.,ORCHARD PARK,NY,14127.0,4.449E7,09/08/2015,2.5,2037.0,1140000.0,1325000.0,4.2025E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2017,?,Catholic Health System,BUFFALO,NY,14203.0,9.38E7,04/29/2015,4.6,2045.0,1400000.0,0.0,9.24E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2017,?,The Canisius College of Buffalo,BUFFALO,NY,14208.0,4.6955E7,10/30/2015,2.5,2040.0,2755000.0,2340000.0,4.186E7,Education/Training(Business Development),No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2018,?,Medaille College,BUFFALO,NY,14214.0,1.2E7,11/02/2010,4.5,2020.0,8674130.0,3325870.0,0.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,Yes
Buffalo and Erie County Industrial Land Development Corporation,12/31/2018,?,134 High Street, LLC,BUFFALO,NY,14203.0,2.405E7,12/22/2010,4.0,2022.0,372705.0,1603400.08,2.207389492E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,4.0,8.0,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2018,?,Iskalo Development/2780 Delaware,KENMORE,NY,14217.0,6000000.0,11/09/2010,3.83,2030.0,201461.0,1167484.86,4631054.14,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,28.0,20.0,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2018,?,Buffalo State College Foundation Housing Corporation,BUFFALO,NY,14222.0,4.4285E7,06/16/2011,3.0,2041.0,820000.0,4315000.0,3.915E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2018,?,Enterprise Charter School,BUFFALO,NY,14203.0,7345000.0,02/17/2011,7.0,2040.0,115000.0,620000.0,6610000.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2018,?,Cantalician Center for Learning - Series A,BUFFALO,NY,14214.0,9525000.0,02/13/2012,4.0,2033.0,427083.0,2219999.32,6877917.68,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2018,?,854 Ellicott Street, LLC,BUFFALO,NY,14203.0,4.43285E7,09/09/2016,2.95,2051.0,0.0,0.0,4.43285E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2018,?,Buffalo Academy of Science Charter School,BUFFALO,NY,14202.0,3250000.0,11/03/2015,2.5,2023.0,451825.0,828199.0,1969976.0,Education/Training(Business Development),No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2018,?,Orchard Park CCRC, Inc.,ORCHARD PARK,NY,14127.0,4.449E7,09/08/2015,2.5,2037.0,1175000.0,2465000.0,4.085E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2018,?,Catholic Health System,BUFFALO,NY,14203.0,9.38E7,04/29/2015,4.6,2045.0,3520000.0,1400000.0,8.888E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
