Fire Department Name,Fire Department Code,Address,City,State,Zip Code,County Code,County Name,Phone Number,Latitude,Longitude,Location 1
IRA FIRE DEPARTMENT,6010.0,12591 STATE ROUTE 176,CATO,NY,13033,6.0,Cayuga,3.156262607E9,43.25495,-76.56449,(43.25495, -76.56449)
KING FERRY FIRE DEPARTMENT,6011.0,1009 ROUTE 34B PO BOX 419,KING FERRY,NY,13081,6.0,Cayuga,3.15364894E9,42.67139,-76.61901,(42.67139, -76.61901)
LOCKE FIRE DEPARTMENT,6012.0,900 MAIN STREET  BOX 78,LOCKE,NY,13092,6.0,Cayuga,3.154970595E9,42.66347,-76.43076,(42.66347, -76.43076)
MERIDIAN FIRE DEPARTMENT,6013.0,11375 FERRIS ROAD,MERIDIAN,NY,13113,6.0,Cayuga,3.156263167E9,43.169435,-76.53723,(43.169435, -76.53723)
MORAVIA FIRE DEPARTMENT,6014.0,38 KEELER AVE PO BOX 686,MORAVIA,NY,13118,6.0,Cayuga,3.1549717E9,42.715114,-76.424566,(42.715114, -76.424566)
MONTEZUMA FIRE DEPARTMENT,6015.0,8115 HIGH ST BOX 381,MONTEZUMA,NY,13117,6.0,Cayuga,3.157764316E9,43.010267,-76.703687,(43.010267, -76.703687)
NEW HOPE FIRE DEPARTMENT,6016.0,5947 NEW HOPE ROAD,MORAVIA,NY,13118,6.0,Cayuga,3.154970448E9,42.797917,-76.349131,(42.797917, -76.349131)
OWASCO FIRE DEPARTMENT,6017.0,7174 OWASCO ROAD,AUBURN,NY,13021,6.0,Cayuga,3.152539197E9,42.916603,-76.545537,(42.916603, -76.545537)
POPLAR RIDGE FIRE DEPARTMENT,6018.0,PO BOX 55,POLAR RIDGE,NY,13139,6.0,Cayuga,3.153647344E9,42.73843,-76.61772,(42.73843, -76.61772)
PORT BYRON FIRE DEPARTMENT,6019.0,50 UTICA ST,PORT BYRON,NY,13181,6.0,Cayuga,3.15776867E9,43.036498,-76.621459,(43.036498, -76.621459)
SCIPIO CENTER FIRE DEPARTMENT,6020.0,3550 ROUTE 34,SCIPIO CENTER,NY,13147,6.0,Cayuga,3.153647323E9,42.78323,-76.56877,(42.78323, -76.56877)
SENNETT FIRE DEPARTMENT,6021.0,PO BOX 1524,AUBURN,NY,13021,6.0,Cayuga,3.152523993E9,42.92239,-76.56369,(42.92239, -76.56369)
THROOP FIRE DEPARTMENT,6022.0,7159 BEECH TREE RD,AUBURN,NY,13021,6.0,Cayuga,3.152524051E9,42.963197,-76.606987,(42.963197, -76.606987)
UNION SPRINGS FIRE DEPARTMENT,6023.0,257 CAYUGA STREET,UNION SPRINGS,NY,13160,6.0,Cayuga,3.158897288E9,42.852348,-76.69077,(42.852348, -76.69077)
VICTORY FIRE DEPARTMENT,6024.0,12009 ROUTE 38,CATO,NY,13033,6.0,Cayuga,3.156266682E9,43.17423,-76.55246,(43.17423, -76.55246)
WEEDSPORT FIRE DEPARTMENT,6025.0,8892 SOUTH STREET,WEEDSPORT,NY,13166,6.0,Cayuga,NaN,43.047901,-76.561461,(43.047901, -76.561461)
LONG HILL FIRE DEPARTMENT,6026.0,3513 LONG HILL ROAD,VENICE CENTER,NY,13147,6.0,Cayuga,3.154973805E9,42.739826,-76.508616,(42.739826, -76.508616)
SEMPRONIUS FIRE DEPARTMENT,6027.0,2284 RT 41A,MORAVIA,NY,13118,6.0,Cayuga,3.154962084E9,42.73971,-76.38689,(42.73971, -76.38689)
WEST NILES FIRE DEPARTMENT,6028.0,3956 VALENTINE ROAD,MORAVIA,NY,13118,6.0,Cayuga,3.157845093E9,42.809473,-76.470236,(42.809473, -76.470236)
CONQUEST FIRE DEPARTMENT,6029.0,10351 SLAYTON ROAD,PORT BYRON,NY,13140,6.0,Cayuga,3.157764512E9,43.120255,-76.64051,(43.120255, -76.64051)
ASHVILLE FIRE DEPARTMENT,7001.0,4853 ROUTE 474  PO BOX 129,ASHVILLE,NY,14710,7.0,Chautauqua,7.167638196E9,42.10429,-79.38114,(42.10429, -79.38114)
BEMUS POINT FIRE DEPARTMENT,7002.0,13 ALBURTUS AVE PO BOX 306,BEMUS POINT,NY,14712,7.0,Chautauqua,7.163866011E9,42.158577,-79.392522,(42.158577, -79.392522)
BROCTON FIRE DEPARTMENT,7003.0,80 LAKE AVE PO BOX 457,BROCTON,NY,14716,7.0,Chautauqua,7.167924734E9,42.392564,-79.44116,(42.392564, -79.44116)
BUSTI FIRE DEPARTMENT,7004.0,886 MILL ROAD,JAMESTOWN,NY,14701,7.0,Chautauqua,7.164871271E9,42.037701,-79.283338,(42.037701, -79.283338)
CASSADAGA FIRE DEPARTMENT,7005.0,22 MILL STREET PO BOX 226,CASSADAGA,NY,14718,7.0,Chautauqua,7.165953131E9,42.341653,-79.310307,(42.341653, -79.310307)
CELORON FIRE DEPARTMENT,7006.0,92 DUNHAM AVENUE PO BOX 328,CELORON,NY,14720,7.0,Chautauqua,7.164881788E9,42.101517,-79.283424,(42.101517, -79.283424)
CHAUTAUQUA FIRE DEPARTMENT,7007.0,2 ROYAL WAY PO BOX F,CHAUTAUQUA,NY,14722,7.0,Chautauqua,7.163572905E9,42.25483,-79.50418,(42.25483, -79.50418)
CHERRY CREEK FIRE DEPARTMENT,7008.0,6763 MAIN STREET,CHERRY CREEK,NY,14723,7.0,Chautauqua,7.162965757E9,42.293398,-79.099808,(42.293398, -79.099808)
CLYMER FIRE DEPARTMENT,7009.0,8756 W MAIN STREET,CLYMER,NY,14724,7.0,Chautauqua,7.163559954E9,42.020865,-79.631002,(42.020865, -79.631002)
DEWITTVILLE FIRE DEPARTMENT,7010.0,5459 E LAKE RD PO BOX 28,DEWITTVILLE,NY,14728,7.0,Chautauqua,7.167537231E9,42.26316,-79.41302,(42.26316, -79.41302)
DUNKIRK FIRE DEPARTMENT,7011.0,311 EAGLE ST,DUNKIRK,NY,14048,7.0,Chautauqua,7.163662577E9,42.484331,-79.33646,(42.484331, -79.33646)
EAST DUNKIRK FIRE DEPARTMENT,7012.0,10949 SOUTH ROBERTS ROAD,DUNKIRK,NY,14048,7.0,Chautauqua,7.163662211E9,42.474927,-79.306002,(42.474927, -79.306002)
ELLERY CENTER FIRE DEPARTMENT,7013.0,4400 DUTCH HOLLOW ROAD,BEMUS POINT,NY,14712,7.0,Chautauqua,7.163865381E9,42.17896,-79.343332,(42.17896, -79.343332)
ELLINGTON FIRE DEPARTMENT,7014.0,769 W MAIN ST  PO BOX 59,ELLINGTON,NY,14732,7.0,Chautauqua,7.162872168E9,42.21592,-79.10791,(42.21592, -79.10791)
FALCONER FIRE DEPARTMENT,7015.0,101 W MAIN STREET,FALCONER,NY,14733,7.0,Chautauqua,7.166656208E9,42.117123,-79.197971,(42.117123, -79.197971)
FINDLEY LAKE FIRE DEPARTMENT,7016.0,10372 MAIN ST PO BOX 158,FINDLEY LAKE,NY,14736,7.0,Chautauqua,7.167697321E9,42.12942,-79.7416,(42.12942, -79.7416)
FLUVANNA FIRE DEPARTMENT,7017.0,3536 FLUVANNA AVE EXT,JAMESTOWN,NY,14701,7.0,Chautauqua,7.164838505E9,42.11889,-79.290769,(42.11889, -79.290769)
FORESTVILLE FIRE DEPARTMENT,7018.0,18 CHESTNUT ST PO BOX 299,FORESTVILLE,NY,14062,7.0,Chautauqua,7.169654106E9,42.468965,-79.179586,(42.468965, -79.179586)
FREDONIA FIRE DEPARTMENT,7019.0,80 WEST MAIN STREET,FREDONIA,NY,14063,7.0,Chautauqua,7.166722124E9,42.438063,-79.33336,(42.438063, -79.33336)
FREWSBURG FIRE DEPARTMENT,7020.0,88 W MAIN ST PO BOX 590,FREWSBURG,NY,14736,7.0,Chautauqua,7.165693505E9,42.052705,-79.163838,(42.052705, -79.163838)
GERRY FIRE DEPARTMENT,7021.0,4490 GERRY LEVNT RD POB 182,GERRY,NY,14740,7.0,Chautauqua,7.169854648E9,42.192985,-79.248063,(42.192985, -79.248063)
HARTFIELD FIRE DEPARTMENT,7022.0,PO BOX 182  6078 ELMWOOD RD,MAYVILLE,NY,14757,7.0,Chautauqua,7.167532459E9,42.24224,-79.49711,(42.24224, -79.49711)
IRVING FIRE DEPARTMENT,7023.0,12847 ERIE ST  PO BOX 357,IRVING,NY,14081,7.0,Chautauqua,7.169344639E9,42.56251,-79.135982,(42.56251, -79.135982)
JAMESTOWN FIRE DEPARTMENT,7024.0,200 SPRING STREET,JAMESTOWN,NY,14701,7.0,Chautauqua,7.164837598E9,42.095983,-79.238599,(42.095983, -79.238599)
KENNEDY FIRE DEPARTMENT NO 1,7025.0,3590 DAILEY HILL ROAD,KENNEDY,NY,14747,7.0,Chautauqua,7.162674655E9,42.157967,-79.102433,(42.157967, -79.102433)
KIANTONE FIRE DEPARTMENT,7026.0,2318 STILLWATR FREWSBURG RD,JAMESTOWN,NY,14701,7.0,Chautauqua,7.166645433E9,42.058799,-79.21246,(42.058799, -79.21246)
LAKEWOOD FIRE DEPARTMENT,7027.0,37 J W PACKARD BLVD,LAKEWOOD,NY,14750,7.0,Chautauqua,7.167633005E9,42.100247,-79.324943,(42.100247, -79.324943)
LILY DALE FIRE DEPARTMENT,7028.0,17 EAST STREET PO BOX 245,LILY DALE,NY,14752-0245,7.0,Chautauqua,7.16595347E9,42.34905,-79.32952,(42.34905, -79.32952)
MAPLE SPRINGS FIRE DEPARTMENT,7029.0,PO BOX D  5385 MAPLE SPG,MAPLE SPRINGS,NY,14756,7.0,Chautauqua,7.163862114E9,42.19681,-79.42209,(42.19681, -79.42209)
MAYVILLE FIRE DEPARTMENT,7030.0,1 S ERIE ST PO BOX 2,MAYVILLE,NY,14757,7.0,Chautauqua,7.167532322E9,42.253905,-79.504809,(42.253905, -79.504809)
PANAMA FIRE DEPARTMENT,7031.0,27 E MAIN ST  PO BOX 57,PANAMA,NY,14769,7.0,Chautauqua,7.167822345E9,42.074997,-79.480151,(42.074997, -79.480151)
PORTLAND FIRE DEPT,7032.0,6481 W MAIN RD PO BOX 229,PORTLAND,NY,14769-0229,7.0,Chautauqua,7.167929296E9,42.375112,-79.478238,(42.375112, -79.478238)
RIPLEY FIRE DEPARTMENT,7033.0,15 SOUTH STATE ST,RIPLEY,NY,14775,7.0,Chautauqua,7.167362001E9,42.265369,-79.709523,(42.265369, -79.709523)
SHERIDAN FIRE DEPARTMENT,7034.0,2800 ROUTE 20 PO BOX 122,SHERIDAN,NY,14135,7.0,Chautauqua,7.166791212E9,42.48687,-79.23661,(42.48687, -79.23661)
SHERMAN FIRE DEPARTMENT,7035.0,PO BOX 574  122 PARK ST,SHERMAN,NY,14781,7.0,Chautauqua,7.1676167E9,42.160705,-79.595068,(42.160705, -79.595068)
SILVER CREEK FIRE DEPARTMENT,7036.0,172 CENTRAL AVE PO BOX 70,SILVER CREEK,NY,14136,7.0,Chautauqua,7.169343036E9,42.545033,-79.169914,(42.545033, -79.169914)
SINCLAIRVILLE FIRE DEPARTMENT,7037.0,30 MAIN ST PO BOX 403,SINCLAIRVILLE,NY,14782,7.0,Chautauqua,7.169622025E9,42.263965,-79.258937,(42.263965, -79.258937)
STOCKTON FIRE DEPARTMENT,7038.0,7243 ROUTE 380 PO BOX 12,STOCKTON,NY,14784,7.0,Chautauqua,7.165953068E9,42.31556,-79.38198,(42.31556, -79.38198)
SUNSET BAY FIRE DEPARTMENT,7039.0,12798 ALLEGANY ROAD,IRVING,NY,14081,7.0,Chautauqua,7.16934488E9,42.560755,-79.131909,(42.560755, -79.131909)
WEST DUNKIRK FIRE DEPARTMENT,7040.0,4741 WILLOW ROAD,DUNKIRK,NY,14048,7.0,Chautauqua,7.163661231E9,42.464089,-79.368298,(42.464089, -79.368298)
WESTFIELD FIRE DEPARTMENT,7041.0,20 CLINTON STREET,WESTFIELD,NY,14787,7.0,Chautauqua,7.163262661E9,42.323651,-79.577671,(42.323651, -79.577671)
HANOVER FIRE DEPARTMENT,7042.0,11919 HANOVER ROAD,SILVER CREEK,NY,14136,7.0,Chautauqua,7.169347389E9,42.517845,-79.131708,(42.517845, -79.131708)
BALDWIN FIRE DEPARTMENT,8002.0,460 BREESPORT-N CHEMUNG RD,LOWMAN,NY,14861,8.0,Chemung,6.077343068E9,42.088247,-76.700091,(42.088247, -76.700091)
BIG FLATS FIRE DEPARTMENT,8003.0,PO BOX 28  505 MAPLE STREET,BIG FLATS,NY,14814,8.0,Chemung,6.075623063E9,42.14106,-76.933014,(42.14106, -76.933014)
BREESPORT FIRE DEPARTMENT,8004.0,3 JACKSON AVENUE PO BOX A,BREESPORT,NY,14816,8.0,Chemung,6.077391953E9,42.18075,-76.73351,(42.18075, -76.73351)
CHEMUNG VOLUNTEER FIRE DEPT,8005.0,679 MAIN STREET,CHEMUNG,NY,14825,8.0,Chemung,6.075293233E9,42.05116,-76.6233,(42.05116, -76.6233)
ELMIRA FIRE DEPARTMENT,8006.0,101-109 WEST SECOND STREET,ELMIRA,NY,14901,8.0,Chemung,6.0773757E9,42.091892,-76.807425,(42.091892, -76.807425)
ELMIRA HEIGHTS FIRE DEPARTMENT,8007.0,215 ELMWOOD AVENUE,ELMIRA HEIGHTS,NY,13094,8.0,Chemung,6.07733658E9,42.127812,-76.82168,(42.127812, -76.82168)
ERIN FIRE DEPARTMENT,8008.0,1462 BREESPORT ROAD,ERIN,NY,14838,8.0,Chemung,6.077393417E9,42.185947,-76.666193,(42.185947, -76.666193)
GOLDEN GLOW FIRE DEPT,8009.0,39 ALVORD DR PO BOX 3045,ELMIRA,NY,14902,8.0,Chemung,6.077344474E9,42.084094,-76.872496,(42.084094, -76.872496)
HORSEHEADS FIRE DEPARTMENT,8010.0,134 N MAIN STREET,HORSEHEADS,NY,14845,8.0,Chemung,6.077395045E9,42.169087,-76.822292,(42.169087, -76.822292)
MILLPORT FIRE DEPARTMENT,8011.0,2016 CRESCENT ST  PO BOX A,MILLPORT,NY,14864,8.0,Chemung,6.07739103E9,42.265533,-76.835538,(42.265533, -76.835538)
PINE CITY FIRE DEPARTMENT,8012.0,1463 PENNSYLVANIA AV POB 72,PINE CITY,NY,14871,8.0,Chemung,6.077336941E9,42.040915,-76.859952,(42.040915, -76.859952)
SOUTHPORT FIRE DEPARTMENT,8014.0,1001 CARL STREET,ELMIRA,NY,14904,8.0,Chemung,6.077337599E9,42.059441,-76.809013,(42.059441, -76.809013)
TOMPKINS CORNERS FIRE DEPARTMENT,8015.0,422 CHAMBERS RD,HORSEHEADS,NY,14845,8.0,Chemung,6.077397415E9,42.204287,-76.88921,(42.204287, -76.88921)
TOWN AND COUNTRY FIRE DEPARTMENT,8016.0,130 GARDNER ROAD,HORSEHEADS,NY,14845,8.0,Chemung,6.077397134E9,42.167265,-76.832156,(42.167265, -76.832156)
VAN ETTEN FIRE DEPARTMENT,8017.0,2 HIXSON STREET  PO BOX 88,VAN ETTEN,NY,14889,8.0,Chemung,6.07589453E9,42.198579,-76.55134,(42.198579, -76.55134)
WEBB MILLS FIRE DEPARTMENT,8018.0,PO BOX 97,PINE CITY,NY,14871,8.0,Chemung,6.077321028E9,42.03588,-76.87267,(42.03588, -76.87267)
WELLSBURG FIRE DEPARTMENT,8019.0,3661 FRONT STREET PO BOX 23,WELLSBURG,NY,14894,8.0,Chemung,6.077347628E9,42.02112,-76.76891,(42.02112, -76.76891)
WEST HILL FIRE DEPARTMENT,8020.0,471 WEST HILL ROAD,ELMIRA,NY,14903,8.0,Chemung,6.077333346E9,42.116834,-76.864283,(42.116834, -76.864283)
EAST HILL FIRE DEPARTMENT,8022.0,266 JERUSALEM HILL ROAD,ELMIRA,NY,14901,8.0,Chemung,6.077345535E9,42.083858,-76.760796,(42.083858, -76.760796)
WEST ELMIRA FIRE DEPT,8023.0,1299 WEST WATER STREET,ELMIRA,NY,14905,8.0,Chemung,6.077342204E9,42.077852,-76.845352,(42.077852, -76.845352)
VAN ETTEN TOWN FIRE DEPARTMENT,8024.0,PO BOX 67,VAN ETTEN,NY,14889,8.0,Chemung,NaN,NaN,NaN,?
AFTON FIRE DEPARTMENT,9001.0,15 SPRING STREET,AFTON,NY,13730,9.0,Chenango,6.076391848E9,42.228585,-75.527079,(42.228585, -75.527079)
BAINBRIDGE FIRE DEPARTMENT,9002.0,22 WEST MAIN,BAINBRIDGE,NY,13733,9.0,Chenango,6.079673281E9,42.294085,-75.48035,(42.294085, -75.48035)
BORDEN HOSE FIRE DEPARTMENT,9003.0,PO BOX 197,MT UPTON,NY,13809,9.0,Chenango,6.077648517E9,42.39255,-75.40072,(42.39255, -75.40072)
BRISBEN FIRE DEPARTMENT,9004.0,2716 STATE HIGHWAY 12,BRISBEN,NY,13830,9.0,Chenango,6.07656813E9,42.4291,-75.62265,(42.4291, -75.62265)
COVENTRY FIRE DEPARTMENT,9005.0,109 NORTH ROAD,GREENE,NY,13778,9.0,Chenango,6.076568071E9,42.316654,-75.63854,(42.316654, -75.63854)
GENEGANTSLET FIRE DEPARTMENT,9007.0,PO BOX 151,SMITHVILLE FLATS,NY,13841,9.0,Chenango,6.076564382E9,42.39885,-75.83935,(42.39885, -75.83935)
GUILFORD FIRE DEPARTMENT,9008.0,110 MECHANIC STREET,GUILFORD,NY,13780,9.0,Chenango,6.078956814E9,42.404721,-75.491374,(42.404721, -75.491374)
GREENE FIRE DEPARTMENT,9009.0,8 NORTH CANAL STREET,GREENE,NY,13778,9.0,Chenango,6.076569724E9,42.330905,-75.77073,(42.330905, -75.77073)
MC DONOUGH FIRE DEPARTMENT,9010.0,PO BOX 99,MC DONOUGH,NY,13801,9.0,Chenango,6.076475308E9,42.50227,-75.77655,(42.50227, -75.77655)
NORWICH FIRE DEPARTMENT,9011.0,31 EAST MAIN STREET,NORWICH,NY,13815,9.0,Chenango,6.073343411E9,42.531471,-75.521233,(42.531471, -75.521233)
NORTH NORWICH FIRE DEPARTMENT,9012.0,108 BEACH LANE BOX X,NORTH NORWICH,NY,13814,9.0,Chenango,6.07334734E9,42.61792,-75.52279,(42.61792, -75.52279)
NEW BERLIN FIRE DEPARTMENT,9013.0,PO BOX T,NEW BERLIN,NY,13411,9.0,Chenango,6.078478516E9,42.6244,-75.33074,(42.6244, -75.33074)
OXFORD FIRE DEPARTMENT,9014.0,20 MAIN STREET PO BOX 570,OXFORD,NY,13830,9.0,Chenango,6.078437951E9,42.4291,-75.62265,(42.4291, -75.62265)
PRESTON FIRE DEPARTMENT,9015.0,124 CTY RD 19,OXFORD,NY,13830,9.0,Chenango,6.073361013E9,42.46151,-75.62572,(42.46151, -75.62572)
PLYMOUTH FIRE DEPARTMENT,9016.0,3461 STATE RTE 23 PO BX 112,PLYMOUTH,NY,13832,9.0,Chenango,6.073343049E9,42.65984,-75.6709,(42.65984, -75.6709)
SHERBURNE FIRE DEPARTMENT,9017.0,15 WEST STATE STREET,SHERBURNE,NY,13460,9.0,Chenango,6.07674956E9,42.678275,-75.499937,(42.678275, -75.499937)
SMYRNA FIRE DEPARTMENT,9018.0,1 EAST MAIN STREET,SMYRNA,NY,13464,9.0,Chenango,6.076276222E9,42.67687,-75.61705,(42.67687, -75.61705)
SOUTH NEW BERLIN FIRE DEPT,9019.0,PO BOX 164,SOUTH NEW BERLIN,NY,13843,9.0,Chenango,6.078592284E9,42.53002,-75.38608,(42.53002, -75.38608)
SOUTH OTSELIC FIRE DEPARTMENT,9020.0,1577 STATE HWY 26 PO BOX 41,SOUTH OTSELIC,NY,13155,9.0,Chenango,3.156534455E9,42.65152,-75.77114,(42.65152, -75.77114)
PHARSALIA FIRE DEPARTMENT,9023.0,838 COUNTY ROAD 10,EAST PHARSALIA,NY,13758,9.0,Chenango,6.076475772E9,42.50227,-75.77655,(42.50227, -75.77655)
ALTONA FIRE DEPARTMENT,10002.0,PO BX 36  480 DEVILS DEN RD,ALTONA,NY,12910,10.0,Clinton,5.182367223E9,44.886813,-73.655651,(44.886813, -73.655651)
BEEKMANTOWN FIRE DEPARTMENT,10004.0,6973 STATE ROUTE 22,WEST CHAZY,NY,12992,10.0,Clinton,5.185634303E9,44.70092,-73.46677,(44.70092, -73.46677)
NORTH HOOSICK FIRE DEPARTMENT,42023.0,PO BOX 94,NORTH HOOSICK,NY,12133,42.0,Rensselaer,5.186865322E9,NaN,NaN,?
CADYVILLE FIRE DEPARTMENT,10005.0,PO BOX 97   2122 ROUTE 3,CADYVILLE,NY,12918,10.0,Clinton,5.182938326E9,44.68187,-73.6683,(44.68187, -73.6683)
CHAMPLAIN FIRE DEPARTMENT,10006.0,612 ELM STREET PO BOX 489,CHAMPLAIN,NY,12919,10.0,Clinton,5.1829855E9,44.986091,-73.44157,(44.986091, -73.44157)
CHAZY FIRE DEPARTMENT,10007.0,9666 ROUTE 9,CHAZY,NY,12921,10.0,Clinton,5.188467326E9,44.86955,-73.45399,(44.86955, -73.45399)
DANNEMORA VILLAGE FIRE DEPT,10008.0,163 EMMONS ST PO BOX 123,DANNEMORA,NY,12929,10.0,Clinton,5.184922202E9,44.722082,-73.724254,(44.722082, -73.724254)
CUMBERLAND HEAD FIRE DEPARTMENT,10009.0,38 FIREHOUSE LANE,PLATTSBURGH,NY,12901,10.0,Clinton,5.185616515E9,44.723861,-73.417963,(44.723861, -73.417963)
ELLENBURG CENTER FIRE DEPARTMENT,10012.0,1 CHURCH STREET PO BOX 1,ELLENBURG CENTER,NY,12934,10.0,Clinton,5.18594385E9,44.864449,-73.894774,(44.864449, -73.894774)
CAIRO HOSE FIRE DEPARTMENT,20004.0,BOX 500,CAIRO,NY,12413,20.0,Greene,5.186223112E9,42.30163,-73.99801,(42.30163, -73.99801)
ELLENBURG DEPOT FIRE DEPARTMENT,10013.0,5035 ROUTE 11,ELLENBURG DEPOT,NY,12935,10.0,Clinton,5.18594701E9,44.86069,-73.78495,(44.86069, -73.78495)
KEESEVILLE FIRE DEPARTMENT,10014.0,8 PLEASANT STREET,KEESEVILLE,NY,12944,10.0,Clinton,5.188349053E9,44.508275,-73.480493,(44.508275, -73.480493)
LYON MOUNTAIN FIRE DEPARTMENT,10015.0,9 FIREHOUSE RD PO BOX 145,LYON MOUNTAIN,NY,12952,10.0,Clinton,5.187354334E9,44.72577,-73.95432,(44.72577, -73.95432)
MOOERS FIRE DEPARTMENT,10016.0,2508 RT 11    MAIN STREET,MOOERS,NY,12958,10.0,Clinton,5.182365311E9,44.95898,-73.58159,(44.95898, -73.58159)
MORRISONVILLE FIRE DEPARTMENT,10017.0,PO BOX 207  1927 RTE 22B,MORRISONVILLE,NY,12962,10.0,Clinton,5.185631112E9,44.694264,-73.56376,(44.694264, -73.56376)
PERU FIRE DEPARTMENT,10018.0,753 BEAR SWAMP RD PO BX 635,PERU,NY,12972,10.0,Clinton,5.186439271E9,44.57674,-73.5165,(44.57674, -73.5165)
PLATTSBURGH FIRE DEPARTMENT,10019.0,65 CORNELIA STREET,PLATTSBURGH,NY,12901,10.0,Clinton,5.185612347E9,44.699168,-73.45663,(44.699168, -73.45663)
ROUSES POINT FIRE DEPARTMENT,10021.0,48 LAKE STREET,ROUSES POINT,NY,12979,10.0,Clinton,5.182975502E9,44.995546,-73.36531,(44.995546, -73.36531)
SARANAC FIRE DEPARTMENT,10022.0,PO BOX 130  3277 RTE 3,SARANAC,NY,12981,10.0,Clinton,5.18293829E9,44.666,-73.76888,(44.666, -73.76888)
SOUTH PLATTSBURGH FIRE DEPT,10023.0,PO BOX 2009,PLATTSBURGH,NY,12901,10.0,Clinton,5.187260058E9,44.651673,-73.444811,(44.651673, -73.444811)
WEST CHAZY FIRE DEPARTMENT,10024.0,7656 RT 22 PO BOX 185,WEST CHAZY,NY,12992,10.0,Clinton,5.184934995E9,44.812264,-73.506217,(44.812264, -73.506217)
CHURUBUSCO FIRE DEPARTMENT,10025.0,1301 CLINTON MLS RD POB 26,CHURUBUSCO,NY,12923,10.0,Clinton,5.184976623E9,44.954264,-73.927407,(44.954264, -73.927407)
PLATTSBURG FD DISTRICT #3,10026.0,128 WALLACE HILL ROAD,PLATTSBURGH,NY,12901,10.0,Clinton,5.18561737E9,44.720352,-73.48622,(44.720352, -73.48622)
ANCRAM FIRE DEPARTMENT,11001.0,BOX 114,ANCRAM,NY,12502,11.0,Columbia,5.18329343E9,42.06411,-73.6628,(42.06411, -73.6628)
CANAAN FIRE DEPARTMENT,11003.0,PO BOX 207,CANAAN,NY,12029,11.0,Columbia,5.187814787E9,42.40609,-73.4299,(42.40609, -73.4299)
CHATHAM FIRE DEPARTMENT,11004.0,10 HOFFMAN AVENUE,CHATHAM,NY,12037,11.0,Columbia,5.183922751E9,42.358261,-73.600431,(42.358261, -73.600431)
EAST CHATHAM FIRE DEPARTMENT,11005.0,43 ALESSI ROAD,OLD CHATHAM,NY,12136,11.0,Columbia,5.183929469E9,42.410407,-73.523906,(42.410407, -73.523906)
NORTH CHATHAM FIRE DEPARTMENT,11006.0,PO BOX 132,NORTH CHATHAM,NY,12132,11.0,Columbia,5.187663366E9,42.476245,-73.626889,(42.476245, -73.626889)
CHURCHTOWN FIRE DEPARTMENT,11007.0,PO BOX 655,CLAVERACK,NY,12513,11.0,Columbia,5.188512227E9,42.24822,-73.77092,(42.24822, -73.77092)
CLAVERACK FIRE DEPARTMENT,11008.0,DRAWER A,CLAVERACK,NY,12513,11.0,Columbia,5.188519869E9,42.21772,-73.70847,(42.21772, -73.70847)
CLERMONT FIRE DEPARTMENT,11009.0,65 FIRE HOUSE ROAD,GERMANTOWN,NY,12526,11.0,Columbia,5.185374803E9,42.090639,-73.894796,(42.090639, -73.894796)
COPAKE FIRE DEPARTMENT,11010.0,390 CENTER HILL ROAD,COPAKE,NY,12516,11.0,Columbia,5.183294464E9,42.09881,-73.56392,(42.09881, -73.56392)
CRARYVILLE FIRE DEPARTMENT,11011.0,PO BOX 350,CRARYVILLE,NY,12521,11.0,Columbia,5.183254888E9,42.16636,-73.64881,(42.16636, -73.64881)
GERMANTOWN FIRE DEPARTMENT,11013.0,PO BOX 331,GERMANTOWN,NY,12526,11.0,Columbia,5.185375735E9,42.133057,-73.884509,(42.133057, -73.884509)
GHENT FIRE DEPARTMENT,11014.0,PO BOX 32,GHENT,NY,12075,11.0,Columbia,5.183923838E9,42.326275,-73.61947,(42.326275, -73.61947)
GREENPORT FIRE DEPARTMENT,11015.0,129 MIDDLE ROAD,HUDSON,NY,12534,11.0,Columbia,5.188281719E9,42.24822,-73.77092,(42.24822, -73.77092)
HILLSDALE FIRE DEPARTMENT,11016.0,9387 STATE RTE 22,HILLSDALE,NY,12529,11.0,Columbia,5.183253098E9,42.184355,-73.517719,(42.184355, -73.517719)
HUDSON FIRE DEPARTMENT,11017.0,520 WARREN STREET,HUDSON,NY,12534,11.0,Columbia,5.188229752E9,42.24822,-73.77092,(42.24822, -73.77092)
KINDERHOOK FIRE DEPARTMENT,11018.0,39 CHATHAM STREET,KINDERHOOK,NY,12106,11.0,Columbia,5.18758922E9,42.399075,-73.696028,(42.399075, -73.696028)
LEBANON VALLEY FIRE DEPARTMENT,11019.0,BOX 162,NEW LEBANON,NY,12125,11.0,Columbia,5.187940519E9,42.466449,-73.392531,(42.466449, -73.392531)
LIVINGSTON FIRE DEPARTMENT,11021.0,PO BOX 34,LIVINGSTON,NY,12541-0034,11.0,Columbia,5.18851271E9,42.11677,-73.71462,(42.11677, -73.71462)
MELLENVILLE FIRE DEPARTMENT,11022.0,33 COUNTY RT 9,MELLENVILLE,NY,12544,11.0,Columbia,5.186727014E9,42.25193,-73.66104,(42.25193, -73.66104)
NIVERVILLE FIRE DEPARTMENT,11023.0,PO BOX 422,NIVERVILLE,NY,12130,11.0,Columbia,5.187842961E9,42.4446,-73.65956,(42.4446, -73.65956)
PHILMONT FIRE DEPARTMENT,11024.0,1 MAPLE AVENUE,PHILMONT,NY,12565,11.0,Columbia,5.186727401E9,42.25235,-73.64086,(42.25235, -73.64086)
