INCIDENT NUMBER,INCIDENT REGION,RESPONSE TYPE,INCIDENT START DATE,INCIDENT START TIME,SUBJECT NUMBER,SUBJECT GENDER,SUBJECT AGE,SUBJECT STATE,SUBJECT COUNTRY,ACTIVITY,SITUATION,LOCATION FOUND LATITUDE,LOCATION FOUND LONGITUDE,LOCATION FOUND ELEVATION,FOUND IN SEARCH AREA,TECHNIQUE,NUMBER OF RANGERS INVOLVED,OTHER AGENCY INVOLVEMENT,LAST KNOWN POINT LAND CLASS,LAST KNOWN POINT STATE LAND NAME,LAST KNOWN POINT COUNTY,LAST KNOWN POINT MUNICIPALITY,INCIDENT ADIRONDACK PARK,INCIDENT CATSKILL PARK,INCIDENT CLOSED DATE,INCIDENT CLOSED TIME,Location
NY-2016-WS-238,5,Search,08/22/2016,11:41 AM,2,F,71.0,NY,US,Hiking,Overdue,44.13693,-73.81402,2111.0,True,Assist/own power,2,True,Conservation Easement,Adirondack Mountain Reserve,ESSEX,KEENE,True,False,08/23/2016,5:00 AM,POINT (-73.81402000000001 44.13693)
NY-2018-WS-346,4,Search,12/26/2018,2:50 AM,1,M,60.0,NY,US,Hiking,Lost,42.17673,-74.1062,2797.0,True,Assist/own power,2,True,Forest Preserve,Kaaterskill Wild Forest,GREENE,HUNTER,False,True,12/26/2018,5:00 AM,POINT (-74.1062 42.17673)
NY-2016-WS-299,5,Search,10/12/2016,2:18 AM,2,F,18.0,NY,US,Hiking,Lost,44.40625,-73.42671,960.0,True,Assist/own power,1,False,Private Land,Private hiking trail,ESSEX,WILLSBORO,True,False,10/12/2016,5:10 AM,POINT (-73.42671 44.40625)
NY-2018-WS-070,5,Rescue,05/28/2018,9:00 AM,1,F,53.0,NY,US,Hiking,Injured,44.13877,-73.78991,1944.0,True,Assist/own power,3,True,Conservation Easement,AMR,ESSEX,KEENE,True,False,05/28/2018,9:41 AM,POINT (-73.78991 44.13877)
NY-2018-WS-071,5,Rescue,05/28/2018,9:46 AM,1,F,35.0,NY,US,Hiking,Illness,44.15793,-73.95052,2907.0,True,Vehicle/boat evacuation,1,False,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,True,False,05/29/2018,12:30 PM,POINT (-73.95052 44.15793)
NY-2018-WS-307,5,Search,10/22/2018,5:42 AM,4,M,10.0,NY,US,Hiking,Lost,43.54081,-73.54077,1420.0,True,Airboat; Assist/own power,2,True,Forest Preserve,Lake George Wild Forest,WASHINGTON,FORT ANN,True,False,10/22/2018,10:00 AM,POINT (-73.54077 43.54081)
NY-2016-WS-260,5,Rescue,09/07/2016,8:02 AM,2,F,31.0,NY,US,Hiking,Overdue,43.58483,-73.62247,330.0,True,Vehicle/boat evacuation,1,True,Forest Preserve,Lake George Wild Forest,WARREN,HAGUE,True,False,09/07/2016,10:01 AM,POINT (-73.62247 43.58483)
NY-2016-WS-135,6,Search,06/28/2016,4:21 AM,2,M,9.0,NY,US,Boating,Overdue,44.18953,-75.08505,1225.0,True,Assist/own power,2,True,Private Land,Little River,ST LAWRENCE,OSWEGATCHIE,True,False,06/28/2016,10:30 AM,POINT (-75.08505 44.18953)
NY-2017-WS-307,5,Search,10/23/2017,11:08 AM,1,F,12.0,NY,US,Runaway,Missing,43.09601,-73.89231,702.0,True,Assist/own power,6,True,Private Land,Private Land,SARATOGA,GREENFIELD,False,False,10/24/2017,12:00 PM,POINT (-73.89231 43.09601)
NY-2017-WS-297,6,Search,10/16/2017,3:45 AM,1,M,77.0,NY,US,Hunting,Lost,43.41999,-75.33789,1170.0,True,Assist/own power; Carry out by foot; High Angle,3,True,State Forests,Jackson Hill State Forest,ONEIDA,BOONVILLE,False,False,10/16/2017,5:40 AM,POINT (-75.33789 43.41999)
NY-2018-WS-243,9,Search,09/04/2018,2:00 AM,1,M,56.0,NY,US,Hiking,Lost,42.36352,-78.34312,1740.0,False,Assist/own power,3,True,State Forests,Bush Hill State Forest,CATTARAUGUS,FARMERSVILLE,False,False,09/04/2018,8:00 AM,POINT (-78.34312 42.36352000000001)
NY-2017-WS-331,3,Search,11/20/2017,5:20 AM,1,M,73.0,NY,US,Hunting,Lost,41.88949,-74.34288,1600.0,True,Assist/own power,3,True,Forest Preserve,Sundown WIld Forest,ULSTER,ROCHESTER,False,True,11/20/2017,8:00 AM,POINT (-74.34288 41.88949)
NY-2016-WS-241,5,Search,08/25/2016,8:40 AM,2,F,30.0,MA,US,Hiking,Lost,43.87525,-74.46704,2248.0,True,Assist/own power,2,False,Forest Preserve,Sargent Ponds Wild Forest,HAMILTON,INDIAN LAKE,True,False,08/25/2016,11:30 AM,POINT (-74.46704 43.87525)
NY-2017-WS-129,8,Search,06/21/2017,2:20 AM,1,M,21.0,NY,US,Hiking,Lost,42.63214,-77.36301,832.0,True,Assist/own power,1,True,Wildlife Management Area,Parrish/Conklin  Gully,ONTARIO,NAPLES,False,False,06/21/2017,4:58 AM,POINT (-77.36301 42.63214)
NY-2017-WS-183,5,Search,07/27/2017,8:12 AM,3,M,18.0,NY,US,Hiking,Lost,43.72509,-74.81683,1880.0,True,Assist/own power,2,True,Forest Preserve,Moose River Plains Wild Forest,HAMILTON,INLET,True,False,07/28/2017,12:00 PM,POINT (-74.81683 43.72509)
NY-2016-WS-163,5,Rescue,07/15/2016,9:48 AM,1,M,30.0,NJ,US,Hiking,Illness,44.15864,-73.95176,2160.0,True,Vehicle/boat evacuation,2,True,Forest Preserve,Eastern High Peaks Wilderness,ESSEX,KEENE,True,False,07/16/2016,12:45 PM,POINT (-73.95176 44.15864)
NY-2017-WS-349,5,Search,12/27/2017,10:53 AM,1,M,72.0,NJ,US,Despondent,Overdue,44.24728,-73.83104,1500.0,False,Assist/own power,2,True,Forest Preserve,High Peaks,ESSEX,KEENE,True,False,12/27/2017,2:00 AM,POINT (-73.83104 44.24728)
NY-2016-WS-188,4,Search,07/28/2016,9:20 AM,1,M,12.0,NY,US,Walking,Lost,42.42208,-75.02406,1996.0,True,Assist/own power,1,True,Private Land,,DELAWARE,DAVENPORT,False,False,07/29/2016,12:00 PM,POINT (-75.02406000000002 42.42208)
NY-2017-WS-122,5,Search,06/17/2017,2:00 AM,1,F,21.0,NY,US,Hiking,Lost,44.41173,-73.50374,1298.0,True,Assist/own power,2,True,Forest Preserve,Taylor Pond Wild Forest,ESSEX,WILLSBORO,True,False,06/17/2017,5:30 AM,POINT (-73.50374 44.41173)
NY-2016-WS-126,5,Rescue,06/19/2016,2:52 AM,1,M,73.0,NY,US,Hunting,Illness,44.11913,-73.63325,1854.0,True,Vehicle/boat evacuation,2,True,Private Land,Private Land,ESSEX,ELIZABETHTOWN,True,False,06/19/2016,4:43 AM,POINT (-73.63325 44.11913)
NY-2016-WS-173,6,Search,07/20/2016,8:40 AM,1,M,18.0,NY,US,Hiking,Lost,43.80796,-75.17294,1200.0,True,Assist/own power,3,True,Forest Preserve,Independence River Wild Forest,LEWIS,WATSON,True,False,07/21/2016,2:00 AM,POINT (-75.17294 43.80796)
NY-2017-WS-196,5,Rescue,08/02/2017,6:03 AM,2,M,18.0,PA,US,Hiking,Lost,44.14337,-73.98868,5033.0,True,Aircraft evacuation; Assist/own power,3,True,Forest Preserve,E. High Peaks Wilderness,ESSEX,KEENE,True,False,09/02/2017,7:00 AM,POINT (-73.98868 44.14337)
NY-2017-WS-167,4,Search,07/18/2017,5:07 AM,1,M,26.0,PA,US,Hiking,Lost,42.06193,-74.95476,2156.0,True,Assist/own power,1,True,Forest Preserve,Delaware Wild Forest,DELAWARE,COLCHESTER,False,True,07/18/2017,9:00 AM,POINT (-74.95476 42.06193)
NY-2017-WS-064,6,Rescue,04/12/2017,1:30 AM,2,M,46.0,NY,US,Boating,Stranded,42.91044,-75.31278,460.0,True,Assist/own power; Carry out by foot,1,True,State Forests,Tassell Hill State Forest,ONEIDA,MARSHALL,False,False,04/12/2017,4:00 AM,POINT (-75.31278 42.91044)
NY-2017-WS-038,6,Search,02/27/2017,1:27 AM,2,F,50.0,NY,US,Hiking,Lost,43.78148,-74.82443,1909.0,True,Vehicle/boat evacuation,5,True,Forest Preserve,Pigeon Lake Wilderness,HERKIMER,WEBB,True,False,02/27/2017,3:09 AM,POINT (-74.82443 43.78148)
NY-2016-WS-311,3,Rescue,10/21/2016,11:05 AM,1,M,38.0,NY,US,Camping,Illness,41.89642,-74.38391,1918.0,True,Vehicle/boat evacuation,2,True,Forest Preserve,Sundown Wild Forest,ULSTER,DENNING,False,True,10/22/2016,1:30 AM,POINT (-74.38391 41.89642)
NY-2018-WS-107,5,Search,06/18/2018,1:40 AM,2,F,12.0,NY,US,Walking,Missing,43.19126,-74.34266,1261.0,True,Vehicle/boat evacuation,3,True,Forest Preserve,Shaker Mountain Wild Forest,FULTON,BLEECKER,True,False,06/18/2018,2:15 AM,POINT (-74.34266 43.19126)
NY-2017-WS-304,5,Search,10/23/2017,12:53 PM,1,M,20.0,NY,US,Hunting,Overdue,43.81389,-74.39585,2142.0,True,Assist/own power,2,False,Forest Preserve,Blue Ridge Wilderness Area,HAMILTON,INDIAN LAKE,True,False,10/23/2017,4:45 AM,POINT (-74.39585 43.81389)
NY-2018-WS-235,5,Search,08/28/2018,9:10 AM,3,M,19.0,NY,US,Swimming,Lost,43.55012,-73.60616,503.0,True,Assist/own power,1,True,Forest Preserve,Lake George Wild Forest,WASHINGTON,FORT ANN,True,False,08/29/2018,12:30 PM,POINT (-73.60616 43.55012)
NY-2016-WS-199,5,Rescue,08/01/2016,9:20 AM,1,F,36.0,NY,US,Hiking,Injured,44.15811,-73.67418,2767.0,True,Aircraft evacuation,5,True,Forest Preserve,Giant Mountain Wilderness Area,ESSEX,ELIZABETHTOWN,True,False,08/02/2016,11:00 AM,POINT (-73.67418 44.15811)
NY-2017-WS-051,5,Rescue,03/16/2017,5:59 AM,2,M,15.0,NY,US,Snowmobile,Stranded,44.7644,-73.877,1720.0,True,Vehicle/boat evacuation,2,True,Forest Preserve,Chazy Highlands Wild Forest,CLINTON,DANNEMORA,True,False,03/16/2017,7:45 AM,POINT (-73.877 44.7644)
NY-2017-WS-219,6,Search,08/18/2017,11:34 AM,1,M,62.0,NY,US,Despondent,Missing,43.26748,-75.73535,572.0,True,Assist/own power,10,True,Private Land,,ONEIDA,VIENNA,False,False,08/18/2017,7:08 AM,POINT (-75.73535 43.26748)
NY-2017-WS-107,3,Search,06/01/2017,6:40 AM,1,M,82.0,NY,US,Walking,Missing,41.48536,-74.13802,530.0,True,Aircraft evacuation,3,True,State Forests,Stewart State Forest,ORANGE,NEW WINDSOR,False,False,06/01/2017,10:25 AM,POINT (-74.13802 41.48536)
NY-2018-WS-220,4,Rescue,08/20/2018,6:52 AM,3,F,65.0,NY,US,Hiking,Lost,41.97433,-74.96446,1500.0,False,Assist/own power,1,False,Forest Preserve,Delaware Wild Forest,DELAWARE,COLCHESTER,False,True,08/21/2018,1:00 AM,POINT (-74.96446 41.97433)
NY-2016-WS-288,5,Search,10/05/2016,4:38 AM,3,F,31.0,NY,US,Hiking,Lost,43.53589,-73.55636,1650.0,False,Assist/own power,2,True,Forest Preserve,Lake George Wild Forest,WASHINGTON,FORT ANN,True,False,10/05/2016,7:45 AM,POINT (-73.55636 43.53589)
NY-2018-WS-055,4,Search,05/14/2018,8:00 AM,1,M,73.0,NY,US,Walking,Missing,42.20751,-74.08365,2470.0,True,Carry out by foot; Vehicle/boat evacuation,9,True,Private Land,,GREENE,HUNTER,False,True,05/14/2018,6:00 AM,POINT (-74.08365 42.20751)
NY-2016-WS-218,5,Search,08/13/2016,4:37 AM,2,M,24.0,NY,US,Hiking,Injured,44.12638,-73.78762,2700.0,False,Assist/own power,1,True,Forest Preserve,Dix Mountain Wilderness,ESSEX,KEENE,True,False,08/13/2016,9:00 AM,POINT (-73.78762 44.12638)
NY-2017-WS-072,4,Search,04/18/2017,6:00 AM,3,M,38.0,NY,US,Hiking,Lost,42.17768,-74.23028,3995.0,True,Assist/own power,1,True,Forest Preserve,Rusk Mountain Wild Forest,GREENE,HUNTER,False,True,04/18/2017,10:00 AM,POINT (-74.23028 42.17768)
NY-2018-WS-212,5,Search,08/18/2018,8:41 AM,1,M,72.0,NY,US,Hiking,Overdue,43.83802,-73.56867,1350.0,True,Assist/own power,4,True,Forest Preserve,Pharoah Lake Wilderness,ESSEX,TICONDEROGA,True,False,08/18/2018,1:00 AM,POINT (-73.56867 43.83802)
NY-2016-WS-362,5,Rescue,12/15/2016,5:32 AM,1,M,12.0,NY,US,Walking,Missing,43.08917,-73.49177,340.0,True,Carry out by foot,3,True,Other Municipal Land,,WASHINGTON,EASTON,False,False,12/15/2016,11:00 AM,POINT (-73.49177 43.08917)
NY-2016-WS-184,3,Search,07/26/2016,8:15 AM,8,M,12.0,NY,US,Hiking,Lost,41.56587,-74.61742,1500.0,True,Assist/own power,2,True,Other DEC Land,Neversink River Unique Area,SULLIVAN,NEVERSINK,False,False,07/26/2016,10:30 AM,POINT (-74.61742 41.56587)
NY-2016-WS-266,6,Rescue,09/14/2016,9:30 AM,1,F,49.0,NY,US,Hiking,Illness,44.14077,-74.79547,1573.0,True,Vehicle/boat evacuation,6,True,Forest Preserve,Five ponds wilderness,ST LAWRENCE,CLIFTON,True,False,09/14/2016,11:30 AM,POINT (-74.79547 44.14077)
NY-2018-WS-319,4,Search,11/09/2018,5:25 AM,2,F,31.0,CA,US,Hiking,Stranded,42.12311,-74.08763,2205.0,True,Assist/own power,2,False,Forest Preserve,Indian Head Wilderness Area,GREENE,HUNTER,False,True,11/09/2018,8:00 AM,POINT (-74.08763 42.12311)
NY-2017-WS-143,5,Rescue,07/04/2017,6:22 AM,1,F,22.0,NY,US,Hiking,Injured,43.77603,-74.13361,1872.0,True,Carry out by foot,3,True,Forest Preserve,Hudson Gorge Wilderness,HAMILTON,INDIAN LAKE,True,False,07/04/2017,9:30 AM,POINT (-74.13361 43.77603)
NY-2017-WS-187,5,Search,07/30/2017,6:14 AM,1,F,35.0,VA,US,Hiking,Lost,43.5093,-73.6306,300.0,True,Assist/own power,2,True,Forest Preserve,Lake George Wild Forest,WASHINGTON,FORT ANN,True,False,07/31/2017,11:30 AM,POINT (-73.6306 43.5093)
NY-2017-WS-103,5,Search,05/29/2017,9:00 AM,2,M,14.0,NY,US,Hiking,Overdue,44.36996,-73.91239,3308.0,True,Vehicle/boat evacuation,1,True,Forest Preserve,Whiteface Memorial Highway,ESSEX,WILMINGTON,True,False,05/29/2017,9:30 AM,POINT (-73.91239 44.36996)
NY-2018-WS-045,5,Rescue,04/24/2018,7:08 AM,3,F,18.0,NY,US,Hiking,Stranded,44.54097,-74.49457,1955.0,True,Assist/own power,1,True,Forest Preserve,Debar Mountain Wild Forest,FRANKLIN,WAVERLY,True,False,04/24/2018,11:30 AM,POINT (-74.49457 44.54097)
NY-2018-WS-331,7,Search,12/03/2018,5:50 AM,1,F,43.0,NY,US,Skiing,Lost,42.40517,-76.31427,1747.0,True,Vehicle/boat evacuation,2,True,State Forests,Hammond Hill State Forest,TOMPKINS,DRYDEN,False,False,12/04/2018,12:12 PM,POINT (-76.31427 42.40517)
NY-2017-WS-019,5,Rescue,02/06/2017,3:11 AM,1,F,25.0,NY,US,Hiking,Lost,44.15834,-74.01266,2300.0,True,Assist/own power; Vehicle/boat evacuation,8,True,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,True,False,02/06/2017,11:00 AM,POINT (-74.01266 44.15834)
NY-2017-WS-079,5,Search,04/24/2017,8:38 AM,1,M,54.0,NY,US,Hiking,Lost,43.36659,-74.26899,1200.0,True,Assist/own power,3,True,Forest Preserve,Wilcox Lake Wild Forest,HAMILTON,WELLS,True,False,04/25/2017,1:00 AM,POINT (-74.26899 43.36659)
NY-2016-WS-326,3,Rescue,10/30/2016,7:00 AM,1,M,43.0,NY,US,Hiking,Lost,41.49189,-73.93061,1275.0,True,Assist/own power,3,False,OPRHP State Land,Hudson Highlands State Park,DUTCHESS,FISHKILL,False,False,10/31/2016,11:35 AM,POINT (-73.93061 41.49189)
NY-2018-WS-148,4,Rescue,07/08/2018,4:50 AM,1,M,16.0,NJ,US,Hiking,Injured,42.19338,-74.06479,1790.0,False,Carry out by foot; Technical Rope,3,True,Forest Preserve,Kaaterskill Wild Forest,GREENE,HUNTER,False,True,07/08/2018,8:00 AM,POINT (-74.06479 42.19338)
NY-2018-WS-138,5,Search,07/02/2018,7:30 AM,1,M,29.0,NY,US,Biking,Missing,43.21639,-74.35634,1443.0,True,Vehicle/boat evacuation,15,True,Forest Preserve,Shaker Mountain Wild Forest,FULTON,BLEECKER,True,False,07/04/2018,7:00 AM,POINT (-74.35634 43.21639)
NY-2018-WS-122,6,Rescue,06/25/2018,9:07 AM,1,M,24.0,NY,US,Hiking,Stranded,44.16616,-74.77353,1600.0,True,Assist/own power; Vehicle/boat evacuation,1,False,Forest Preserve,Cranberry Lake Wild Forest,ST LAWRENCE,FINE,True,False,06/25/2018,12:00 PM,POINT (-74.77353 44.16616)
NY-2017-WS-285,5,Rescue,10/07/2017,6:02 AM,1,F,46.0,NY,US,Hiking,Illness,44.13842,-73.73842,2309.0,False,Assist/own power,1,True,Forest Preserve,Giant Mountain Wilderness,ESSEX,KEENE,True,False,10/07/2017,8:45 AM,POINT (-73.73842 44.13842)
NY-2018-WS-030,5,Rescue,03/18/2018,2:48 AM,1,F,62.0,NY,US,Snowmobile,Injured,43.79624,-74.29784,1790.0,True,Vehicle/boat evacuation,4,True,Forest Preserve,Blue Mt. Wild Forest,HAMILTON,INDIAN LAKE,True,False,03/19/2018,4:45 AM,POINT (-74.29784 43.79624)
NY-2018-WS-322,5,Search,11/12/2018,7:25 AM,1,M,75.0,NY,US,Hunting,Lost,43.125,-74.4493,1562.0,True,Assist/own power,1,True,Private Land,Private Land,FULTON,CAROGA,True,False,11/12/2018,9:00 AM,POINT (-74.4493 43.125)
NY-2016-WS-170,5,Search,07/19/2016,4:39 AM,2,F,19.0,NY,US,Hiking,Lost,43.59268,-73.70508,1930.0,True,Assist/own power,1,False,Forest Preserve,Lake George Wild Forest,WARREN,BOLTON,True,False,07/19/2016,8:00 AM,POINT (-73.70508 43.59268)
NY-2016-WS-193,5,Rescue,07/31/2016,11:07 AM,1,F,11.0,NY,US,Hiking,Injured,44.16342,-73.97341,2772.0,False,Carry out by foot,4,True,Forest Preserve,Eastern High Peaks,ESSEX,NORTH ELBA,True,False,07/31/2016,2:30 AM,POINT (-73.97341 44.16342)
NY-2018-WS-331,7,Search,12/03/2018,5:50 AM,2,F,56.0,NY,US,Skiing,Lost,42.40517,-76.31427,1747.0,True,Vehicle/boat evacuation,2,True,State Forests,Hammond Hill State Forest,TOMPKINS,DRYDEN,False,False,12/04/2018,12:12 PM,POINT (-76.31427 42.40517)
NY-2016-WS-176,5,Search,07/22/2016,8:44 AM,1,M,81.0,NY,US,Hiking,Lost,43.28287,-74.48091,1800.0,True,Aircraft evacuation,15,True,Forest Preserve,Silver Lakes Wilderness,HAMILTON,ARIETTA,True,False,07/24/2016,4:00 AM,POINT (-74.48091 43.28287)
NY-2017-WS-225,4,Rescue,08/22/2017,1:25 AM,1,F,52.0,NY,US,Hiking,Injured,42.19349,-74.06385,1882.0,False,Assist/own power,3,True,Forest Preserve,Kaaterskill Wild Forest,GREENE,HUNTER,False,True,08/22/2017,2:45 AM,POINT (-74.06385 42.19349)
NY-2018-WS-172,5,Rescue,07/24/2018,11:40 AM,4,F,26.0,NY,US,Boating,Stranded,44.27528,-74.28185,1538.0,True,Vehicle/boat evacuation,2,True,Forest Preserve,Sarnac Lake Wild Forest,FRANKLIN,HARRIETSTOWN,True,False,07/24/2018,4:00 AM,POINT (-74.28185 44.27528)
NY-2018-WS-066,3,Search,05/26/2018,8:20 AM,2,M,12.0,NY,US,Hiking,Lost,41.97,-73.68218,500.0,True,Assist/own power,2,True,Private Land,,DUTCHESS,PINE PLAINS,False,False,05/26/2018,10:30 AM,POINT (-73.68218 41.97)
NY-2018-WS-310,6,Search,10/26/2018,9:56 AM,1,M,53.0,NY,US,Hunting,Lost,43.69116,-75.21313,1428.0,False,Assist/own power,4,True,Forest Preserve,Independence River Wild Forest,LEWIS,GREIG,True,False,10/26/2018,11:59 AM,POINT (-75.21313 43.69116)
NY-2016-WS-317,6,Search,10/25/2016,11:06 AM,1,M,67.0,NY,US,Hunting,Lost,43.49799,-75.72283,1020.0,True,Assist/own power,5,True,State Forests,West Osceola State Forest,LEWIS,OSCEOLA,False,False,10/25/2016,2:00 AM,POINT (-75.72283 43.49799)
NY-2017-WS-178,5,Rescue,07/23/2017,10:00 AM,6,M,47.0,NJ,US,Hiking,Overdue,43.60397,-73.51512,1700.0,True,Assist/own power,1,False,Forest Preserve,Lake George Wild Forest,WASHINGTON,DRESDEN,True,False,07/24/2017,7:50 AM,POINT (-73.51512 43.60397)
NY-2016-WS-153,5,Search,07/07/2016,7:00 AM,1,M,17.0,FL,US,Hiking,Lost,44.15811,-73.95081,2360.0,True,Vehicle/boat evacuation,1,False,Forest Preserve,Eastern High Peaks Wilderness,ESSEX,KEENE,True,False,07/07/2016,9:33 AM,POINT (-73.95081 44.15811)
NY-2018-WS-343,5,Rescue,12/22/2018,3:13 AM,1,M,26.0,NY,US,Hiking,Stranded,43.42364,-73.74765,1855.0,True,Vehicle/boat evacuation,2,True,Forest Preserve,Lake George Wild Forest,WARREN,LAKE GEORGE,True,False,12/22/2018,4:38 AM,POINT (-73.74765000000001 43.42364)
NY-2017-WS-280,5,Rescue,10/03/2017,6:08 AM,1,M,55.0,NY,US,Hiking,Injured,44.15714,-73.94812,2428.0,True,Vehicle/boat evacuation,1,True,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,True,False,10/03/2017,8:10 AM,POINT (-73.94812 44.15714)
NY-2018-WS-214,5,Rescue,08/18/2018,10:45 AM,1,M,63.0,MD,US,Boating,Stranded,43.81031,-74.21423,1495.0,True,Swiftwater,1,False,Forest Preserve,Indian River,HAMILTON,INDIAN LAKE,True,False,08/18/2018,4:30 AM,POINT (-74.21423 43.81031)
NY-2016-WS-143,5,Search,07/03/2016,11:03 AM,2,M,23.0,NY,US,Camping,Lost,43.05908,-73.87563,1200.0,True,Assist/own power,1,False,Private Land,Private,WARREN,WARRENSBURG,True,False,07/04/2016,3:00 AM,POINT (-73.87563 43.05908)
NY-2017-WS-182,6,Search,07/27/2017,7:27 AM,1,M,43.0,PA,US,Hiking,Lost,44.2302,-74.56298,1548.0,True,Vehicle/boat evacuation,4,True,Forest Preserve,Raquette River Wild Forest,ST LAWRENCE,PIERCEFIELD,True,False,07/27/2017,10:00 AM,POINT (-74.56298 44.2302)
NY-2017-WS-141,5,Search,07/04/2017,4:36 AM,2,M,44.0,NY,US,Whitewater,Missing,43.06662,-73.35539,540.0,True,Assist/own power,1,True,Wildlife Management Area,Eldridge Swamp State Forest,WASHINGTON,JACKSON,False,False,07/04/2017,8:30 AM,POINT (-73.35539000000001 43.06662)
NY-2018-WS-078,5,Search,05/31/2018,12:01 PM,1,F,33.0,NY,US,Hiking,Lost,43.22772,-74.43586,1700.0,True,Assist/own power,3,True,Forest Preserve,Ferris Lake Wild Forest,FULTON,CAROGA,True,False,05/31/2018,9:52 AM,POINT (-74.43586 43.22772)
NY-2017-WS-327,6,Search,11/13/2017,6:09 AM,1,M,18.0,NY,US,Camping,Stranded,44.33648,-75.31394,798.0,True,Assist/own power,2,False,State Forests,Wolf Lake State Forest,ST LAWRENCE,EDWARDS,False,False,11/13/2017,11:17 AM,POINT (-75.31394 44.33648)
NY-2018-WS-267,4,Search,09/18/2018,2:30 AM,1,M,53.0,NY,US,Hiking,Overdue,42.15785,-74.19931,2397.0,True,Assist/own power,2,True,Forest Preserve,Indian Head Wilderness,GREENE,HUNTER,False,True,09/18/2018,9:30 AM,POINT (-74.19931 42.15785)
NY-2016-WS-124,9,Search,06/14/2016,12:32 PM,3,M,20.0,NY,US,Boating,Overdue,42.44383,-78.9039,1050.0,True,Assist/own power,2,True,Other DEC Land,Zoar Valley Unique Area,CATTARAUGUS,PERSIA,False,False,06/14/2016,6:00 AM,POINT (-78.9039 42.44383)
NY-2016-WS-170,5,Search,07/19/2016,4:39 AM,3,F,17.0,NY,US,Hiking,Lost,43.59268,-73.70508,1930.0,True,Assist/own power,1,False,Forest Preserve,Lake George Wild Forest,WARREN,BOLTON,True,False,07/19/2016,8:00 AM,POINT (-73.70508 43.59268)
NY-2017-WS-267,5,Rescue,09/25/2017,12:02 PM,1,F,74.0,NY,US,Hiking,Injured,43.46018,-74.47287,1992.0,True,Carry out by foot,2,True,Forest Preserve,Moose River Plains WF,HAMILTON,INLET,True,False,09/25/2017,1:40 AM,POINT (-74.47287 43.46018)
NY-2016-WS-129,5,Search,06/22/2016,7:00 AM,2,M,13.0,NY,US,Hiking,Lost,44.07278,-73.54998,3020.0,True,Assist/own power,2,True,Forest Preserve,Eastern High Peaks WA,ESSEX,KEENE,True,False,06/23/2016,1:30 AM,POINT (-73.54998 44.07278)
NY-2017-WS-244,5,Rescue,09/04/2017,5:17 AM,1,F,28.0,NY,US,Hiking,Illness,44.38449,-73.85046,1680.0,True,Vehicle/boat evacuation,2,True,Forest Preserve,Wilmington Wild Forest,ESSEX,WILMINGTON,True,False,09/04/2017,7:30 AM,POINT (-73.85046 44.38449)
NY-2017-WS-103,5,Search,05/29/2017,9:00 AM,3,M,10.0,NY,US,Hiking,Overdue,44.36996,-73.91239,3308.0,True,Vehicle/boat evacuation,1,True,Forest Preserve,Whiteface Memorial Highway,ESSEX,WILMINGTON,True,False,05/29/2017,9:30 AM,POINT (-73.91239 44.36996)
NY-2017-WS-062,3,Search,04/08/2017,1:30 AM,1,M,84.0,NY,US,Walking,Missing,41.92172,-74.0508,270.0,True,Assist/own power,9,True,Private Land,,ULSTER,HURLEY,False,False,04/08/2017,6:45 AM,POINT (-74.0508 41.92172)
NY-2017-WS-192,7,Search,08/01/2017,6:36 AM,1,M,78.0,NY,US,Walking,Missing,42.46141,-76.0747,1349.0,True,Vehicle/boat evacuation,3,True,Private Land,,CORTLAND,LAPEER,False,False,08/01/2017,10:15 AM,POINT (-76.0747 42.46141)
NY-2017-WS-164,5,Search,07/16/2017,6:17 AM,4,M,21.0,NY,US,Hiking,Lost,44.29875,-74.0219,1960.0,True,Assist/own power,3,True,Forest Preserve,McKenzie Mountain Wilderness,ESSEX,NORTH ELBA,True,False,07/16/2017,9:06 AM,POINT (-74.0219 44.29875)
NY-2017-WS-124,3,Search,06/19/2017,3:36 AM,2,M,24.0,PA,US,Hiking,Overdue,42.10134,-74.39394,1450.0,False,Assist/own power,2,False,Forest Preserve,Panther Mountain,ULSTER,SHANDAKEN,False,True,06/19/2017,6:45 AM,POINT (-74.39394 42.10134)
NY-2018-WS-256,5,Rescue,09/11/2018,1:20 AM,1,M,57.0,NY,US,Climbing:Rock/Ice,Injured,43.55848,-73.60322,660.0,True,Technical Rope,1,True,Forest Preserve,Lake George Wild Forest,WASHINGTON,DRESDEN,True,False,09/11/2018,3:30 AM,POINT (-73.60322 43.55848)
NY-2018-WS-102,3,Search,06/16/2018,4:30 AM,1,F,38.0,NY,US,Hiking,Lost,41.50263,-73.93106,591.0,True,Assist/own power,2,True,OPRHP State Land,Hudson Highlands State Park Preserve,DUTCHESS,FISHKILL,False,False,06/16/2018,7:20 AM,POINT (-73.93106 41.50263)
NY-2016-WS-150,3,Search,06/27/2016,12:15 PM,1,M,22.0,NY,US,Hiking,Lost,41.93866,-74.40162,2750.0,False,Assist/own power,2,False,Forest Preserve,Slide Wilderness,ULSTER,DENNING,False,True,06/27/2016,4:15 AM,POINT (-74.40162 41.93866)
