CSD,BORO,GRADE ,PROGRAM TYPE,CORE SUBJECT (MS CORE and 9-12 ONLY),CORE COURSE (MS CORE and 9-12 ONLY),SERVICE CATEGORY(K-9* ONLY),NUMBER OF STUDENTS / SEATS FILLED,NUMBER OF SECTIONS,AVERAGE CLASS SIZE
4.0,M,MS Core,CTT,MATH,MS Math Core,-,453.0,18.0,25.2
4.0,M,MS Core,CTT,MATH,Integrated Algebra,-,34.0,2.0,17.0
4.0,M,MS Core,CTT,MATH,Other Math,-,28.0,1.0,28.0
4.0,M,MS Core,CTT,SCIENCE,MS Science Core,-,482.0,19.0,25.4
4.0,M,MS Core,CTT,SCIENCE,Earth Science,-,31.0,2.0,15.5
4.0,M,MS Core,CTT,SCIENCE,Living Environment,-,89.0,4.0,22.3
4.0,M,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,531.0,21.0,25.3
4.0,M,MS Core,CTT,SOCIAL STUDIES,US History & Government,-,47.0,3.0,15.7
4.0,M,MS Core,SPEC ED,ENGLISH,MS English Core,-,188.0,19.0,9.9
4.0,M,MS Core,SPEC ED,MATH,MS Math Core,-,211.0,21.0,10.0
4.0,M,MS Core,SPEC ED,MATH,Integrated Algebra,-,19.0,2.0,9.5
4.0,M,MS Core,SPEC ED,MATH,Math A,-,23.0,2.0,11.5
4.0,M,MS Core,SPEC ED,SCIENCE,MS Science Core,-,157.0,15.0,10.5
4.0,M,MS Core,SPEC ED,SCIENCE,Earth Science,-,7.0,1.0,7.0
4.0,M,MS Core,SPEC ED,SCIENCE,Living Environment,-,33.0,3.0,11.0
4.0,M,MS Core,SPEC ED,SCIENCE,Other Science,-,10.0,1.0,10.0
4.0,M,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,191.0,19.0,10.1
4.0,M,MS Core,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,10.0,1.0,10.0
4.0,M,MS Core,SPEC ED,SOCIAL STUDIES,US History & Government,-,7.0,1.0,7.0
4.0,M,09-12,GEN ED,ENGLISH,English 9,-,898.0,35.0,25.7
4.0,M,09-12,GEN ED,ENGLISH,English 10,-,854.0,31.0,27.5
4.0,M,09-12,GEN ED,ENGLISH,English 11,-,792.0,31.0,25.5
4.0,M,09-12,GEN ED,ENGLISH,English 12,-,681.0,27.0,25.2
4.0,M,09-12,GEN ED,ENGLISH,Other English,-,502.0,22.0,22.8
4.0,M,09-12,GEN ED,MATH,Integrated Algebra,-,903.0,40.0,22.6
4.0,M,09-12,GEN ED,MATH,Geometry,-,933.0,34.0,27.4
4.0,M,09-12,GEN ED,MATH,Trigonometry,-,588.0,21.0,28.0
4.0,M,09-12,GEN ED,MATH,Other Math,-,619.0,21.0,29.5
4.0,M,09-12,GEN ED,SCIENCE,Earth Science,-,863.0,32.0,27.0
4.0,M,09-12,GEN ED,SCIENCE,Living Environment,-,1557.0,65.0,24.0
4.0,M,09-12,GEN ED,SCIENCE,Chemistry,-,1122.0,36.0,31.2
4.0,M,09-12,GEN ED,SCIENCE,Physics,-,463.0,14.0,33.1
4.0,M,09-12,GEN ED,SCIENCE,Other Science,-,815.0,33.0,24.7
4.0,M,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,1807.0,70.0,25.8
4.0,M,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,720.0,29.0,24.8
4.0,M,09-12,GEN ED,SOCIAL STUDIES,Economics,-,182.0,8.0,22.8
4.0,M,09-12,GEN ED,SOCIAL STUDIES,Participation in Government,-,535.0,19.0,28.2
4.0,M,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,373.0,17.0,21.9
4.0,M,09-12,CTT,ENGLISH,English 10,-,143.0,5.0,28.6
4.0,M,09-12,CTT,ENGLISH,English 11,-,91.0,3.0,30.3
4.0,M,09-12,CTT,ENGLISH,English 12,-,23.0,1.0,23.0
4.0,M,09-12,CTT,ENGLISH,MS English Core,-,18.0,1.0,18.0
4.0,M,09-12,CTT,ENGLISH,Other English,-,56.0,3.0,18.7
4.0,M,09-12,CTT,MATH,Integrated Algebra,-,140.0,5.0,28.0
4.0,M,09-12,CTT,MATH,Geometry,-,131.0,5.0,26.2
4.0,M,09-12,CTT,SCIENCE,Earth Science,-,152.0,5.0,30.4
4.0,M,09-12,CTT,SCIENCE,Living Environment,-,285.0,12.0,23.8
4.0,M,09-12,CTT,SCIENCE,Other Science,-,161.0,6.0,26.8
4.0,M,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,319.0,12.0,26.6
4.0,M,09-12,CTT,SOCIAL STUDIES,US History & Government,-,119.0,4.0,29.8
4.0,M,09-12,CTT,SOCIAL STUDIES,Participation in Government,-,26.0,1.0,26.0
4.0,M,09-12,CTT,SOCIAL STUDIES,Other Social Studies,-,49.0,2.0,24.5
4.0,M,09-12,SPEC ED,ENGLISH,English 10,-,13.0,1.0,13.0
4.0,M,09-12,SPEC ED,ENGLISH,English 11,-,26.0,2.0,13.0
4.0,M,09-12,SPEC ED,ENGLISH,English 12,-,11.0,1.0,11.0
4.0,M,09-12,SPEC ED,ENGLISH,Other English,-,23.0,2.0,11.5
4.0,M,09-12,SPEC ED,MATH,Integrated Algebra,-,12.0,1.0,12.0
4.0,M,09-12,SPEC ED,MATH,Geometry,-,13.0,1.0,13.0
4.0,M,09-12,SPEC ED,SCIENCE,Earth Science,-,30.0,2.0,15.0
4.0,M,09-12,SPEC ED,SCIENCE,Other Science,-,31.0,2.0,15.5
4.0,M,09-12,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,12.0,1.0,12.0
4.0,M,09-12,SPEC ED,SOCIAL STUDIES,US History & Government,-,13.0,1.0,13.0
5.0,M,0K,GEN ED,-,-,-,650.0,33.0,19.7
5.0,M,0K,CTT,-,-,-,156.0,8.0,19.5
5.0,M,01,GEN ED,-,-,-,704.0,36.0,19.6
5.0,M,01,CTT,-,-,-,134.0,6.0,22.3
5.0,M,01,G&T,-,-,-,44.0,2.0,22.0
5.0,M,02,GEN ED,-,-,-,691.0,31.0,22.3
5.0,M,02,CTT,-,-,-,107.0,5.0,21.4
5.0,M,02,G&T,-,-,-,61.0,3.0,20.3
5.0,M,03,GEN ED,-,-,-,618.0,28.0,22.1
5.0,M,03,CTT,-,-,-,126.0,5.0,25.2
5.0,M,03,G&T,-,-,-,61.0,3.0,20.3
5.0,M,04,GEN ED,-,-,-,658.0,28.0,23.5
5.0,M,04,CTT,-,-,-,195.0,8.0,24.4
5.0,M,04,G&T,-,-,-,63.0,3.0,21.0
5.0,M,05,GEN ED,-,-,-,590.0,27.0,21.9
5.0,M,05,CTT,-,-,-,170.0,7.0,24.3
5.0,M,05,G&T,-,-,-,40.0,2.0,20.0
5.0,M,06,GEN ED,-,-,-,665.0,27.0,24.6
5.0,M,06,CTT,-,-,-,168.0,8.0,21.0
5.0,M,06,G&T,-,-,-,26.0,1.0,26.0
5.0,M,07,GEN ED,-,-,-,753.0,30.0,25.1
5.0,M,07,CTT,-,-,-,185.0,7.0,26.4
5.0,M,08,GEN ED,-,-,-,917.0,34.0,27.0
5.0,M,08,CTT,-,-,-,133.0,5.0,26.6
5.0,M,09,GEN ED,-,-,-,95.0,3.0,31.7
5.0,M,0K-09,SPEC ED,-,-,12:1,151.0,18.0,8.4
5.0,M,0K-09,SPEC ED,-,-,12:1:1,588.0,59.0,10.0
5.0,M,MS Core,GEN ED,ENGLISH,MS English Core,-,2288.0,94.0,24.3
5.0,M,MS Core,GEN ED,MATH,MS Math Core,-,1803.0,76.0,23.7
5.0,M,MS Core,GEN ED,MATH,Integrated Algebra,-,129.0,5.0,25.8
5.0,M,MS Core,GEN ED,MATH,Math A,-,219.0,9.0,24.3
5.0,M,MS Core,GEN ED,SCIENCE,MS Science Core,-,1460.0,61.0,23.9
5.0,M,MS Core,GEN ED,SCIENCE,Earth Science,-,253.0,9.0,28.1
5.0,M,MS Core,GEN ED,SCIENCE,Living Environment,-,318.0,13.0,24.5
5.0,M,MS Core,GEN ED,SCIENCE,Other Science,-,174.0,7.0,24.9
5.0,M,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,1607.0,68.0,23.6
5.0,M,MS Core,GEN ED,SOCIAL STUDIES,Global History & Geography,-,287.0,11.0,26.1
5.0,M,MS Core,GEN ED,SOCIAL STUDIES,US History & Government,-,159.0,6.0,26.5
5.0,M,MS Core,CTT,ENGLISH,MS English Core,-,574.0,22.0,26.1
5.0,M,MS Core,CTT,MATH,MS Math Core,-,332.0,14.0,23.7
5.0,M,MS Core,CTT,MATH,Integrated Algebra,-,16.0,1.0,16.0
5.0,M,MS Core,CTT,SCIENCE,MS Science Core,-,289.0,12.0,24.1
5.0,M,MS Core,CTT,SCIENCE,Earth Science,-,35.0,1.0,35.0
5.0,M,MS Core,CTT,SCIENCE,Living Environment,-,36.0,1.0,36.0
5.0,M,MS Core,CTT,SCIENCE,Other Science,-,42.0,2.0,21.0
5.0,M,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,304.0,12.0,25.3
5.0,M,MS Core,CTT,SOCIAL STUDIES,Global History & Geography,-,56.0,2.0,28.0
5.0,M,MS Core,SPEC ED,ENGLISH,MS English Core,-,78.0,8.0,9.8
5.0,M,MS Core,SPEC ED,MATH,MS Math Core,-,140.0,15.0,9.3
5.0,M,MS Core,SPEC ED,MATH,Math A,-,25.0,2.0,12.5
5.0,M,MS Core,SPEC ED,SCIENCE,MS Science Core,-,97.0,10.0,9.7
5.0,M,MS Core,SPEC ED,SCIENCE,Earth Science,-,10.0,1.0,10.0
5.0,M,MS Core,SPEC ED,SCIENCE,Living Environment,-,25.0,2.0,12.5
5.0,M,MS Core,SPEC ED,SCIENCE,Chemistry,-,10.0,1.0,10.0
5.0,M,MS Core,SPEC ED,SCIENCE,Other Science,-,12.0,1.0,12.0
5.0,M,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,96.0,10.0,9.6
5.0,M,MS Core,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,25.0,2.0,12.5
5.0,M,09-12,GEN ED,ENGLISH,English 9,-,1166.0,48.0,24.3
5.0,M,09-12,GEN ED,ENGLISH,English 10,-,880.0,36.0,24.4
5.0,M,09-12,GEN ED,ENGLISH,English 11,-,796.0,33.0,24.1
5.0,M,09-12,GEN ED,ENGLISH,English 12,-,657.0,29.0,22.7
5.0,M,09-12,GEN ED,ENGLISH,MS English Core,-,219.0,9.0,24.3
5.0,M,09-12,GEN ED,ENGLISH,Other English,-,414.0,17.0,24.4
5.0,M,09-12,GEN ED,MATH,Integrated Algebra,-,1384.0,62.0,22.3
5.0,M,09-12,GEN ED,MATH,Geometry,-,760.0,30.0,25.3
5.0,M,09-12,GEN ED,MATH,Trigonometry,-,554.0,21.0,26.4
5.0,M,09-12,GEN ED,MATH,Math A,-,52.0,3.0,17.3
5.0,M,09-12,GEN ED,MATH,Other Math,-,391.0,17.0,23.0
5.0,M,09-12,GEN ED,SCIENCE,Earth Science,-,1030.0,41.0,25.1
5.0,M,09-12,GEN ED,SCIENCE,Living Environment,-,1217.0,52.0,23.4
5.0,M,09-12,GEN ED,SCIENCE,Chemistry,-,441.0,18.0,24.5
5.0,M,09-12,GEN ED,SCIENCE,Physics,-,1179.0,44.0,26.8
5.0,M,09-12,GEN ED,SCIENCE,Other Science,-,980.0,43.0,22.8
5.0,M,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,1893.0,75.0,25.2
5.0,M,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,976.0,43.0,22.7
5.0,M,09-12,GEN ED,SOCIAL STUDIES,Economics,-,188.0,7.0,26.9
5.0,M,09-12,GEN ED,SOCIAL STUDIES,Participation in Government,-,234.0,11.0,21.3
5.0,M,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,157.0,8.0,19.6
5.0,M,09-12,CTT,ENGLISH,English 9,-,142.0,5.0,28.4
5.0,M,09-12,CTT,ENGLISH,English 10,-,135.0,5.0,27.0
5.0,M,09-12,CTT,ENGLISH,English 11,-,64.0,3.0,21.3
5.0,M,09-12,CTT,ENGLISH,English 12,-,23.0,1.0,23.0
5.0,M,09-12,CTT,ENGLISH,Other English,-,53.0,3.0,17.7
5.0,M,09-12,CTT,MATH,Integrated Algebra,-,371.0,14.0,26.5
5.0,M,09-12,CTT,MATH,Geometry,-,63.0,3.0,21.0
5.0,M,09-12,CTT,MATH,Trigonometry,-,21.0,1.0,21.0
5.0,M,09-12,CTT,SCIENCE,Earth Science,-,124.0,5.0,24.8
5.0,M,09-12,CTT,SCIENCE,Living Environment,-,222.0,8.0,27.8
5.0,M,09-12,CTT,SCIENCE,Physics,-,31.0,1.0,31.0
5.0,M,09-12,CTT,SCIENCE,Other Science,-,264.0,11.0,24.0
5.0,M,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,306.0,11.0,27.8
5.0,M,09-12,CTT,SOCIAL STUDIES,US History & Government,-,131.0,5.0,26.2
5.0,M,09-12,CTT,SOCIAL STUDIES,Participation in Government,-,23.0,1.0,23.0
5.0,M,09-12,SPEC ED,ENGLISH,English 9,-,10.0,1.0,10.0
5.0,M,09-12,SPEC ED,ENGLISH,English 10,-,12.0,1.0,12.0
5.0,M,09-12,SPEC ED,ENGLISH,English 11,-,32.0,3.0,10.7
5.0,M,09-12,SPEC ED,ENGLISH,English 12,-,45.0,5.0,9.0
5.0,M,09-12,SPEC ED,ENGLISH,MS English Core,-,25.0,2.0,12.5
5.0,M,09-12,SPEC ED,ENGLISH,Other English,-,25.0,2.0,12.5
5.0,M,09-12,SPEC ED,MATH,Integrated Algebra,-,24.0,2.0,12.0
5.0,M,09-12,SPEC ED,MATH,Geometry,-,15.0,1.0,15.0
5.0,M,09-12,SPEC ED,SCIENCE,Earth Science,-,23.0,2.0,11.5
5.0,M,09-12,SPEC ED,SCIENCE,Living Environment,-,10.0,1.0,10.0
5.0,M,09-12,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,22.0,2.0,11.0
5.0,M,09-12,SPEC ED,SOCIAL STUDIES,US History & Government,-,14.0,1.0,14.0
6.0,M,0K,GEN ED,-,-,-,1825.0,80.0,22.8
6.0,M,0K,CTT,-,-,-,233.0,12.0,19.4
6.0,M,0K,G&T,-,-,-,20.0,1.0,20.0
6.0,M,01,GEN ED,-,-,-,1934.0,81.0,23.9
6.0,M,01,CTT,-,-,-,240.0,11.0,21.8
6.0,M,01,G&T,-,-,-,25.0,1.0,25.0
6.0,M,02,GEN ED,-,-,-,1897.0,84.0,22.6
6.0,M,02,CTT,-,-,-,199.0,9.0,22.1
6.0,M,02,G&T,-,-,-,13.0,1.0,13.0
6.0,M,03,GEN ED,-,-,-,1687.0,69.0,24.4
6.0,M,03,CTT,-,-,-,236.0,9.0,26.2
6.0,M,03,G&T,-,-,-,60.0,2.0,30.0
6.0,M,04,GEN ED,-,-,-,1674.0,67.0,25.0
6.0,M,04,CTT,-,-,-,278.0,11.0,25.3
6.0,M,04,G&T,-,-,-,25.0,1.0,25.0
6.0,M,05,GEN ED,-,-,-,1502.0,62.0,24.2
6.0,M,05,CTT,-,-,-,232.0,10.0,23.2
6.0,M,05,G&T,-,-,-,24.0,1.0,24.0
6.0,M,06,GEN ED,-,-,-,1605.0,63.0,25.5
6.0,M,06,CTT,-,-,-,244.0,9.0,27.1
6.0,M,07,GEN ED,-,-,-,1754.0,64.0,27.4
6.0,M,07,CTT,-,-,-,348.0,13.0,26.8
6.0,M,08,GEN ED,-,-,-,1893.0,71.0,26.7
6.0,M,08,CTT,-,-,-,314.0,11.0,28.5
6.0,M,0K-09,SPEC ED,-,-,12:1,249.0,27.0,9.2
6.0,M,0K-09,SPEC ED,-,-,12:1:1,660.0,67.0,9.9
6.0,M,MS Core,GEN ED,ENGLISH,MS English Core,-,5573.0,235.0,23.7
6.0,M,MS Core,GEN ED,MATH,MS Math Core,-,5241.0,211.0,24.8
6.0,M,MS Core,GEN ED,MATH,Integrated Algebra,-,473.0,18.0,26.3
6.0,M,MS Core,GEN ED,MATH,Geometry,-,80.0,4.0,20.0
6.0,M,MS Core,GEN ED,SCIENCE,MS Science Core,-,5462.0,211.0,25.9
6.0,M,MS Core,GEN ED,SCIENCE,Earth Science,-,273.0,11.0,24.8
6.0,M,MS Core,GEN ED,SCIENCE,Living Environment,-,194.0,7.0,27.7
6.0,M,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,4915.0,191.0,25.7
6.0,M,MS Core,GEN ED,SOCIAL STUDIES,Global History & Geography,-,69.0,3.0,23.0
6.0,M,MS Core,GEN ED,SOCIAL STUDIES,US History & Government,-,498.0,19.0,26.2
6.0,M,MS Core,GEN ED,SOCIAL STUDIES,Other Social Studies,-,144.0,7.0,20.6
6.0,M,MS Core,CTT,ENGLISH,MS English Core,-,898.0,37.0,24.3
6.0,M,MS Core,CTT,MATH,MS Math Core,-,910.0,35.0,26.0
6.0,M,MS Core,CTT,MATH,Integrated Algebra,-,29.0,1.0,29.0
6.0,M,MS Core,CTT,SCIENCE,MS Science Core,-,897.0,34.0,26.4
6.0,M,MS Core,CTT,SCIENCE,Earth Science,-,29.0,1.0,29.0
6.0,M,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,751.0,30.0,25.0
6.0,M,MS Core,CTT,SOCIAL STUDIES,Global History & Geography,-,27.0,1.0,27.0
6.0,M,MS Core,CTT,SOCIAL STUDIES,US History & Government,-,55.0,2.0,27.5
6.0,M,MS Core,CTT,SOCIAL STUDIES,Other Social Studies,-,48.0,2.0,24.0
6.0,M,MS Core,SPEC ED,ENGLISH,MS English Core,-,206.0,19.0,10.8
6.0,M,MS Core,SPEC ED,MATH,MS Math Core,-,186.0,17.0,10.9
6.0,M,MS Core,SPEC ED,MATH,Trigonometry,-,10.0,1.0,10.0
6.0,M,MS Core,SPEC ED,SCIENCE,MS Science Core,-,210.0,19.0,11.1
6.0,M,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,207.0,19.0,10.9
6.0,M,09-12,GEN ED,ENGLISH,English 9,-,1039.0,41.0,25.3
6.0,M,09-12,GEN ED,ENGLISH,English 10,-,1151.0,43.0,26.8
6.0,M,09-12,GEN ED,ENGLISH,English 11,-,1192.0,44.0,27.1
6.0,M,09-12,GEN ED,ENGLISH,English 12,-,717.0,25.0,28.7
6.0,M,09-12,GEN ED,ENGLISH,MS English Core,-,332.0,16.0,20.8
6.0,M,09-12,GEN ED,ENGLISH,Other English,-,943.0,39.0,24.2
6.0,M,09-12,GEN ED,MATH,Integrated Algebra,-,1941.0,78.0,24.9
6.0,M,09-12,GEN ED,MATH,Geometry,-,1683.0,58.0,29.0
6.0,M,09-12,GEN ED,MATH,Trigonometry,-,603.0,23.0,26.2
6.0,M,09-12,GEN ED,MATH,Math A,-,169.0,5.0,33.8
6.0,M,09-12,GEN ED,MATH,Math B,-,115.0,5.0,23.0
6.0,M,09-12,GEN ED,MATH,Other Math,-,227.0,9.0,25.2
6.0,M,09-12,GEN ED,SCIENCE,Earth Science,-,2361.0,87.0,27.1
6.0,M,09-12,GEN ED,SCIENCE,Living Environment,-,2532.0,99.0,25.6
6.0,M,09-12,GEN ED,SCIENCE,Chemistry,-,1547.0,55.0,28.1
6.0,M,09-12,GEN ED,SCIENCE,Physics,-,703.0,26.0,27.0
6.0,M,09-12,GEN ED,SCIENCE,Other Science,-,291.0,9.0,32.3
6.0,M,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,2598.0,96.0,27.1
6.0,M,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,1445.0,53.0,27.3
6.0,M,09-12,GEN ED,SOCIAL STUDIES,Economics,-,47.0,2.0,23.5
6.0,M,09-12,GEN ED,SOCIAL STUDIES,Participation in Government,-,718.0,25.0,28.7
6.0,M,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,131.0,5.0,26.2
6.0,M,09-12,CTT,ENGLISH,English 9,-,186.0,9.0,20.7
6.0,M,09-12,CTT,ENGLISH,English 10,-,148.0,6.0,24.7
6.0,M,09-12,CTT,ENGLISH,English 11,-,55.0,2.0,27.5
6.0,M,09-12,CTT,ENGLISH,English 12,-,19.0,1.0,19.0
6.0,M,09-12,CTT,ENGLISH,MS English Core,-,151.0,6.0,25.2
6.0,M,09-12,CTT,ENGLISH,Other English,-,136.0,7.0,19.4
6.0,M,09-12,CTT,MATH,Integrated Algebra,-,331.0,16.0,20.7
6.0,M,09-12,CTT,MATH,Trigonometry,-,27.0,1.0,27.0
6.0,M,09-12,CTT,SCIENCE,Earth Science,-,227.0,8.0,28.4
6.0,M,09-12,CTT,SCIENCE,Living Environment,-,376.0,15.0,25.1
6.0,M,09-12,CTT,SCIENCE,Chemistry,-,64.0,2.0,32.0
6.0,M,09-12,CTT,SCIENCE,Physics,-,31.0,1.0,31.0
6.0,M,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,191.0,8.0,23.9
6.0,M,09-12,CTT,SOCIAL STUDIES,US History & Government,-,229.0,10.0,22.9
6.0,M,09-12,CTT,SOCIAL STUDIES,Other Social Studies,-,25.0,1.0,25.0
6.0,M,09-12,SPEC ED,ENGLISH,English 10,-,11.0,1.0,11.0
6.0,M,09-12,SPEC ED,ENGLISH,English 12,-,22.0,2.0,11.0
6.0,M,09-12,SPEC ED,MATH,Integrated Algebra,-,24.0,2.0,12.0
6.0,M,09-12,SPEC ED,MATH,Geometry,-,12.0,1.0,12.0
6.0,M,09-12,SPEC ED,SCIENCE,Living Environment,-,10.0,1.0,10.0
6.0,M,09-12,SPEC ED,SCIENCE,Other Science,-,23.0,2.0,11.5
6.0,M,09-12,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,11.0,1.0,11.0
6.0,M,09-12,SPEC ED,SOCIAL STUDIES,US History & Government,-,12.0,1.0,12.0
6.0,M,09-12,SPEC ED,SOCIAL STUDIES,Participation in Government,-,12.0,1.0,12.0
7.0,X,0K,GEN ED,-,-,-,1052.0,54.0,19.5
7.0,X,0K,CTT,-,-,-,147.0,7.0,21.0
7.0,X,01,GEN ED,-,-,-,1109.0,54.0,20.5
7.0,X,01,CTT,-,-,-,160.0,8.0,20.0
7.0,X,02,GEN ED,-,-,-,998.0,48.0,20.8
7.0,X,02,CTT,-,-,-,253.0,11.0,23.0
7.0,X,03,GEN ED,-,-,-,999.0,51.0,19.6
7.0,X,03,CTT,-,-,-,150.0,7.0,21.4
7.0,X,04,GEN ED,-,-,-,975.0,45.0,21.7
7.0,X,04,CTT,-,-,-,218.0,10.0,21.8
7.0,X,04,G&T,-,-,-,14.0,1.0,14.0
7.0,X,05,GEN ED,-,-,-,980.0,47.0,20.9
7.0,X,05,CTT,-,-,-,113.0,5.0,22.6
7.0,X,06,GEN ED,-,-,-,1020.0,39.0,26.2
7.0,X,06,CTT,-,-,-,211.0,8.0,26.4
7.0,X,07,GEN ED,-,-,-,999.0,38.0,26.3
7.0,X,07,CTT,-,-,-,193.0,7.0,27.6
7.0,X,08,GEN ED,-,-,-,1028.0,40.0,25.7
7.0,X,08,CTT,-,-,-,128.0,5.0,25.6
7.0,X,0K-09,SPEC ED,-,-,12:1,746.0,69.0,10.8
7.0,X,0K-09,SPEC ED,-,-,12:1:1,420.0,41.0,10.2
7.0,X,0K-09,SPEC ED,-,-,6:1:1,2.0,1.0,2.0
7.0,X,MS Core,GEN ED,ENGLISH,MS English Core,-,3039.0,125.0,24.3
7.0,X,MS Core,GEN ED,MATH,MS Math Core,-,2880.0,118.0,24.4
7.0,X,MS Core,GEN ED,MATH,Integrated Algebra,-,68.0,3.0,22.7
7.0,X,MS Core,GEN ED,MATH,Math A,-,208.0,8.0,26.0
7.0,X,MS Core,GEN ED,SCIENCE,MS Science Core,-,2999.0,121.0,24.8
7.0,X,MS Core,GEN ED,SCIENCE,Living Environment,-,233.0,9.0,25.9
7.0,X,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,3173.0,129.0,24.6
7.0,X,MS Core,CTT,ENGLISH,MS English Core,-,469.0,21.0,22.3
7.0,X,MS Core,CTT,MATH,MS Math Core,-,488.0,21.0,23.2
7.0,X,MS Core,CTT,MATH,Math A,-,24.0,1.0,24.0
7.0,X,MS Core,CTT,SCIENCE,MS Science Core,-,456.0,19.0,24.0
7.0,X,MS Core,CTT,SCIENCE,Living Environment,-,25.0,1.0,25.0
7.0,X,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,498.0,21.0,23.7
7.0,X,MS Core,SPEC ED,ENGLISH,MS English Core,-,307.0,27.0,11.4
7.0,X,MS Core,SPEC ED,MATH,MS Math Core,-,317.0,28.0,11.3
7.0,X,MS Core,SPEC ED,SCIENCE,MS Science Core,-,314.0,28.0,11.2
7.0,X,MS Core,SPEC ED,SCIENCE,Living Environment,-,23.0,2.0,11.5
7.0,X,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,310.0,28.0,11.1
7.0,X,MS Core,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,24.0,2.0,12.0
7.0,X,09-12,GEN ED,ENGLISH,English 9,-,1396.0,60.0,23.3
7.0,X,09-12,GEN ED,ENGLISH,English 10,-,1504.0,62.0,24.3
7.0,X,09-12,GEN ED,ENGLISH,English 11,-,1271.0,54.0,23.5
7.0,X,09-12,GEN ED,ENGLISH,English 12,-,1055.0,45.0,23.4
7.0,X,09-12,GEN ED,ENGLISH,MS English Core,-,158.0,9.0,17.6
7.0,X,09-12,GEN ED,ENGLISH,Other English,-,1058.0,52.0,20.3
7.0,X,09-12,GEN ED,MATH,Integrated Algebra,-,1801.0,75.0,24.0
7.0,X,09-12,GEN ED,MATH,Geometry,-,1065.0,45.0,23.7
7.0,X,09-12,GEN ED,MATH,Trigonometry,-,1109.0,47.0,23.6
7.0,X,09-12,GEN ED,MATH,Math A,-,319.0,15.0,21.3
7.0,X,09-12,GEN ED,MATH,Math B,-,24.0,1.0,24.0
7.0,X,09-12,GEN ED,MATH,Other Math,-,430.0,22.0,19.5
7.0,X,09-12,GEN ED,SCIENCE,Earth Science,-,700.0,28.0,25.0
7.0,X,09-12,GEN ED,SCIENCE,Living Environment,-,2635.0,114.0,23.1
7.0,X,09-12,GEN ED,SCIENCE,Chemistry,-,1560.0,63.0,24.8
7.0,X,09-12,GEN ED,SCIENCE,Physics,-,508.0,25.0,20.3
7.0,X,09-12,GEN ED,SCIENCE,Other Science,-,1350.0,54.0,25.0
7.0,X,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,2484.0,100.0,24.8
7.0,X,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,1671.0,67.0,24.9
7.0,X,09-12,GEN ED,SOCIAL STUDIES,Economics,-,223.0,11.0,20.3
7.0,X,09-12,GEN ED,SOCIAL STUDIES,Participation in Government,-,851.0,35.0,24.3
7.0,X,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,399.0,19.0,21.0
7.0,X,09-12,CTT,ENGLISH,English 9,-,374.0,14.0,26.7
7.0,X,09-12,CTT,ENGLISH,English 10,-,306.0,11.0,27.8
7.0,X,09-12,CTT,ENGLISH,English 11,-,244.0,10.0,24.4
7.0,X,09-12,CTT,ENGLISH,English 12,-,70.0,3.0,23.3
7.0,X,09-12,CTT,ENGLISH,MS English Core,-,5.0,1.0,5.0
7.0,X,09-12,CTT,ENGLISH,Other English,-,474.0,21.0,22.6
7.0,X,09-12,CTT,MATH,Integrated Algebra,-,915.0,36.0,25.4
7.0,X,09-12,CTT,MATH,Geometry,-,88.0,4.0,22.0
7.0,X,09-12,CTT,MATH,Trigonometry,-,137.0,5.0,27.4
7.0,X,09-12,CTT,MATH,Math A,-,50.0,2.0,25.0
