Vaccine/Exemption,Dose,Geography Type,Geography,School Year,Estimate (%),Population Size,Percent Surveyed,Footnotes,Number of Exemptions,Survey Type
MMR,,States,Connecticut,2016-17,96.7,39002.0,100.0,*,,Census
MMR,,States,Delaware,2016-17,98.5,11490.0,9.3,,,Stratified 2-stage cluster sample
MMR,,States,Florida,2016-17,94.1,224463.0,100.0,≥.*.§,,Census
MMR,,States,Georgia,2016-17,93.3,136165.0,100.0,≥.*,,Census
MMR,,States,Hawaii,2016-17,93.5,16325.0,6.7,,,Stratified 2-stage cluster sample
MMR,,States,Idaho,2016-17,89.9,22589.0,100.0,*,,Census
MMR,,States,Illinois,2016-17,94.9,151309.0,97.7,,,Census
MMR,,States,Indiana,2016-17,88.9,83263.0,80.3,,,Voluntary response
MMR,,States,Iowa,2016-17,92.6,39587.0,100.0,≥.*,,Census
MMR,,States,Kansas,2016-17,89.5,38298.0,22.9,†.‡.§,,Stratified 2-stage cluster sample
MMR,,States,Kentucky,2016-17,90.8,51487.0,92.9,‡.§,,Census
MMR,,States,Louisiana,2016-17,97.1,55257.0,100.0,*,,Census
MMR,,States,Maine,2016-17,94.9,13834.0,90.1,,,Voluntary response (public). census (private)
MMR,,States,Maryland,2016-17,97.9,71467.0,98.1,‡,,Census
MMR,,States,Massachusetts,2016-17,96.1,70109.0,100.0,*.‡,,Census
MMR,,States,Michigan,2016-17,95.6,118777.0,100.0,*,,Census
MMR,,States,Minnesota,2016-17,92.8,69140.0,96.7,§,,Census
MMR,,States,Mississippi,2016-17,99.4,40509.0,100.0,≥.*,,Census
MMR,,States,Missouri,2016-17,95.4,73355.0,100.0,*,,Census
MMR,,States,Montana,2016-17,93.8,11956.0,100.0,*,,Census
MMR,,States,Nebraska,2016-17,96.7,27117.0,100.0,*.‡.‡‡,,Census
MMR,,States,Nevada,2016-17,90.9,36885.0,3.7,,,Stratified 2-stage cluster sample
MMR,,States,New Hampshire,2016-17,91.5,12145.0,100.0,≥.*,,Census
MMR,,States,New Jersey,2016-17,96.5,109577.0,100.0,≥.*,,Census
MMR,,States,New Mexico,2016-17,95.5,27119.0,4.5,,,Stratified 2-stage cluster sample
MMR,,States,New York,2016-17,97.3,227050.0,100.0,*,,Census
MMR,,States,North Carolina,2016-17,96.2,126454.0,88.2,‡.§,,Voluntary response
MMR,,States,North Dakota,2016-17,93.8,9799.0,98.7,,,Census
MMR,,States,Ohio,2016-17,92.6,137542.0,95.5,,,Census
MMR,,States,Oklahoma,2016-17,,52184.0,0.0,‡.¶,,Census
MMR,,States,Oregon,2016-17,93.8,45705.0,100.0,*.‡,,Census
MMR,,States,Pennsylvania,2016-17,93.6,143888.0,84.4,,,Voluntary response
MMR,,National,United States,2016-17,95.0,,,,,
MMR,,States,Rhode Island,2016-17,95.1,11100.0,98.4,‡.§,,Census
MMR,,States,South Carolina,2016-17,96.0,59177.0,8.9,,,Stratified 1-stage cluster sample
MMR,,States,South Dakota,2016-17,96.7,12106.0,99.8,,,Census
MMR,,States,Tennessee,2016-17,96.9,78169.0,100.0,*.§,,Census
MMR,,States,Texas,2016-17,97.3,389999.0,99.0,‡.§,,Census
MMR,,National,U.S. Median,2016-17,94.1,,,,,
MMR,,States,Utah,2016-17,93.8,49073.0,100.0,*,,Census
MMR,,States,Vermont,2016-17,93.6,6344.0,100.0,*,,Census
MMR,,States,Virginia,2016-17,94.1,102357.0,4.0,†,,Stratified 2-stage cluster sample
MMR,,States,Washington,2016-17,90.5,87142.0,98.2,§,,Census
MMR,,States,West Virginia,2016-17,95.9,28666.0,66.5,§,,Census (public). voluntary response (private)
MMR,,States,Wisconsin,2016-17,94.0,67607.0,2.2,†.‡.§,,Stratified 2-stage cluster sample
MMR,,States,Wyoming,2016-17,,,,,,Not conducted
MMR,,States,Alabama,2017-18,92.7,57245.0,100.0,≥.*,,Census
MMR,,States,Alaska,2017-18,91.6,9692.0,84.4,†.§,,Stratified 2-stage cluster sample
MMR,,States,Arizona,2017-18,93.4,81710.0,100.0,*,,Census
MMR,,States,Arkansas,2017-18,91.9,39630.0,95.4,‡,,Census 
MMR,,States,California,2017-18,96.9,574702.0,100.0,‡,,Census
MMR,,States,Colorado,2017-18,88.7,65718.0,100.0,*,,Census
MMR,,States,Connecticut,2017-18,96.5,39174.0,100.0,*,,Census
MMR,,States,Delaware,2017-18,96.7,10988.0,9.5,,,Stratified 2-stage cluster sample
MMR,,States,Florida,2017-18,93.7,222397.0,100.0,≥.*.§,,Census
MMR,,States,Georgia,2017-18,93.4,131459.0,100.0,≥.*,,Census
MMR,,States,Hawaii,2017-18,95.6,16325.0,6.6,,,Stratified 2-stage cluster sample
MMR,,States,Idaho,2017-18,89.5,22553.0,99.0,,,Census
MMR,,States,Illinois,2017-18,95.2,144858.0,100.0,*,,Census
MMR,,States,Indiana,2017-18,90.4,84296.0,96.4,,,Voluntary Response
MMR,,States,Iowa,2017-18,93.0,39632.0,100.0,≥.*,,Census
MMR,,States,Kansas,2017-18,89.1,38484.0,23.1,†.‡.§,,Stratified 2-stage cluster sample
MMR,,States,Kentucky,2017-18,92.6,55152.0,99.0,‡.§,,Census
MMR,,States,Louisiana,2017-18,96.1,58277.0,100.0,*,,Census
MMR,,States,Maine,2017-18,94.3,13255.0,95.9,,,Census
MMR,,States,Maryland,2017-18,97.4,68528.0,98.5,‡,,Census
MMR,,States,Massachusetts,2017-18,96.3,63377.0,100.0,*.‡,,Census
MMR,,States,Michigan,2017-18,95.0,119028.0,100.0,*,,Census
MMR,,States,Minnesota,2017-18,92.5,69807.0,98.1,§,,Census
MMR,,States,Mississippi,2017-18,99.4,39284.0,100.0,≥.*,,Census
MMR,,States,Missouri,2017-18,95.2,73113.0,100.0,*,,Census
MMR,,States,Montana,2017-18,93.2,12188.0,100.0,*,,Census
MMR,,States,Nebraska,2017-18,96.2,26313.0,98.6,‡.‡‡,,Census
MMR,,States,Nevada,2017-18,93.0,37178.0,4.8,,,Stratified 2-stage cluster sample
MMR,,States,New Hampshire,2017-18,92.4,12165.0,100.0,≥,,Census
MMR,,States,New Jersey,2017-18,96.1,107630.0,100.0,≥.*,,Census
MMR,,States,New Mexico,2017-18,94.8,26896.0,99.6,,,Stratified 2-stage cluster sample
MMR,,States,New York,2017-18,97.2,226456.0,100.0,*,,Census
MMR,,States,North Carolina,2017-18,97.0,127197.0,90.9,‡.§,,Census
MMR,,States,North Dakota,2017-18,94.2,10365.0,99.4,,,Census
MMR,,States,Ohio,2017-18,92.1,138753.0,94.9,,,Census
MMR,,States,Oklahoma,2017-18,92.6,53898.0,92.1,§,,Census (public). voluntary response (private)
MMR,,States,Oregon,2017-18,93.2,45818.0,100.0,*.‡,,Census
MMR,,States,Pennsylvania,2017-18,96.7,141571.0,93.3,,,Voluntary response
MMR,,National,United States,2017-18,95.0,,,,,
MMR,,States,Rhode Island,2017-18,96.4,11025.0,100.0,*.‡.§,,Census
MMR,,States,South Carolina,2017-18,96.3,58458.0,27.0,,,Stratified 1-stage cluster sample
MMR,,States,South Dakota,2017-18,96.6,12125.0,99.9,,,Census
MMR,,States,Tennessee,2017-18,96.9,78743.0,100.0,*.§,,Census
MMR,,States,Texas,2017-18,96.9,387981.0,99.4,‡.§,,Census
MMR,,National,U.S. Median,2017-18,94.3,,,,,
MMR,,States,Utah,2017-18,93.4,48827.0,100.0,*,,Census
MMR,,States,Vermont,2017-18,94.1,6255.0,100.0,*,,Census
MMR,,States,Virginia,2017-18,95.5,100581.0,4.4,†,,Stratified 2-stage cluster sample
MMR,,States,Washington,2017-18,90.6,85118.0,96.9,§,,Census
MMR,,States,West Virginia,2017-18,98.4,19519.0,79.3,¶,,Voluntary response
MMR,,States,Wisconsin,2017-18,91.8,66178.0,2.3,†.‡.§,,Stratified 2-stage cluster sample
MMR,,States,Wyoming,2017-18,,,,,,Not conducted 
MMR,,States,Alabama,2018-19,90.6,77739.0,100.0,≥.*,,Census
MMR,,States,Arizona,2018-19,92.9,79981.0,100.0,*,,Census
MMR,,States,Arkansas,2018-19,94.2,39257.0,95.4,‡,,Census (public). voluntary response (private)
MMR,,States,California,2018-19,96.5,568947.0,97.7,‡,,Census
MMR,,States,Colorado,2018-19,87.4,64191.0,100.0,*,,Census
MMR,,States,Connecticut,2018-19,95.9,38230.0,100.0,*,,Census
MMR,,States,Delaware,2018-19,97.8,10798.0,9.5,,,Stratified 2-stage cluster sample
MMR,,States,Florida,2018-19,93.8,224641.0,100.0,≥.*.§,,Census
MMR,,States,Georgia,2018-19,93.6,131275.0,100.0,≥.*,,Census
MMR,,States,Hawaii,2018-19,91.5,16051.0,6.7,,,Stratified 2-stage cluster sample
MMR,,States,Idaho,2018-19,89.5,22995.0,99.0,,,Census
MMR,,States,Illinois,2018-19,94.7,143876.0,100.0,*,,Census
MMR,,States,Indiana,2018-19,91.2,82324.0,96.4,,,Census
MMR,,States,Iowa,2018-19,93.3,40624.0,100.0,≥.*,,Census
MMR,,States,Kansas,2018-19,90.8,37838.0,23.1,†.‡.§,,Stratified 2-stage cluster sample
MMR,,States,Kentucky,2018-19,93.4,55587.0,99.0,‡.§,,Census
MMR,,States,Louisiana,2018-19,95.5,56203.0,100.0,*,,Census
MMR,,States,Maine,2018-19,93.8,13419.0,95.9,,,Census
MMR,,States,Maryland,2018-19,97.4,71431.0,100.0,‡,,Census
MMR,,States,Massachusetts,2018-19,96.9,65279.0,100.0,*.‡,,Census
MMR,,States,Michigan,2018-19,94.6,118632.0,100.0,*,,Census
MMR,,States,Minnesota,2018-19,92.6,70085.0,98.1,§,,Census
MMR,,States,Mississippi,2018-19,99.2,37775.0,100.0,≥.*,,Census
MMR,,States,Missouri,2018-19,94.8,72687.0,100.0,*,,Census
MMR,,States,Montana,2018-19,93.3,12480.0,100.0,*,,Census
MMR,,States,Nebraska,2018-19,96.9,26925.0,98.6,‡.‡‡,,Census
MMR,,States,Nevada,2018-19,95.1,37971.0,4.8,,,Stratified 2-stage cluster sample
MMR,,States,New Hampshire,2018-19,91.8,12421.0,100.0,≥,,Census
MMR,,States,New Jersey,2018-19,95.0,109161.0,100.0,≥.*,,Census
MMR,,States,New Mexico,2018-19,96.1,25269.0,99.6,,,Census
MMR,,States,New York,2018-19,97.2,220495.0,100.0,*,,Census
MMR,,States,North Carolina,2018-19,93.2,124343.0,90.9,‡.§,,Census (public). voluntary response (private)
MMR,,States,North Dakota,2018-19,93.6,10382.0,99.4,,,Census
MMR,,States,Ohio,2018-19,91.6,139679.0,94.9,,,Census (public). voluntary response (private)
MMR,,States,Oklahoma,2018-19,92.2,54806.0,92.1,§,,Census (public). voluntary response (private)
MMR,,States,Oregon,2018-19,93.0,45870.0,100.0,*.‡,,Census
MMR,,States,Pennsylvania,2018-19,96.4,143560.0,93.3,,,Census (public). voluntary response (private)
MMR,,National,United States,2018-19,94.7,,,,,
MMR,,States,Rhode Island,2018-19,97.4,10964.0,100.0,*.‡.§,,Census
MMR,,States,South Carolina,2018-19,94.2,58442.0,27.0,,,Stratified 1-stage cluster sample
MMR,,States,South Dakota,2018-19,96.2,12062.0,99.9,,,Census
MMR,,States,Tennessee,2018-19,96.5,78630.0,100.0,*.§,,Census
MMR,,States,Texas,2018-19,96.9,390034.0,99.4,‡.§,,Census
MMR,,National,U.S. Median,2018-19,94.2,,,,,
MMR,,States,Utah,2018-19,92.8,50179.0,100.0,*,,Census
MMR,,States,Vermont,2018-19,93.0,6126.0,100.0,*,,Census
MMR,,States,Virginia,2018-19,95.0,100394.0,4.4,†,,Stratified 2-stage cluster sample
MMR,,States,Washington,2018-19,90.8,87510.0,96.9,§,,Census
MMR,,States,West Virginia,2018-19,98.8,19442.0,79.3,¶,,Voluntary response
MMR,,States,Wisconsin,2018-19,92.6,66344.0,2.3,†.‡.§,,Stratified 2-stage cluster sample
MMR,,States,Wyoming,2018-19,95.1,7734.0,100.0,*,,Census
MMR,,States,Alabama,2019-20,86.6,59477.0,94.9,≥,,Census
MMR,,States,Alaska,2019-20,NR,10381.0,82.7,§,,Voluntary response
MMR,,States,Arizona,2019-20,92.8,83976.0,98.7,,,Census (public). voluntary response (private)
MMR,,States,Arkansas,2019-20,94.3,39510.0,96.2,‡,,Census (public). voluntary response (private)
MMR,,States,California,2019-20,96.5,566155.0,97.9,‡,,Census
MMR,,States,Colorado,2019-20,91.1,69088.0,98.2,,,Census
MMR,,States,Connecticut,2019-20,96.2,38888.0,100.0,*,,Census
MMR,,States,Delaware,2019-20,,,,,,Not Conducted
MMR,,States,District of Columbia,2019-20,,,,,,Not Conducted
MMR,,States,Florida,2019-20,93.5,228298.0,100.0,≥.*.§,,Census
MMR,,States,Georgia,2019-20,93.1,130102.0,100.0,≥.*,,Census
MMR,,States,Hawaii,2019-20,89.7,15695.0,8.9,,,Stratified 2-stage cluster sample
MMR,,States,Idaho,2019-20,89.1,23301.0,98.5,,,Census
MMR,,States,Illinois,2019-20,96.6,145891.0,100.0,*,,Census
MMR,,States,Indiana,2019-20,94.4,88253.0,65.7,,,Voluntary response
MMR,,States,Iowa,2019-20,93.2,40812.0,100.0,≥.*,,Census
MMR,,States,Kansas,2019-20,90.0,37865.0,34.3,†.‡.§,,Stratified 2-stage cluster sample
MMR,,States,Kentucky,2019-20,93.1,59233.0,92.9,‡.§,,Census
MMR,,States,Louisiana,2019-20,95.6,59685.0,100.0,*,,Census
MMR,,States,Maine,2019-20,94.1,13450.0,99.6,,,Census 
MMR,,States,Maryland,2019-20,97.9,72443.0,98.3,‡,,Census (public). voluntary response (private)
MMR,,States,Massachusetts,2019-20,97.3,66756.0,100.0,*.‡,,Census
MMR,,States,Michigan,2019-20,94.8,120565.0,100.0,*,,Census
MMR,,States,Minnesota,2019-20,92.6,71223.0,98.7,§,,Census
MMR,,States,Mississippi,2019-20,99.1,37870.0,100.0,≥.*,,Census
MMR,,States,Missouri,2019-20,94.6,72324.0,100.0,*,,Census
MMR,,States,Montana,2019-20,93.6,12501.0,100.0,*,,Census
MMR,,States,Nebraska,2019-20,96.3,26893.0,96.7,‡.‡‡,,Census
MMR,,States,Nevada,2019-20,95.4,37724.0,99.9,,,Census
MMR,,States,New Hampshire,2019-20,91.5,12447.0,100.0,≥.*,,Census
MMR,,States,New Jersey,2019-20,95.9,107900.0,100.0,≥.*,,Census
MMR,,States,New Mexico,2019-20,97.0,23087.0,100.0,*,,Census
MMR,,States,New York,2019-20,98.6,234165.0,99.9,,,Census
MMR,,States,North Carolina,2019-20,95.5,124548.0,97.8,‡.§,,Census
MMR,,States,North Dakota,2019-20,94.8,10587.0,99.5,,,Census
MMR,,States,Ohio,2019-20,92.4,139103.0,98.8,,,Census
MMR,,States,Oklahoma,2019-20,93.0,55348.0,85.6,§,,Voluntary response
MMR,,States,Oregon,2019-20,93.4,45959.0,100.0,*.‡,,Census
MMR,,States,Pennsylvania,2019-20,96.6,140197.0,98.8,,,Census
MMR,,National,United States,2019-20,95.2,,,,,
MMR,,States,Rhode Island,2019-20,97.7,11219.0,98.5,‡.§,,Census
MMR,,States,South Carolina,2019-20,95.0,65938.0,27.5,†,,Stratified 1-stage cluster sample
MMR,,States,South Dakota,2019-20,96.0,12367.0,99.8,,,Census
MMR,,States,Tennessee,2019-20,96.8,80595.0,100.0,*.§,,Census
MMR,,States,Texas,2019-20,96.9,398680.0,99.6,‡.§,,Census
MMR,,National,U.S. Median,2019-20,94.6,,,,,
MMR,,States,Utah,2019-20,92.7,49208.0,100.0,*,,Census
MMR,,States,Vermont,2019-20,94.5,6293.0,100.0,*,,Census
MMR,,States,Virginia,2019-20,94.6,99399.0,1.2,†,,Stratified 2-stage cluster sample
MMR,,States,Washington,2019-20,94.4,87757.0,91.9,§,,Census
MMR,,States,West Virginia,2019-20,98.2,17114.0,49.6,¶,,Voluntary response
MMR,,States,Wisconsin,2019-20,92.8,67391.0,2.6,†.‡.§,,Stratified 2-stage cluster sample
MMR,,States,Wyoming,2019-20,94.5,7913.0,100.0,*,,Census
"DTP, DTaP, or DT",,States,Alabama,2009-10,94.0,75358.0,100.0,≥. *. **,,Census
"DTP, DTaP, or DT",,States,Alaska,2009-10,,9641.0,76.4,,,Voluntary response
"DTP, DTaP, or DT",,States,Arizona,2009-10,95.0,89287.0,93.9,,,Census
"DTP, DTaP, or DT",,States,Arkansas,2009-10,97.5,34733.0,100.0,*,,Census
"DTP, DTaP, or DT",,States,California,2009-10,93.1,507191.0,100.0,*,,Census
"DTP, DTaP, or DT",,States,Colorado,2009-10,,,,,,Not conducted
"DTP, DTaP, or DT",,States,Connecticut,2009-10,98.5,46158.0,100.0,*,,Census
"DTP, DTaP, or DT",,States,Delaware,2009-10,89.6,11327.0,9.2,,,Random sample
"DTP, DTaP, or DT",,States,District of Columbia,2009-10,,6092.0,100.0,*,,Census
"DTP, DTaP, or DT",,States,Florida,2009-10,91.3,218630.0,100.0,≥. * .§,,Census
"DTP, DTaP, or DT",,States,Georgia,2009-10,99.9,141949.0,1.2,,,Random sample
"DTP, DTaP, or DT",,States,Hawaii,2009-10,,18427.0,6.4,,,Random sample
"DTP, DTaP, or DT",,States,Idaho,2009-10,86.8,22624.0,100.0,*,,Census
"DTP, DTaP, or DT",,States,Illinois,2009-10,95.6,165845.0,100.0,,,Census
"DTP, DTaP, or DT",,States,Indiana,2009-10,91.1,84390.0,94.7,,,Census
"DTP, DTaP, or DT",,States,Iowa,2009-10,84.5,42698.0,100.0,≥,,Census
"DTP, DTaP, or DT",,States,Kansas,2009-10,97.1,39073.0,39.1,†,,Stratified 1-stage sample  (Public).  Census (Private)
"DTP, DTaP, or DT",,States,Kentucky,2009-10,93.2,56526.0,92.9,,,Census
"DTP, DTaP, or DT",,States,Louisiana,2009-10,98.0,53846.0,100.0,*,,Census
"DTP, DTaP, or DT",,States,Maine,2009-10,96.2,14162.0,75.3,,,Voluntary response
"DTP, DTaP, or DT",,States,Maryland,2009-10,99.6,75061.0,75.0,,,Voluntary response
"DTP, DTaP, or DT",,States,Massachusetts,2009-10,92.4,74476.0,100.0,*,,Census
"DTP, DTaP, or DT",,States,Michigan,2009-10,96.0,129810.0,100.0,*,,Census
"DTP, DTaP, or DT",,States,Minnesota,2009-10,94.3,70653.0,100.0,*,,Census
"DTP, DTaP, or DT",,States,Mississippi,2009-10,99.7,46922.0,100.0,≥. *,,Census
"DTP, DTaP, or DT",,States,Missouri,2009-10,97.1,75958.0,3.0,,,Random sample
"DTP, DTaP, or DT",,States,Montana,2009-10,96.7,12335.0,98.8,,,Census
"DTP, DTaP, or DT",,States,Nebraska,2009-10,98.7,29607.0,96.4,,,Census
"DTP, DTaP, or DT",,States,Nevada,2009-10,97.9,35209.0,5.6,,,Random sample
"DTP, DTaP, or DT",,States,New Hampshire,2009-10,,,,,,Not conducted
"DTP, DTaP, or DT",,States,New Jersey,2009-10,,118347.0,95.1,,,Census
"DTP, DTaP, or DT",,States,New Mexico,2009-10,99.0,26318.0,2.2,,,Random sample
"DTP, DTaP, or DT",,States,New York,2009-10,98.3,229273.0,100.0,*,,Census
"DTP, DTaP, or DT",,States,North Carolina,2009-10,,116087.0,96.0,,,Census
"DTP, DTaP, or DT",,States,North Dakota,2009-10,90.8,8323.0,6.0,¶,,Random sample
"DTP, DTaP, or DT",,States,Ohio,2009-10,87.9,131137.0,100.0,*,,Census
"DTP, DTaP, or DT",,States,Oklahoma,2009-10,97.3,51128.0,88.9,,,Voluntary response
"DTP, DTaP, or DT",,States,Oregon,2009-10,93.9,44676.0,100.0,*,,Census
"DTP, DTaP, or DT",,States,Pennsylvania,2009-10,NReq,149656.0,100.0,||. *,,Census
"DTP, DTaP, or DT",,National,United States,2009-10,95.0,,,,,
"DTP, DTaP, or DT",,States,Rhode Island,2009-10,90.3,11818.0,11.6,,,Random sample
"DTP, DTaP, or DT",,States,South Carolina,2009-10,86.7,53725.0,10.2,,,Random sample
"DTP, DTaP, or DT",,States,South Dakota,2009-10,97.9,11499.0,100.0,*,,Census
"DTP, DTaP, or DT",,States,Tennessee,2009-10,97.4,90811.0,88.1,≥,,Voluntary response
"DTP, DTaP, or DT",,States,Texas,2009-10,97.7,381425.0,98.3,,,Census
"DTP, DTaP, or DT",,National,U.S. Median,2009-10,96.1,,,,,
"DTP, DTaP, or DT",,States,Utah,2009-10,97.5,49957.0,100.0,*,,Census
"DTP, DTaP, or DT",,States,Vermont,2009-10,91.8,6713.0,100.0,*,,Census
"DTP, DTaP, or DT",,States,Virginia,2009-10,98.4,100891.0,4.4,,,Random sample
"DTP, DTaP, or DT",,States,Washington,2009-10,91.6,81511.0,93.3,,,Census
"DTP, DTaP, or DT",,States,West Virginia,2009-10,91.9,22730.0,86.7,,,Voluntary response
"DTP, DTaP, or DT",,States,Wisconsin,2009-10,97.3,61095.0,2.3,¶,,Random sample
"DTP, DTaP, or DT",,States,Wyoming,2009-10,,,,,,Not conducted
"DTP, DTaP, or DT",,States,Alabama,2010-11,,,,,,
"DTP, DTaP, or DT",,States,Alaska,2010-11,,,,,,
"DTP, DTaP, or DT",,States,Arizona,2010-11,,,,,,
"DTP, DTaP, or DT",,States,Arkansas,2010-11,,,,,,
"DTP, DTaP, or DT",,States,California,2010-11,,,,,,
"DTP, DTaP, or DT",,States,Colorado,2010-11,,,,,,
"DTP, DTaP, or DT",,States,Connecticut,2010-11,,,,,,
"DTP, DTaP, or DT",,States,Delaware,2010-11,,,,,,
"DTP, DTaP, or DT",,States,District of Columbia,2010-11,,,,,,
"DTP, DTaP, or DT",,States,Florida,2010-11,,,,,,
"DTP, DTaP, or DT",,States,Georgia,2010-11,,,,,,
"DTP, DTaP, or DT",,States,Hawaii,2010-11,,,,,,
"DTP, DTaP, or DT",,States,Idaho,2010-11,,,,,,
"DTP, DTaP, or DT",,States,Illinois,2010-11,,,,,,
"DTP, DTaP, or DT",,States,Indiana,2010-11,,,,,,
"DTP, DTaP, or DT",,States,Iowa,2010-11,,,,,,
"DTP, DTaP, or DT",,States,Kansas,2010-11,,,,,,
"DTP, DTaP, or DT",,States,Kentucky,2010-11,,,,,,
"DTP, DTaP, or DT",,States,Louisiana,2010-11,,,,,,
"DTP, DTaP, or DT",,States,Maine,2010-11,,,,,,
"DTP, DTaP, or DT",,States,Maryland,2010-11,,,,,,
"DTP, DTaP, or DT",,States,Massachusetts,2010-11,,,,,,
"DTP, DTaP, or DT",,States,Michigan,2010-11,,,,,,
"DTP, DTaP, or DT",,States,Minnesota,2010-11,,,,,,
"DTP, DTaP, or DT",,States,Mississippi,2010-11,,,,,,
"DTP, DTaP, or DT",,States,Missouri,2010-11,,,,,,
"DTP, DTaP, or DT",,States,Montana,2010-11,,,,,,
"DTP, DTaP, or DT",,States,Nebraska,2010-11,,,,,,
"DTP, DTaP, or DT",,States,Nevada,2010-11,,,,,,
"DTP, DTaP, or DT",,States,New Hampshire,2010-11,,,,,,
"DTP, DTaP, or DT",,States,New Jersey,2010-11,,,,,,
"DTP, DTaP, or DT",,States,New Mexico,2010-11,,,,,,
"DTP, DTaP, or DT",,States,New York,2010-11,,,,,,
"DTP, DTaP, or DT",,States,North Carolina,2010-11,,,,,,
"DTP, DTaP, or DT",,States,North Dakota,2010-11,,,,,,
"DTP, DTaP, or DT",,States,Ohio,2010-11,,,,,,
"DTP, DTaP, or DT",,States,Oklahoma,2010-11,,,,,,
"DTP, DTaP, or DT",,States,Oregon,2010-11,,,,,,
"DTP, DTaP, or DT",,States,Pennsylvania,2010-11,,,,,,
"DTP, DTaP, or DT",,National,United States,2010-11,,,,,,
"DTP, DTaP, or DT",,States,Rhode Island,2010-11,,,,,,
"DTP, DTaP, or DT",,States,South Carolina,2010-11,,,,,,
"DTP, DTaP, or DT",,States,South Dakota,2010-11,,,,,,
"DTP, DTaP, or DT",,States,Tennessee,2010-11,,,,,,
"DTP, DTaP, or DT",,States,Texas,2010-11,,,,,,
"DTP, DTaP, or DT",,National,U.S. Median,2010-11,,,,,,
"DTP, DTaP, or DT",,States,Utah,2010-11,,,,,,
"DTP, DTaP, or DT",,States,Vermont,2010-11,,,,,,
"DTP, DTaP, or DT",,States,Virginia,2010-11,,,,,,
"DTP, DTaP, or DT",,States,Washington,2010-11,,,,,,
"DTP, DTaP, or DT",,States,West Virginia,2010-11,,,,,,
"DTP, DTaP, or DT",,States,Wisconsin,2010-11,,,,,,
"DTP, DTaP, or DT",,States,Wyoming,2010-11,,,,,,
"DTP, DTaP, or DT",,States,Alabama,2011-12,93.6,73190.0,100.0,≥. * .**,,Census
"DTP, DTaP, or DT",,States,Alaska,2011-12,,10286.0,7.3,,,Non-random Cluster Sample
"DTP, DTaP, or DT",,States,Arizona,2011-12,94.9,88293.0,96.9,,,Census
"DTP, DTaP, or DT",,States,Arkansas,2011-12,84.1,38754.0,92.2,,,Census
"DTP, DTaP, or DT",,States,California,2011-12,93.0,542544.0,97.6,,,Census
"DTP, DTaP, or DT",,States,Colorado,2011-12,85.5,70142.0,0.5,,,Simple Random Sample
"DTP, DTaP, or DT",,States,Connecticut,2011-12,97.8,45695.0,100.0,*,,Census
"DTP, DTaP, or DT",,States,Delaware,2011-12,96.9,11327.0,7.4,≥,,2-stage Cluster Sample
"DTP, DTaP, or DT",,States,District of Columbia,2011-12,,6854.0,100.0,*,,Census
"DTP, DTaP, or DT",,States,Florida,2011-12,92.6,225532.0,100.0,≥. * .§ ,,Census
"DTP, DTaP, or DT",,States,Georgia,2011-12,96.7,143065.0,1.9,,,2-stage Cluster Sample
"DTP, DTaP, or DT",,States,Hawaii,2011-12,,19443.0,7.7,,,2-stage Cluster Sample
"DTP, DTaP, or DT",,States,Idaho,2011-12,89.0,22762.0,100.0,*,,Census
"DTP, DTaP, or DT",,States,Illinois,2011-12,96.4,163311.0,100.0,*,,Census
"DTP, DTaP, or DT",,States,Indiana,2011-12,90.2,83416.0,67.5,,,Voluntary Response
"DTP, DTaP, or DT",,States,Iowa,2011-12,91.1,40978.0,100.0,≥. *,,Census
"DTP, DTaP, or DT",,States,Kansas,2011-12,88.0,38402.0,52.7,†,,Stratified 1-stage sample  (Public);  Census (Private)
"DTP, DTaP, or DT",,States,Kentucky,2011-12,93.7,58185.0,91.8,,,Census
"DTP, DTaP, or DT",,States,Louisiana,2011-12,98.9,69013.0,100.0,*,,Census
"DTP, DTaP, or DT",,States,Maine,2011-12,96.6,13829.0,97.0,,,Census
"DTP, DTaP, or DT",,States,Maryland,2011-12,99.6,72957.0,67.2,,,Voluntary Response
"DTP, DTaP, or DT",,States,Massachusetts,2011-12,92.5,79551.0,97.5,,,Census
"DTP, DTaP, or DT",,States,Michigan,2011-12,95.6,124962.0,100.0,*,,Census
"DTP, DTaP, or DT",,States,Minnesota,2011-12,95.5,71213.0,99.2,,,Census
