Year,LocationAbbr,LocationDesc,DataSource,Category,Indicator,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Number,WeightedNumber,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,CategoryID,IndicatorID,LocationID,ResponseID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
2019,DC,District of Columbia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,4.2,4.2,,,3.1,5.7,64.0,9838.0,Disability Type,Hearing Disability,,,DISEST,SEXIND,11,SEX01,AGEADJPREV,DISTYPE,HEARDIS,,
2019,MA,Massachusetts,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,2.8,2.8,,,2.4,3.4,221.0,122880.0,Disability Type,Vision Disability,,,DISEST,RACEIND,25,RACE01,AGEADJPREV,DISTYPE,VISDIS,,
2019,HHS3,HHS Region 3,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,28.1,28.1,,,26.4,29.8,2290.0,1101431.0,Disability Status,Any Disability,,,DISEST,RACEIND,82,RACE02,AGEADJPREV,DISSTAT,DISABL,,
2019,KS,Kansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,8.6,8.6,,,5.1,14.0,14.0,2440.0,Disability Type,Hearing Disability,,,DISEST,RACEIND,20,RACE07,AGEADJPREV,DISTYPE,HEARDIS,,
2019,AR,Arkansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Vision Disability,,,DISEST,RACEIND,5,RACE06,AGEADJPREV,DISTYPE,VISDIS,,
2019,HI,Hawaii,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,No Disability,,,DISEST,RACEIND,15,RACE07,AGEADJPREV,DISSTAT,NODIS,,
2019,NY,New York,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,72.8,72.8,,,70.9,74.6,3412.0,3402872.0,Disability Status,No Disability,,,DISEST,AGEIND,36,AGE02,PREV,DISSTAT,NODIS,,
2019,AR,Arkansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,5.6,5.6,,,3.9,7.9,65.0,18424.0,Disability Type,Hearing Disability,,,DISEST,RACEIND,5,RACE02,AGEADJPREV,DISTYPE,HEARDIS,,
2019,IA,Iowa,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,19,RACE06,AGEADJPREV,DISTYPE,SELFDIS,,
2019,CO,Colorado,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Vision Disability,,,DISEST,RACEIND,8,RACE06,AGEADJPREV,DISTYPE,VISDIS,,
2019,MO,Missouri,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,6.1,6.1,,,5.2,7.2,400.0,170906.0,Disability Type,Hearing Disability,,,DISEST,SEXIND,29,SEX02,AGEADJPREV,DISTYPE,HEARDIS,,
2019,MN,Minnesota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,7.4,7.4,,,6.8,8.0,783.0,170496.0,Disability Type,Hearing Disability,,,DISEST,SEXIND,27,SEX01,AGEADJPREV,DISTYPE,HEARDIS,,
2019,VT,Vermont,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,4.3,4.3,,,3.3,5.5,131.0,10643.0,Disability Type,Independent Living Disability,,,DISEST,SEXIND,50,SEX01,AGEADJPREV,DISTYPE,INDDIS,,
2019,ID,Idaho,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,26.4,26.4,,,23.8,29.1,932.0,182529.0,Disability Status,Any Disability,,,DISEST,SEXIND,16,SEX02,AGEADJPREV,DISSTAT,DISABL,,
2019,HHS6,HHS Region 6,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,14.1,14.1,,,11.6,17.1,500.0,543893.0,Disability Type,Cognitive Disability,,,DISEST,RACEIND,85,RACE02,AGEADJPREV,DISTYPE,COGDIS,,
2019,TN,Tennessee,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,15.8,15.8,,,14.6,17.2,1067.0,704192.0,Disability Type,Mobility Disability,,,DISEST,RACEIND,47,RACE01,AGEADJPREV,DISTYPE,MOBDIS,,
2019,KY,Kentucky,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,63.2,63.2,,,60.7,65.6,2539.0,1050732.0,Disability Status,No Disability,,,DISEST,SEXIND,21,SEX02,AGEADJPREV,DISSTAT,NODIS,,
2019,HHS2,HHS Region 2,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,30.2,30.2,,,28.4,32.0,1986.0,1119759.0,Disability Type,Mobility Disability,,,DISEST,AGEIND,81,AGE03,PREV,DISTYPE,MOBDIS,,
2019,CT,Connecticut,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,15.3,15.3,,,12.1,19.1,102.0,59139.0,Disability Type,Cognitive Disability,,,DISEST,RACEIND,9,RACE03,AGEADJPREV,DISTYPE,COGDIS,,
2019,HHS4,HHS Region 4,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,68.6,68.6,,,67.7,69.5,20161.0,17067503.0,Disability Status,No Disability,,,DISEST,SEXIND,83,SEX02,AGEADJPREV,DISSTAT,NODIS,,
2019,RI,Rhode Island,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,44,RACE06,AGEADJPREV,DISTYPE,COGDIS,,
2019,WI,Wisconsin,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Independent Living Disability,,,DISEST,RACEIND,55,RACE07,AGEADJPREV,DISTYPE,INDDIS,,
2019,MA,Massachusetts,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,9.3,9.3,,,6.8,12.5,55.0,47281.0,Disability Type,Self-care Disability,,,DISEST,RACEIND,25,RACE03,AGEADJPREV,DISTYPE,SELFDIS,,
2019,GU,Guam,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,24.5,24.5,,,19.4,30.4,183.0,8101.0,Disability Type,Mobility Disability,,,DISEST,AGEIND,66,AGE02,PREV,DISTYPE,MOBDIS,,
2019,CT,Connecticut,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,5.3,5.3,,,3.6,7.8,43.0,14481.0,Disability Type,Independent Living Disability,,,DISEST,RACEIND,9,RACE02,AGEADJPREV,DISTYPE,INDDIS,,
2019,HHS4,HHS Region 4,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,4.1,4.1,,,3.7,4.5,1519.0,1066757.0,Disability Type,Self-care Disability,,,DISEST,SEXIND,83,SEX01,AGEADJPREV,DISTYPE,SELFDIS,,
2019,AR,Arkansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,32.2,32.2,,,29.7,34.8,895.0,368087.0,Disability Status,Any Disability,,,DISEST,SEXIND,5,SEX01,AGEADJPREV,DISSTAT,DISABL,,
2019,HHS5,HHS Region 5,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,17.2,17.2,,,14.6,20.2,269.0,85220.0,Disability Type,Mobility Disability,,,DISEST,RACEIND,84,RACE04,AGEADJPREV,DISTYPE,MOBDIS,,
2019,SC,South Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Hearing Disability,,,DISEST,RACEIND,45,RACE07,AGEADJPREV,DISTYPE,HEARDIS,,
2019,AR,Arkansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Mobility Disability,,,DISEST,RACEIND,5,RACE03,AGEADJPREV,DISTYPE,MOBDIS,,
2019,ID,Idaho,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,3.9,3.9,,,2.5,6.0,48.0,10070.0,Disability Type,Vision Disability,,,DISEST,VETIND,16,VET1,AGEADJPREV,DISTYPE,VISDIS,,
2019,OH,Ohio,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,72.5,72.5,,,71.1,73.9,7204.0,4902712.0,Disability Status,No Disability,,,DISEST,RACEIND,39,RACE01,AGEADJPREV,DISSTAT,NODIS,,
2019,HHS6,HHS Region 6,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,7.8,7.8,,,7.2,8.5,2830.0,2158777.0,Disability Type,Independent Living Disability,,,DISEST,VETIND,85,VET2,AGEADJPREV,DISTYPE,INDDIS,,
2019,HI,Hawaii,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,8.4,8.4,,,6.0,11.7,46.0,7021.0,Disability Type,Hearing Disability,,,DISEST,RACEIND,15,RACE03,AGEADJPREV,DISTYPE,HEARDIS,,
2019,NC,North Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,1.8,1.8,,,1.1,2.7,25.0,64197.0,Disability Type,Self-care Disability,,,DISEST,AGEIND,37,AGE01,PREV,DISTYPE,SELFDIS,,
2019,IA,Iowa,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,90.8,90.8,,,80.8,95.9,69.0,40879.0,Disability Status,No Disability,,,DISEST,RACEIND,19,RACE05,AGEADJPREV,DISSTAT,NODIS,,
2019,VA,Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,4.5,4.5,,,3.7,5.5,145.0,132912.0,Disability Type,Independent Living Disability,,,DISEST,AGEIND,51,AGE01,PREV,DISTYPE,INDDIS,,
2019,GU,Guam,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,68.6,68.6,,,64.0,73.0,850.0,35521.0,Disability Status,No Disability,,,DISEST,SEXIND,66,SEX02,AGEADJPREV,DISSTAT,NODIS,,
2019,GU,Guam,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Independent Living Disability,,,DISEST,RACEIND,66,RACE07,AGEADJPREV,DISTYPE,INDDIS,,
2019,HHS4,HHS Region 4,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,11.3,11.3,,,8.9,14.3,194.0,102461.0,Disability Type,Hearing Disability,,,DISEST,RACEIND,83,RACE04,AGEADJPREV,DISTYPE,HEARDIS,,
2019,MT,Montana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Hearing Disability,,,DISEST,RACEIND,30,RACE05,AGEADJPREV,DISTYPE,HEARDIS,,
2019,CA,California,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,6,RACE07,AGEADJPREV,DISTYPE,COGDIS,,
2019,VT,Vermont,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,Any Disability,,,DISEST,RACEIND,50,RACE05,AGEADJPREV,DISSTAT,DISABL,,
2019,MO,Missouri,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,29.9,29.9,,,27.8,32.2,970.0,314821.0,Disability Type,Mobility Disability,,,DISEST,AGEIND,29,AGE03,PREV,DISTYPE,MOBDIS,,
2019,NH,New Hampshire,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,29.7,29.7,,,22.5,38.1,307.0,38457.0,Disability Status,Any Disability,,,DISEST,VETIND,33,VET1,AGEADJPREV,DISSTAT,DISABL,,
2019,AL,Alabama,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,8.6,8.6,,,7.2,10.2,211.0,104950.0,Disability Type,Vision Disability,,,DISEST,AGEIND,1,AGE02,PREV,DISTYPE,VISDIS,,
2019,OH,Ohio,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,No Disability,,,DISEST,RACEIND,39,RACE06,AGEADJPREV,DISSTAT,NODIS,,
2019,UT,Utah,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Vision Disability,,,DISEST,RACEIND,49,RACE05,AGEADJPREV,DISTYPE,VISDIS,,
2019,CO,Colorado,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Hearing Disability,,,DISEST,RACEIND,8,RACE05,AGEADJPREV,DISTYPE,HEARDIS,,
2019,ME,Maine,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,5.5,5.5,,,4.5,6.6,204.0,20747.0,Disability Type,Self-care Disability,,,DISEST,AGEIND,23,AGE02,PREV,DISTYPE,SELFDIS,,
2019,NH,New Hampshire,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,2.9,2.9,,,2.4,3.5,201.0,30024.0,Disability Type,Self-care Disability,,,DISEST,RACEIND,33,RACE01,AGEADJPREV,DISTYPE,SELFDIS,,
2019,IL,Illinois,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,77.6,77.6,,,76.2,79.0,3677.0,6729135.0,Disability Status,No Disability,,,DISEST,VETIND,17,VET2,AGEADJPREV,DISSTAT,NODIS,,
2019,LA,Louisiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,Any Disability,,,DISEST,RACEIND,22,RACE05,AGEADJPREV,DISSTAT,DISABL,,
2019,US,"United States, DC & Territories",BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,35.5,35.5,,,33.9,37.1,4368.0,1585920.0,Disability Status,Any Disability,,,DISEST,RACEIND,59,RACE04,AGEADJPREV,DISSTAT,DISABL,,
2019,HHS10,HHS Region 10,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,3.7,3.7,,,3.3,4.1,511.0,204542.0,Disability Type,Vision Disability,,,DISEST,SEXIND,89,SEX01,AGEADJPREV,DISTYPE,VISDIS,,
2019,TN,Tennessee,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,4.9,4.9,,,3.8,6.3,147.0,125316.0,Disability Type,Self-care Disability,,,DISEST,SEXIND,47,SEX01,AGEADJPREV,DISTYPE,SELFDIS,,
2019,VT,Vermont,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,5.5,5.5,,,4.3,7.1,104.0,9351.0,Disability Type,Vision Disability,,,DISEST,AGEIND,50,AGE02,PREV,DISTYPE,VISDIS,,
2019,WA,Washington,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,16.2,16.2,,,14.8,17.7,541.0,415874.0,Disability Status,Any Disability,,,DISEST,AGEIND,53,AGE01,PREV,DISSTAT,DISABL,,
2019,AZ,Arizona,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,11.4,11.4,,,10.1,12.8,1114.0,440425.0,Disability Type,Mobility Disability,,,DISEST,RACEIND,4,RACE01,AGEADJPREV,DISTYPE,MOBDIS,,
2019,IL,Illinois,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Independent Living Disability,,,DISEST,RACEIND,17,RACE05,AGEADJPREV,DISTYPE,INDDIS,,
2019,NV,Nevada,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Hearing Disability,,,DISEST,RACEIND,32,RACE05,AGEADJPREV,DISTYPE,HEARDIS,,
2019,HHS10,HHS Region 10,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,2.0,2.0,,,1.7,2.4,181.0,99459.0,Disability Type,Hearing Disability,,,DISEST,AGEIND,89,AGE01,PREV,DISTYPE,HEARDIS,,
2019,AL,Alabama,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,12.1,12.1,,,10.8,13.5,544.0,244618.0,Disability Type,Independent Living Disability,,,DISEST,SEXIND,1,SEX02,AGEADJPREV,DISTYPE,INDDIS,,
2019,UT,Utah,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Hearing Disability,,,DISEST,RACEIND,49,RACE07,AGEADJPREV,DISTYPE,HEARDIS,,
2019,MA,Massachusetts,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,Any Disability,,,DISEST,RACEIND,25,RACE06,AGEADJPREV,DISSTAT,DISABL,,
2019,PA,Pennsylvania,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,28.1,28.1,,,21.2,36.2,70.0,153094.0,Disability Status,Any Disability,,,DISEST,RACEIND,42,RACE03,AGEADJPREV,DISSTAT,DISABL,,
