N° du contrat,Objet du contrat,Type d'acte,Projet associé,Nature du besoin,Lieu d'exécution/de livraison,Origine du financement,Date d'entrée en vigueur,Durée (en mois),Montant maximum (€HT),Attributaires
20-EI2016,Mise en œuvre de la stratégie de communication du programme « Post-2020 Biodiversity Framework – EU Support » (Phase 2),Expert individuel (CPS),Follow-up to the strategic plan for biodiversity,Prestations intellectuelles et expertise individuelle,"Argentine, Australie, Brésil, Cameroun, Canada, Chine, Colombie, Congo, République Démocratique du, Corée, République De, Egypte, Etats-Unis, Ghana, Inde, Indonésie, Japon, Kenya, Mexique, Norvège, Nouvelle-Zélande, Ouganda, Russie, Fédération De, Suisse, Turquie",Union Européenne,2020-09-01,16.0,99000.0,BRUNOIS CORINNE
20-EI2711,CPS 1 Iteration HMST - 20SANIN813-2 - Support to the development of The Gambia’s next funding proposal on HIV/TB and RSSH to the Global Fund for the period 2021-2023.,Expert individuel (CPS),Support to the CCM of The Gambia for the development of the GF funding request and grant making,Prestations intellectuelles et expertise individuelle,Gambie,MAE-Fr - Initiative 5%,2020-09-01,9.0,112500.0,R F
20-EI1119,Volpilière - Appuyer le processus d’homologation des produits pharmaceutiques mis à la disposition des pays de la CEMAC.,Expert individuel (CPS),Appuyer le processus d’homologation des produits pharmaceutiques mis à la disposition des pays de la CEMAC,Prestations intellectuelles et expertise individuelle,Cameroun,MAE-Fr - Initiative 5%,2020-09-01,12.0,113814.0,Alexandre DE LA VOLPILIERE
20-SB1459,"Projet de recherche opérationnelle PROXISANTE; ""Agents de Santé Communautaire. Renforcement d’une stratégie de proximité en zones rurales""",Subvention,PAC-CI : Agents de Santé Communautaire. Renforcement d’une stratégie de proximité en zones rurales,Subvention,Côte d'Ivoire,MAE-Fr - Initiative 5%,2020-09-01,36.0,602555.7,PROGRAMME PAC-CI
20-EI2155,2020-05 TNZ GREGA CC,Expert individuel (CPS),SOCIEUX+ II,Prestations intellectuelles et expertise individuelle,"Bénin, Brésil, Cambodge, Congo, République Démocratique du, Côte d'Ivoire, Mexique, Nigéria, Palestine, Pérou, Tanzanie, République-Unie De, Thaïlande, Togo, Uruguay",Union Européenne,2020-09-07,12.0,21000.0,Grega Strban
20-SB1594,Appui à la mise en œuvre de la politique migratoire au niveau de la région Souss-Massa dans le cadre des stratégies nationales SNMRE et SNIA,Subvention,Régionalisation de la politique migratoire du Maroc,Subvention,Maroc,Agence Française de Développement (AFD),2020-09-07,48.0,1500000.0,MIGRATION ET DEVELOPPEMENT
20-MR2201,Assistance technique en appui à la DG de l'iNP HB,Marché,ATR 2 en appui à la DG de l'INP-HB,Prestations intellectuelles et expertise individuelle,Côte d'Ivoire,C2D,2020-09-15,24.0,326400.0,FINAFORM SARL
20-EI1995,"Mission de Responsable Administratif et Financier dans le cadre des projets d'Expertise France en Republique 
Centrafricaine",Expert individuel (CPS),RCA Ponts Phase 2,Prestations intellectuelles et expertise individuelle,Centrafrique (Republique de),Union Européenne,2020-09-16,8.0,40000.0,SAFRAN FINANCES
20-MR1162,WMO Expertise support for the HIP FEWS Project: “Strengthening Jordan Israeli Palestine Regional Floods Early Warning System”,Marché,Early Warning System Palestine,Services,"Israël, Jordanie, Palestine",Union Européenne,2020-09-17,6.0,40112.0,ORGANISATION METEOROLOGIQUE MONDIALE
20-EI2262,Support to the Regional Programme for Statistics in the Eastern Partnership (STEP project),Expert individuel (CPS),Regional Programme for Statistics in the Eastern Partnership,Prestations intellectuelles et expertise individuelle,"Arménie, Azerbaïdjan, Biélorussie, Géorgie, Moldavie, Ukraine",Union Européenne,2020-09-21,24.0,36550.0,PEREDERII Viktoriia
20-EI2688,DISENO E IMPLEMENTACION DE UN MODELO DE GESTION CON ESTANDARES DE ATENCION A VICTIMAS DE VIOLENCIA CONTRA LA MUJER Y DEMAS MIEMBROS DEL NUCLEO FAMILIAR (CONTRAVENCIONES Y DELTOS) Y FEMINICIDIOS,Expert individuel (CPS),EUROsociAL+,Prestations intellectuelles et expertise individuelle,"Argentine, Bolivie, Brésil, Chili, Colombie, Costa Rica, El Salvador, Equateur, Guatemala, Honduras, Mexique, Nicaragua, Panama, Paraguay, Pérou, Uruguay",Union Européenne,2020-09-22,8.0,28350.0,Diego Alfredo ZALAMEA LEON
20-EI2375,Khaled Amri_Appui a la mise en conscession des batiments à intérêt historique,Expert individuel (CPS),Valorisation du patrimoine culturel tunisien,Prestations intellectuelles et expertise individuelle,Tunisie,Union Européenne,2020-09-25,48.0,25000.0,Khaled Amri_Jade Advisory
20-SB2263,"IRD - Enhancing the plastic packaging collection, sorting, recycling by both formal and unformal sector : an evidence-based approach in dense to rural area",Subvention,Reducing plastic waste and marine litter in East and South East Asia - Supporting a transition to a circular economy in the region,Subvention,"Chine, Indonésie, Japon, Philippines, Singapour, Thaïlande, Viêt Nam",Union Européenne,2020-09-25,18.0,149548.3,"INSTIT.RECHERCH.P/DEVLPT,INSTIT.RECHERCH.P/DEVLPT"
20-AC2374,CENFFOR - Réalisation de formation de formateurs,Accord cadre,"Projeto de Revitalização do Ensino Técnico e da Formação Profissional de Angola - RETFOP
(Dynamisation de l’enseignement technique et de la formation professionnelle en Angola)",Prestations intellectuelles et expertise individuelle,Angola,Union Européenne,2020-09-29,18.0,26404.0,Centro Nacional de Formacao de Formadores - CENFFOR
20-MR2002,Recrutement d’un cabinet de consultants pour la mise en place de e-services administratifs à travers le portail Niger Online,Marché,Assistance technique pour la cooperation avec l’Agence Nationale pour la Société de l’Information au Niger,Technologie de l'information et de la communication,Niger,Agence Française de Développement (AFD),2020-09-29,8.0,66500.0,AGENCE MOUGANI (RABIOU MOUSTAPHA WAHIDI)
21-C1002,KE2 - Extension,Marché,PAN-AFRICAN PROGRAMME – STATISTICS (PAS),Prestations intellectuelles et expertise individuelle,"Afrique du Sud, Algérie, Angola, Bénin, Botswana, Burkina Faso, Burundi, Cameroun, Cap-Vert, Centrafrique (Republique de), Comores, Congo, République Démocratique du, Congo, République du, Côte d'Ivoire, Djibouti, Egypte, Erythrée, Ethiopie, Gabon, Gambie, Ghana, Guinée, Guinée-Bissau, Guinée équatoriale, Kenya, Lesotho, Libéria, Libye, Madagascar, Malawi, Mali, Maurice (île), Mauritanie, Mozambique, Namibie, Niger, Nigéria, Ouganda, Rwanda, Sao Tomé-Et-Principe, Sénégal, Seychelles, Sierra Leone, Somalie, Soudan, Swaziland, Tanzanie, République-Unie De, Tchad, Togo, Tunisie, Zambie, Zimbabwe",Union Européenne,2020-10-01,7.0,70000.0,"Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,DEUTSCHE GESELLSCHAFT FUR"
20-SB3007,21st Century - Contrat de Subvention,Subvention,Programme d'apppui à l'écosystème de l'innovation et de l'entrepreneuriat en Tunisie,Subvention,Tunisie,Union Européenne,2020-10-01,27.0,383159.0,P2ST  21 CENTRY CONSULTING
20-MR1298,Recrutement d’une agence de communication pour Expertise France dans le cadre d’un projet d’éducation par le sport financé par l’AFD et la NBA - MAROC,Marché,Education par le sport AFD NBA,Services,"Afrique du Sud, Côte d'Ivoire, Kenya, Maroc, Nigéria, Sénégal","Agence Française de Développement (AFD), Autre bailleurs multilatéral/Organisations Internationales",2020-10-01,36.0,450555.0,TLS GROUPE
20-SB1077,Convention Subvention - VIHeillir,Subvention,VIHeillir : bien vieillir avec le VIH au Cameroun et au Sénégal. Intégration de la prise en charge des comorbidités et du vieillissement entre la clinique et la communauté.,Subvention,"Cameroun, Sénégal",MAE-Fr - Initiative 5%,2020-10-01,36.0,1201097.0,INSTITUT BOUISSON BERTRAND
21-MR0986,GoMyCode- organisation d'un coding bootcamp de 3 mois en ligne - Novembre 2020 - Janvier 2021,Marché,Raqam-E : Coding Academy,Services,Libye,MAE-Fr,2020-10-02,4.0,20500.0,"Elham Education,Go My Code"
20-MR1559,Prestation de services pour la mise en place et la gestion de la stratégie digitale du projet BIODEV2030,Marché,BIODEV2030,Services,"Bénin, Burkina Faso, Cameroun, Congo, République du, Ethiopie, Fidji, Gabon, Guinée, Guyane Française, Kenya, Madagascar, Mozambique, Ouganda, Sénégal, Tunisie, Viêt Nam",Agence Française de Développement (AFD),2020-10-05,18.0,87170.0,ENTRECOM SOCIAL
20-MR2495,Nataliia TKACHENKO Translation Services,Marché,Appui au secteur de la Justice,Services,Ukraine,Union Européenne,2020-10-07,8.0,24000.0,Nataliia TKACHENKO
20-EI2558,CPS_GTP_Expert2_20SANIN849,Expert individuel (CPS),appuyer l’INC dans la révision de la demande de financement à soumettre au TRP et formuler les réponses aux questions de clarification.,Prestations intellectuelles et expertise individuelle,Bénin,MAE-Fr - Initiative 5%,2020-10-12,2.0,21034.0,INFO GLOBAL TECHNOLOGIE PLUS
21-EI0704,"Contrat de mission expert long-terme, PERDRO, PERU",Expert individuel (CPS),Asistencia tecnica en Apoyo a la Estrategia Nacional de Lucha Contra las Drogas en el Perù,Prestations intellectuelles et expertise individuelle,Pérou,Union Européenne,2020-10-13,26.0,24406.08,Mauricio RIVERA
20-EI2734,Formation de formateurs: Pédagogie et ingénierie de projet; Conduite de projet d'insertion sociale et économique,Expert individuel (CPS),Projet d Appui à l inclusion productive des populations vulnérables au Congo Brazzaville - TELEMA,Prestations intellectuelles et expertise individuelle,"Congo, République du",Agence Française de Développement (AFD),2020-10-15,5.0,16000.0,Julia GIANNETTI
20-MR1070,Inventaire GES Bamako,Marché,Support to the Covenant of Mayors in Sub-Saharan Africa - Phase 3,Prestations intellectuelles et expertise individuelle,"Kenya, Mali, Ouganda, Togo",Union Européenne,2020-10-15,8.0,35000.0,ENDA ENERGIE
21-EI0677,"Contrat Coordinateur de projet, projet ALPAJ, Algérie",Expert individuel (CPS),Programme d'Appui au Secteur de la justice (PASJA),Prestations intellectuelles et expertise individuelle,Algérie,Union Européenne,2020-10-18,12.0,153190.0,Damien ROMESTANT
20-EI2696,CPS_Barbara Milani_20SANIN844,Expert individuel (CPS),Appuyer le CCM-Tunisie sur les différentes étapes du processus d’élaboration de la requête de financement VIH et RSS pour la période 2022-2024,Prestations intellectuelles et expertise individuelle,Tunisie,MAE-Fr - Initiative 5%,2020-10-22,11.0,24650.0,MILANI BARBARA
20-MR2748,Appui de la DGD dans l'amélioration de ses activités d’analyse des risques et de sélectivité,Marché,Projet d'Appui aux Corps de Contrôle et à la Réforme de l'Administration fiscale (PACCAF),Prestations intellectuelles et expertise individuelle,Guinée,Union Européenne,2020-10-27,5.0,124526.0,United Nations Conference on Trade and Development (CNUCED)
20-MR2612,Conakry W-TRANSPORT PRESTATION DE SERVICES DE LOCATION DE VEHICULES POUR LE COMPTE DU PROJET TEH EN GUINEE,Marché,Lutte contre la traite - Golfe de Guinée,Services,Guinée,Union Européenne,2020-11-02,25.0,30000.0,W- transport (location de véhicules Guinée)
20-EI2825,"Appui à la création, à l’animation et à la mise en ligne d’un site internet d’information et de référencement sur l’autisme",Expert individuel (CPS),"Projet d’appui au dépistage, diagnostic et prise en charge de l’autisme en Algérie",Prestations intellectuelles et expertise individuelle,Algérie,MAE-Fr,2020-11-02,13.0,35700.0,Guillemin Marie
20-SB2258,Recruitement of an NGO in Nigeria for the implementation of the education through sport programme through the AFD-NBA partnership,Subvention,Education par le sport AFD NBA,Subvention,"Afrique du Sud, Côte d'Ivoire, Kenya, Maroc, Nigéria, Sénégal","Agence Française de Développement (AFD), Autre bailleurs multilatéral/Organisations Internationales",2020-11-04,47.0,464143.9,Dream Sports Africa
20-EI2827,Key Expert 3 Cécile Macé,Expert individuel (CPS),MEDISAFE,Prestations intellectuelles et expertise individuelle,"Burundi, Congo, République Démocratique du, Ethiopie, Ghana, Kenya, Malawi, Ouganda, Rwanda, Seychelles, Tanzanie, République-Unie De, Zambie",Union Européenne,2020-11-05,29.0,132000.0,SARL Pharma 2C International Consulting
20-EI2937,Capacity bulding for the Libyan Innovation Technical Commitee : N-ABLE,Expert individuel (CPS),PSDP1 Private Sector Development Phase 1,Prestations intellectuelles et expertise individuelle,Libye,Union Européenne,2020-11-09,8.0,22800.0,S.A.S N-ABLE
20-MR2919,EVOLUTIS PROJECT DEVELOPMENT : ELABORATION D’UN LIVRE BLANC DU SECTEUR PRIVE A MADAGASCAR,Marché,Technical Assistance Facility for improving the business environment and wider investment climate through a structured dialogue,Services,"Afrique du Sud, Angola, Antigua et Barbuda, Bahamas, Barbade, Belize, Bénin, Botswana, Burkina Faso, Burundi, Cameroun, Cap-Vert, Centrafrique (Republique de), Comores, Congo, République Démocratique du, Congo, République du, Côte d'Ivoire, Cuba, Djibouti, Dominicaine, République, Dominique, Erythrée, Etats Fédérés de Micronésie, Ethiopie, Fidji, Gabon, Gambie, Ghana, Grenade, Guinée, Guinée équatoriale, Guinée-Bissau, Haïti, Iles  Marshall, Iles Cook, Jamaïque, Kenya, Kiribati, Lesotho, Libéria, Madagascar, Malawi, Mali, Maurice (île), Mauritanie, Mozambique, Namibie, Nauru, Niger, Nigéria, Niue, Ouganda, Palaos, Papouasie-Nouvelle-Guinée, Rwanda, Sainte-Lucie, Saint-Kitts-Et-Nevis, Saint-Vincent-Et-les Grenadines, Salomon, Îles, Samoa, Sao Tomé-Et-Principe, Sénégal, Seychelles, Sierra Leone, Somalie, Soudan, Suriname, Swaziland, Tanzanie, République-Unie De, Tchad, Timor leste (Timor) Oriental, Togo, Tonga, Trinité-Et-Tobago, Tuvalu, Vanuatu, Zambie, Zimbabwe",Union Européenne,2020-11-09,12.0,32300.0,EVOLUTIS PROJECTS DEVELOPMENT LTD
20-MR3548,Plateforme diigitale GBO,Marché,Appui à la mise en œuvre des réformes budgétaire et comptable,Services,Tunisie,Union Européenne,2020-11-10,3.0,21850.0,SOCIETE MEDIANET
21-MR1385,Ayou container - production de deux containers Tripoli et Benghai - C.2.2,Marché,PSDP1 Private Sector Development Phase 1,Fournitures,Libye,Union Européenne,2020-11-10,2.0,46000.0,STE AYOU CONTAINER SUARL
20-EI2736,Mission d’assistance technique à la mise en œuvre d’un volet  pilote d’agriculture communautaire dans le cadre du projet d’accompagnement au désenclavement en RCA.,Expert individuel (CPS),Projet d'accompagnement au désenclavement des régions en République centrafricaine - phase 2,Prestations intellectuelles et expertise individuelle,Centrafrique (Republique de),MAE-Fr,2020-11-15,10.0,28350.0,NEUVE TERRE EURL
20-EI3458,ROU - STE Monitoring,Expert individuel (CPS),Implementation of the accrual accounting reform in Greece & Public Spending Review and Efficiency in Romania,Prestations intellectuelles et expertise individuelle,"Grèce, Roumanie",Union Européenne,2020-11-16,17.0,24500.0,STRUIJVE Oscar
20-AC3091,"ASISTENCIA TECNICA PARA EL APOYO AL FORTALECIMIENTO DE INSTITUCIONES REGIONALES Y NACIONALES EN LA PROMOCION DE LA JUSTICIA CON PERSPECTIVA DE GÉNERO
LOTE 1",Accord cadre,EUROsociAL+,Prestations intellectuelles et expertise individuelle,"Argentine, Bolivie, Brésil, Chili, Colombie, Costa Rica, El Salvador, Equateur, Guatemala, Honduras, Mexique, Nicaragua, Panama, Paraguay, Pérou, Uruguay",Union Européenne,2020-11-18,23.0,55400.0,BARBARA SORDI STOCK
