DateOfArrivalAtBIP,BorderInspectionPost,EntryBIPCountry,ConsigneeCountry,ImporterCountry,CountryofOrigin,CommodityGroup,CommodityCode,Species,Temperature,TranshipmentBIPCountry,TranshipmentBIP,TranshipmentTo3rdCountry,To3rdCountry,TransitExitBIP,ForReImport,ForInternalMarket,DateofDeclaration,YearofDeclaration,QuarterofDeclaration,MonthofDeclaration,DayofDeclaration,DocumentaryCheck,IdentityCheck,TotalGrossWeightKg,PhysicalCheck,LaboratoryTestsPerformed,LaboratoryTestsMotivation,LaboratoryTestConclusion,LaboratoryTestTranslation,AcceptableforInternal Market,Notacceptable,RefusalReasonCodeList,DateofDecision,YearofDecision,QuarterofDecision,MonthofDecision,DayofDecision,TotalNetWeightkg
2020-12-11,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Brazil,Poultry meat and poultry meat products,2109939.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-23,2020.0,4,12.0,23.0,Satisfactory,Satisfactory,25500.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-23,2020.0,4,12.0,23.0,25500.0
2020-12-11,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Brazil,Poultry meat and poultry meat products,2109939.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-23,2020.0,4,12.0,23.0,Satisfactory,Satisfactory,2628859.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-23,2020.0,4,12.0,23.0,25005.0
2020-12-11,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Brazil,Poultry meat and poultry meat products,2109939.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-23,2020.0,4,12.0,23.0,Satisfactory,Satisfactory,2628859.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-23,2020.0,4,12.0,23.0,25005.0
2020-12-14,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,Thailand,Preparations of cereals, flour, starch or milk,1.9022091E7,/,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-04,2020.0,4,12.0,4.0,Satisfactory,Satisfactory,2644.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-22,2020.0,4,12.0,22.0,2400.0
2020-12-14,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-04,2020.0,4,12.0,4.0,Satisfactory,Satisfactory,2299.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-22,2020.0,4,12.0,22.0,2100.0
2020-12-14,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-04,2020.0,4,12.0,4.0,Satisfactory,Satisfactory,66.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-22,2020.0,4,12.0,22.0,60.0
2020-12-14,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-04,2020.0,4,12.0,4.0,Satisfactory,Satisfactory,2665.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-22,2020.0,4,12.0,22.0,2275.0
2020-12-06,London Gateway,United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3038990.0,Scomberomorus Commerson,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-04,2020.0,4,12.0,4.0,Satisfactory,Satisfactory,0.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-10,2020.0,4,12.0,10.0,0.0
2020-12-06,London Gateway,United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3038990.0,Sphyraena Jello,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-04,2020.0,4,12.0,4.0,Satisfactory,Satisfactory,10900.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-10,2020.0,4,12.0,10.0,10346.0
2020-12-06,London Gateway,United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3038910.0,Glossogobius Giuris,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-04,2020.0,4,12.0,4.0,Satisfactory,Satisfactory,0.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-10,2020.0,4,12.0,10.0,0.0
2020-12-06,London Gateway,United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3038910.0,Mastacembelus Armatus,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-04,2020.0,4,12.0,4.0,Satisfactory,Satisfactory,0.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-10,2020.0,4,12.0,10.0,0.0
2020-12-06,London Gateway,United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3038910.0,Mystus Spp,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-04,2020.0,4,12.0,4.0,Satisfactory,Satisfactory,0.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-10,2020.0,4,12.0,10.0,0.0
2020-12-06,London Gateway,United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3038910.0,Notopterus Spp,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-04,2020.0,4,12.0,4.0,Satisfactory,Satisfactory,0.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-10,2020.0,4,12.0,10.0,0.0
2020-12-06,London Gateway,United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3038910.0,Wallago Attu,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-04,2020.0,4,12.0,4.0,Satisfactory,Satisfactory,0.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-10,2020.0,4,12.0,10.0,0.0
2020-12-05,Southampton, P,United Kingdom,United Kingdom,United Kingdom,Canada,Oil seeds and oleaginous fruits,121490.0,/,Ambient,-,/,-,-,/,No,Animal Feedingstuff,2020-12-07,2020.0,4,12.0,7.0,Satisfactory,Satisfactory,24060.0,Satisfactory,No,-,-,-,Animal Feedingstuff,-,-,2020-12-14,2020.0,4,12.0,14.0,24060.0
2020-12-05,Southampton, P,United Kingdom,United Kingdom,United Kingdom,Canada,Oil seeds and oleaginous fruits,121490.0,/,Ambient,-,/,-,-,/,No,Animal Feedingstuff,2020-12-07,2020.0,4,12.0,7.0,Satisfactory,Satisfactory,48070.0,Satisfactory,No,-,-,-,Animal Feedingstuff,-,-,2020-12-14,2020.0,4,12.0,14.0,48070.0
2020-12-13,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Myanmar,Fishery products,3038910.0,Pangasius Spp,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-23,2020.0,4,12.0,23.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-23,2020.0,4,12.0,23.0,0.0
2020-12-13,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Myanmar,Fishery products,3038910.0,Rita Sacerdotum,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-23,2020.0,4,12.0,23.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-23,2020.0,4,12.0,23.0,0.0
2020-12-13,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Myanmar,Fishery products,3038910.0,Sperata Aor,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-23,2020.0,4,12.0,23.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-23,2020.0,4,12.0,23.0,0.0
2020-12-13,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Myanmar,Fishery products,3038910.0,Systomus Sarana,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-23,2020.0,4,12.0,23.0,Satisfactory,Satisfactory,22743.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-23,2020.0,4,12.0,23.0,21741.0
2020-12-13,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Myanmar,Fishery products,3038910.0,Wallago Attu,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-23,2020.0,4,12.0,23.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-23,2020.0,4,12.0,23.0,0.0
2020-12-13,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Myanmar,Fishery products,3032500.0,Catla Catla,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-23,2020.0,4,12.0,23.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-23,2020.0,4,12.0,23.0,0.0
2020-12-13,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Myanmar,Fishery products,3032500.0,Cirrhinus Cirrhosus,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-23,2020.0,4,12.0,23.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-23,2020.0,4,12.0,23.0,0.0
2020-12-13,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Myanmar,Fishery products,3032500.0,Labeo Rohita,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-23,2020.0,4,12.0,23.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-23,2020.0,4,12.0,23.0,0.0
2020-12-13,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Myanmar,Fishery products,3038910.0,Pangasius Spp,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-30,2020.0,4,12.0,30.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-30,2020.0,4,12.0,30.0,0.0
2020-12-13,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Myanmar,Fishery products,3038910.0,Rita Sacerdotum,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-30,2020.0,4,12.0,30.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-30,2020.0,4,12.0,30.0,0.0
2020-12-13,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Myanmar,Fishery products,3038910.0,Sperata Aor,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-30,2020.0,4,12.0,30.0,Satisfactory,Satisfactory,22743.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-30,2020.0,4,12.0,30.0,21741.0
2020-12-13,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Myanmar,Fishery products,3038910.0,Systomus Sarana,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-30,2020.0,4,12.0,30.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-30,2020.0,4,12.0,30.0,0.0
2020-12-13,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Myanmar,Fishery products,3038910.0,Wallago Attu,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-30,2020.0,4,12.0,30.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-30,2020.0,4,12.0,30.0,0.0
2020-12-13,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Myanmar,Fishery products,3032500.0,Catla Catla,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-30,2020.0,4,12.0,30.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-30,2020.0,4,12.0,30.0,0.0
2020-12-13,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Myanmar,Fishery products,3032500.0,Cirrhinus Cirrhosus,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-30,2020.0,4,12.0,30.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-30,2020.0,4,12.0,30.0,0.0
2020-12-13,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Myanmar,Fishery products,3032500.0,Labeo Rohita,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-30,2020.0,4,12.0,30.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-30,2020.0,4,12.0,30.0,0.0
2020-12-12,Southampton, P,United Kingdom,United Kingdom,United Kingdom,United States,Oil seeds and oleaginous fruits,121490.0,/,Ambient,-,/,-,-,/,No,Animal Feedingstuff,2020-12-24,2020.0,4,12.0,24.0,Satisfactory,Satisfactory,6887.0,Satisfactory,No,-,-,-,Animal Feedingstuff,-,-,2020-12-24,2020.0,4,12.0,24.0,3396.0
2020-12-09,Belfast,United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2044250.0,Ovis Aries,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-21,2020.0,4,12.0,21.0,-,-,24206.0,-,-,-,-,-,-,-,-,?,2020.0,4,12.0,21.0,23501.0
2020-11-30,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042250.0,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-02,2020.0,4,12.0,2.0,Satisfactory,Satisfactory,12847.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-02,2020.0,4,12.0,2.0,12142.0
2020-12-08,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042250.0,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-09,2020.0,4,12.0,9.0,Satisfactory,Satisfactory,4244.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-09,2020.0,4,12.0,9.0,4006.0
2020-12-09,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042250.0,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-10,2020.0,4,12.0,10.0,Satisfactory,Satisfactory,4191.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-10,2020.0,4,12.0,10.0,3949.0
2020-12-09,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042250.0,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-10,2020.0,4,12.0,10.0,Satisfactory,Satisfactory,3845.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-11,2020.0,4,12.0,11.0,3609.0
2020-12-09,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042250.0,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-10,2020.0,4,12.0,10.0,Satisfactory,Satisfactory,3961.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-11,2020.0,4,12.0,11.0,3719.0
2020-12-09,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042250.0,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-11,2020.0,4,12.0,11.0,Satisfactory,Satisfactory,4324.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-11,2020.0,4,12.0,11.0,4084.0
2020-12-10,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042250.0,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-12,2020.0,4,12.0,12.0,Satisfactory,Satisfactory,18009.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-13,2020.0,4,12.0,13.0,17014.0
2020-12-09,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042250.0,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-14,2020.0,4,12.0,14.0,Satisfactory,Satisfactory,4079.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-14,2020.0,4,12.0,14.0,3840.0
2020-12-09,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042250.0,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-14,2020.0,4,12.0,14.0,Satisfactory,Satisfactory,3890.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-14,2020.0,4,12.0,14.0,3680.0
2020-12-09,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,New Zealand,Meat,2089098.0,Antilocapra Spp,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-14,2020.0,4,12.0,14.0,Satisfactory,Satisfactory,522.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-14,2020.0,4,12.0,14.0,465.0
2020-12-12,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042250.0,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-14,2020.0,4,12.0,14.0,Satisfactory,Satisfactory,4308.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-14,2020.0,4,12.0,14.0,4073.0
2020-12-12,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042250.0,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-14,2020.0,4,12.0,14.0,Satisfactory,Satisfactory,4301.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-14,2020.0,4,12.0,14.0,4067.0
2020-12-13,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042250.0,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-15,2020.0,4,12.0,15.0,Satisfactory,Satisfactory,4012.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-15,2020.0,4,12.0,15.0,3769.0
2020-12-13,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042250.0,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-15,2020.0,4,12.0,15.0,Satisfactory,Satisfactory,4294.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-15,2020.0,4,12.0,15.0,4039.0
2020-12-13,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042250.0,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-15,2020.0,4,12.0,15.0,Satisfactory,Satisfactory,4143.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-15,2020.0,4,12.0,15.0,3903.0
2020-12-13,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042250.0,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-15,2020.0,4,12.0,15.0,Satisfactory,Satisfactory,4288.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-15,2020.0,4,12.0,15.0,4047.0
2020-12-13,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042250.0,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-15,2020.0,4,12.0,15.0,Satisfactory,Satisfactory,4328.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-15,2020.0,4,12.0,15.0,4088.0
2020-12-13,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042250.0,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-15,2020.0,4,12.0,15.0,Satisfactory,Satisfactory,4071.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-15,2020.0,4,12.0,15.0,3831.0
2020-12-10,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042250.0,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-15,2020.0,4,12.0,15.0,Satisfactory,Satisfactory,13290.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-15,2020.0,4,12.0,15.0,12582.0
2020-12-10,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042300.0,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-16,2020.0,4,12.0,16.0,Satisfactory,Satisfactory,12679.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-16,2020.0,4,12.0,16.0,12005.0
2020-12-10,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042230.0,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-16,2020.0,4,12.0,16.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-16,2020.0,4,12.0,16.0,0.0
2020-12-10,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042250.0,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-16,2020.0,4,12.0,16.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-16,2020.0,4,12.0,16.0,0.0
2020-12-10,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042300.0,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-16,2020.0,4,12.0,16.0,Satisfactory,Satisfactory,10250.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-17,2020.0,4,12.0,17.0,10250.0
2020-12-10,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042250.0,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-16,2020.0,4,12.0,16.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-17,2020.0,4,12.0,17.0,0.0
2020-12-10,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042250.0,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-16,2020.0,4,12.0,16.0,Satisfactory,Satisfactory,4274.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-16,2020.0,4,12.0,16.0,4036.0
2020-12-10,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042250.0,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-16,2020.0,4,12.0,16.0,Satisfactory,Satisfactory,4101.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-16,2020.0,4,12.0,16.0,3864.0
2020-12-08,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042250.0,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-09,2020.0,4,12.0,9.0,Satisfactory,Satisfactory,4334.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-17,2020.0,4,12.0,17.0,4103.0
2020-12-08,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042250.0,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-09,2020.0,4,12.0,9.0,Satisfactory,Satisfactory,4083.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-17,2020.0,4,12.0,17.0,3847.0
2020-12-06,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042250.0,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-21,2020.0,4,12.0,21.0,Satisfactory,Satisfactory,4189.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-21,2020.0,4,12.0,21.0,3949.0
2020-12-06,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042250.0,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-21,2020.0,4,12.0,21.0,Satisfactory,Satisfactory,4203.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-21,2020.0,4,12.0,21.0,3962.0
2020-12-06,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042250.0,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-21,2020.0,4,12.0,21.0,Satisfactory,Satisfactory,4347.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-21,2020.0,4,12.0,21.0,4100.0
2020-12-06,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042250.0,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-21,2020.0,4,12.0,21.0,Satisfactory,Satisfactory,4340.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-21,2020.0,4,12.0,21.0,4102.0
