TradingName,Date
D J & O M Marks & Son,2019-11-22
D G & S A REES A'U MEIBION,2019-11-22
M J & J OWENS,2019-11-22
G B MOORHOUSE,2019-11-22
M/S JEFFREY DIBB,2019-11-22
T/A: R & R Moss,2019-11-22
T/A: Brynkinalt Farming Limited,2019-11-22
D E & P WILSON,2019-11-25
N & R SUTCLIFFE,2019-11-25
R E SNOWDON & SON,2019-11-26
D H TUPPER FARMS,2019-11-26
The Goodwood Estate Company Ltd,2019-11-26
L & A FITTON & SONS,2019-11-26
MR S L SEABRIDGE,2019-11-26
MR N STUBBS,2019-11-26
L S PROSSER & SON,2019-11-26
E C Dixon & Son,2019-11-26
F G BREWER & SONS (FARMS) LTD,2019-11-26
C R CARDELL,2019-11-26
J & N YOUNG,2019-11-26
R & J DODGSON,2019-11-26
J C DAWE & SON,2019-11-26
T/A: JR & MC Downes & Son,2019-11-26
K PUGH,2019-11-26
J R TATTERSALL,2019-11-26
T/A: C & P Allen,2019-11-26
S K Lewis,2019-11-27
T/A: JE & HM Rutter,2019-11-27
T/A: Peter Hill & Son,2019-11-27
"G J, R T, D J & I EDGE",2019-11-27
T/A: ME & ME Davenport,2019-11-27
"T/A : S A, H & T Southworth",2019-11-27
MESSRS A H RITSON,2019-11-27
MR R L LATHAM,2019-11-27
B J & G C PINCOMBE,2019-11-27
D J & W M WARREN,2019-11-27
J L Bartlett,2019-11-27
I. R. T. S. Verney,2019-11-27
W W Trude & Son,2019-11-27
D G & V M HALE,2019-11-27
C H WOOD,2019-11-27
T/A: A M Duguid & Son,2019-11-27
F W READ & SONS LTD,2019-11-27
J R EDWARDS,2019-11-27
N P & D J DARWIN LTD,2019-11-28
M & R M HOLMES & SON,2019-11-28
P & J BROWN & SON,2019-11-28
D S BUXTON & SON,2019-11-28
L E MILLER & SON,2019-11-28
R E Fewings & Son,2019-11-28
G D & M RODGERS & SONS,2019-11-28
MESSRS A & W JOHNSTON,2019-11-28
M/S E GAY & SONS,2019-11-28
R J & H A PEARSE,2019-11-28
ML & ME Whitting,2019-11-28
MESSRS T H HOLME,2019-11-28
T/A: D R & S M Reed & Son,2019-11-28
T/A: R H & S MOTTERSHEAD,2019-11-28
D J & N J Wall,2019-11-28
C J & J A REED,2019-11-28
M/S WD & B P NORBURY & SONS,2019-11-29
A & C DRINKALL,2019-11-29
T/A: A P Richards,2019-11-29
G J CARTER,2019-11-29
"J B, M, M A & M J WILLIAMS",2019-11-29
T & H WOOLLISCROFT,2019-11-29
MESSRS J L & E M PARKER & SON,2019-11-29
Backhouse Partners Limited,2019-11-29
M/S C S & S J LANGRIDGE,2019-11-29
DUNCAN DAWES FARMS LTD,2019-12-02
R S & A J DELVES,2019-12-02
J & M CRAIG,2019-12-02
LOWER CLAVERHAM FARM LTD,2019-12-02
W & A APPLETON (ARLINGTON) LTD,2019-12-02
NUTTALL BROS,2019-12-02
T/A: Carpenters Hill Farm,2019-12-02
MESSRS W H KITCHING & SONS,2019-12-02
E & P M WISE,2019-12-02
Ahimsa Dairy Foundation,2019-12-02
H Route & Sons,2019-12-02
T/A: Foxcombe Hill Farm,2019-12-02
T/A: G L and EM Lewis,2019-12-03
T/A :  EG & NB Quinn,2019-12-03
G GOODWIN & SON,2019-12-03
E G & N B QUINN,2019-12-03
T/A: Plainspot Farm,2019-12-03
T C LANE,2019-12-03
E J GRIBBLE,2019-12-03
MRS A M WRAY & SON,2019-12-03
R E SNOWDON & SON,2019-12-03
C M John,2019-12-03
Davies Penlan,2019-12-03
P J GRIFFITHS & SON,2019-12-03
MR H G DAVEY,2019-12-04
M G & J PARKER,2019-12-04
WRIGHT BROS,2019-12-04
T/A: P S & S P KERSHAW,2019-12-04
T/A: TC Alderson & Son,2019-12-04
THOMASSON FARMS LTD,2019-12-04
J R & J R DAVENPORT & SONS,2019-12-04
D R & C GALBRAITH,2019-12-04
SMALLTHWAITE FARMS LTD,2019-12-04
MR E A & MRS N J GRIFFITHS & SON,2019-12-04
T E HARCOMBE & SON,2019-12-04
J B RYDER & PARTNERS,2019-12-04
T/A : Yareal Llanforda Limited,2019-12-04
T/A: A D & F E Elliott,2019-12-04
T/A: Nicola Mason,2019-12-05
T/A: J R and S M Howie,2019-12-05
S J SHERRATT,2019-12-05
N E & E M BARGH & SON,2019-12-05
M & C A Watson,2019-12-05
W R KELLAND & SONS,2019-12-05
HOSKINS PARTNERS,2019-12-05
H W & M A DUNN,2019-12-05
P J Caunter & Son,2019-12-05
MESSRS RAMSAY LTD,2019-12-05
BOUSTAGILL FARM,2019-12-05
M/S J D & J A HOLGATE,2019-12-05
A H A LEWIS,2019-12-05
H W  & E E WILLIAMS,2019-12-05
O Ll Morris & T O Morris,2019-12-05
DAVID FRYARS & SON,2019-12-05
W ROGERSON & SONS,2019-12-05
"D J, M J & P W House",2019-12-05
A W & D KENNERLEY & SON,2019-12-06
B C & G M PATTEN,2019-12-06
Smeaton Hall Farm,2019-12-06
D A & E M DRINKALL & SON,2019-12-06
P Philp,2019-12-06
W T & P FEARN,2019-12-06
W P GREGORY,2019-12-06
BURTHWAITE FARMS,2019-12-09
Thackwood Farms Ltd,2019-12-09
SMALLTHWAITE FARMS LTD,2019-12-09
J McKELLAR / DROINTON FARMS,2019-12-09
J S Furnival & Son,2019-12-09
D E Jackson & Son,2019-12-09
S J SHERRATT,2019-12-09
P T LATHAM,2019-12-10
M L & J A McNamara,2019-12-10
P C & G M WILLIAMS,2019-12-10
P D WILLIAMS & SONS,2019-12-10
R S TAYLOR & SON,2019-12-10
T/A: Hopewall Farm Foods,2019-12-10
T/A: A M Duguid & Son,2019-12-10
Picton Castle Dairy Ltd,2019-12-10
Mr J M & Mrs S M Robinson,2019-12-10
R G EMMOTT,2019-12-10
J H HAWKEY & SON,2019-12-10
D & C GIBSON,2019-12-10
D FOTHERBY & SONS,2019-12-10
KNOX & SONS,2019-12-11
R J & MRS C A BUCKLAND,2019-12-11
T R D GRIFFIN & SON,2019-12-11
C J & S LISTER,2019-12-11
R R BARRETT & SON,2019-12-11
P & M HAYLOCKS FARMS,2019-12-11
E BLOCKLEY,2019-12-11
The Goodwood Estate Company Ltd,2019-12-11
Walford & North Shropshire College,2019-12-11
P Ll Francis & Son,2019-12-11
GILCOMBE FARM,2019-12-11
P T Bale & Sons,2019-12-11
MR G PATCH,2019-12-11
T/A: W Brown & Son,2019-12-11
T/A : Yareal Llanforda Limited,2019-12-11
T/A : GF & ME Morris and Sons,2019-12-11
M A & A H PLATT,2019-12-11
Mr William A E Fox,2019-12-11
R D ASHBY & SON,2019-12-12
SKINNER & SON,2019-12-12
A & M M GREGORY & SONS,2019-12-12
T/A: Stowells Farms,2019-12-12
G J & M Vigar-Smith,2019-12-12
N P & D J DARWIN LTD,2019-12-12
"G, P & R SIMPSON",2019-12-12
G R DENT,2019-12-12
R W MARSTON & SON,2019-12-12
P & J BROWN & SON,2019-12-12
R NAYLOR & SONS,2019-12-12
J E JOHN & SON,2019-12-12
Ludchurch Farms Ltd,2019-12-12
S J & C HOOLEY,2019-12-12
"J B, M, M A & M J WILLIAMS",2019-12-12
G A & H VICARY,2019-12-12
T/A: Pulford Farm Dairies,2019-12-12
J E ARCHER & SONS FARMERS LTD,2019-12-13
N G & J SREAD & SONS,2019-12-13
C J SUENSON-TAYLOR,2019-12-13
W J A & S J HAIN,2019-12-13
P C AND R W WHITE,2019-12-13
ROBERT FRANK ASPDEN,2019-12-13
M/S J & I WHITAKER,2019-12-13
M/S JEFFREY DIBB,2019-12-13
G B MOORHOUSE,2019-12-13
MESSRS J L & E M PARKER & SON,2019-12-13
M/S C S & S J LANGRIDGE,2019-12-13
M/S VERNON & PARTNERS,2019-12-13
JOHN MORRIS & SONS,2019-12-13
T/A: Messrs J Sewell,2019-12-13
T/A : DE & KS Roberts,2019-12-13
T/A: G R Evans,2019-12-13
T/A  D A AND J L BENNION,2019-12-16
Reg as: THE WELBECK ESTATE CO LTD,2019-12-16
T/A: P G T HOOK & SON,2019-12-16
T/A: Barkers Farm,2019-12-16
MESSRS BECKWITH,2019-12-16
MESSRS A H RITSON,2019-12-16
N J & J M TODHUNTER,2019-12-16
T/A: Edgar and Son,2019-12-16
R F & C E HODGSON,2019-12-17
J A & L S M TRIPCONEY,2019-12-17
KEYBRIDGE FARMS,2019-12-17
E G & A EVANS,2019-12-17
JOHN MORRIS & SONS,2019-12-17
Mrs M K Manford & Partners,2019-12-17
P J IKIN,2019-12-17
Mr William A E Fox,2019-12-17
S T & A L Ward Ltd,2019-12-17
Charles Wray,2019-12-17
G H JONES & SON,2019-12-17
J E ASQUITH,2019-12-18
Jon Appleby and Joy Appleby,2019-12-18
M/S ALVIS BROS. LTD,2019-12-18
MR EJ & MRS SJ COURT,2019-12-18
K G STAPLETON & SON,2019-12-18
J M GRIFFITHS & SON,2019-12-18
A P & L M JOHNSON,2019-12-18
H R DANIEL & SON,2019-12-18
M/S S & M R ASHTON & SONS,2019-12-19
M/S J D & J A HOLGATE,2019-12-19
D E & P WILSON,2019-12-20
LA RIVIERE LTD,2019-12-20
P J FORKNALL,2019-12-20
PLURENDEN PARTNERSHIP,2019-12-20
David Cholmondeley,2019-12-20
T/A: Mason-Birkland Barrow,2019-12-23
D & C GIBSON,2019-12-23
MESSRS A H RITSON,2019-12-23
M/S J E FARROW & SON,2019-12-23
HORSLEY GATES PARTNERSHIP,2019-12-23
MRS A M WRAY & SON,2019-12-23
N P & D J DARWIN LTD,2019-12-24
