Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
UK Trade and Investment Programme,UK Trade and Investment Programme,01/10/2015,Current Grants To Private Sector - NPISH - Trade Access Programme Group Support Scheme,Trade Group - Partnerships & Business,FILM EXPORT UK LTD,115374,"12,000.00",,W1W 8LU,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/10/2015,Current Grants To Private Sector - NPISH - Trade Access Programme Group Support Scheme,Trade Group - Partnerships & Business,FILM EXPORT UK LTD,115375,"1,440.00",,W1W 8LU,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/10/2015,Current Grants To Private Sector - NPISH - Trade Access Programme Group Support Scheme,Trade Group - Partnerships & Business,BRITISH EDUCATIONAL SUPPLIERS ASSOCIATION,115376,"12,500.00",,E14 9XL,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/10/2015,Current Grants To Private Sector - NPISH - Trade Access Programme Group Support Scheme,Trade Group - Partnerships & Business,BRITISH EDUCATIONAL SUPPLIERS ASSOCIATION,115377,"1,200.00",,E14 9XL,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/10/2015,Current Grants To Private Sector - NPISH - Trade Access Programme Group Support Scheme,Trade Group - Partnerships & Business,BABY PRODUCTS ASSOCIATION LTD,115378,"67,500.00",,MK18 2LW,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,02/10/2015,Current Grants To Private Sector - NPISH - Trade Access Programme Group Support Scheme,Trade Group - Partnerships & Business,BABY PRODUCTS ASSOCIATION LTD,115379,"3,600.00",,MK18 2LW,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,02/10/2015,Current Grants To Private Sector - NPISH - Trade Access Programme Group Support Scheme,Trade Group - Partnerships & Business,BABY PRODUCTS ASSOCIATION LTD,115379,"10,800.00",,MK18 2LW,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,02/10/2015,Outsourced Programme Management - Investment - Entrepreneurs (Autumn Statement),"Investment Development - Managing Director & Operations, Investment Development",WHITE HORSE CAPITAL LLP,115402,"4,800.00",,SE1 1NP,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,02/10/2015,Other Training Costs - UKTI Programme Admin,Chief Operating Officer - Strategy & Human Resources,BUSINESS NAVIGATORS (EUROPE) LTD,115404,702.56,,HG4 2PW,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,02/10/2015,Other Training Costs - UKTI Programme Admin,Chief Operating Officer - Strategy & Human Resources,BUSINESS NAVIGATORS (EUROPE) LTD,115404,"7,200.00",,HG4 2PW,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,02/10/2015,Subsistence Overseas - Market Visit Scheme,Trade Group - Service Delivery,ONE LONDON TRADE AND INVESTMENT LTD,115408,"1,440.34",,SE1 2JN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,02/10/2015,Conference and Exhibition Services - Inward Missions,Trade Group - Partnerships & Business,GRANT THORNTON UK LLP,115413,60,,NN4 7YE,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,02/10/2015,Corporate Event Management and Marketing - Outward Missions,Trade Group - Partnerships & Business,GRANT THORNTON UK LLP,115413,195.07,,NN4 7YE,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,02/10/2015,Corporate Event Management and Marketing - Sector Events - Abroad,Trade Group - Partnerships & Business,GRANT THORNTON UK LLP,115413,"67,431.70",,NN4 7YE,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,02/10/2015,Corporate Event Management and Marketing - Sector Events - UK,Trade Group - Partnerships & Business,GRANT THORNTON UK LLP,115413,"126,564.66",,NN4 7YE,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,02/10/2015,Conference and Exhibition Services - Non-Specific Programme activity,Trade Group - Partnerships & Business,GRANT THORNTON UK LLP,115414,160,,NN4 7YE,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,02/10/2015,Corporate Event Management and Marketing - Sector Events - UK,Trade Group - Partnerships & Business,GRANT THORNTON UK LLP,115415,"1,691.40",,NN4 7YE,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/10/2015,Mobile Line Rental - UKTI Programme Admin,Chief Operating Officer - IT and Finance,VODAFONE LTD,115448,4.8,,RG14 5FF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/10/2015,Mobile Line Rental - UKTI Programme Admin,Chief Operating Officer - IT and Finance,VODAFONE LTD,115449,6.32,,RG14 5FF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/10/2015,Mobile Line Rental - UKTI Programme Admin,Chief Operating Officer - IT and Finance,VODAFONE LTD,115450,4.8,,RG14 5FF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/10/2015,Mobile Line Rental - UKTI Programme Admin,Chief Operating Officer - IT and Finance,VODAFONE LTD,115451,4.8,,RG14 5FF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/10/2015,Mobile Line Rental - UKTI Programme Admin,Chief Operating Officer - IT and Finance,VODAFONE LTD,115452,4.8,,RG14 5FF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/10/2015,Mobile Line Rental - UKTI Programme Admin,Chief Operating Officer - IT and Finance,VODAFONE LTD,115453,4.8,,RG14 5FF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,02/10/2015,Marketing - Design Services - Brand Assets,Chief Operating Officer - Communications,WILLIAMS LEA LTD,115507,"1,033.73",,EC1M 4NA,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,06/10/2015,Hire of Agency Staff - Video Production Unit,Chief Operating Officer - Communications,HUDSON GLOBAL RESOURCES LTD,115518,"1,708.80",,G2 5HF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,02/10/2015,Business Management Advice - Cyber Security,Defence and Security Organisation - Cyber Security Team,MABBOTT CONSULTANCY LTD,115519,"4,031.25",,GL52 9UE,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,06/10/2015,Hire of Agency Staff - Video Production Unit,Chief Operating Officer - Communications,HUDSON GLOBAL RESOURCES LTD,115520,"2,115.00",,G2 5HF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,02/10/2015,Language Training - Trade Envoys,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development",INSTITUT FRANCAIS DU ROYAUME-UNI,115521,160,,SW7 2JN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,07/10/2015,Hire of Agency Staff - Sector Events - Abroad,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development",MANPOWER S R L,115526,"4,644.11",,20122,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,07/10/2015,Hire of Agency Staff - Sector Events - Abroad,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development",MANPOWER S R L,115527,"4,448.58",,20122,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,07/10/2015,Hire of Agency Staff - Sector Events - Abroad,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development",MANPOWER S R L,115528,250.29,,20122,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,07/10/2015,Hire of Agency Staff - Sector Events - Abroad,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development",MANPOWER S R L,115529,380.2,,20122,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,07/10/2015,Hire of Agency Staff - Sector Events - Abroad,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development",MANPOWER S R L,115531,635.97,,20122,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/10/2015,Stationery - INUK Corporate Identity,Investment Development - Global Operations,BANNER BUSINESS SERVICES LTD,115540,13.31,,S9 1XU,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,07/10/2015,Stationery - Other Programme Costs,Defence and Security Organisation - Business Development,BANNER BUSINESS SERVICES LTD,115541,98.35,,S9 1XU,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/10/2015,Air Travel - Other Programme Costs,Chief Operating Officer - Communications,"Personal Expense, Name Witheld",115585,32.2,,,EMPLOYEE,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/10/2015,Air Travel - Other Programme Costs,Chief Operating Officer - Communications,"Personal Expense, Name Witheld",115585,60.75,,,EMPLOYEE,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/10/2015,Professional Subscriptions - Investment - Sectors (Autumn Statement),"Investment Development - Entrepreneurship, Campaigns and Rapid Innovation","Personal Expense, Name Witheld",115595,144,,,EMPLOYEE,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/10/2015,Rail Travel UK - Non-Specific Programme activity,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development","Personal Expense, Name Witheld",115596,71.8,,SW1H 0ET,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/10/2015,Air Travel UK - Non-Specific Programme activity,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development","Personal Expense, Name Witheld",115596,164.52,,SW1H 0ET,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/10/2015,Hotel & Accommodation UK - Non-Specific Programme activity,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development","Personal Expense, Name Witheld",115596,375,,SW1H 0ET,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,06/10/2015,Other Media Costs - Non-Specific Programme activity,Investment Development - Strategic Investment & Accounts,WILLIAMS LEA LTD,115601,177.41,,EC1M 4NA,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/10/2015,Business Continuity Planning Service - Trade Marketing Events,Trade Group - Service Delivery,SOFTCAT LTD,115608,"7,434.70",,SL7 1LW,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/10/2015,Other Goods/Services - Corporate Materials,Trade Group - Creative Economy Tech & Construction,LORRAINE SHAH,115609,"1,621.06",,RG10 0EX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/10/2015,Other Professional Services - Non-Specific Programme activity,Investment Development - Strategic Investment & Accounts,BROOK STREET (UK) LTD,115621,594.91,,AL1 4ZX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,06/10/2015,Hire of Agency Staff - Webinars,Trade Group - Service Delivery,BROOK STREET (UK) LTD,115622,673.16,,AL1 4ZX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/10/2015,Marketing and Media - GREAT Events Overseas,Chief Operating Officer - Communications,ENGINE PARTNERS UK LLP (THE ENGINE GROUP LTD),115624,"3,571.43",,W1W 7RT,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/10/2015,Other ICT Costs - UKTI Programme Admin,Chief Operating Officer - IT and Finance,BRITISH TELECOMMUNICATIONS plc (BT),115642,114.3,,DH98 1BT,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/10/2015,Training And Development Expenditure - Global Inward Investment Accounts,Investment Development - Strategic Investment & Accounts,DOD'S PARLIAMENTARY COMMUNICATIONS LTD (WESTMINSTER EXPLAINED),115643,295,,SW1H 9BP,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,06/10/2015,Mobile Line Rental - Investment - Enablers (Autumn Statement),Investment Development - Strategy & Policy,VODAFONE LTD,115644,27.09,,RG14 5FF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/10/2015,Current Grants To Private Sector - NPISH - Trade Access Programme Group Support Scheme,Trade Group - Partnerships & Business,BIRMINGHAM CHAMBER OF COMMERCE AND INDUSTRY,115656,"10,500.00",,B15 3DH,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/10/2015,Current Grants To Private Sector - NPISH - Trade Access Programme Group Support Scheme,Trade Group - Partnerships & Business,BIRMINGHAM CHAMBER OF COMMERCE AND INDUSTRY,115657,"1,680.00",,B15 3DH,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/10/2015,Other Goods/Services - Sector Events - Abroad,Trade Group - Creative Economy Tech & Construction,THE PUBLISHERS ASSOCIATION,115666,"6,000.00",,WC1B 5BW,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/10/2015,Stationery - INUK Corporate Identity,Investment Development - Global Operations,BANNER BUSINESS SERVICES LTD,115671,17.93,,S9 1XU,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/10/2015,Stationery - INUK Corporate Identity,Investment Development - Global Operations,BANNER BUSINESS SERVICES LTD,115673,124.09,,S9 1XU,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/10/2015,Purchase of Equipment < £3000 - UKTI Programme Admin,Chief Operating Officer - IT and Finance,XMA LTD,115675,513.6,,NG11 7EP,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/10/2015,Purchase of Equipment < £3000 - UKTI Programme Admin,Chief Operating Officer - IT and Finance,XMA LTD,115676,"16,800.00",,NG11 7EP,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,06/10/2015,Hire of Agency Staff - Webinars,Trade Group - Service Delivery,BROOK STREET (UK) LTD,115677,784.98,,AL1 4JB,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/10/2015,Hire of Agency Staff - Non-Specific Programme activity,Trade Group - Partnerships & Business,BROOK STREET (UK) LTD,115678,"1,140.36",,AL1 4JB,VENDOR,,,Programme
