Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
UK Trade and Investment Programme,UK Trade and Investment Programme,01/02/2016,Hire of Agency Staff - Digital Business Opportunities,Trade Group - English Regions,CAPITA BUSINESS SERVICES LTD,131380.0,1,380.06 ,?,DL1 9HN,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/02/2016,Hire of Agency Staff - Video Production Unit,Chief Operating Officer - Marketing,HUDSON GLOBAL RESOURCES LTD,131392.0,2,538.00 ,?,G2 5HF,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/02/2016,Other Goods/Services - Non-Specific Programme activity,Chief Operating Officer - Chief Operating Officer,IS MEDIA LTD T/A PEOPLE FOR RESEARCH,131397.0,592.00 ,?,BS1 4HJ,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,02/02/2016,Corporate Event Management and Marketing - Sector Events - UK,Investment Development - Strategic Investment & Accounts,CABINET OFFICE,131398.0,-2,000.00 ,?,SW1A 2AA,WGA ONLY,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,02/02/2016,Corporate Event Management and Marketing - Sector Events - UK,Investment Development - Strategic Investment & Accounts,CABINET OFFICE,131398.0,2,500.00 ,?,SW1A 2AA,WGA ONLY,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,02/02/2016,Corporate Event Management and Marketing - Sector Events - UK,Investment Development - Strategic Investment & Accounts,CABINET OFFICE,131398.0,3,000.00 ,?,SW1A 2AA,WGA ONLY,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/02/2016,Catering Services - Non-Specific Programme activity,Investment Development - Managing Director & Operations, Investment Development,FOREIGN AND COMMONWEALTH OFFICE (FCO),131399.0,2,939.08 ,?,MK10 1PX,WGA ONLY,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence UK - Default,Trade Group - Energy & Transport,Personal Expense, Name Witheld,131459.0,5.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence UK - Default,Trade Group - Energy & Transport,Personal Expense, Name Witheld,131459.0,5.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Taxi Services UK - Default,Trade Group - Energy & Transport,Personal Expense, Name Witheld,131459.0,117.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,03/02/2016,Hospitality - UK - Default,Investment Development - Strategy & Policy,Personal Expense, Name Witheld,131462.0,387.32 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Other Professional Services - First Time Exporter Credits,Trade Group - English Regions,GLOBAL PLANT GENETICS LTD,131532.0,368.83 ,?,PE31 8AY,GRANT,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Other Professional Services - First Time Exporter Credits,Trade Group - English Regions,CHASE PLASTICS LTD,131535.0,169.16 ,?,IP27 0NE,GRANT,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,10/02/2016,Hotel & Accommodation Overseas - Investment - Sectors (Autumn Statement),Investment Development - Strategic Investment & Accounts,Personal Expense, Name Witheld,131559.0,240.03 ,?,?,?,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,10/02/2016,Air Travel UK - Investment - Sectors (Autumn Statement),Investment Development - Strategic Investment & Accounts,Personal Expense, Name Witheld,131559.0,710.29 ,?,?,?,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Other Professional Services - First Time Exporter Credits,Trade Group - English Regions,COFABRICO LIMITED,131560.0,1,000.00 ,?,NG7 2TU,GRANT,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,03/02/2016,Travel Booking - Non-Specific Programme activity,Defence and Security Organisation - Regional Directorates,GULFVISA LTD,131568.0,-286.40 ,?,HA4 9LT,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,03/02/2016,Travel Booking - Non-Specific Programme activity,Defence and Security Organisation - Regional Directorates,GULFVISA LTD,131568.0,358.00 ,?,HA4 9LT,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,03/02/2016,Travel Booking - Non-Specific Programme activity,Defence and Security Organisation - Regional Directorates,GULFVISA LTD,131568.0,429.60 ,?,HA4 9LT,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/02/2016,External Training - Non-Specific Programme activity,Trade Group - English Regions,GOVERNMENT KNOWLEDGE TRAINING LTD,131569.0,895.00 ,?,WC2N 5BW,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,17/02/2016,Travel Booking - Support to Defence & Security Campaigns,Defence and Security Organisation - Regional Directorates,GULFVISA LTD,131570.0,190.00 ,?,HA4 9LT,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/02/2016,Conference and Exhibition Services - Marketing Event,Trade Group - English Regions,EXEMPLAS TRADE SERVICES LTD,131571.0,225.00 ,?,AL7 3AX,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/02/2016,Other Professional Services - Marketing Event,Trade Group - English Regions,EXEMPLAS TRADE SERVICES LTD,131571.0,575.00 ,?,AL7 3AX,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/02/2016,Conference and Exhibition Services - Marketing Event,Trade Group - English Regions,EXEMPLAS TRADE SERVICES LTD,131571.0,641.67 ,?,AL7 3AX,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/02/2016,Conference and Exhibition Services - Marketing Event,Trade Group - English Regions,EXEMPLAS TRADE SERVICES LTD,131571.0,1,294.38 ,?,AL7 3AX,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Other Professional Services - First Time Exporter Credits,Trade Group - English Regions,MAGIS SUPPLIES,131572.0,447.50 ,?,M16 7WD,GRANT,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Other Professional Services - First Time Exporter Credits,Trade Group - English Regions,NORTH WEST ROLLER SERVICES LTD,131574.0,1,000.00 ,?,WA7 1TY,GRANT,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Other Professional Services - First Time Exporter Credits,Trade Group - English Regions,HARFORD MICHAELS KAYE LTD,131580.0,1,000.00 ,?,NW4 3NL,GRANT,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Other Professional Services - First Time Exporter Credits,Trade Group - English Regions,SOLAR MANAGEMENT LTD,131585.0,1,000.00 ,?,N1 7SB,GRANT,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/02/2016,Hire of Agency Staff - Non-Specific Programme activity,Chief Operating Officer - IT and Finance,CAPITA BUSINESS SERVICES LTD,131586.0,3,358.14 ,?,DL1 9HN,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/02/2016,Hotel & Accommodation Overseas - Trade Envoys (AS 2013 Emerging Markets),Managing Director, Policy and Network Development - Managing Director, Policy and Network Development,Personal Expense, Name Witheld,131589.0,101.07 ,?,?,?,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/02/2016,Taxi Services UK - Trade Envoys (AS 2013 Emerging Markets),Managing Director, Policy and Network Development - Managing Director, Policy and Network Development,Personal Expense, Name Witheld,131589.0,130.00 ,?,?,?,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/02/2016,Clearing - Cost - Assets Under Construction - Internally Developed Software - Default,Chief Operating Officer - IT and Finance,CORE TECHNOLOGY SYSTEMS (UK) LTD,131590.0,2,040.00 ,?,E1 8DE,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/02/2016,Clearing - Cost - Assets Under Construction - Internally Developed Software - Default,Chief Operating Officer - IT and Finance,CORE TECHNOLOGY SYSTEMS (UK) LTD,131591.0,6,120.00 ,?,E1 8DE,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/02/2016,Receipt of Fees and Charges - OMIS Income,Trade Group - English Regions,UNIVERSAL SILENCER LTD T/A UNIVERSAL ACOUSTIC & EMISSION TECHNOLOGIES,131594.0,2,100.00 ,?,LE10 1YE,GRANT,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/02/2016,Subsistence Overseas - Market Visit Scheme,Trade Group - English Regions,EXEMPLAS TRADE SERVICES LTD,131595.0,105.80 ,?,AL7 3AX,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/02/2016,Corporate Event Management and Marketing - GREAT Events UK,Chief Operating Officer - Marketing,MULLEN LOWE LONDON LTD,131596.0,-3,900.00 ,?,SW3 2XB,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/02/2016,Corporate Event Management and Marketing - GREAT Events UK,Chief Operating Officer - Marketing,MULLEN LOWE LONDON LTD,131597.0,2,700.00 ,?,SW3 2XB,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/02/2016,Clearing - Cost - Assets Under Construction - Internally Developed Software - Default,Chief Operating Officer - IT and Finance,CORE TECHNOLOGY SYSTEMS (UK) LTD,131599.0,2,040.00 ,?,E1 8DE,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/02/2016,Clearing - Cost - Assets Under Construction - Internally Developed Software - Default,Chief Operating Officer - IT and Finance,CORE TECHNOLOGY SYSTEMS (UK) LTD,131600.0,1,020.00 ,?,E1 8DE,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/02/2016,Clearing - Cost - Assets Under Construction - Internally Developed Software - Default,Chief Operating Officer - IT and Finance,CORE TECHNOLOGY SYSTEMS (UK) LTD,131601.0,2,040.00 ,?,E1 8DE,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/02/2016,Clearing - Cost - Assets Under Construction - Internally Developed Software - Default,Chief Operating Officer - IT and Finance,CORE TECHNOLOGY SYSTEMS (UK) LTD,131602.0,18,360.00 ,?,E1 8DE,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/02/2016,Clearing - Cost - Assets Under Construction - Internally Developed Software - Default,Chief Operating Officer - IT and Finance,CORE TECHNOLOGY SYSTEMS (UK) LTD,131603.0,1,020.00 ,?,E1 8DE,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/02/2016,Conference and Exhibition Services - First Time Exporter Incubator Programme,Trade Group - English Regions,EXEMPLAS TRADE SERVICES LTD,131606.0,710.06 ,?,AL7 3AX,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/02/2016,Subsistence Overseas - Default,Investment Development - Entrepreneurship, Campaigns and Rapid Innovation,Personal Expense, Name Witheld,131636.0,2.35 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/02/2016,Rail Travel Overseas - Default,Investment Development - Entrepreneurship, Campaigns and Rapid Innovation,Personal Expense, Name Witheld,131636.0,10.59 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/02/2016,Subsistence Overseas - Default,Investment Development - Entrepreneurship, Campaigns and Rapid Innovation,Personal Expense, Name Witheld,131636.0,10.75 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/02/2016,Taxi Services Overseas - Default,Investment Development - Entrepreneurship, Campaigns and Rapid Innovation,Personal Expense, Name Witheld,131636.0,21.74 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/02/2016,Subsistence Overseas - Default,Investment Development - Entrepreneurship, Campaigns and Rapid Innovation,Personal Expense, Name Witheld,131636.0,22.60 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/02/2016,Subsistence Overseas - Default,Investment Development - Entrepreneurship, Campaigns and Rapid Innovation,Personal Expense, Name Witheld,131636.0,38.44 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/02/2016,Hotel & Accommodation Overseas - Default,Investment Development - Entrepreneurship, Campaigns and Rapid Innovation,Personal Expense, Name Witheld,131636.0,331.89 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/02/2016,Subsistence UK - Default,Investment Development - Managing Director & Operations, Investment Development,Personal Expense, Name Witheld,131637.0,4.18 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/02/2016,Subsistence UK - Default,Investment Development - Managing Director & Operations, Investment Development,Personal Expense, Name Witheld,131637.0,8.45 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/02/2016,Subsistence UK - Default,Investment Development - Managing Director & Operations, Investment Development,Personal Expense, Name Witheld,131637.0,10.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/02/2016,Rail Travel UK - Default,Investment Development - Managing Director & Operations, Investment Development,Personal Expense, Name Witheld,131637.0,22.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/02/2016,Hotel & Accommodation UK - Default,Investment Development - Managing Director & Operations, Investment Development,Personal Expense, Name Witheld,131637.0,62.41 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/02/2016,Subsistence UK - Default,Investment Development - Strategic Investment & Accounts,Personal Expense, Name Witheld,131638.0,2.30 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/02/2016,Subsistence UK - Default,Investment Development - Strategic Investment & Accounts,Personal Expense, Name Witheld,131638.0,3.15 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/02/2016,Postage - Default,Investment Development - Strategic Investment & Accounts,Personal Expense, Name Witheld,131638.0,6.45 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/02/2016,Other Travel - Default,Investment Development - Strategic Investment & Accounts,Personal Expense, Name Witheld,131638.0,7.60 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/02/2016,Taxi Services UK - Default,Investment Development - Strategic Investment & Accounts,Personal Expense, Name Witheld,131638.0,11.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/02/2016,Subsistence UK - Default,Defence and Security Organisation - Regional Directorates,Personal Expense, Name Witheld,131639.0,4.25 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/02/2016,Other Travel - Default,Defence and Security Organisation - Regional Directorates,Personal Expense, Name Witheld,131639.0,6.60 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,01/02/2016,Other Travel - Default,Defence and Security Organisation - Regional Directorates,Personal Expense, Name Witheld,131639.0,59.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,03/02/2016,Mileage Allowance UK - Default,Investment Development - Strategic Relationship Management,Personal Expense, Name Witheld,131640.0,26.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,03/02/2016,Hospitality - UK - Default,Trade Group - Managing Director, Trade Group,Personal Expense, Name Witheld,131641.0,8.98 ,?,?,EMPLOYEE,?,?,Programme
