Candidate Site?,Site ID,Project ID,Site Name,Project Name,Region,Country,Location,Criterion 1: Stage of Development,Sub-stage of Development within stage 2,Commercial Activity?,Project on Developed Site?,In Operation?,Operation Date,Any Drilling?,Any deep well drilling?,Drilling - Comments,Past Attempts at Development,Key Market Participants,Criterion 2: Probability of Good Resource for Power Generation,Quality of Publicly Available Data,Resource Temperature,Enthalpy,Estimated Potential Capacity Minimum,Estimated Potential Capacity Range,Estimated Installed Capacity,Resource Chemical Composition,Criterion 3: Environmental and Social Constraints,Description of  Environmental/Social Constraint_ where applicable,Criterion 4: Likelihood of Commercial Viability,In Country where a Geothermal Facility has Operated?,Remoteness of Site,Competing Generation,Infrastructure Needed,Time Needed to Reach Exploration,Finance Needed to Reach Exploration,Time Needed to Reach Test Drilling,Finance Needed to Reach Test Drilling,Criterion 5: Maturity of Enabling Environment,Legal_ Regulatory_ and Institutional Framework,Concession Information,Notes,Main Information Sources,Web Sources
Yes,LAC054,LAC054-2,Pampa de Lirima,Pampa de Lirima 2,South America,Chile,"Region I, Iquique province",2,2a,Yes,No,No,,No,No,,,Energía Andina S.A,Medium,Low,169 - 211,High,Unknown,Unknown,0.0,,Low,,Medium,No,Low,Coal,,,,,,High,"Competitive, mature electricity market. The electric sector has been unbundled into generation, transmission, distribution and commercialization since 1994. Clear concession framework.",Energía Andina,"Tender concession published June 5, 2009. En la zona, Energía Andina S. A. ha desarrollado un interesante plan de trabajo con las comunidades locales, con las que se mantiene una colaboración e información permanente de las actividades en desarrollo y de las perspectivas futuras del proyecto.","2,3, 25",http://www.energiandina.cl/category/proyectos/pampa-lirima/
Yes,LAC054,LAC054-3,Pampa de Lirima,Pampa de Lirima 3,South America,Chile,"Region I, Iquique province",2,2a,Yes,No,No,,No,No,,,Energía Andina S.A,Medium,Low,169 - 211,High,Unknown,Unknown,0.0,,Low,,Medium,No,Low,Coal,,,,,,High,"Competitive, mature electricity market. The electric sector has been unbundled into generation, transmission, distribution and commercialization since 1994. Clear concession framework.",Energía Andina,"Tender concession published June 5, 2009. En la zona, Energía Andina S. A. ha desarrollado un interesante plan de trabajo con las comunidades locales, con las que se mantiene una colaboración e información permanente de las actividades en desarrollo y de las perspectivas futuras del proyecto.","2,3, 25",http://www.energiandina.cl/category/proyectos/pampa-lirima/
No,LAC025,LAC025-0,Catillo Hot Springs,,South America,Chile,"Region X, Valdivia province",1,,,,No,,No,No,,,,Unknown,Low,Unknown,Unknown,Unknown,Unknown,0.0,,Low,,Low,No,,Hydro/Coal,,,,,,High,"Competitive, mature electricity market. The electric sector has been unbundled into generation, transmission, distribution and commercialization since 1994. Clear concession framework.",,"Cascaded exploitation of the resource would allow an investment return-time of 4.3 to 8.5 years (Gonzalez, 1995)",2,
Yes,LAC060,LAC060-2,Puchuldiza ,Puchuldiza Sur 1,South America,Chile,"19.3  ̊S, 69  ̊W; Near Iquique. Located in Region I (Tarapaca) of northern Chile. The geothermal prospect is located in a broad valley at 4300 m elevation in the Chilean Altiplano, to the south of the Volcán Isluga National Park",2,2a,Yes,No,No,,No,No,,,Energia Andina,High,High,240-275,High,75,75-95,0.0,,Medium,"Located near the Volcan Isluga National Park (tourism/hot springs), but no insurmountable barrier (environmental impact assessments and community outreach underway according to the law)",Medium,No,Low,Coal ,,,,,,High,"Competitive, mature electricity market. The electric sector has been unbundled into generation, transmission, distribution and commercialization since 1994. Clear concession framework.",Energia Andina (2010),"Tender concession published March, 2003. Good accessibility and potential for local consumption (located in the heart of Chile's copper mining district). Need to check competing generation - could be grid-connected coal (estimated US$0.05/kWh), or coal plants of mining companies (large customers for self-consumption). Antofagasta Minerales is part of  Energia Andina (60% ownership, the rest is ENAP petroleum company with 40%).","3, 25","http://www.chilerenovables.cl/2009/06/03/llaman-a-licitacion-para-desarrollar-energia-termica-en-chile/
http://www.bnamericas.com/news/energiaelectrica/Energia_Andina_obtiene_concesion_geotermica 
http://www.energiandina.cl/2010/09/proyecto-nuevo/"
Yes,LAC060,LAC060-3,Puchuldiza ,Puchuldiza Sur 2,South America,Chile,"19.3  ̊S, 69  ̊W; Near Iquique. Located in Region I (Tarapaca) of northern Chile. The geothermal prospect is located in a broad valley at 4300 m elevation in the Chilean Altiplano, to the south of the Volcán Isluga National Park",2,2a,Yes,No,No,,No,No,,,GGE Chile,High,High,240-275,High,75,75-95,0.0,,Medium,"Located near the Volcan Isluga National Park (tourism/hot springs), but no insurmountable barrier (environmental impact assessments and community outreach underway according to the law)",Medium,No,Low,Coal ,,,,,,High,"Competitive, mature electricity market. The electric sector has been unbundled into generation, transmission, distribution and commercialization since 1994. Clear concession framework.",GGE Chile (2010),"Tender concession published March, 2003. Good accessibility and potential for local consumption (located in the heart of Chile's copper mining district). Need to check competing generation - could be grid-connected coal (estimated US$0.05/kWh), or coal plants of mining companies (large customers for self-consumption).","3, 25","http://www.geotermia.cl/News.aspx?Home=1&NewsID=125
http://seia.sea.gob.cl/expediente/ficha/fichaPrincipal.php?modo=ficha&id_expediente=5198921
http://www.bnamericas.com/news/energiaelectrica/gge-pretende-comenzar-exploracion-geotermica-en-puchuldiza
http://www.geoglobal-energy.com/projects.aspx?projectid=53"
Yes,LAC074,LAC074-1,San Pablo II,San Pablo II,South America,Chile,"Region II, El Loa province",2,2a,Yes,No,No,,No,No,,,Ormat Andina S.A.,Medium,High,195 - 245 ,High,Unknown,Unknown,0.0,,Low,,Medium,No,Low,Coal ,,,,,,High,"Competitive, mature electricity market. The electric sector has been unbundled into generation, transmission, distribution and commercialization since 1994. Clear concession framework.",Ormat Andina S.A.,"Tender concession published January, 2010. ","3, 25",http://thinkgeoenergy.com/archives/6620
Yes,LAC087,LAC087-0,Surire,,South America,Chile,"A salt lake at 19  ̊S; 69  ̊W (Region I), along the Arica-La Paz highway. ",1,,No,,No,,No,No,,,,Medium,Medium,110 - 234,,50,50 - 60,0.0,Na-K-Ca geothermometer temperature of 234  ̊ C,Low,,Medium,No,,Coal ,,,,,,High,"Competitive, mature electricity market. The electric sector has been unbundled into generation, transmission, distribution and commercialization since 1994. Clear concession framework.",,"Superheated steam at Polloquere fumaroles with a surface temperature of 110  ̊ C considered to be a promising area. Na-K-Ca geothermometer temperature of 234  ̊ C (Truesdell, 1975). Studies abandoned due to lack of funding. ","2, 25",
No,LAC015,LAC015-0,Alitar ,,South America,Chile,"Region II, El Loa province",1,,Yes,,No,,No,No,,,,Unknown,Low,,,Unknown,Unknown,0.0,,Low,,Low,No,,Coal ,,,,,,High,"Competitive, mature electricity market. The electric sector has been unbundled into generation, transmission, distribution and commercialization since 1994. Clear concession framework.","COLBUN, S.A. ","Tender concession publication date: October 26, 2010. ","2, 25",
No,LAC016,LAC016-2,Apacheta,Apacheta 2009 Concession,South America,Chile,"Region II, El Loa province. Located in Northern Chile, 120 km east of the city of Calama and 60 km NNW of El Tatio.",2,2a,Yes,No,No,,No,No,,,Geotérmica del Norte ,Unknown,Low,Unknown,Unknown,Unknown,Unknown,0.0,,Low,,Low,No,Medium,Coal ,,,,,,High,"Competitive, mature electricity market. The electric sector has been unbundled into generation, transmission, distribution and commercialization since 1994. Clear concession framework.","Geotermica del Norte, S.A. ","This site should be further investigated to assess its potential for a Fund - it may or may not share the same resource of Apacheta Cerro Pabellon (LAC016-1), and might use funds for exploration. A geothermal system located in the Antofagasta Region in northern Chile. It was accidentally discovery by CODELCO, while drilling a shallow water well. Surface thermal activity consists of two superheated fumaroles on top of Cerro Apacheta. The system is hoested by a 3 to 5 km wide, NW trending graben, nesting a Pliocene and Pleistocene sequence of andesitic and dacitic lavas, breccias and tuffs blanketed by a 100 m thick package of ash-flow tuffs... The basement of the area comprises Tertiary continental epiclastic rocks... MT and TDEM survey detected a low resistivity boundary (<10 ohm-m) extending over an area of 25 sq. km. Direct concession published 2009. It is possible, although not certain, that the resource for which this concession is granted may be the same of Cerro Pabellón.",25,ENEL http://www.estrellasp.com/es/publicaciones/Rig%201201%20GRC%20Bulletin%20Article-Original.pdf
No,LAC027,LAC027-0,Chodhuen,,South America,Chile,"Region XIV, Ranco province",1,,Yes,,No,,No,No,,,,Unknown,Low,Unknown,Unknown,Unknown,Unknown,0.0,,Low,,Low,No,,Hydro/Coal,,,,,,High,"Competitive, mature electricity market. The electric sector has been unbundled into generation, transmission, distribution and commercialization since 1994. Clear concession framework.","Origin Energy Chile, Ltda.","Tender concession published March, 2012. ",25,
No,LAC028,LAC028-1,Colimapu,Colimapu,South America,Chile,"Santiago metropolitan area, Cordillera province",1,,Yes,No,No,,No,No,,,GeoGlobal Energy,Unknown,Low,Unknown,Unknown,Unknown,Unknown,0.0,,Low,,Low,No,,Hydro/Coal,,,,,,High,"Competitive, mature electricity market. The electric sector has been unbundled into generation, transmission, distribution and commercialization since 1994. Clear concession framework.","COLBUN, S.A.","Tender concession published November, 2010.","3, 25",
No,LAC016,LAC016-1,Apacheta,Cerro Pabellón,South America,Chile,"Region II, Antofogasta. Located in Northern Chile, 200 km north of El Tatio",3,,Yes,No,No,,Yes,Yes,"4 wells have been drilled up to a depth of 1,700 m",,"Geotérmica del Norte , Enel",High,High,250,High,50,50,0.0,,Low,,Medium,No,Medium,Coal ,,,,,,High,"Competitive, mature electricity market. The electric sector has been unbundled into generation, transmission, distribution and commercialization since 1994. Clear concession framework.",Enel  ,"A geothermal system located in the Antofagasta Region in northern Chile. It was accidentally discovered by CODELCO, while drilling a shallow water well. Surface thermal activity consists of two superheated fumaroles on top of Cerro Apacheta. The system is hosted by a 3 to 5 km wide, NW trending graben, nesting a Pliocene and Pleistocene sequence of andesitic and dacitic lavas, breccias and tuffs blanketed by a 100 m thick package of ash-flow tuffs... The basement of the area comprises Tertiary continental epiclastic rocks... MT and TDEM survey detected a low resistivity boundary (<10 ohm-m) extending over an area of 25 sq. km. Direct Concession. Enel looks likely to enter the construction phase in 2012. "," 3, 16, 25, 40",ENEL http://www.estrellasp.com/es/publicaciones/Rig%201201%20GRC%20Bulletin%20Article-Original.pdf
No,LAC017,LAC017-0,Aroma,,South America,Chile,"Region I, Del Tamarugal province",1,,Yes,,No,,No,No,,,,Unknown,Low,Unknown,Unknown,Unknown,Unknown,0.0,,Low,,Low,No,,Coal ,,,,,,High,"Competitive, mature electricity market. The electric sector has been unbundled into generation, transmission, distribution and commercialization since 1994. Clear concession framework.",Ormat Andina S.A.,"Tender concession will be published July, 2012. ","25, 46",
No,LAC018,LAC018-1,Aucan,Aucan I,South America,Chile,"Regions I and II, El Loa y Del Tamarugal provinces",1,,Yes,No,No,,No,No,,,Ram Power,Unknown,Low,Unknown,Unknown,Unknown,Unknown,0.0,,Low,,Low,No,,Coal ,,,,,,High,"Competitive, mature electricity market. The electric sector has been unbundled into generation, transmission, distribution and commercialization since 1994. Clear concession framework.",Polaris Energy Chile Ltda. ,"Tender concession published November, 2010. ","3, 25",
No,LAC018,LAC018-2,Aucan,Aucan II,South America,Chile,"Region II, El Loa province",1,,Yes,No,No,,No,No,,,,Unknown,Low,Unknown,Unknown,Unknown,Unknown,0.0,,Low,,Low,No,,Coal ,,,,,,High,"Competitive, mature electricity market. The electric sector has been unbundled into generation, transmission, distribution and commercialization since 1994. Clear concession framework.",Origin Energy Chile Ltda. ,"Tender concession published March, 2012. ","3, 25",
No,LAC019,LAC019-3,Azufre,Azufre Norte 1,South America,Chile,"Region II, El Loa province",1,,Yes,No,No,,No,No,,,,Unknown,Low,Unknown,Unknown,Unknown,Unknown,0.0,,Low,,Low,No,,Coal ,,,,,,High,"Competitive, mature electricity market. The electric sector has been unbundled into generation, transmission, distribution and commercialization since 1994. Clear concession framework.",Sociedad Contractual Minera El Abra,"Direct concession published February, 2010.",25,
No,LAC019,LAC019-1,Azufre,Azufre Oeste,South America,Chile,"Region II, El Loa province",1,,Yes,No,No,,No,No,,,,Unknown,Low,Unknown,Unknown,Unknown,Unknown,0.0,,Low,,Low,No,,Coal ,,,,,,High,"Competitive, mature electricity market. The electric sector has been unbundled into generation, transmission, distribution and commercialization since 1994. Clear concession framework.",Sociedad Contractual Minera El Abra,"Direct concession published February, 2010.",25,
