Country ISO3,Country Name,Indicator,Subindicator Type,2010
BIH,Bosnia and Herzegovina,Exemptions to disclosure requirements score,5 Highest 0 Lowest,3.333333333
BIH,Bosnia and Herzegovina,Existence of legal right to access,1 Yes 0 No,1.0
BIH,Bosnia and Herzegovina,Fines,1 Yes 0 No,1.0
BIH,Bosnia and Herzegovina,FOIA contact points,1 Yes 0 No,1.0
BIH,Bosnia and Herzegovina,FOIA enforcement body,1 Yes 0 No,1.0
BIH,Bosnia and Herzegovina,Harm test,1 Yes 0 No,1.0
BIH,Bosnia and Herzegovina,Independent Nonjudicial appeals mechanism,1 Yes 0 No,1.0
BIH,Bosnia and Herzegovina,Initial response deadline of no more than 15 days,1 Yes 0 No,1.0
BIH,Bosnia and Herzegovina,Judicial appeals mechanism,1 Yes 0 No,1.0
BIH,Bosnia and Herzegovina,Legal Framework unweighted average,1 Yes 0 No,0.75
BIH,Bosnia and Herzegovina,Legislation governing access to information,1 Yes 0 No,1.0
BIH,Bosnia and Herzegovina,Maximum total response time of no more than 40 days,1 Yes 0 No,1.0
BIH,Bosnia and Herzegovina,Nominal fees mandated,1 Yes 0 No,1.0
BIH,Bosnia and Herzegovina,Oral requests,1 Yes 0 No,1.0
BIH,Bosnia and Herzegovina,Procedures for accessing information score,5 Highest 0 Lowest,3.75
BIH,Bosnia and Herzegovina,Public Interest test ,1 Yes 0 No,1.0
BIH,Bosnia and Herzegovina,Right to Appeal,1 Yes 0 No,1.0
BIH,Bosnia and Herzegovina,Right to extend response time,1 Yes 0 No,1.0
BIH,Bosnia and Herzegovina,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.666666667
BIH,Bosnia and Herzegovina,Written guidelines for request of info,1 Yes 0 No,1.0
BIH,Bosnia and Herzegovina,Written requests,1 Yes 0 No,1.0
BOL,Bolivia,Administrative sanctions,1 Yes 0 No,0.0
BOL,Bolivia,Annual budgets,1 Yes 0 No,1.0
BOL,Bolivia,Annual chart of accounts,1 Yes 0 No,1.0
BOL,Bolivia,Annual reports,1 Yes 0 No,1.0
BOL,Bolivia,Appeals mechanism score,5 Highest 0 Lowest,5.0
BOL,Bolivia,Appeals within public entities,1 Yes 0 No,1.0
BOL,Bolivia,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,0.0
BOL,Bolivia,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,0.0
BOL,Bolivia,Constitutional requirement,1 Yes 0 No,1.0
BOL,Bolivia,Coverage of information score,5 Highest 0 Lowest,4.0
BOL,Bolivia,Criminal sanctions,1 Yes 0 No,1.0
BOL,Bolivia,Deadlines for release of information score,5 Highest 0 Lowest,2.5
BOL,Bolivia,Draft legal instruments,1 Yes 0 No,0.0
BOL,Bolivia,Electronic requests,1 Yes 0 No,1.0
BOL,Bolivia,Enacted legal instruments,1 Yes 0 No,1.0
BOL,Bolivia,Enforcement mechanism score,5 Highest 0 Lowest,0.0
BOL,Bolivia,Exemptions to coverage,1 Yes 0 No,1.0
BOL,Bolivia,Exemptions to disclosure requirements score,5 Highest 0 Lowest,1.666666667
BOL,Bolivia,Existence of legal right to access,1 Yes 0 No,1.0
BOL,Bolivia,Fines,1 Yes 0 No,0.0
BOL,Bolivia,FOIA contact points,1 Yes 0 No,0.0
BOL,Bolivia,FOIA enforcement body,1 Yes 0 No,0.0
BOL,Bolivia,Harm test,1 Yes 0 No,0.0
BOL,Bolivia,Independent Nonjudicial appeals mechanism,1 Yes 0 No,1.0
BOL,Bolivia,Initial response deadline of no more than 15 days,1 Yes 0 No,1.0
BOL,Bolivia,Judicial appeals mechanism,1 Yes 0 No,1.0
BOL,Bolivia,Legal Framework unweighted average,1 Yes 0 No,1.0
BOL,Bolivia,Legislation governing access to information,1 Yes 0 No,1.0
BOL,Bolivia,Maximum total response time of no more than 40 days,1 Yes 0 No,1.0
BOL,Bolivia,Nominal fees mandated,1 Yes 0 No,0.0
BOL,Bolivia,Oral requests,1 Yes 0 No,1.0
BOL,Bolivia,Procedures for accessing information score,5 Highest 0 Lowest,3.75
BOL,Bolivia,Public Interest test ,1 Yes 0 No,0.0
BOL,Bolivia,Right to Appeal,1 Yes 0 No,1.0
BOL,Bolivia,Right to extend response time,1 Yes 0 No,0.0
BOL,Bolivia,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.333333333
BOL,Bolivia,Written guidelines for request of info,1 Yes 0 No,0.0
BOL,Bolivia,Written requests,1 Yes 0 No,1.0
BWA,Botswana,Administrative sanctions,1 Yes 0 No,0.0
BWA,Botswana,Annual budgets,1 Yes 0 No,0.0
BWA,Botswana,Annual chart of accounts,1 Yes 0 No,0.0
BWA,Botswana,Annual reports,1 Yes 0 No,0.0
BWA,Botswana,Appeals mechanism score,5 Highest 0 Lowest,0.0
BWA,Botswana,Appeals within public entities,1 Yes 0 No,0.0
BWA,Botswana,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,0.0
BWA,Botswana,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,0.0
BWA,Botswana,Constitutional requirement,1 Yes 0 No,0.0
BWA,Botswana,Coverage of information score,5 Highest 0 Lowest,0.0
BWA,Botswana,Criminal sanctions,1 Yes 0 No,0.0
BWA,Botswana,Deadlines for release of information score,5 Highest 0 Lowest,0.0
BWA,Botswana,Draft legal instruments,1 Yes 0 No,0.0
BWA,Botswana,Electronic requests,1 Yes 0 No,0.0
BWA,Botswana,Enacted legal instruments,1 Yes 0 No,0.0
BWA,Botswana,Enforcement mechanism score,5 Highest 0 Lowest,0.0
BWA,Botswana,Exemptions to coverage,1 Yes 0 No,0.0
BWA,Botswana,Exemptions to disclosure requirements score,5 Highest 0 Lowest,0.0
BWA,Botswana,Existence of legal right to access,1 Yes 0 No,0.0
BWA,Botswana,Fines,1 Yes 0 No,0.0
BWA,Botswana,FOIA contact points,1 Yes 0 No,0.0
BWA,Botswana,FOIA enforcement body,1 Yes 0 No,0.0
BWA,Botswana,Harm test,1 Yes 0 No,0.0
BWA,Botswana,Independent Nonjudicial appeals mechanism,1 Yes 0 No,0.0
BWA,Botswana,Initial response deadline of no more than 15 days,1 Yes 0 No,0.0
BWA,Botswana,Judicial appeals mechanism,1 Yes 0 No,0.0
BWA,Botswana,Legal Framework unweighted average,1 Yes 0 No,0.0
BWA,Botswana,Legislation governing access to information,1 Yes 0 No,0.0
BWA,Botswana,Maximum total response time of no more than 40 days,1 Yes 0 No,0.0
BWA,Botswana,Nominal fees mandated,1 Yes 0 No,0.0
BWA,Botswana,Oral requests,1 Yes 0 No,0.0
BWA,Botswana,Procedures for accessing information score,5 Highest 0 Lowest,0.0
BWA,Botswana,Public Interest test ,1 Yes 0 No,0.0
BWA,Botswana,Right to Appeal,1 Yes 0 No,0.0
BWA,Botswana,Right to extend response time,1 Yes 0 No,0.0
BWA,Botswana,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.0
BWA,Botswana,Written guidelines for request of info,1 Yes 0 No,0.0
BWA,Botswana,Written requests,1 Yes 0 No,0.0
COD,"Congo, Dem. Rep.",Administrative sanctions,1 Yes 0 No,0.0
COD,"Congo, Dem. Rep.",Annual budgets,1 Yes 0 No,0.0
COD,"Congo, Dem. Rep.",Annual chart of accounts,1 Yes 0 No,0.0
COD,"Congo, Dem. Rep.",Annual reports,1 Yes 0 No,0.0
COD,"Congo, Dem. Rep.",Appeals mechanism score,5 Highest 0 Lowest,0.0
COD,"Congo, Dem. Rep.",Appeals within public entities,1 Yes 0 No,0.0
COD,"Congo, Dem. Rep.",Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,0.0
COD,"Congo, Dem. Rep.",Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,0.0
COD,"Congo, Dem. Rep.",Constitutional requirement,1 Yes 0 No,1.0
COD,"Congo, Dem. Rep.",Coverage of information score,5 Highest 0 Lowest,0.0
COD,"Congo, Dem. Rep.",Criminal sanctions,1 Yes 0 No,0.0
COD,"Congo, Dem. Rep.",Deadlines for release of information score,5 Highest 0 Lowest,0.0
COD,"Congo, Dem. Rep.",Draft legal instruments,1 Yes 0 No,0.0
COD,"Congo, Dem. Rep.",Electronic requests,1 Yes 0 No,0.0
COD,"Congo, Dem. Rep.",Enacted legal instruments,1 Yes 0 No,0.0
COD,"Congo, Dem. Rep.",Enforcement mechanism score,5 Highest 0 Lowest,0.0
COD,"Congo, Dem. Rep.",Exemptions to coverage,1 Yes 0 No,0.0
COD,"Congo, Dem. Rep.",Exemptions to disclosure requirements score,5 Highest 0 Lowest,0.0
COD,"Congo, Dem. Rep.",Existence of legal right to access,1 Yes 0 No,1.0
COD,"Congo, Dem. Rep.",Fines,1 Yes 0 No,0.0
COD,"Congo, Dem. Rep.",FOIA contact points,1 Yes 0 No,0.0
COD,"Congo, Dem. Rep.",FOIA enforcement body,1 Yes 0 No,0.0
COD,"Congo, Dem. Rep.",Harm test,1 Yes 0 No,0.0
COD,"Congo, Dem. Rep.",Independent Nonjudicial appeals mechanism,1 Yes 0 No,0.0
COD,"Congo, Dem. Rep.",Initial response deadline of no more than 15 days,1 Yes 0 No,0.0
COD,"Congo, Dem. Rep.",Judicial appeals mechanism,1 Yes 0 No,0.0
COD,"Congo, Dem. Rep.",Legal Framework unweighted average,1 Yes 0 No,0.5
COD,"Congo, Dem. Rep.",Legislation governing access to information,1 Yes 0 No,0.0
COD,"Congo, Dem. Rep.",Maximum total response time of no more than 40 days,1 Yes 0 No,0.0
COD,"Congo, Dem. Rep.",Nominal fees mandated,1 Yes 0 No,0.0
COD,"Congo, Dem. Rep.",Oral requests,1 Yes 0 No,0.0
COD,"Congo, Dem. Rep.",Procedures for accessing information score,5 Highest 0 Lowest,0.0
COD,"Congo, Dem. Rep.",Public Interest test ,1 Yes 0 No,0.0
COD,"Congo, Dem. Rep.",Right to Appeal,1 Yes 0 No,0.0
COD,"Congo, Dem. Rep.",Right to extend response time,1 Yes 0 No,0.0
COD,"Congo, Dem. Rep.",Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.0
COD,"Congo, Dem. Rep.",Written guidelines for request of info,1 Yes 0 No,0.0
COD,"Congo, Dem. Rep.",Written requests,1 Yes 0 No,0.0
COG,"Congo, Rep.",Administrative sanctions,1 Yes 0 No,0.0
COG,"Congo, Rep.",Annual budgets,1 Yes 0 No,0.0
COG,"Congo, Rep.",Annual chart of accounts,1 Yes 0 No,0.0
COG,"Congo, Rep.",Annual reports,1 Yes 0 No,0.0
COG,"Congo, Rep.",Appeals mechanism score,5 Highest 0 Lowest,0.0
COG,"Congo, Rep.",Appeals within public entities,1 Yes 0 No,0.0
COG,"Congo, Rep.",Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,2.0
COG,"Congo, Rep.",Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,0.0
COG,"Congo, Rep.",Constitutional requirement,1 Yes 0 No,1.0
COG,"Congo, Rep.",Coverage of information score,5 Highest 0 Lowest,0.0
COG,"Congo, Rep.",Criminal sanctions,1 Yes 0 No,0.0
COG,"Congo, Rep.",Deadlines for release of information score,5 Highest 0 Lowest,0.0
COG,"Congo, Rep.",Draft legal instruments,1 Yes 0 No,0.0
COG,"Congo, Rep.",Electronic requests,1 Yes 0 No,0.0
COG,"Congo, Rep.",Enacted legal instruments,1 Yes 0 No,0.0
COG,"Congo, Rep.",Enforcement mechanism score,5 Highest 0 Lowest,0.0
COG,"Congo, Rep.",Exemptions to coverage,1 Yes 0 No,1.0
COG,"Congo, Rep.",Exemptions to disclosure requirements score,5 Highest 0 Lowest,2.5
COG,"Congo, Rep.",Existence of legal right to access,1 Yes 0 No,1.0
COG,"Congo, Rep.",Fines,1 Yes 0 No,0.0
COG,"Congo, Rep.",FOIA contact points,1 Yes 0 No,0.0
COG,"Congo, Rep.",FOIA enforcement body,1 Yes 0 No,0.0
COG,"Congo, Rep.",Harm test,1 Yes 0 No,1.0
COG,"Congo, Rep.",Independent Nonjudicial appeals mechanism,1 Yes 0 No,0.0
COG,"Congo, Rep.",Initial response deadline of no more than 15 days,1 Yes 0 No,0.0
COG,"Congo, Rep.",Judicial appeals mechanism,1 Yes 0 No,0.0
COG,"Congo, Rep.",Legal Framework unweighted average,1 Yes 0 No,1.0
COG,"Congo, Rep.",Legislation governing access to information,1 Yes 0 No,1.0
COG,"Congo, Rep.",Maximum total response time of no more than 40 days,1 Yes 0 No,0.0
COG,"Congo, Rep.",Nominal fees mandated,1 Yes 0 No,0.0
COG,"Congo, Rep.",Oral requests,1 Yes 0 No,0.0
COG,"Congo, Rep.",Procedures for accessing information score,5 Highest 0 Lowest,0.0
COG,"Congo, Rep.",Public Interest test ,1 Yes 0 No,0.0
COG,"Congo, Rep.",Right to Appeal,1 Yes 0 No,1.0
COG,"Congo, Rep.",Right to extend response time,1 Yes 0 No,0.0
COG,"Congo, Rep.",Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.0
COG,"Congo, Rep.",Written guidelines for request of info,1 Yes 0 No,0.0
COG,"Congo, Rep.",Written requests,1 Yes 0 No,0.0
CZE,Czech Republic,Administrative sanctions,1 Yes 0 No,0.0
CZE,Czech Republic,Annual budgets,1 Yes 0 No,1.0
CZE,Czech Republic,Annual chart of accounts,1 Yes 0 No,1.0
CZE,Czech Republic,Annual reports,1 Yes 0 No,1.0
CZE,Czech Republic,Appeals mechanism score,5 Highest 0 Lowest,5.0
CZE,Czech Republic,Appeals within public entities,1 Yes 0 No,1.0
CZE,Czech Republic,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,0.0
CZE,Czech Republic,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,0.0
CZE,Czech Republic,Constitutional requirement,1 Yes 0 No,1.0
CZE,Czech Republic,Coverage of information score,5 Highest 0 Lowest,4.0
CZE,Czech Republic,Criminal sanctions,1 Yes 0 No,0.0
CZE,Czech Republic,Deadlines for release of information score,5 Highest 0 Lowest,5.0
CZE,Czech Republic,Draft legal instruments,1 Yes 0 No,0.0
CZE,Czech Republic,Electronic requests,1 Yes 0 No,1.0
CZE,Czech Republic,Enacted legal instruments,1 Yes 0 No,1.0
CZE,Czech Republic,Enforcement mechanism score,5 Highest 0 Lowest,0.0
CZE,Czech Republic,Exemptions to coverage,1 Yes 0 No,1.0
CZE,Czech Republic,Exemptions to disclosure requirements score,5 Highest 0 Lowest,1.666666667
CZE,Czech Republic,Existence of legal right to access,1 Yes 0 No,1.0
CZE,Czech Republic,Fines,1 Yes 0 No,0.0
CZE,Czech Republic,FOIA contact points,1 Yes 0 No,0.0
CZE,Czech Republic,FOIA enforcement body,1 Yes 0 No,0.0
CZE,Czech Republic,Harm test,1 Yes 0 No,0.0
CZE,Czech Republic,Independent Nonjudicial appeals mechanism,1 Yes 0 No,1.0
CZE,Czech Republic,Initial response deadline of no more than 15 days,1 Yes 0 No,1.0
CZE,Czech Republic,Judicial appeals mechanism,1 Yes 0 No,1.0
CZE,Czech Republic,Legal Framework unweighted average,1 Yes 0 No,1.0
CZE,Czech Republic,Legislation governing access to information,1 Yes 0 No,1.0
CZE,Czech Republic,Maximum total response time of no more than 40 days,1 Yes 0 No,1.0
CZE,Czech Republic,Nominal fees mandated,1 Yes 0 No,1.0
CZE,Czech Republic,Oral requests,1 Yes 0 No,1.0
CZE,Czech Republic,Procedures for accessing information score,5 Highest 0 Lowest,5.0
CZE,Czech Republic,Public Interest test ,1 Yes 0 No,0.0
CZE,Czech Republic,Right to Appeal,1 Yes 0 No,1.0
CZE,Czech Republic,Right to extend response time,1 Yes 0 No,1.0
CZE,Czech Republic,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.0
CZE,Czech Republic,Written guidelines for request of info,1 Yes 0 No,1.0
CZE,Czech Republic,Written requests,1 Yes 0 No,1.0
DEU,Germany,Administrative sanctions,1 Yes 0 No,0.0
DEU,Germany,Annual budgets,1 Yes 0 No,1.0
DEU,Germany,Annual chart of accounts,1 Yes 0 No,1.0
DEU,Germany,Annual reports,1 Yes 0 No,1.0
DEU,Germany,Appeals mechanism score,5 Highest 0 Lowest,5.0
DEU,Germany,Appeals within public entities,1 Yes 0 No,1.0
DEU,Germany,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,2.0
DEU,Germany,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,0.0
DEU,Germany,Constitutional requirement,1 Yes 0 No,1.0
DEU,Germany,Coverage of information score,5 Highest 0 Lowest,5.0
DEU,Germany,Criminal sanctions,1 Yes 0 No,0.0
DEU,Germany,Deadlines for release of information score,5 Highest 0 Lowest,2.5
DEU,Germany,Draft legal instruments,1 Yes 0 No,1.0
DEU,Germany,Electronic requests,1 Yes 0 No,1.0
DEU,Germany,Enacted legal instruments,1 Yes 0 No,1.0
DEU,Germany,Enforcement mechanism score,5 Highest 0 Lowest,2.5
DEU,Germany,Exemptions to coverage,1 Yes 0 No,1.0
DEU,Germany,Exemptions to disclosure requirements score,5 Highest 0 Lowest,2.5
DEU,Germany,Existence of legal right to access,1 Yes 0 No,1.0
DEU,Germany,Fines,1 Yes 0 No,0.0
DEU,Germany,FOIA contact points,1 Yes 0 No,0.0
DEU,Germany,FOIA enforcement body,1 Yes 0 No,1.0
DEU,Germany,Harm test,1 Yes 0 No,1.0
DEU,Germany,Independent Nonjudicial appeals mechanism,1 Yes 0 No,1.0
DEU,Germany,Initial response deadline of no more than 15 days,1 Yes 0 No,0.0
DEU,Germany,Judicial appeals mechanism,1 Yes 0 No,1.0
DEU,Germany,Legal Framework unweighted average,1 Yes 0 No,1.0
DEU,Germany,Legislation governing access to information,1 Yes 0 No,1.0
DEU,Germany,Maximum total response time of no more than 40 days,1 Yes 0 No,0.0
DEU,Germany,Nominal fees mandated,1 Yes 0 No,1.0
DEU,Germany,Oral requests,1 Yes 0 No,1.0
DEU,Germany,Procedures for accessing information score,5 Highest 0 Lowest,5.0
DEU,Germany,Public Interest test ,1 Yes 0 No,0.0
DEU,Germany,Right to Appeal,1 Yes 0 No,1.0
DEU,Germany,Right to extend response time,1 Yes 0 No,1.0
DEU,Germany,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.0
DEU,Germany,Written guidelines for request of info,1 Yes 0 No,1.0
DEU,Germany,Written requests,1 Yes 0 No,1.0
DOM,Dominican Republic,Administrative sanctions,1 Yes 0 No,1.0
DOM,Dominican Republic,Annual budgets,1 Yes 0 No,1.0
DOM,Dominican Republic,Annual chart of accounts,1 Yes 0 No,1.0
DOM,Dominican Republic,Annual reports,1 Yes 0 No,1.0
DOM,Dominican Republic,Appeals mechanism score,5 Highest 0 Lowest,3.333333333
DOM,Dominican Republic,Appeals within public entities,1 Yes 0 No,1.0
DOM,Dominican Republic,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,1.0
DOM,Dominican Republic,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,1.0
DOM,Dominican Republic,Constitutional requirement,1 Yes 0 No,1.0
DOM,Dominican Republic,Coverage of information score,5 Highest 0 Lowest,5.0
DOM,Dominican Republic,Criminal sanctions,1 Yes 0 No,1.0
DOM,Dominican Republic,Deadlines for release of information score,5 Highest 0 Lowest,5.0
DOM,Dominican Republic,Draft legal instruments,1 Yes 0 No,1.0
DOM,Dominican Republic,Electronic requests,1 Yes 0 No,0.0
DOM,Dominican Republic,Enacted legal instruments,1 Yes 0 No,1.0
DOM,Dominican Republic,Enforcement mechanism score,5 Highest 0 Lowest,2.5
DOM,Dominican Republic,Exemptions to coverage,1 Yes 0 No,1.0
DOM,Dominican Republic,Exemptions to disclosure requirements score,5 Highest 0 Lowest,5.0
DOM,Dominican Republic,Existence of legal right to access,1 Yes 0 No,1.0
DOM,Dominican Republic,Fines,1 Yes 0 No,0.0
DOM,Dominican Republic,FOIA contact points,1 Yes 0 No,1.0
DOM,Dominican Republic,FOIA enforcement body,1 Yes 0 No,0.0
DOM,Dominican Republic,Harm test,1 Yes 0 No,1.0
DOM,Dominican Republic,Independent Nonjudicial appeals mechanism,1 Yes 0 No,0.0
DOM,Dominican Republic,Initial response deadline of no more than 15 days,1 Yes 0 No,1.0
DOM,Dominican Republic,Judicial appeals mechanism,1 Yes 0 No,1.0
DOM,Dominican Republic,Legal Framework unweighted average,1 Yes 0 No,1.0
DOM,Dominican Republic,Legislation governing access to information,1 Yes 0 No,1.0
DOM,Dominican Republic,Maximum total response time of no more than 40 days,1 Yes 0 No,1.0
DOM,Dominican Republic,Nominal fees mandated,1 Yes 0 No,1.0
DOM,Dominican Republic,Oral requests,1 Yes 0 No,0.0
DOM,Dominican Republic,Procedures for accessing information score,5 Highest 0 Lowest,2.5
DOM,Dominican Republic,Public Interest test ,1 Yes 0 No,1.0
DOM,Dominican Republic,Right to Appeal,1 Yes 0 No,1.0
DOM,Dominican Republic,Right to extend response time,1 Yes 0 No,1.0
DOM,Dominican Republic,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.666666667
DOM,Dominican Republic,Written guidelines for request of info,1 Yes 0 No,1.0
DOM,Dominican Republic,Written requests,1 Yes 0 No,1.0
EST,Estonia,Administrative sanctions,1 Yes 0 No,0.0
EST,Estonia,Annual budgets,1 Yes 0 No,1.0
EST,Estonia,Annual chart of accounts,1 Yes 0 No,1.0
EST,Estonia,Annual reports,1 Yes 0 No,1.0
EST,Estonia,Appeals mechanism score,5 Highest 0 Lowest,3.333333333
EST,Estonia,Appeals within public entities,1 Yes 0 No,1.0
EST,Estonia,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,1.0
EST,Estonia,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,0.0
EST,Estonia,Constitutional requirement,1 Yes 0 No,1.0
EST,Estonia,Coverage of information score,5 Highest 0 Lowest,5.0
EST,Estonia,Criminal sanctions,1 Yes 0 No,0.0
EST,Estonia,Deadlines for release of information score,5 Highest 0 Lowest,5.0
EST,Estonia,Draft legal instruments,1 Yes 0 No,1.0
EST,Estonia,Electronic requests,1 Yes 0 No,1.0
EST,Estonia,Enacted legal instruments,1 Yes 0 No,1.0
EST,Estonia,Enforcement mechanism score,5 Highest 0 Lowest,5.0
EST,Estonia,Exemptions to coverage,1 Yes 0 No,1.0
EST,Estonia,Exemptions to disclosure requirements score,5 Highest 0 Lowest,3.333333333
EST,Estonia,Existence of legal right to access,1 Yes 0 No,1.0
EST,Estonia,Fines,1 Yes 0 No,1.0
EST,Estonia,FOIA contact points,1 Yes 0 No,1.0
EST,Estonia,FOIA enforcement body,1 Yes 0 No,1.0
EST,Estonia,Harm test,1 Yes 0 No,1.0
EST,Estonia,Independent Nonjudicial appeals mechanism,1 Yes 0 No,0.0
EST,Estonia,Initial response deadline of no more than 15 days,1 Yes 0 No,1.0
EST,Estonia,Judicial appeals mechanism,1 Yes 0 No,1.0
EST,Estonia,Legal Framework unweighted average,1 Yes 0 No,1.0
EST,Estonia,Legislation governing access to information,1 Yes 0 No,1.0
EST,Estonia,Maximum total response time of no more than 40 days,1 Yes 0 No,1.0
EST,Estonia,Nominal fees mandated,1 Yes 0 No,1.0
EST,Estonia,Oral requests,1 Yes 0 No,1.0
EST,Estonia,Procedures for accessing information score,5 Highest 0 Lowest,5.0
EST,Estonia,Public Interest test ,1 Yes 0 No,0.0
EST,Estonia,Right to Appeal,1 Yes 0 No,1.0
EST,Estonia,Right to extend response time,1 Yes 0 No,1.0
EST,Estonia,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.333333333
EST,Estonia,Written guidelines for request of info,1 Yes 0 No,1.0
EST,Estonia,Written requests,1 Yes 0 No,1.0
ETH,Ethiopia,Administrative sanctions,1 Yes 0 No,0.0
ETH,Ethiopia,Annual budgets,1 Yes 0 No,1.0
ETH,Ethiopia,Annual chart of accounts,1 Yes 0 No,0.0
ETH,Ethiopia,Annual reports,1 Yes 0 No,0.0
ETH,Ethiopia,Appeals mechanism score,5 Highest 0 Lowest,3.333333333
ETH,Ethiopia,Appeals within public entities,1 Yes 0 No,1.0
ETH,Ethiopia,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,1.0
ETH,Ethiopia,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,2.0
ETH,Ethiopia,Constitutional requirement,1 Yes 0 No,1.0
ETH,Ethiopia,Coverage of information score,5 Highest 0 Lowest,2.0
ETH,Ethiopia,Criminal sanctions,1 Yes 0 No,1.0
ETH,Ethiopia,Deadlines for release of information score,5 Highest 0 Lowest,2.5
ETH,Ethiopia,Draft legal instruments,1 Yes 0 No,0.0
ETH,Ethiopia,Electronic requests,1 Yes 0 No,1.0
ETH,Ethiopia,Enacted legal instruments,1 Yes 0 No,1.0
ETH,Ethiopia,Enforcement mechanism score,5 Highest 0 Lowest,5.0
