Property Name,Country,Commodity,Type of Work,Status,Extent of Processing,Best Reserve Available,Reserves Tonnes  (_000) Units,Reserve Grade,Reserve grade Unit,Current Production,Current Production Unit,(Expected) Yearly Production at full capacity ,(Expected) Production at full capacity unit,Life of Mine (years),Project Inception (Year),Project Completion (Year),Company Name,(Expected)  Investment (MM$),Probability to move to investment by 2020 ,Power Sourcing Arrangement or Relationship Between Mine and Grid.,Source of power,Energy Consumption (kwh/t product),Annual Energy Consumption (MWh),Energy needs (MW),Shareholding Code,Mine Location,Location notes,Region,Tariff Public Utility,Cost relativity,Grid Energy Source,Grid Reliability,Source,Notes,Reference,Projects Pre-2000,Projects 2001-2012,Projects 2020
Langer Heinrich,Namibia,Uranium,Open-Pit,Producer,refined,Inferred Resources,18500.0,0.06,%,585343.0,grams,6000000,lb,17.0,2007.0,2024.0,Palladin Energy (100%),100.0,high,Grid supply,On-Grid,178000,484437,50.46,Sole Ownership by a private company,"(-22.45, 15.0333333)",,SA,8.4,equal tariff,Mainly Hydro Powered Generation,0 to 50 days,IM,"Langer Heinrich signed a deal on October 17, 2012 with Namcor to supply its mines upon completion of its 800MW Kudu gas project by 2017-18","Infomine, Company Website",No,Yes,Yes
Hillside,South Africa,Aluminum,Plant,Producer,smelted,None,,,,640000.0,tons,640000,tons,,1992.0,,Billiton Aluminium South Africa (Pty.) Ltd. ,,high,Grid supply,On-Grid,15500,9920000,1033.33,Sole Ownership by a private company,"(-31.2666667, 29.4666667)",,SA,4.0,equal tariff,Mainly Coal Fuelled Generation,0 to 50 days,USGS,,,Yes,Yes,Yes
Kabanga,Tanzania,Nickel,Surface,Feasibility,intermediate,Indicated Reserves,23200.0,2.64,%,,,40000,tons,30.0,2013.0,2043.0,BARRICK GOLD CORPORATION 50:50 Joint Venture With Xstrata Operator.,,high,Self-supply,On-Site HFO,5600,224000,23.33,Join-venture with only private interests,"(-2.8833333, 30.55)",,EA,5.3,above tariff,Mainly Hydro Powered Generation,50 to 100 days,Infomine,"IM, Web, 2013: start of construction on mine; 30 year life (http://www.metalbulletin.com/Article/2976922/MINING-INDABA-2012-Kabanga-Nickel-aims-to-start-mine-construction-in-2013.html). Barrick Gold Annual Report 2011 (primarily refering to Gold mines in Tanzania): ""In addition, we aim to finalise the installation of full back-up power at all of our mine sites by the end of Q2 2012, which when completed, is expected to significantly mitigate the effects of future power outages on production levels.""","Infomine, http://www.barrick.com/operations/projects/kabanga/default.aspx,",No,No,Yes
Trident/ Enterprise,Zambia,Nickel from N-C Sulphide,Surface,Advanced Exploration,intermediate,Probable Reserves,30000.0,0.01,,,,85000,tons,,2015.0,,First Quantum Minerals Ltd,275.0,low,Grid supply,On-Grid,300,25500,2.66,Sole Ownership by a private company,"(-12.25, 25.2)",,SA,3.9,equal tariff,Mainly Hydro Powered Generation,0 to 50 days,Infomine,,http://www.mineweb.com/mineweb/content/en/mineweb-fast-news?oid=169769&sn=Detail,No,No,Yes
Sheba's Ridge,South Africa,Palladium,Open-Pit,Feasibility,smelted,Indicated Reserves,366720.0,0.95,grams,630000.0,tons,243000,ounce,20.0,,,Ridge 100%,972.0,high,Grid supply + self-supply backup,"On-Grid, On-Site HFO",46561680,320760,33.41,Sole Ownership by a private company,"(-25.4333333, 29.55)",,SA,4.0,above tariff,Mainly Coal Fuelled Generation,0 to 50 days,Infomine,Ridge continues to consult with Pace Global Energy Services to examine alternatives to reduce reliance on grid supply from Eskom due to the current and projected power supply constraints. Further studies and discussions with Eskom are necessary in order for the Company to be in a position to make a development decision.,http://www.infomine.com/index/pr/PA645346.PDF,No,No,Yes
Eland,South Africa,Platinum,Underground,Producer,refined,Proven Reserves,9978.0,3.16,grams,1772898.0,grams,300000,ounce,30.0,2011.0,2041.0,Xstrata,,high,Grid supply,On-Grid,69489780,591000,61.56,Sole Ownership by a private company,"(-25.6166667, 27.8666667)",,SA,4.0,equal tariff,Mainly Coal Fuelled Generation,0 to 50 days,Infomine,"Full production of PGMs; Open-cast mine 2007-2011; Underground operations began afterwards.
Resouces and Reserves used to calculate LOM from 2009 end at 450K tpm production per year
Ore Reserves: 
Proved: 9.711
Probable: 2.03
Mineral Resources: 
Measured: 32.706
Indicated: 42.16
Inferred: 84.7
Sum:  171MN
LOM:32 years at 2009","Infomine, Mining Weekly, Company Website",No,Yes,Yes
Tubatse,South Africa,Platinum,Underground,Advanced Exploration,refined,Indicated Reserves,19200.0,3.33,grams,,,360000,ounce,40.0,2015.0,2053.0,"Genora Resources (26%), Nkwe Platinum (74%)",,high,Grid supply,On-Grid,69489780,709200,73.88,Join-venture with only private interests,"(-24.75, 30.2)",,SA,4.0,equal tariff,Mainly Coal Fuelled Generation,0 to 50 days,Infomine,,http://www.internationalresourcejournal.com/resource_in_action/june_10/nkwe_platinum.html,No,No,Yes
Zondereinde (Northam Mine),South Africa,Platinum,Underground,Producer,refined,Indicated Reserves,59780.0,6.05,grams,6118000.0,grams,243260,ounce,37.0,1993.0,2030.0,Northam Platinum Ltd,250.0,high,Grid supply,"On-Grid, On-Site Hydro (for equipment)",69489780,479223,49.92,Sole Ownership by a private company,"(-24.8333333, 27.3333333)",,SA,4.0,equal tariff,Mainly Coal Fuelled Generation,0 to 50 days,Infomine,Investmet is an etimate based on yearly investment. Underground equipment driven by hydropower,"Infomine, Company Website",Yes,Yes,Yes
Mutanda ,"Congo, Dem. Rep. of",Cobalt,Open-Pit,Producer,intermediate,Proven Reserves,47176.0,0.9,%,6880.0,tons,23000,tons,20.0,2010.0,2030.0,"Samref Congo Sprl (80%) (Glencore Majority Stakeholder Of Samref), Rowny Assets Limited (20%) ",650.0,high,Mines invest in the grid,On-Grid,6500,149500,15.57,Join-venture with only private interests,,40km SE of Kolwezi,CA,4.7,equal tariff,Mainly Hydro Powered Generation,150 to 200 days,Infomine,Co-invests with Société Nationale d’Electricité (SNEL) to increase power availability as well as refurburish hydroelectric facility in Katanga Province by 2015,"Infomine, Company Website, Publications",No,Yes,Yes
Sedibelo,South Africa,Platinum,Surface,Advanced Exploration,refined,Inferred Resources,42570.0,4.38,grams,,,240000,ounce,30.0,,,"Platmin Limited (10%), Bakgatla-Ba-Kgafela Tribe (90%)",2200.0,high,Grid supply,On-Grid,50089080,340800,35.5,Join-venture with only private interests,,Northern Cape,SA,4.0,equal tariff,Mainly Coal Fuelled Generation,0 to 50 days,Infomine,,"Infomine, Mining Weekly, Company Website, http://www.platmin.com/content/presentations/annual-general-meeting-12dec2012.pdf",No,No,Yes
Palabora Mine,South Africa,Nickel from N-C Sulphide,Open-Pit/Underground,Producer,refined,None,,,,95000.0,tons,95000,tons,20.0,2004.0,2024.0,"Rio Tinto (58%), Anglo American (29%)",465.0,high,Grid supply,On-Grid,3350,318250,33.15,Join-venture with only private interests,"(-23.9833333, 31.1333333)",,SA,4.0,equal tariff,Mainly Coal Fuelled Generation,0 to 50 days,IM,,,No,Yes,Yes
Munali (Enterprise / Voyager Deposits),Zambia,Nickel from N-C Sulphide,Underground,Temporary Suspension,intermediate,Indicated Reserves,7296.0,1.18,%,1548.0,tons,100000,tons,10.0,2008.0,2018.0,Albidon Limited,,low,Grid supply,On-Grid,550,55000,5.73,Sole Ownership by a private company,"(-16.05, 28.2666667)",,SA,3.9,equal tariff,Mainly Hydro Powered Generation,0 to 50 days,Infomine,,Infomine,No,Yes,Yes
Letlhakane-Mokobaesi,Botswana,Uranium,Underground,Feasibility,refined,Indicated Reserves,182200.0,156.0,parts per million,,,2200000,lb,36.0,2014.0,2050.0,A-Cap Resources Ltd,169.0,high,Grid supply,On-Grid,178000,177627,18.5,Sole Ownership by a private company,"(-21.9166667, 27.3)",,SA,6.7,equal tariff,Mainly Coal Fuelled Generation,0 to 50 days,Infomine,"The target annual production rate at an assumed leaching recovery of 80% is 2.2 million lbs U3O8 [846 t U] (ww.wise-uranium.org/upafr.html#BW). Project development is aided by the excellent local infrastructure: the project lies adjacent to the Botswana’s main growth corridor, which includes the key highway between Francistown and Gaborone. A north-south railway line runs parallel to this highway, along with the 220,000V high-tension power line. ","Infomine, Mining Weekly",No,No,Yes
Valencia,Namibia,Uranium,Open-Pit,Feasibility,refined,Indicated Reserves,130000.0,190.0,parts per million,,,3600000,lb,17.0,2013.0,2030.0,Forsys Metals Corp (100%),256.0,high,Mines invest in the grid,On-Grid,178000,290662,30.28,Joint- venture with State Equity,"(-22.35, 15.2333333)",,SA,8.4,equal tariff,Mainly Hydro Powered Generation,0 to 50 days,Infomine,Construction of power infrastructure has commenced in conjunction with NamPower - cost equally shared between company and national power utility,"Infomine, Company Website",No,No,Yes
Arlit,Niger,Uranium,Open-Pit,Producer,refined,Proven Reserves,82.0,0.0,,1808000.0,kilograms,6600000,lb,52.0,1971.0,2023.0,"Government Of Niger (36.6%),  Areva (63.4%)",,high,Mines invest in the grid,On-Grid,178000,534000,55.63,Join-venture with only private interests,"(18.75, 7.3166667)",,WA,15.5,equal tariff,Mainly Oil Fuelled Generation,0 to 50 days,Infomine,"Used 2011 resources and reserves and 2009 production to calculate remaining LOM (taken from Infomine); remaining LOM = 7.4 years. The urban community of Arlit, the NGO Droit à l’Énergie and AREVA came together to provide electricity to 4 areas surrounding the city (Areva). All installed capacity is currently thermally fired but Niger has around 230 MW of economic hydro power potential that it could develop. The SOE Coal distribution company (Société Nigerienne du Charbon d’Anou Araren SONICHAR) divides operations into the Zone Interconnectée, Zone Nord and Centres Isolés areas and fuel power plants Niger has two thermal power stations. One station, at Arlit, runs on locally mined coal and supplies the uranium mine as well as Agadez (MBendi)","Infomine, Company Website, Mbendi, http://metals.about.com/od/suppliersaz/tp/10-Largest-Uranium-Mines.htm, 
http://www.mbendi.com/indy/powr/af/ni/p0005.htm",Yes,Yes,Yes
Bakouma,Central African Republic,Uranium,Surface,Exploration,refined,Inferred Resources,5700.0,0.2,%,,,4400000,lb,16.0,2015.0,2031.0,Areva,,low,Self-supply,On-site HFO,178000,356000,37.08,Sole Ownership by a private company,"(5.6666667, 23.1666667)",,CA,11.9,above tariff,Mainly Hydro Powered Generation,0 to 50 days,Infomine,Probably on-site HFO,,No,No,Yes
Trekkopje,Namibia,Uranium,Open-Pit,Development,refined,Inferred Resources,28968.0,126.0,parts per million,3000.0,tons,6600000,lb,12.0,2013.0,2025.0,Areva (100%),920.0,high,Grid supply,On-Grid,178000,534000,55.63,Sole Ownership by a private company,"(-22.1666667, 14.6333333)",,SA,8.4,equal tariff,Mainly Hydro Powered Generation,0 to 50 days,WISE Uranium Project ,The firm was in discussions with NamPower over power supply since NamPower is faced with a deficit in supply,http://www.wise-uranium.org/upnatrk.html,No,No,Yes
Azelik Mine (Teguida),Niger,Uranium,Open-Pit,Development,refined,Proven Reserves,11579.0,0.2,%,700.0,tons,5500000,lb,10.0,2013.0,2022.0,SOMINA 37.2%; Sinou 33%; Niger Govt 24.8%; Trendfield Holdings 5%,239.0,high,Grid supply,On-Grid,178000,445000,46.35,Joint- venture with State Equity,"(17.5166667, 6.7666667)",,WA,15.5,equal tariff,Mainly Oil Fuelled Generation,0 to 50 days,IM,,"Infomine, http://world-nuclear.org/",No,No,Yes
Rhovan,South Africa,Vanadium,Open-Pit,Producer,refined,Proven Reserves,16173.0,0.51,%,,,6000,tons,48.0,1989.0,2037.0,Xstrata (74%),,high,Grid supply,On-Grid,3000,18000,1.88,Join-venture with only private interests,"(-25.5666667, 27.5666667)",,SA,4.0,equal tariff,Mainly Coal Fuelled Generation,0 to 50 days,Infomine,,"Infomine, Company Website,  http://wikimapia.org/8712173/Rhovan-Vanadium-Mine, http://free.financialmail.co.za/report07/xstrata07/ax.htm, http://www.platinumweekly.co.za/2011%2009%2023%20P23%2023%20September%202011%20Rustenburg%20Newspaper.pdf",Yes,Yes,Yes
Selkrik Mine,Botswana,Nickel,Underground,Temporary Suspension,intermediate,Inferred Resources,11300.0,0.27,%,11644.0,tons,60000,tons,13.0,1989.0,2002.0,"Norilsk Nickel (85%), Botswana Govt (15%)",,low,Grid supply,On-Grid,6600,396000,41.25,Joint- venture with State Equity,"(-21.2166667, 27.65)",,SA,6.7,equal tariff,Mainly Coal Fuelled Generation,0 to 50 days,Infomine,"The survey shows that by 2009/10, the power consumption at peak load from Tati Nickel would have doubled amid the power crisis that has engulfed the country. Currently at peak load, the mines use 39 mega watts (MW) of power and next year they will require 81 MW. Current ore depleted but new exploration projects will likely produce by 2020","Infomine, Company Website, Publications",Yes,Yes,No
Alucam,Cameroon,Aluminum,Plant,Producer,smelted,None,,,,90000.0,tons,90000,tons,,1960.0,2050.0," Government Of Cameroon 46.67%, Rio Tinto Alcan 46.67%, AFD 5.6% And Employees 1.1% ",,high,Grid supply,On-Grid,15500,1395000,145.31,Joint- venture with State Equity,"(3.8, 10.1333333)",,CA,16.0,equal tariff,Mainly Hydro Powered Generation,0 to 50 days,WB,"Cross-subsidized by low and medium voltage customers, RTA’s Alumnium Smelter Alucam historically received power at a subsidized rate of US$0.015/kWh under a 30 year PPA that expired in 2009. Under a new long-term PPA with AES-SONEL in effect since January 2010, Alucam’s average electricity tariff for up to a maximum of 250 MW is CFA 12.94/kWh (US$0.028/kWh equivalent) (US$0.025/kWh global average) before indexation for inflation.  ",http://siteresources.worldbank.org/INTCAMEROON/Resources/LPHP-PAD-Mar2012.pdf,Yes,Yes,Yes
Trojan,Zimbabwe,Nickel,Underground,Temporary Suspension,refined,Proven Reserves,1720.0,1.07,%,2047.0,tons,12000,tons,7.0,2013.0,2020.0,BNC ( 76.5% And Local Interests),,low,Grid supply,On-Grid,10700,128400,13.38,Sole Ownership by a private company,"(-17.3333333, 31.3)",,SA,9.8,equal tariff,Mainly Coal Fuelled Generation,50 to 100 days,Infomine,,http://www.mwanaafrica.com/operations-and-exploration/zimbabwe/bindura-nickel-corp-bnc,No,No,Yes
Kwekwe,Zimbabwe,Chromium,Plant,Producer,smelted,None,,,,180000.0,tons,180000,tons,20.0,1999.0,2020.0,Zimasco,85.0,high,Grid supply,On-Grid,4340,781200,81.38,Sole Ownership by a private company,"(-18.91, 29.81)",,SA,9.8,equal tariff,Mainly Coal Fuelled Generation,50 to 100 days,Infomine,,,Yes,Yes,Yes
Skorpion Mine,Namibia,Zinc,Open-Pit,Producer,refined,Proven and Probable Reserves,21600.0,10.57,%,151700.0,tons,150000,tons,14.0,2003.0,2017.0,Anglo American Corp 100%,454.0,closed by 2020,Grid supply,On-Grid,1075,161250,16.8,Sole Ownership by a private company,"(-27.8, 16.6)",,SA,8.4,equal tariff,Mainly Hydro Powered Generation,0 to 50 days,IM,NamPower provides power for the Skorpion mine through a 400 kV overhead transmission line from its Kokerboom substation,"Infomine, Company Website",No,Yes,No
Richards Bay Minerals Operation,South Africa,Zirconium,Placer,Producer,smelted,None,,,,219950.0,tons,219950,tons,27.0,2016.0,2043.0,"Rio Tinto (74%), Blue Horizon Investments (24%) And RMB Permanent Employees (2%)",150.0,high,Grid supply,On-Grid,54600,12009270,1250.97,Join-venture with only private interests,"(-28.8, 32.0333333)",,SA,4.0,equal tariff,Mainly Coal Fuelled Generation,0 to 50 days,CW,"Report: EIA for Richards Bay Minerals' Tailings Treatment Plant Tails Deposition Project, Richards Bay, KwaZulu-Natal",,No,No,Yes
Mozal,Mozambique,Aluminum,Plant,Producer,smelted,None,,,,500000.0,tons,500000,tons,,2000.0,2050.0,"Mozal SARL (BHP Billiton Plc, 47.11%) Mitsubishi Corporation (25 %, Industrial Development Corporation Of South Africa Limited (24 %, And The Government Of Mozambique (3.9 %)",1300.0,high,Grid supply,On-Grid,15500,7750000,807.29,Joint- venture with State Equity,"(-14.8475, 40.7202778)",,SA,4.1,equal tariff,Mainly Hydro Powered Generation,50 to 100 days,USGS,"Mozal sources power from Eskom via Motraco, a transmission joint venture between Eskom and the national electricity utilities of Mozambique and Swaziland. Tariffs are fixed through to 2012 and will be linked to the LME aluminium price thereafter. The joint venture has a 50-year right to use the land, renewable for another 50 years under a government concession.",http://www.ide.go.jp/English/Data/Africa_file/Company/mozambique01.html,Yes,Yes,Yes
Bayside,South Africa,Aluminum,Plant,Producer,smelted,None,,,,184000.0,tons,184000,tons,,1971.0,,Billiton Aluminium South Africa (Pty.) Ltd. ,,high,Grid supply,On-Grid,15500,2852000,297.08,Sole Ownership by a private company,"(-28.7166667, 32.0)",,SA,4.0,equal tariff,Mainly Coal Fuelled Generation,0 to 50 days,USGS,"BHP signed a  25-year contract which dates back to 1992 when SA had a power oversupply. But now Eskom wants it to be set aside, saying the cost to the utility is too high. The contract, which is confidential, links BHP's electricity tariff to the dollar price of aluminium. It has given BHP a significant discount on its tariffs, which led it to build the electricity-intensive smelters in Richards Bay in the 1990s. Eskom said the deal will cost it more than R5-billion over the life of the contract. BHP may be paying as little as 8.8c per kWh due to the low aluminium price, compared with Eskom's current tariff of 61c per kWh. (http://www.bdlive.co.za/business/energy/2012/10/28/bhp-power-deal-in-balance)",,Yes,Yes,Yes
Boke Bauxite Mine,Guinea,Bauxite,Open-Pit,Producer,crushed,None,,,,12030000.0,tons,12068000,tons,75.0,1968.0,2043.0,(CBG) Compagnie Des Bauxites De Guinee (100%),,high,Self-supply + CSR,On-site Diesel,4,48272,5.03,Sole Ownership by a private company,"(10.9333333, -14.3)",,WA,12.6,above tariff,Mainly Hydro Powered Generation,100 to 150 days,Infomine,CBG has 50 MW installed capacity,"Infomine, WB, http://www.angloaluminum.com/pdf/NAV-4pgr-Feb4-09.pdf",Yes,Yes,Yes
Sangaredi,Guinea,Bauxite,Open-Pit,Producer,refined,Indicated Reserves,179000.0,48.3,%,13088000.0,tons,1500000,tons,31.0,2007.0,2038.0,Compagnie Des Bauxites De Guinée (Halco Mining 51%),,high,Self-supply,On-site Diesel,620,930000,96.88,Joint- venture with State Equity,"(11.1, -13.7666667)",,WA,12.6,above tariff,Mainly Hydro Powered Generation,100 to 150 days,Infomine,"In partnership with BHP, GAC is constructing a large alumina refinery in Sangaredi, investment will be US$ 2.3 billion. With a capacity of 1.5 million tpy of alumina","Infomine, WB (Guinea Mining and Infrastructure)",No,Yes,Yes
