sousDomaine,domaine,departement,nbOffres,nbElevesAyantInteragi,nbElevesInteresses,nbCandidatures,nbConfirmes
arts-culture-artisanatactivites-culturelles,arts-culture-artisanat,50,6,24,24,6,0
informatique-internetinformatique-de-gestion,informatique-internet,69,7,216,210,56,0
gestion-des-entreprises-comptabiliteressources-humaines,gestion-des-entreprises-comptabilite,13,167,2880,2789,457,61
information-communication-audiovisuelmultimedia,information-communication-audiovisuel,44,29,467,396,58,0
sante-social-sportsport,sante-social-sport,93,10,47,47,11,0
,gestion-des-entreprises-comptabilite,53,10,48,19,2,0
construction-architecture-travaux-publicsequipement-technique,construction-architecture-travaux-publics,13,233,706,585,70,8
sante-social-sportsante-generalites,sante-social-sport,44,67,1185,997,194,9
environnement-energies-propreteamenagement-paysager,environnement-energies-proprete,44,50,712,574,107,10
logistique-transportlogistique,logistique-transport,44,20,245,149,22,0
construction-architecture-travaux-publicsmaconnerie-beton-arme,construction-architecture-travaux-publics,54,21,54,39,14,1
logistique-transporttransport,logistique-transport,44,20,245,149,22,0
information-communication-audiovisuelcommunication,information-communication-audiovisuel,28,7,45,33,9,0
environnement-energies-propretedechets-pollutions-et-risques,environnement-energies-proprete,44,74,684,417,62,3
construction-architecture-travaux-publicsequipement-technique,construction-architecture-travaux-publics,44,91,496,372,83,3
,arts-culture-artisanat,78,69,33,4,0,0
construction-architecture-travaux-publicsmaconnerie-beton-arme,construction-architecture-travaux-publics,44,91,496,372,83,3
information-communication-audiovisuelmultimedia,information-communication-audiovisuel,50,3,2,2,0,0
logistique-transportlogistique,logistique-transport,66,13,22,22,2,0
construction-architecture-travaux-publicstravaux-publics,construction-architecture-travaux-publics,44,91,496,372,83,3
informatique-internetinformatique-de-gestion,informatique-internet,59,7,18,4,0,0
construction-architecture-travaux-publicstravaux-publics,construction-architecture-travaux-publics,13,233,706,585,70,8
logistique-transporttransport,logistique-transport,38,13,124,83,24,2
agriculture-animauxcultures,agriculture-animaux,18,27,6,3,0,0
arts-culture-artisanatarts-du-spectacle,arts-culture-artisanat,44,24,758,594,123,3
commerce-marketing-ventecommerce-international,commerce-marketing-vente,70,6,3,1,0,0
gestion-des-entreprises-comptabiliteressources-humaines,gestion-des-entreprises-comptabilite,91,2,17,17,7,0
,informatique-internet,75,580,228,52,3,0
sante-social-sportsport,sante-social-sport,44,45,883,732,141,6
matieres-premieres-fabrication-industriesmaintenance-qualite,matieres-premieres-fabrication-industries,44,25,299,245,44,3
commerce-marketing-ventegrande-distribution-et-petits-commerces,commerce-marketing-vente,95,40,217,211,61,2
informatique-internetinformatique-pour-la-recherche,informatique-internet,45,59,2520,2468,563,62
gestion-des-entreprises-comptabiliteressources-humaines,gestion-des-entreprises-comptabilite,59,44,65,35,0,0
mecaniquemachinisme-agricole,mecanique,44,13,109,63,10,0
information-communication-audiovisuelbibliotheque-documentation,information-communication-audiovisuel,45,41,641,620,103,11
agriculture-animauxcultures,agriculture-animaux,44,39,201,150,24,0
agriculture-animauxpeche,agriculture-animaux,44,39,201,150,24,0
arts-culture-artisanatarts-du-spectacle,arts-culture-artisanat,53,4,32,30,5,1
agriculture-animauxelevage-aquaculture,agriculture-animaux,44,39,201,150,24,0
sante-social-sportsante-generalites,sante-social-sport,37,29,21,7,0,0
lettres-langues-enseignementenseignement,lettres-langues-enseignement,14,10,59,57,10,0
environnement-energies-propretedechets-pollutions-et-risques,environnement-energies-proprete,69,2,36,31,5,0
agriculture-animauxcultures,agriculture-animaux,42,2,1,1,0,0
sante-social-sportparamedical,sante-social-sport,44,16,326,282,52,4
construction-architecture-travaux-publicsbureau-detudes-btp,construction-architecture-travaux-publics,8,12,2,0,0,0
sante-social-sportmedical,sante-social-sport,44,14,164,113,23,0
commerce-marketing-venteachat-approvisionnement,commerce-marketing-vente,84,4,21,19,6,0
mecaniquemachinisme-agricole,mecanique,49,8,54,44,7,1
arts-culture-artisanatarts-appliques,arts-culture-artisanat,44,52,404,331,65,1
arts-culture-artisanatactivites-culturelles,arts-culture-artisanat,95,1,11,10,1,0
scienceschimie,sciences,50,5,8,8,1,0
arts-culture-artisanatartisanat-dart,arts-culture-artisanat,44,4,91,63,16,1
arts-culture-artisanatarts-graphiques,arts-culture-artisanat,44,9,179,170,37,0
informatique-internetinformatique-industrielle-et-technologique,informatique-internet,60,5,2,0,0,0
electricite-electronique-robotiquetelecommunications,electricite-electronique-robotique,44,10,170,164,34,1
commerce-marketing-venteachat-approvisionnement,commerce-marketing-vente,61,1,1,1,0,0
electricite-electronique-robotiqueelectronique,electricite-electronique-robotique,44,10,170,164,34,1
environnement-energies-propreteenergies,environnement-energies-proprete,44,37,1033,928,200,1
,environnement-energies-proprete,44,37,315,122,21,0
construction-architecture-travaux-publicsgenie-civil,construction-architecture-travaux-publics,38,4,23,16,2,0
,informatique-internet,44,105,2356,2137,513,5
economie-droit-politiquedroit-applique,economie-droit-politique,44,8,274,181,48,0
informatique-internetbases-de-donnees,informatique-internet,28,4,25,18,8,1
economie-droit-politiquedroit-international,economie-droit-politique,44,8,274,181,48,0
information-communication-audiovisuelcommunication,information-communication-audiovisuel,86,2,8,8,2,0
mecaniquemachinisme-agricole,mecanique,50,4,1,1,0,0
economie-droit-politiquedroit-generalites,economie-droit-politique,13,35,935,920,252,50
armee-securitesecurite-prevention,armee-securite,44,4,26,19,0,0
,environnement-energies-proprete,77,71,31,0,0,0
hotellerie-restauration-tourismehotellerie,hotellerie-restauration-tourisme,74,1,1,1,0,0
information-communication-audiovisuelmultimedia,information-communication-audiovisuel,8,1,1,1,0,0
banque-assurances-immobilierassurances,banque-assurances-immobilier,44,2,8,3,1,1
banque-assurances-immobilierbanque,banque-assurances-immobilier,44,2,8,3,1,1
sante-social-sportparamedical,sante-social-sport,34,11,79,73,14,1
commerce-marketing-venteachat-approvisionnement,commerce-marketing-vente,57,11,15,13,2,1
construction-architecture-travaux-publicsequipement-technique,construction-architecture-travaux-publics,27,2,6,4,0,0
,sante-social-sport,44,19,78,15,0,0
mecaniqueaeronautique,mecanique,44,1,11,8,2,0
informatique-internetdeveloppement-programmation-logiciel,informatique-internet,95,158,113,48,10,0
informatique-internetinformatique-industrielle-et-technologique,informatique-internet,62,3,5,0,0,0
informatique-internetinformatique-de-gestion,informatique-internet,86,6,26,25,4,0
agriculture-animauxelevage-aquaculture,agriculture-animaux,75,3,47,47,6,1
informatique-internetinformatique-generalites,informatique-internet,38,3,33,33,8,0
informatique-internetbases-de-donnees,informatique-internet,45,59,2520,2468,563,62
informatique-internetinformatique-generalites,informatique-internet,45,59,2520,2468,563,62
agriculture-animauxdeveloppement-agricole,agriculture-animaux,1,1,2,2,0,0
informatique-internetsystemes-et-reseaux,informatique-internet,45,59,2520,2468,563,62
information-communication-audiovisuelaudiovisuel,information-communication-audiovisuel,93,3,101,101,21,0
logistique-transporttransport,logistique-transport,29,5,8,8,1,0
informatique-internetinformatique-de-gestion,informatique-internet,45,59,2520,2468,563,62
commerce-marketing-ventegrande-distribution-et-petits-commerces,commerce-marketing-vente,27,8,15,14,1,1
sante-social-sportsport,sante-social-sport,45,99,2141,2093,309,33
commerce-marketing-venteachat-approvisionnement,commerce-marketing-vente,30,21,66,52,10,0
sante-social-sportsante-generalites,sante-social-sport,72,72,1011,870,164,21
mecaniquemecanique-generalites,mecanique,57,2,2,1,1,0
hotellerie-restauration-tourismetourisme,hotellerie-restauration-tourisme,45,19,352,347,56,6
,gestion-des-entreprises-comptabilite,13,47,54,31,7,3
information-communication-audiovisuelcommunication,information-communication-audiovisuel,71,1,9,6,1,0
hotellerie-restauration-tourismehotellerie,hotellerie-restauration-tourisme,75,12,298,298,50,5
hotellerie-restauration-tourismerestauration,hotellerie-restauration-tourisme,28,9,33,24,2,0
banque-assurances-immobilierbanque,banque-assurances-immobilier,45,41,1175,1167,187,21
economie-droit-politiqueactivite-judiciaire,economie-droit-politique,44,8,274,181,48,0
construction-architecture-travaux-publicstravaux-publics,construction-architecture-travaux-publics,53,57,134,101,12,1
economie-droit-politiquedroit-generalites,economie-droit-politique,45,37,1581,1572,321,38
information-communication-audiovisuelmultimedia,information-communication-audiovisuel,91,2,2,2,0,0
economie-droit-politiquedroit-applique,economie-droit-politique,45,37,1581,1572,321,38
economie-droit-politiquedroit-social,economie-droit-politique,45,37,1581,1572,321,38
environnement-energies-propreteurbanisme,environnement-energies-proprete,28,2,11,7,0,0
informatique-internetinformatique-generalites,informatique-internet,27,5,6,1,0,0
hotellerie-restauration-tourismehotellerie,hotellerie-restauration-tourisme,61,2,3,3,0,0
economie-droit-politiquedroit-prive,economie-droit-politique,45,37,1581,1572,321,38
matieres-premieres-fabrication-industriesagroalimentaire,matieres-premieres-fabrication-industries,45,81,478,467,61,3
sante-social-sportmedical,sante-social-sport,45,33,1367,1355,220,14
scienceschimie,sciences,45,7,328,327,60,4
construction-architecture-travaux-publicsmaconnerie-beton-arme,construction-architecture-travaux-publics,45,113,1176,1166,209,12
logistique-transportlogistique,logistique-transport,53,7,23,13,3,0
arts-culture-artisanatarts-graphiques,arts-culture-artisanat,42,1,23,23,3,0
construction-architecture-travaux-publicsgenie-civil,construction-architecture-travaux-publics,45,113,1176,1166,209,12
informatique-internetinformatique-generalites,informatique-internet,36,28,150,24,0,0
construction-architecture-travaux-publicsplatrerie,construction-architecture-travaux-publics,45,113,1176,1166,209,12
commerce-marketing-venteachat-approvisionnement,commerce-marketing-vente,92,95,1212,1169,149,2
construction-architecture-travaux-publicsgenie-civil-construction-generalites,construction-architecture-travaux-publics,45,113,1176,1166,209,12
construction-architecture-travaux-publicsmaconnerie-beton-arme,construction-architecture-travaux-publics,78,44,247,231,41,0
agriculture-animauxforet,agriculture-animaux,45,34,293,287,30,0
environnement-energies-propreteurbanisme,environnement-energies-proprete,54,8,18,7,0,0
electricite-electronique-robotiqueelectrotechnique,electricite-electronique-robotique,45,14,418,405,83,10
,arts-culture-artisanat,77,55,6,0,0,0
electricite-electronique-robotiqueelectronique,electricite-electronique-robotique,45,14,418,405,83,10
informatique-internetsystemes-et-reseaux,informatique-internet,76,2,29,29,11,0
logistique-transporttransport,logistique-transport,13,12,93,87,18,4
mecaniquemecanique-generalites,mecanique,45,36,340,336,52,2
sante-social-sportsante-generalites,sante-social-sport,59,2,57,45,9,0
mecaniqueautomobile,mecanique,50,19,40,40,1,0
environnement-energies-propreteprotection-des-espaces-naturels,environnement-energies-proprete,45,51,1330,1318,225,23
environnement-energies-propreteenvironnement-generalites,environnement-energies-proprete,45,51,1330,1318,225,23
informatique-internetinformatique-pour-la-recherche,informatique-internet,72,28,800,761,183,19
information-communication-audiovisuelaudiovisuel,information-communication-audiovisuel,45,31,791,766,121,11
arts-culture-artisanatarts-du-spectacle,arts-culture-artisanat,45,69,945,888,124,13
,sante-social-sport,72,2,2,0,0,0
arts-culture-artisanatarts-plastiques,arts-culture-artisanat,45,44,1156,1133,166,26
construction-architecture-travaux-publicsgenie-civil-construction-generalites,construction-architecture-travaux-publics,72,63,450,372,83,9
arts-culture-artisanatarts-graphiques,arts-culture-artisanat,77,37,20,18,3,0
arts-culture-artisanatarts-appliques,arts-culture-artisanat,45,136,1455,1395,194,27
environnement-energies-propreteenergies,environnement-energies-proprete,54,12,33,23,5,0
hotellerie-restauration-tourismetourisme,hotellerie-restauration-tourisme,75,6,224,224,50,5
agriculture-animauxdeveloppement-agricole,agriculture-animaux,45,31,249,241,23,1
agriculture-animauxcultures,agriculture-animaux,45,31,249,241,23,1
agriculture-animauxpeche,agriculture-animaux,45,31,249,241,23,1
informatique-internetdeveloppement-programmation-logiciel,informatique-internet,49,50,1139,990,249,8
environnement-energies-propreteproprete,environnement-energies-proprete,45,51,1330,1318,225,23
agriculture-animauxelevage-aquaculture,agriculture-animaux,45,31,249,241,23,1
mecaniquemachinisme-agricole,mecanique,45,15,171,168,20,0
environnement-energies-propreteenergies,environnement-energies-proprete,45,26,258,247,27,3
lettres-langues-enseignementlangues,lettres-langues-enseignement,45,8,272,263,35,3
,informatique-internet,49,33,827,727,206,6
arts-culture-artisanatartisanat-dart,arts-culture-artisanat,45,60,542,517,83,7
construction-architecture-travaux-publicstravaux-publics,construction-architecture-travaux-publics,54,21,54,39,14,1
armee-securitedefense-publique,armee-securite,45,6,211,205,26,2
armee-securitesecurite-prevention,armee-securite,45,14,574,562,67,4
agriculture-animauxelevage-aquaculture,agriculture-animaux,74,1,1,1,0,0
sante-social-sportsante-generalites,sante-social-sport,13,118,1772,1718,239,46
matieres-premieres-fabrication-industriesverre,matieres-premieres-fabrication-industries,45,17,254,254,30,3
informatique-internetinformatique-pour-la-recherche,informatique-internet,28,4,25,18,8,1
matieres-premieres-fabrication-industriesceramique-composites,matieres-premieres-fabrication-industries,45,17,254,254,30,3
environnement-energies-propreteurbanisme,environnement-energies-proprete,45,43,609,603,136,11
environnement-energies-propreteamenagement-du-territoire,environnement-energies-proprete,45,43,609,603,136,11
environnement-energies-propretedechets-pollutions-et-risques,environnement-energies-proprete,50,3,6,6,0,0
matieres-premieres-fabrication-industriesmaintenance-qualite,matieres-premieres-fabrication-industries,45,11,314,314,79,7
information-communication-audiovisueljournalisme-edition-publicite,information-communication-audiovisuel,72,19,597,532,142,4
commerce-marketing-ventecommerce-international,commerce-marketing-vente,63,1,3,3,0,0
informatique-internetbases-de-donnees,informatique-internet,60,5,2,0,0,0
mecaniqueaeronautique,mecanique,45,1,41,41,5,0
,environnement-energies-proprete,45,15,16,14,2,0
