$Code Evamed$,$Motif de demande$,$Code CIS$,$Code CIP$,$Dénomination spécialité$,$Date avis définitif$,$ASMR$,$Valeur ASMR$,$Libellé ASMR$
$CT-17871$,$Inscription (CT)$,$60274212$,$3400930171028|3400930171042|3400930171035$,"$REANUTRIFLEX, émulsion pour perfusion$",$10/07/2019$,$ASMR$,$V$,"$Les spécialités REANUTRIFLEX E (625 mL, 1 250 mL et 1 875 mL), REANUTRIFLEX (1 250 mL et 1 875 mL), PERINUTRIFLEX E (1 250 mL et 1 875 mL) et MEDNUTRIFLEX E (1 250 mL, 1 875 mL et 2 500 mL) n’apportent pas d’amélioration du service médical rendu (ASMR V) par rapport aux spécialités REANUTRIFLEX LIPIDE G 144/N 8/E (625 mL, 1 250 mL et 1 875 mL), REANUTRIFLEX LIPIDE G 144/N 8 (1 250 mL et 1 875 mL), PERINUTRIFLEX LIPIDE G 64/N 4,6/E (1 250 mL, 1 875 mL et 2 500 mL) et MEDNUTRIFLEX LIPIDE G 120/N 5,4/E (1 250 mL, 1 875 mL et 2 500 mL).££££La nouvelle présentation de REANUTRIFLEX en poches 625 mL est un complément de la gamme REANUTRIFLEX qui n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport aux présentations déjà inscrites.$"
$CT-17870$,$Inscription (CT)$,$64093184$,$3400930170700|3400930170724|3400930170717$,"$REANUTRIFLEX E, émulsion pour perfusion$",$10/07/2019$,$ASMR$,$V$,"$Les spécialités REANUTRIFLEX E (625 mL, 1 250 mL et 1 875 mL), REANUTRIFLEX (1 250 mL et 1 875 mL), PERINUTRIFLEX E (1 250 mL et 1 875 mL) et MEDNUTRIFLEX E (1 250 mL, 1 875 mL et 2 500 mL) n’apportent pas d’amélioration du service médical rendu (ASMR V) par rapport aux spécialités REANUTRIFLEX LIPIDE G 144/N 8/E (625 mL, 1 250 mL et 1 875 mL), REANUTRIFLEX LIPIDE G 144/N 8 (1 250 mL et 1 875 mL), PERINUTRIFLEX LIPIDE G 64/N 4,6/E (1 250 mL, 1 875 mL et 2 500 mL) et MEDNUTRIFLEX LIPIDE G 120/N 5,4/E (1 250 mL, 1 875 mL et 2 500 mL).££££La nouvelle présentation de REANUTRIFLEX en poches 625 mL est un complément de la gamme REANUTRIFLEX qui n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport aux présentations déjà inscrites.$"
$CT-17868$,$Inscription (CT)$,$65953612$,$3400930179543|3400930179581|3400930179567$,"$NORDITROPINE FLEXPRO 10 mg/1,5 ml, solution injectable en stylo prérempli$",$10/07/2019$,$ASMR$,$V$,$NORDITROPINE FLEXPRO est un complément de gamme qui n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport aux autres présentations déjà inscrites.$
$CT-17866$,$Inscription (CT)$,$66311112$,$3400930174852$,"$VIZIMPRO 15 mg, comprimé pelliculé$",$23/10/2019$,$ASMR$,$V$,"$Prenant en compte à la fois :££•	un gain de 5,5 mois en survie sans progression démontré par rapport au géfitinib,££•	un surcroît de toxicité notamment l’incidence des événements indésirables de grades = 3 71,4% sous VIZIMPRO et 47,8% dans le groupe comparateur,££•	l’absence de démonstration d’un gain en survie globale et en qualité de vie,££la Commission considère que VIZIMPRO n’apporte pas d’amélioration du service médical rendu (ASMR V) dans la prise en charge du cancer bronchique non à petites cellules (CBNPC) localement avancé ou métastasique avec mutations activatrices de l’EGFR en première ligne.$"
$CT-17866$,$Inscription (CT)$,$65408925$,$3400930174869|3400930174876$,"$VIZIMPRO 30 - 45 mg, comprimé pelliculé$",$23/10/2019$,$ASMR$,$V$,"$Prenant en compte à la fois :££•	un gain de 5,5 mois en survie sans progression démontré par rapport au géfitinib,££•	un surcroît de toxicité notamment l’incidence des événements indésirables de grades = 3 71,4% sous VIZIMPRO et 47,8% dans le groupe comparateur,££•	l’absence de démonstration d’un gain en survie globale et en qualité de vie,££la Commission considère que VIZIMPRO n’apporte pas d’amélioration du service médical rendu (ASMR V) dans la prise en charge du cancer bronchique non à petites cellules (CBNPC) localement avancé ou métastasique avec mutations activatrices de l’EGFR en première ligne.$"
$CT-17861$,$Inscription (CT)$,$62159835$,$3400955046714|3400955062967|3400955062950$,"$ROPIVACAINE READYFUSOR 2 mg/ml, solution pour perfusion en système d¿administration$",$18/09/2019$,$ASMR$,$V$,"$Les spécialités ROPIVACAINE READYFUSOR n’apportent pas d’amélioration du service médical rendu (ASMR V) par rapport à la spécialité de référence NAROPEINE 2 mg/mL, solution injectable en poche.$"
$CT-17852$,$Inscription (CT)$,$60815657$,$3400955050001|3400955050056|3400955050049|3400955050018$,"$ETOPOSIDE ACCORD 20 mg/mL, solution à diluer pour perfusion$",$17/07/2019$,$ASMR$,$V$,$La spécialité ETOPOSIDE ACCORD 20 mg/mL n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport aux autres présentations d’étoposide disponibles par voie injectable.$
$CT-17847$,$Inscription (CT)$,$67656403$,$3400955059134|3400955059141$,"$OXYGENE MEDICINAL AIR PRODUCTS MEDICAL 200 bar, gaz pour inhalation en bouteille$",$04/09/2019$,$ASMR$,$V$,$Ces présentations sont des compléments de gamme qui n’apportent pas d’amélioration du service médical rendu (ASMR V) par rapport aux présentations déjà inscrites.$
$CT-17846$,$Inscription (CT)$,$65639871$,$3400930167441|3400930167458$,"$ORKAMBI, granulé en sachet$",$18/09/2019$,$ASMR$,$IV$,"$Compte tenu :££-	d’une efficacité et d’une tolérance d’ORKAMBI (lumacaftor/ivacaftor) chez les enfants âgés de 2 ans à 5 ans qui apparaissent similaires à celles déjà évaluées par la Commission chez les enfants de 6 ans et plus, reposant sur :££o	les résultats d’une étude de phase III non comparative ayant essentiellement évalué la pharmacocinétique (critère de jugement principal de la partie A de l’étude d’une durée de 2 semaines) et la tolérance (critère de jugement principal de la partie B de l’étude d’une durée de 24 semaines) d’ORKAMBI (lumacaftor/ivacaftor) chez les enfants âgés de 2 ans à 5 ans,££o	du profil de tolérance d’ORKAMBI (lumacaftor/ivacaftor) qui apparait acceptable chez les enfants âgés de 2 ans à 5 ans,££-	du recul limité à un maximum de 26 semaines de traitement ne permettant pas d’évaluer l’efficacité et la tolérance à long terme,££-	du besoin médical identifié en l’absence d’autre traitement ciblant les causes de la maladie,££la Commission considère qu’ORKAMBI (lumacaftor/ivacaftor) apporte, comme chez les enfants âgés de plus de 6 ans, une amélioration du service médical rendu mineure (de niveau IV) dans la prise en charge thérapeutique de la mucoviscidose chez les enfants âgés de 2 ans et plus, homozygotes pour la mutation F508del du gène CFTR.$"
$CT-17837$,$Inscription (CT)$,$68268955$,$3400930157220$,"$OLANZAPINE ARROW 15 mg, comprimé orodispersible$",$12/06/2019$,$ASMR$,$V$,"$Les spécialités OLANZAPINE ARROW 15 mg et OLANZAPINE ARROW 20 mg, comprimés orodispersibles n’apportent pas d’amélioration du service médical rendu (ASMR V) par rapport aux princeps.$"
$CT-17837$,$Inscription (CT)$,$61779406$,$3400930157251$,"$OLANZAPINE ARROW 20 mg, comprimé orodispersible$",$12/06/2019$,$ASMR$,$V$,"$Les spécialités OLANZAPINE ARROW 15 mg et OLANZAPINE ARROW 20 mg, comprimés orodispersibles n’apportent pas d’amélioration du service médical rendu (ASMR V) par rapport aux princeps.$"
$CT-17832$,$Inscription (CT)$,$69673433$,$3400930176061|3400930176139|3400930176115|3400930176085$,"$PREMINOR, gélule$",$23/10/2019$,$ASMR$,$V$,"$PREMINOR, association fixe de ramipril (5 ou 10 mg) et d’amlodipine (5 ou 10 mg), n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport à la prise séparée de ses deux principes actifs aux mêmes doses.$"
$CT-17827$,$Inscription (CT)$,$65443214$,$3400927924880$,"$NICOPASS MENTHE 2 mg SANS SUCRE, gomme à mâcher médicamenteuse édulcorée au xylitol, à l'acésulfame potassique, au sucralose et au maltitol$",$04/09/2019$,$ASMR$,$V$,$Ces spécialités n’apportent pas d’amélioration du service médical rendu (ASMR V) par rapport aux spécialités à base de nicotine déjà disponibles.$
$CT-17827$,$Inscription (CT)$,$67666657$,$3400927922640$,"$NICOPASS CITRON 2 mg SANS SUCRE, gomme à mâcher médicamenteuse édulcorée au xylitol, à l'acésulfame potassique, au sucralose et au maltitol$",$04/09/2019$,$ASMR$,$V$,$Ces spécialités n’apportent pas d’amélioration du service médical rendu (ASMR V) par rapport aux spécialités à base de nicotine déjà disponibles.$
$CT-17827$,$Inscription (CT)$,$67523118$,$3400927923760$,"$NICOPASS CITRON 4 mg SANS SUCRE, gomme à mâcher médicamenteuse édulcorée au xylitol, à l'acésulfame potassique, au sucralose et au maltitol$",$04/09/2019$,$ASMR$,$V$,$Ces spécialités n’apportent pas d’amélioration du service médical rendu (ASMR V) par rapport aux spécialités à base de nicotine déjà disponibles.$
$CT-17827$,$Inscription (CT)$,$60545083$,$3400927925832$,"$NICOPASS MENTHE 4 mg SANS SUCRE, gomme à mâcher médicamenteuse édulcorée au xylitol, à l'acésulfame potassique, au sucralose et au maltitol$",$04/09/2019$,$ASMR$,$V$,$Ces spécialités n’apportent pas d’amélioration du service médical rendu (ASMR V) par rapport aux spécialités à base de nicotine déjà disponibles.$
$CT-17826$,$Inscription (CT)$,$61091986$,$3400931938217$,"$VITAMINE B6 ARROW 250 mg, comprimé quadrisécable$",$12/06/2019$,$ASMR$,$V$,"$La spécialité VITAMINE B6 ARROW 250 mg, comprimé quadrisécable, n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport aux spécialités BECILAN 250 mg, comprimé sécable, déjà inscrites.$"
$CT-17824$,$Inscription (CT)$,$61251960$,$3400930088234$,"$MEROPENEM ARROW LAB 500 mg, poudre pour solution injectable/pour perfusion$",$10/07/2019$,$ASMR$,$IV$,"$La spécialité MEROPENEM ARROW LAB 500 mg, poudre pour solution injectable ou pour perfusion n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport au princeps MERONEM 500 mg, poudre pour solution injectable.$"
$CT-17823$,$Inscription (CT)$,$67104999$,$3400931938446$,"$VITAMINE B1 ARROW CONSEIL 250 mg, comprimé pelliculé$",$04/09/2019$,$ASMR$,$V$,$Cette spécialité n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport aux spécialités à base de chlorhydrate de thiamine déjà inscrites.$
$CT-17822$,$Inscription (CT)$,$62931799$,$3400930176153$,"$MIGLUSTAT DIPHARMA 100 mg, gélule$",$26/06/2019$,$ASMR$,$V$,"$La spécialité MIGLUSTAT DIPHARMA n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport à la spécialité princeps ZAVESCA, déjà inscrite.$"
$CT-17821$,$Inscription (CT)$,$67003384$,$3400930176894$,"$POSACONAZOLE MYLAN 40 mg/mL, suspension buvable$",$26/06/2019$,$ASMR$,$V$,"$Cette spécialité est un générique qui n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport au princeps NOXAFIL 40 mg/ml, suspension buvable.$"
$CT-17814$,$Inscription (CT)$,$65913265$,$3400955064817$,"$TRAZIMERA 420 mg, poudre pour solution à diluer pour perfusion$",$26/06/2019$,$ASMR$,$V$,$Cette présentation est un complément de gamme qui n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport à la présentation TRAZIMERA 150 mg déjà inscrite.$
$CT-17811$,$Inscription (CT)$,$62030744$,$3400930177662$,"$TOUJEO 300 unités/ml DOUBLESTAR, solution injectable en stylo pré-rempli$",$12/06/2019$,$ASMR$,$V$,$Cette présentation est un complément de gamme qui n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport aux présentations déjà inscrites.$
$CT-17806$,$Inscription (CT)$,$63314092$,$3400955062684|3400955062707|3400955062691$,"$ELOCTA 4000 - 5000 - 6000 UI, poudre et solvant pour solution injectable$",$12/06/2019$,$ASMR$,$V$,$Ces présentations sont des compléments de gamme qui n’apportent pas d’amélioration du service médical rendu (ASMR V) par rapport aux présentations déjà inscrites.$
$CT-17801$,$Inscription (CT)$,$65496626$,$3400930021637$,"$PARACETAMOL CRISTERS 500 mg, comprimé effervescent$",$10/07/2019$,$ASMR$,$V$,$Cette présentation n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport à la présentation déjà inscrite.$
$CT-17794$,$Inscription (CT)$,$65082408$,$3400955015383|3400955015413|3400955015390$,"$MYDRANE 0,2 mg/ml + 3,1 mg/ml + 10 mg/ml, solution injectable$",$10/07/2019$,$ASMR$,$V$,$Ces présentations sont des compléments de gamme qui n’apportent pas d’amélioration du service médical rendu (ASMR V) par rapport aux présentations déjà inscrites.$
$CT-17793$,$Réévaluation ASMR$,$64380476$,$3400930055731$,"$CORTIMENT 9 mg, comprimé à libération prolongée$",$23/10/2019$,$ASMR$,$V$,"$L’appréciation faite précédemment par la Commission n’est pas modifiée. Compte tenu de :££•	la démonstration d’une supériorité de CORTIMENT 9 mg par rapport au placebo sur un critère de rémission strict, à la fois clinique et endoscopique mais d’une quantité d’effet au mieux modeste et,££•	l’absence de donnée comparative à un autre médicament actif, alors que cela était possible : 5-ASA et surtout corticoïde d’action systémique, ££la Commission considère que CORTIMENT n’apporte pas d’amélioration du service médical rendu (ASMR V) dans la stratégie de prise en charge de la rectocolite hémorragique.$"
$CT-17792$,$Inscription (CT)$,$66266717$,$3400930021668$,"$PARACETAMOL CRISTERS 1000 mg, comprimé effervescent sécable$",$10/07/2019$,$ASMR$,$V$,$Cette présentation n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport à la présentation déjà inscrite.$
$CT-17789$,$Inscription (CT)$,$66285258$,$3400937986946$,"$NICORETTE MICROTAB CITRON 2 mg, comprimé sublingual$",$26/06/2019$,$ASMR$,$V$,$Ces présentations n’apportent pas d’amélioration du service médical rendu (ASMR V) par rapport aux spécialités déjà inscrites.$
$CT-17789$,$Inscription (CT)$,$65735898$,$3400937992398|3400937992459$,"$NICORETTE MICROTAB 2 mg, comprimé sublingual$",$26/06/2019$,$ASMR$,$V$,$Ces présentations n’apportent pas d’amélioration du service médical rendu (ASMR V) par rapport aux spécialités déjà inscrites.$
$CT-17788$,$Inscription (CT)$,$68834182$,$3400930153499$,"$BORTEZOMIB ZENTIVA 3,5 mg, poudre pour solution injectable$",$26/06/2019$,$ASMR$,$V$,"$La spécialité BORTEZOMIB ZENTIVA 3,5 mg n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport à la spécialité VELCADE 3,5 mg, poudre pour solution injectable, déjà inscrite.$"
$CT-17786$,$Inscription (CT)$,$62870086$,$3400930167908|3400955061465$,"$ZORYON 10 mg, sirop$",$18/09/2019$,$ASMR$,$V$,"$Prenant en compte :££-	les propriétés analgésiques connues de la méthadone et les données cliniques qui plaident en faveur de l’efficacité du produit dans la prise en charge des douleurs d’origine cancéreuse chez les patients qui nécessitent une rotation d’opioïde de palier III,££-	l’impact potentiel de cet antalgique opioïde, indiqué dans la pharmacodépendance majeure aux opiacés, sur le parcours de soins ou de vie de ces patients,££-	l’absence de données cliniques permettant de conclure à la supériorité de la méthadone en termes d’efficacité et/ou de tolérance par rapport aux autres antalgiques utilisés dans le cadre d’une rotation d’opioïde de palier III et,££-	la nécessité d’une prise en charge hospitalière pour l’instauration du produit et d’un suivi rapproché du patient par un médecin expérimenté dans l’utilisation de la méthadone, ££la Commission considère que ZORYON n’apporte pas d’amélioration du service médical rendu (ASMR V) dans la stratégie de prise en charge de la douleur chronique d’origine cancéreuse non soulagée de façon adéquate par d’autres opioïdes de palier III.$"
$CT-17786$,$Inscription (CT)$,$62258872$,$3400930167960|3400955061496$,"$ZORYON 20 mg, sirop$",$18/09/2019$,$ASMR$,$V$,"$Prenant en compte :££-	les propriétés analgésiques connues de la méthadone et les données cliniques qui plaident en faveur de l’efficacité du produit dans la prise en charge des douleurs d’origine cancéreuse chez les patients qui nécessitent une rotation d’opioïde de palier III,££-	l’impact potentiel de cet antalgique opioïde, indiqué dans la pharmacodépendance majeure aux opiacés, sur le parcours de soins ou de vie de ces patients,££-	l’absence de données cliniques permettant de conclure à la supériorité de la méthadone en termes d’efficacité et/ou de tolérance par rapport aux autres antalgiques utilisés dans le cadre d’une rotation d’opioïde de palier III et,££-	la nécessité d’une prise en charge hospitalière pour l’instauration du produit et d’un suivi rapproché du patient par un médecin expérimenté dans l’utilisation de la méthadone, ££la Commission considère que ZORYON n’apporte pas d’amélioration du service médical rendu (ASMR V) dans la stratégie de prise en charge de la douleur chronique d’origine cancéreuse non soulagée de façon adéquate par d’autres opioïdes de palier III.$"
$CT-17786$,$Inscription (CT)$,$61767418$,$3400930167977$,"$ZORYON 40 mg, gélule$",$18/09/2019$,$ASMR$,$V$,"$Prenant en compte :££-	les propriétés analgésiques connues de la méthadone et les données cliniques qui plaident en faveur de l’efficacité du produit dans la prise en charge des douleurs d’origine cancéreuse chez les patients qui nécessitent une rotation d’opioïde de palier III,££-	l’impact potentiel de cet antalgique opioïde, indiqué dans la pharmacodépendance majeure aux opiacés, sur le parcours de soins ou de vie de ces patients,££-	l’absence de données cliniques permettant de conclure à la supériorité de la méthadone en termes d’efficacité et/ou de tolérance par rapport aux autres antalgiques utilisés dans le cadre d’une rotation d’opioïde de palier III et,££-	la nécessité d’une prise en charge hospitalière pour l’instauration du produit et d’un suivi rapproché du patient par un médecin expérimenté dans l’utilisation de la méthadone, ££la Commission considère que ZORYON n’apporte pas d’amélioration du service médical rendu (ASMR V) dans la stratégie de prise en charge de la douleur chronique d’origine cancéreuse non soulagée de façon adéquate par d’autres opioïdes de palier III.$"
