finess,rs_finess,finess_geo,rs_finess_geo,region,participation,Depot,nb_rep_score_all_rea_ajust,score_all_rea_ajust,classement,evolution,nb_rep_score_accueil_rea_ajust,score_accueil_rea_ajust,nb_rep_score_PECinf_rea_ajust,score_PECinf_rea_ajust,nb_rep_score_PECmed_rea_ajust,score_PECmed_rea_ajust,nb_rep_score_chambre_rea_ajust,score_chambre_rea_ajust,nb_rep_score_repas_rea_ajust,score_repas_rea_ajust,nb_rep_score_sortie_rea_ajust,score_sortie_rea_ajust
130786049,ASSISTANCE PUBLIQUE DES HOPITAUX DE MARSEILLE,130784234,APHM HOPITAUX SUD SAINTE MARGUERITE,PACA,1- Obligatoire,1- Oui,180,73.71,C,4-Non calculable,180.0,73.36,180.0,83.77,180.0,84.54,180.0,71.9,180.0,45.72,180.0,62.8
130784713,HOPITAL PRIVE MARSEILLE BEAUREGARD VERT COTEAU,130784713,HOPITAL PRIVE BEAUREGARD VERT COTEAU,PACA,1- Obligatoire,1- Oui,593,71.88,C,1-Diminution,593.0,71.82,593.0,79.67,593.0,79.84,593.0,70.89,593.0,58.7,593.0,59.31
130784903,CLINIQUE LA PHOCEANNE,130784903,CLINIQUE LA PHOCEANNE,PACA,1- Obligatoire,1- Oui,35,85.17,A,4-Non calculable,35.0,85.49,35.0,90.57,35.0,94.85,35.0,78.1,35.0,63.61,35.0,83.62
130785389,CLINIQUE CHANTECLER,130785389,CLINIQUE CHANTECLER,PACA,1- Obligatoire,1- Oui,50,76.38,B,4-Non calculable,50.0,77.75,50.0,82.98,50.0,85.21,50.0,68.63,50.0,67.61,50.0,67.3
130785652,HOPITAL SAINT JOSEPH,130785652,HOPITAL SAINT JOSEPH,PACA,1- Obligatoire,1- Oui,817,72.18,C,2-Stable,817.0,71.44,817.0,80.71,817.0,79.47,817.0,69.49,817.0,66.53,817.0,59.93
130785678,HOPITAL PRIVE MARSEILLE VERT COTEAU,130785678,HOPITAL PRIVE VERT COTEAU BEAUREGARD,PACA,1- Obligatoire,1- Oui,85,77.29,B,2-Stable,85.0,79.4,85.0,84.39,85.0,82.67,85.0,75.87,85.0,73.03,85.0,62.37
130786361,POLYCLINIQUE DU PARC RAMBOT,130786361,POLYCLINIQUE DU PARC RAMBOT,PACA,1- Obligatoire,1- Oui,354,72.17,C,2-Stable,354.0,70.65,354.0,81.6,354.0,82.47,354.0,63.15,354.0,49.98,354.0,66.46
130786445,MATERNITE CATHOLIQUE DE PROVENCE L'ETOILE,130786445,MATERNITE CATHOLIQUE PROVENCE L'ETOILE,PACA,1- Obligatoire,1- Oui,769,74.61,B,2-Stable,769.0,78.46,769.0,82.48,769.0,80.27,769.0,75.95,769.0,61.83,769.0,57.65
130786742,HOPITAL D'INSTRUCTION DES ARMEES LAVERAN,130786742,HIA LAVERAN,PACA,1- Obligatoire,1- Oui,43,73.52,C,2-Stable,43.0,72.35,43.0,80.67,43.0,81.82,43.0,62.22,43.0,65.81,43.0,71.56
130789159,CENTRE CARDIO VASCULAIRE VALMANTE,130789159,CENTRE CARDIO VASCULAIRE VALMANTE,PACA,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
130786049,ASSISTANCE PUBLIQUE DES HOPITAUX DE MARSEILLE,130804297,APHM HOPITAL LA TIMONE ENFANTS,PACA,1- Obligatoire,1- Oui,223,63.8,D,2-Stable,223.0,59.36,223.0,73.67,223.0,76.56,223.0,45.46,223.0,42.48,223.0,64.03
130810740,CLINIQUE AXIUM,130810740,CLINIQUE AXIUM,PACA,1- Obligatoire,1- Oui,256,74.78,B,2-Stable,256.0,75.04,256.0,82.13,256.0,82.2,256.0,70.7,256.0,61.22,256.0,65.21
140000035,CENTRE HOSPITALIER DE LISIEUX,140000027,CENTRE HOSPITALIER DE LISIEUX,Normandie,1- Obligatoire,1- Oui,78,69.99,D,4-Non calculable,78.0,68.25,78.0,78.72,78.0,74.75,78.0,67.16,78.0,63.8,78.0,60.48
140000100,CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE,140000209,CHU COTE DE NACRE - CAEN,Normandie,1- Obligatoire,1- Oui,375,69.93,D,2-Stable,375.0,70.21,375.0,79.62,375.0,77.89,375.0,63.63,375.0,52.23,375.0,60.61
140000118,CENTRE HOSPITALIER DE FALAISE,140000233,CENTRE HOSPITALIER DE FALAISE,Normandie,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
140000290,CLINIQUE NOTRE DAME - VIRE,140000290,CLINIQUE NOTRE DAME - VIRE,Normandie,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
140000159,CENTRE HOSPITALIER DE VIRE,140000373,CENTRE HOSPITALIER DE VIRE,Normandie,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
140000555,CENTRE REGIONAL DE LUTTE CONTRE LE CANCER FRANCOIS BACLESSE,140000555,CRLCC FRANCOIS BACLESSE - CAEN,Normandie,1- Obligatoire,1- Oui,174,79.33,A,2-Stable,174.0,77.58,174.0,88.22,174.0,85.49,174.0,78.3,174.0,69.77,174.0,68.31
140000100,CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE,140004383,CHR GEORGES CLEMENCEAU - CAEN,Normandie,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
140016759,POLYCLINIQUE DU PARC - CAEN,140016759,POLYCLINIQUE DU PARC - CAEN,Normandie,1- Obligatoire,1- Oui,401,73.43,C,1-Diminution,401.0,72.9,401.0,80.85,401.0,80.45,401.0,69.58,401.0,65.12,401.0,63.74
140017237,HOPITAL PRIVE ST MARTIN-CAEN,140017237,HOPITAL PRIVE ST MARTIN-CAEN,Normandie,1- Obligatoire,1- Oui,882,74.54,B,2-Stable,882.0,77.13,882.0,81.47,882.0,81.48,882.0,72.55,882.0,58.54,882.0,63.34
140018730,POLYCLINIQUE DE LISIEUX,140018730,POLYCLINIQUE DE LISIEUX,Normandie,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
140000092,CENTRE HOSPITALIER DE BAYEUX,140024886,CENTRE HOSPITALIER - AUNAY-BAYEUX,Normandie,1- Obligatoire,2- Non,.,,NR,4-Non calculable,,.,,.,,.,,.,,.,,.
140026279,CENTRE HOSPITALIER DE LA COTE FLEURIE,140026410,CH COTE FLEURIE - SITE DE CRICQUEBOEUF,Normandie,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
140026709,POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF,140026709,POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF,Normandie,1- Obligatoire,1- Oui,52,74.79,B,2-Stable,52.0,80.25,52.0,80.2,52.0,80.86,52.0,75.86,52.0,45.81,52.0,65.41
150780088,CENTRE HOSPITALIER DE SAINT FLOUR,150000032,CENTRE HOSPITALIER DE SAINT FLOUR,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
150780096,CENTRE HOSPITALIER H.MONDOR,150000040,CENTRE HOSPITALIER HENRI MONDOR,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,72,67.37,D,2-Stable,72.0,63.72,72.0,79.13,72.0,75.76,72.0,61.13,72.0,52.47,72.0,58.53
150780468,CENTRE HOSPITALIER DE MAURIAC,150000164,CENTRE HOSPITALIER DE MAURIAC,Auvergne-Rhône-Alpes,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
150780732,CENTRE MEDICO-CHIRURGICAL DE TRONQUIERES,150780732,CENTRE MEDICO CHIRURGICAL TRONQUIERES,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,94,75.47,B,2-Stable,94.0,77.32,94.0,81.25,94.0,83,94.0,72.59,94.0,63.18,94.0,65.09
160000170,CLINIQUE SAINT-JOSEPH - ANGOULEME,160000170,CLINIQUE SAINT-JOSEPH,Nouvelle Aquitaine,1- Obligatoire,1- Oui,96,75.13,B,2-Stable,96.0,71.53,96.0,82.7,96.0,83.82,96.0,67.09,96.0,70.79,96.0,69.12
160000451,CENTRE HOSPITALIER D'ANGOULEME,160000253,CENTRE HOSPITALIER D'ANGOULEME,Nouvelle Aquitaine,1- Obligatoire,1- Oui,83,71.34,C,4-Non calculable,83.0,70.96,83.0,79.79,83.0,76.92,83.0,73.67,83.0,56.34,83.0,59.76
160000279,CLINIQUE DE COGNAC,160000279,CLINIQUE DE COGNAC,Nouvelle Aquitaine,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
160006037,CH HOPITAUX DU SUD CHARENTE,160000303,CH HOPITAUX SUD-CHARENTE - BARBEZIEUX,Nouvelle Aquitaine,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
160000485,CENTRE HOSPITALIER DE CONFOLENS,160000311,CENTRE HOSPITALIER - CONFOLENS,Nouvelle Aquitaine,1- Obligatoire,2- Non,.,,NR,4-Non calculable,,.,,.,,.,,.,,.,,.
160000493,CENTRE HOSPITALIER DE RUFFEC,160000337,CENTRE HOSPITALIER DE RUFFEC,Nouvelle Aquitaine,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
160013207,CENTRE CLINICAL SA,160013207,CENTRE CLINICAL SA,Nouvelle Aquitaine,1- Obligatoire,1- Oui,253,77.59,A,3-Amélioration,253.0,80.23,253.0,83.61,253.0,82.99,253.0,77.86,253.0,60.44,253.0,67.75
160014411,CTRE HOSP INTERCOMM DU PAYS DE COGNAC,160015368,CHI DU PAYS DE COGNAC,Nouvelle Aquitaine,1- Obligatoire,1- Oui,91,74.09,B,4-Non calculable,91.0,72.61,91.0,82.89,91.0,80.57,91.0,78.89,91.0,56.81,91.0,61.41
170780050,CENTRE HOSPITALIER DE JONZAC,170000038,CENTRE HOSPITALIER JONZAC,Nouvelle Aquitaine,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
170024194,CH GROUPE HOSPITALIER DE LA ROCHELLE-RE-AUNIS,170000087,HOPITAL SAINT-LOUIS - LA ROCHELLE,Nouvelle Aquitaine,1- Obligatoire,1- Oui,526,70.35,D,1-Diminution,526.0,69.59,526.0,78.84,526.0,77.69,526.0,67.64,526.0,56.47,526.0,61.43
170780167,CH DE SAINT-JEAN D'ANGELY,170000095,CENTRE HOSPITALIER ST-JEAN D'ANGELY,Nouvelle Aquitaine,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
170780175,CTRE HOSP. DE SAINTONGE - SAINTES,170000103,CTRE HOSP. DE SAINTONGE - SAINTES,Nouvelle Aquitaine,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
170780191,CENTRE HOSPITALIER DE ROYAN,170000129,CENTRE HOSPITALIER ROYAN,Nouvelle Aquitaine,1- Obligatoire,1- Oui,34,72.81,C,4-Non calculable,34.0,78.27,34.0,80.02,34.0,78.09,34.0,66.4,34.0,64.56,34.0,60.48
170780225,CENTRE HOSPITALIER ROCHEFORT,170000152,CENTRE HOSPITALIER ROCHEFORT,Nouvelle Aquitaine,1- Obligatoire,1- Oui,375,72.96,C,2-Stable,375.0,75.6,375.0,80.79,375.0,78.79,375.0,70.64,375.0,58.23,375.0,61.59
170780563,ETAB. DE SOINS PASTEUR - ROYAN,170780563,ETAB. DE SOINS PASTEUR - ROYAN,Nouvelle Aquitaine,1- Obligatoire,1- Oui,387,77.65,A,3-Amélioration,387.0,78.75,387.0,83.88,387.0,83.35,387.0,74.08,387.0,65.52,387.0,70.05
170780613,CLINIQUE DU MAIL - LA ROCHELLE,170780613,CLINIQUE DU MAIL - LA ROCHELLE,Nouvelle Aquitaine,1- Obligatoire,1- Oui,297,75.87,B,2-Stable,297.0,75.24,297.0,83.64,297.0,83.05,297.0,73.31,297.0,52.29,297.0,70.23
170780621,POLYCLINIQUE SAINT GEORGES,170780621,POLYCLINIQUE SAINT GEORGES,Nouvelle Aquitaine,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
170780647,CLINIQUE RICHELIEU - SAINTES,170780647,CLINIQUE RICHELIEU - SAINTES,Nouvelle Aquitaine,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
170780662,CAPIO CLINIQUE DE L'ATLANTIQUE,170780662,CAPIO CLINIQUE DE L'ATLANTIQUE,Nouvelle Aquitaine,1- Obligatoire,1- Oui,86,75.45,B,1-Diminution,86.0,77.1,86.0,82.37,86.0,82.57,86.0,69.88,86.0,56.52,86.0,69.57
180000028,CH JACQUES COEUR  DE BOURGES,180000010,CH  BOURGES - JACQUES COEUR,Centre-Val de Loire,1- Obligatoire,1- Oui,45,74.26,B,3-Amélioration,45.0,75.84,45.0,79.83,45.0,77.02,45.0,70.83,45.0,65.59,45.0,68.38
180000051,CH DE VIERZON,180000200,CH DE VIERZON,Centre-Val de Loire,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
180000069,CH DE SAINT AMAND-MONTROND,180000283,CH SAINT AMAND-MONTROND,Centre-Val de Loire,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
180000358,CLINIQUE DES GRAINETIERES,180000358,CLINIQUE DES GRAINETIERES,Centre-Val de Loire,1- Obligatoire,1- Oui,31,74.98,B,4-Non calculable,31.0,75.89,31.0,83.8,31.0,81.35,31.0,72.6,31.0,62.35,31.0,62.25
180004145,HOPITAL PRIVE GUILLAUME DE VARYE,180004145,HOPITAL PRIVE GUILLAUME DE VARYE,Centre-Val de Loire,1- Obligatoire,1- Oui,148,75.83,B,3-Amélioration,148.0,77.48,148.0,82.65,148.0,81.19,148.0,74.38,148.0,63.79,148.0,65.29
190000042,CENTRE HOSPITALIER DUBOIS BRIVE,190000018,CENTRE HOSPITALIER DUBOIS BRIVE,Nouvelle Aquitaine,1- Obligatoire,1- Oui,37,71.35,C,2-Stable,37.0,68.56,37.0,80.1,37.0,78.39,37.0,67.56,37.0,66.05,37.0,62.98
190000059,CENTRE HOSPITALIER COEUR DE CORREZE,190000026,CENTRE HOSPITALIER COEUR DE CORREZE,Nouvelle Aquitaine,1- Obligatoire,1- Oui,35,75.81,B,4-Non calculable,35.0,73.01,35.0,85.6,35.0,82.22,35.0,77.87,35.0,63.21,35.0,64.11
190000075,CENTRE HOSPITALIER D'USSEL,190000091,CENTRE HOSPITALIER D'USSEL,Nouvelle Aquitaine,1- Obligatoire,1- Oui,45,74.74,B,2-Stable,45.0,72.49,45.0,83.02,45.0,80.25,45.0,74.22,45.0,67.37,45.0,64.79
190000224,CLINIQUE LES CEDRES BRIVE,190000224,CLINIQUE LES CEDRES BRIVE,Nouvelle Aquitaine,1- Obligatoire,1- Oui,229,75.72,B,2-Stable,229.0,77.35,229.0,81.68,229.0,81.74,229.0,73.56,229.0,57.82,229.0,68.05
190000257,CLINIQUE  SAINT-GERMAIN  BRIVE,190000257,CLINIQUE  SAINT-GERMAIN  BRIVE,Nouvelle Aquitaine,1- Obligatoire,1- Oui,75,76.78,B,2-Stable,75.0,78.02,75.0,84.04,75.0,81.45,75.0,75.9,75.0,69.02,75.0,65.01
210011847,POLYCLINIQUE DU PARC DREVON,210011847,POLYCLINIQUE DU PARC DREVON,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,116,70.84,C,4-Non calculable,116.0,69.68,116.0,77.97,116.0,81.09,116.0,61.79,116.0,58.7,116.0,63.31
210012670,HOPITAL PRIVE DIJON BOURGOGNE,210012670,HOPITAL PRIVE DIJON BOURGOGNE,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,543,72.91,C,4-Non calculable,543.0,69.93,543.0,80.53,543.0,81.15,543.0,78.74,543.0,54.64,543.0,60.72
210780789,CLINIQUE MUTUALISTE BENIGNE-JOLY A TALANT,210780789,CLINIQUE MUTUALISTE BENIGNE JOLY,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,131,75.17,B,3-Amélioration,131.0,75.04,131.0,82.66,131.0,81.38,131.0,74.59,131.0,61.51,131.0,64.78
210780581,CENTRE HOSPITALIER UNIVERSITAIRE DE DIJON,210987558,HOPITAL LE BOCAGE CHRU DIJON,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,592,72.5,C,2-Stable,592.0,72.2,592.0,80.36,592.0,78.93,592.0,72.67,592.0,60.22,592.0,61.56
210012175,HOSPICES CIVILS DE BEAUENE,210987657,HOSPICES CIVILS DE BEAUNE,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
210012142,CENTRE HOSPITALIER DE LA HAUTE COTE-D'OR,210987665,CH HCO SITE DE CHATILLON SUR SEINE,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
210012142,CENTRE HOSPITALIER DE LA HAUTE COTE-D'OR,210987673,CH HCO SITE DE MONTBARD,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
210012142,CENTRE HOSPITALIER DE LA HAUTE COTE-D'OR,210987681,CH HCO SITE DE SAULIEU,Bourgogne-Franche-Comté,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
210780706,CENTRE HOSPITALIER ROBERT MORLEVAT SEMUR EN AUXOIS,210987699,CENTRE HOSPITALIER ROBERT MORLEVAT,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,176,72.84,C,2-Stable,176.0,73.72,176.0,80.91,176.0,78.46,176.0,70.46,176.0,62.57,176.0,62.69
210987731,CENTRE DE LUTTE CONTRE LE CANCER GEORGES-FRANCOIS LECLERC,210987731,CLCC GEORGES-FRANCOIS LECLERC,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,50,79.63,A,2-Stable,50.0,82.1,50.0,86.14,50.0,83,50.0,79,50.0,81.96,50.0,66.84
220000020,CENTRE HOSPITALIER DE SAINT BRIEUC,220000012,CENTRE HOSPITALIER YVES LE FOLL,Bretagne,1- Obligatoire,1- Oui,333,74.01,B,2-Stable,333.0,75.61,333.0,82.35,333.0,80.72,333.0,69.41,333.0,61.34,333.0,63.5
220000046,CENTRE HOSPITALIER DINAN,220000095,CTRE HOSPITALIER DINAN,Bretagne,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
220000111,POLYCLINIQUE DU TREGOR,220000111,POLYCLINIQUE DU TREGOR,Bretagne,1- Obligatoire,1- Oui,89,79.21,A,3-Amélioration,89.0,84.53,89.0,84.34,89.0,83.7,89.0,78.69,89.0,59.37,89.0,69.72
220000079,CENTRE HOSPITALIER GUINGAMP,220000343,CENTRE HOSPITALIER GUINGAMP,Bretagne,1- Obligatoire,1- Oui,30,77.31,A,4-Non calculable,30.0,75.44,30.0,83.84,30.0,83.34,30.0,77.32,30.0,66.41,30.0,70.35
220000103,CENTRE HOSPITALIER GENERAL -  LANNION,220000368,CENTRE HOSPITALIER LANNION,Bretagne,1- Obligatoire,1- Oui,127,72.3,C,2-Stable,127.0,72.42,127.0,81.98,127.0,80.19,127.0,67.08,127.0,62.51,127.0,60.3
220000152,CENTRE HOSPITALIER GENERAL    DE PAIMPOL,220000541,CENTRE HOSPITALIER PAIMPOL,Bretagne,1- Obligatoire,1- Oui,39,81.66,A,2-Stable,39.0,82.32,39.0,88.23,39.0,85.08,39.0,82.57,39.0,66.77,39.0,75.09
220005599,POLYCLINIQUE DU PAYS DE RANCE,220005599,POLYCLINIQUE DU PAYS DE RANCE,Bretagne,1- Obligatoire,1- Oui,51,77.76,A,2-Stable,51.0,78.62,51.0,82.39,51.0,81.57,51.0,76.22,51.0,65.47,51.0,72.25
220022800,HOPITAL PRIVE DES COTES D'ARMOR,220022800,HOPITAL PRIVÉ DES COTES D'ARMOR,Bretagne,1- Obligatoire,1- Oui,204,77.31,A,3-Amélioration,204.0,79.57,204.0,82.62,204.0,81.63,204.0,82.61,204.0,61.51,204.0,64.95
230780041,CENTRE HOSPITALIER DE GUERET,230000820,CENTRE HOSPITALIER GUERET,Nouvelle Aquitaine,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
230780082,CENTRE MEDICAL NATIONAL ALFRED LEUNE - MGEN,230780082,CENTRE MEDICAL NATIONAL SAINTE FEYRE,Nouvelle Aquitaine,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
230780157,CLINIQUE DE LA MARCHE GUERET,230780157,CLINIQUE DE LA MARCHE GUERET,Nouvelle Aquitaine,1- Obligatoire,1- Oui,36,79.91,A,4-Non calculable,36.0,76.67,36.0,87.57,36.0,88.5,36.0,73.86,36.0,67.93,36.0,75.05
240000190,SOCIETE ANONYME POLYCLINIQUE FRANCHEVILLE,240000190,POLYCLINIQUE FRANCHEVILLE,Nouvelle Aquitaine,1- Obligatoire,1- Oui,113,76.68,B,2-Stable,113.0,73.72,113.0,84.31,113.0,83.67,113.0,73.24,113.0,62.02,113.0,72.04
240000208,CLINIQUE PASTEUR,240000208,CLINIQUE PASTEUR,Nouvelle Aquitaine,1- Obligatoire,1- Oui,60,75.34,B,4-Non calculable,60.0,76.25,60.0,81.77,60.0,82.21,60.0,72.93,60.0,60.65,60.0,66.98
240000216,SA CLINIQUE DU PARC,240000216,CLINIQUE DU PARC,Nouvelle Aquitaine,1- Obligatoire,1- Oui,35,80.64,A,2-Stable,35.0,75.93,35.0,86.3,35.0,87.11,35.0,79.41,35.0,72.97,35.0,76.11
240000059,CENTRE HOSPITALIER SAMUEL POZZI,240000372,C.H DE BERGERAC,Nouvelle Aquitaine,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
240000117,CENTRE HOSPITALIER DE PERIGUEUX,240000489,CENTRE HOSPITALIER DE PERIGUEUX,Nouvelle Aquitaine,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
240000448,CENTRE HOSPITALIER JEAN LECLAIRE,240000687,CENTRE HOSPITALIER SARLAT,Nouvelle Aquitaine,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
250000270,CAPIO CLINIQUE SAINT VINCENT BESANCON,250000270,CAPIO CLINIQUE SAINT VINCENT BESANCON,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,402,75.77,B,2-Stable,402.0,76.21,402.0,82.48,402.0,83.32,402.0,72.02,402.0,59.56,402.0,68.66
250000452,CHI HC CHI HAUTE COMTE,250000700,CHI HC SITE RIVES DU DOUBS PONTARLIER,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,344,71.85,C,2-Stable,344.0,71.11,344.0,79.36,344.0,77.04,344.0,70.31,344.0,69.67,344.0,59.28
250000452,CHI HC CHI HAUTE COMTE,250000734,CHI HAUTE COMTE SITE R SALINS MOUTHE,Bourgogne-Franche-Comté,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
900000365,HOPITAL NORD FRANCHE COMTE,250004009,LE MITTAN ANNEXE DU HNFC,Bourgogne-Franche-Comté,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
250000015,CHRU BESANCON,250006954,CHRU JEAN MINJOZ,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,138,72.0,C,3-Amélioration,138.0,72.33,138.0,80.21,138.0,79.86,138.0,67.51,138.0,53.38,138.0,64.47
250011848,HOSPITALIA MUTUALITE POLYCLINIQUE DE FRANCHE COMTE,250011848,HOSPITALIA MUTUALITE PFC,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,369,76.05,B,2-Stable,369.0,76.23,369.0,82.8,369.0,81.17,369.0,73.77,369.0,73.76,369.0,64.07
260000021,CH DE VALENCE,260000013,CH DE VALENCE,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,671,71.79,C,2-Stable,671.0,68.74,671.0,79.96,671.0,78.64,671.0,74.44,671.0,58.75,671.0,61.23
260016910,HOPITAUX DROME NORD,260000120,HOPITAUX DROME NORD - ROMANS-SUR-ISERE,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,316,71.29,C,2-Stable,316.0,71.94,316.0,80.42,316.0,78.33,316.0,66.79,316.0,62.12,316.0,58.57
260000047,CH DE MONTELIMAR,260000138,GR. HOSP. PORTES PROVENCE - MONTELIMAR,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,146,71.21,C,2-Stable,146.0,66.77,146.0,80.64,146.0,77.93,146.0,71.92,146.0,57.32,146.0,62.34
260000054,CENTRE HOSPITALIER DE CREST,260000146,CENTRE HOSPITALIER DE CREST,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
260016910,HOPITAUX DROME NORD,260000203,HOPITAUX DROME NORD - SAINT-VALLIER,Auvergne-Rhône-Alpes,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
260000260,CLINIQUE LA PARISIÈRE,260000260,CLINIQUE LA PARISIÈRE,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,85,77.74,A,3-Amélioration,85.0,78.24,85.0,82.71,85.0,82.52,85.0,78.49,85.0,66.89,85.0,68.84
260000104,CENTRE HOSPITALIER DE DIE,260000286,CENTRE HOSPITALIER DIE,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
260003017,CLINIQUE KENNEDY,260003017,CLINIQUE KENNEDY,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,271,74.3,B,2-Stable,271.0,75.24,271.0,79.76,271.0,82.53,271.0,71.02,271.0,59.2,271.0,67.17
260006267,CLINIQUE GENERALE VALENCE,260006267,CLINIQUE GENERALE VALENCE,Auvergne-Rhône-Alpes,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
270000060,CENTRE HOSPITALIER DE BERNAY,270000045,CH BERNAY,Normandie,1- Obligatoire,1- Oui,65,74.27,B,4-Non calculable,65.0,75.3,65.0,83.37,65.0,78.88,65.0,76.46,65.0,56.76,65.0,62.59
270000326,CLINIQUE CHIRURGICALE PASTEUR EVREUX,270000326,CLINIQUE CHIRURGICALE PASTEUR EVREUX,Normandie,1- Obligatoire,1- Oui,147,75.63,B,2-Stable,147.0,77.98,147.0,81.07,147.0,80.38,147.0,75.88,147.0,65.04,147.0,64.26
270023724,CENTRE HOSPITALIER EURE-SEINE,270000359,CH EVREUX CH EURE-SEINE,Normandie,1- Obligatoire,1- Oui,62,72.32,C,4-Non calculable,62.0,72.16,62.0,79.44,62.0,77.55,62.0,75.89,62.0,54.89,62.0,61.99
270000086,POLE SANITAIRE DU VEXIN CH GISORS,270000367,CH GISORS,Normandie,1- Obligatoire,1- Oui,32,74.42,B,4-Non calculable,32.0,75.8,32.0,83.33,32.0,81.19,32.0,74.46,32.0,57.18,32.0,62.07
760024042,CHI ELBEUF-LOUVIERS VAL DE REUIL,270000391,CH LOUVIERS CHI ELBEUF,Normandie,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
270000102,CENTRE HOSPITALIER DE PONT-AUDEMER,270000425,CH PONT-AUDEMER,Normandie,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
