nomAttribuant,idAttribuant,dateConvention,referenceDecision,nomBeneficiaire,idBeneficiaire,objet,montant,nature,conditionsVersement,datesPeriode Versement,pourcentageSubvention,type
Département de la Somme,22800001400016,2021/04/08,22,ASSOCIATION DES JARDINS PAYSAGERS DES HAUTS-DE-FRANCE ET DES HORTILLONNAGES,53362467200010,accompagnement socioprofessionnel et technique des salariés de l'ACI des hortillonnages vers un retour à l'emploi,"26 532,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2021/04/08_2023/04/07,1,fonctionnement
Département de la Somme,22800001400016,2021/04/08,22,ASSOCIATION PROMOTION FORMATION EMPLOI,32942741300037,ateliers chantiers d'insertion,"72 468,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2021/04/08_2023/04/07,1,fonctionnement
Département de la Somme,22800001400016,2021/04/08,22,ASSOCIATION RECUP'AIRE,44259611000043,dynamique de parcours,"28 200,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2021/04/08_2023/04/07,1,fonctionnement
Département de la Somme,22800001400016,2021/04/08,22,ASSOCIATION SOMME NATURE SERVICES,39083965200042,chemins de l'espoir,"63 360,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2021/04/08_2023/04/07,1,fonctionnement
Département de la Somme,22800001400016,2021/04/08,22,FOYER RURAL ENGLEBELMER SECTION FOOTBALL,78063346700011,dynamiser le retour à l'emploi de BRSA par la découverte des métiers du bâtiment,"36 828,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2021/04/08_2023/04/07,1,fonctionnement
Département de la Somme,22800001400016,2021/04/08,22,LA MAISONNEE,50474718900026,chantier d'insertion de Corbie,"85 536,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2021/04/08_2023/04/07,1,fonctionnement
Département de la Somme,22800001400016,2021/04/08,22,LES ASTELLES,41102590100017,"De la structure de l’insertion par l’activité économique à l’entreprise classique, une transition à accompagner et à sécuriser (EI)","88 830,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2021/04/08_2023/04/07,1,fonctionnement
Département de la Somme,22800001400016,2021/04/08,22,LES ASTELLES,41102590100017,"La structure de l’insertion par l’activité économique à l’entreprise classique, une transition à accompagner et à sécuriser (ACI)","117 216,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2021/04/08_2023/04/07,1,fonctionnement
Département de la Somme,22800001400016,2021/04/08,22,LES ATELIERS SAVOIR FER,40294223900045,favoriser l'insertion sociale et professionnelle de femmes,"27 720,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2021/04/08_2023/04/07,1,fonctionnement
Département de la Somme,22800001400016,2021/04/08,22,LES JARDINS DE LA BRESLE,41344003300012,Innov'action pour l'insertion,"47 916,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2021/04/08_2023/04/07,1,fonctionnement
Département de la Somme,22800001400016,2021/04/08,22,MENAGE SERVICE PARTICULIERS,33406938200060,accompagnement socio professionnel,"69 000,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2021/04/08_2023/04/07,1,fonctionnement
Département de la Somme,22800001400016,2021/04/09,54,UNION SPORTIVE ENS DU 1ER DEGRE,42430895500048,aide au fonctionnement sur l'année 2020 / 2021.,"46 000,00",aide en numéraire,"Le règlement de la subvention interviendra selon l’échéancier suivant : une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention soit un montant de 23 000 € et le solde sur production de l’ensemble des pièces justificatives",2021/04/09_2023/04/08,1,fonctionnement
Département de la Somme,22800001400016,2021/04/12,12.2.2,CAUE DE LA SOMME,32193558700014,SUBVENTION DE FONCTIONNEMENT 2021,"211 500,00",aide en numéraire,"une avance de 50% dès la notification de la présente convention, des acomptes pourront être versés courant 2021, dans la limite de 40% et sur présentation d’un justificatif des dépenses réalisées à la date de la demande, le solde sera versé en 2022 sur la base du montant définitif de taxe d’aménagement perçu, dédié au financement du CAUE (taux de 0,16%) et constaté au Compte Administratif 2021, diminuée de l’avance et des acomptes déjà perçus.",2021/04/12_2023/04/11,1,fonctionnement
Département de la Somme,22800001400016,2021/04/12,51,LUNE DES PIRATES,37779657800021,réalisation de ses activités 2021,"36 000,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/04/12_2023/04/11,1,fonctionnement
Département de la Somme,22800001400016,2021/04/12,6.1,Association service de remplacement Somme,42909185300011,une demande de subvention de fonctionnement,"28 000,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/04/12_2023/04/11,1,fonctionnement
Département de la Somme,22800001400016,2021/04/12,6.1,MONS BOUBERT,21800784700013,Commune de MONS BOUBERT,"40 000,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 30% du montant prévisionnel de la subvention. Cette avance sera versée au vu d’une attestation de commencement des travaux ; des acomptes d’un minimum de 500 € peuvent lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées ; le solde, supérieur ou égal à 10% du montant de la subvention, sur production de l’ensemble des pièces justificatives.",2021/04/12_2025/04/11,1,investissement
Département de la Somme,22800001400016,2021/04/12,6.2,CHEMIN DE FER BAIE DE SOMME,32774369600020,demande de subvention d'investissements 2021 pour le Chemin de fer de la Baie de Somme,"71 000,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 30% du montant prévisionnel de la subvention. Cette avance sera versée au vu d’une attestation de commencement des travaux ; des acomptes d’un minimum de 500 € peuvent lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées ; le solde, supérieur ou égal à 10% du montant de la subvention, sur production de l’ensemble des pièces justificatives.",2021/04/12_2025/04/11,1,investissement
Département de la Somme,22800001400016,2021/04/19,31,CONSERVAT.BOTANIQUE NATIONAL,34402187800014,PROGRAMME 2021 D ACTIONS EN DECLINAISON DE LA CPO 2021-2023,"50 000,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/04/19_2023/04/18,1,fonctionnement
Département de la Somme,22800001400016,2021/04/19,31,CONSERVATOIRE D ESPACES NATURELS DES HAUTS DE FRANCE,40320217900079,PROGRAMME D ACTIONS 2021 EN DECLINAISON DE LA CPO 2021-2023,"217 000,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/04/19_2023/04/18,1,fonctionnement
Département de la Somme,22800001400016,2021/04/20,3.2,SM BAIE SOMME LITTORAL PICARD,25800192400186,subvention de fonctionnement 2021,"720 000,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/04/20_2023/04/19,1,fonctionnement
Département de la Somme,22800001400016,2021/04/20,32,SM BAIE SOMME LITTORAL PICARD,25800192400186,FONCTIONNEMENT 2021  : GESTION DES ENS,"670 000,00",aide en numéraire,CP 12 avril 2021,2021/04/20_2023/04/19,1,fonctionnement
Département de la Somme,22800001400016,2021/04/28,22,CCAS ROYE,26800710100010,accompagnement socio-professionnel des salariés du chantier et ateliers d'insertion de ROYE,"51 084,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2021/04/28_2023/04/27,1,fonctionnement
Département de la Somme,22800001400016,2021/04/28,22,VILLE D'AMIENS,21800019800018,accompagnement global et complet,"126 324,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2021/04/28_2023/04/27,1,fonctionnement
Département de la Somme,22800001400016,2021/05/12,22,ASSOCIATION APREMIS,38488500000032,"Activités de resocialisation pour les personnes détenues accueillies en placement extérieur, bénéficiaires des minima sociaux pour une réinsertion durable","40 000,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/05/12_2023/05/11,1,fonctionnement
Département de la Somme,22800001400016,2021/05/12,22,ASSOCIATION D'INSERTION ET FORMATION DANS LE DEPARTEMENT DE LA SOMME,51308961500019,Accompagnement global des bénéficiaires du RSA,"48 000,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/05/12_2023/05/11,1,fonctionnement
Département de la Somme,22800001400016,2021/05/12,22,ASSOCIATION PROMOTION FORMATION EMPLOI,32942741300037,école de la 2 ème chance,"72 000,00",aide en numéraire,"Le total des versements, avance comprise, effectués avant la production du bilan d'exécution final ne peut excéder 80% du montant FSE prévisionnel. Une avance de 50% du montant FSE prévisionnel est versée dès notification de la convention, sous réserve d'une attestation de démarrage de l'opération.",2021/05/12_2023/05/11,1,fonctionnement
Département de la Somme,22800001400016,2021/05/12,22,CC DU GRAND ROYE,20007097700018,accompagnement socio professionnel des salariés du chantier d'insertion,"28 116,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2021/05/12_2023/05/11,1,fonctionnement
Département de la Somme,22800001400016,2021/05/12,22,OFRE AMIENS,40904808900018,coaching SAP,"40 000,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/05/12_2023/05/11,1,fonctionnement
Département de la Somme,22800001400016,2021/05/12,22,RECYCLERIE VIMEU BRESLE,75344620200016,parcours vers l'emploi en structure IAE,"25 146,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2021/05/12_2023/05/11,1,fonctionnement
Département de la Somme,22800001400016,2021/05/17,22,BANQUE ALIMENTAIRE SOMME,37891078000014,Collecte de denrées alimentaires et redistribution gratuite aux bénéficiaires par les associations caritatives agréées,"25 000,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/05/17_2023/05/16,1,fonctionnement
Département de la Somme,22800001400016,2021/05/17,22,CLUBS REGIONAUX D ENTREPRISES PARTENAIRES DE L INSERTION,43315655100049,passerelles entre SIAE et les entreprises,"34 400,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2021/05/17_2023/05/16,1,fonctionnement
Département de la Somme,22800001400016,2021/06/01,2.2,MISSION LOCALE PICARDIE MARI.,43012526000017,2021 facilitateur et accompagnateur de parcours PLIE Picardie Maritime,"48 000,00",aide en numéraire,"Le total des versements, avance comprise, effectués avant la production du bilan d'exécution final ne peut excéder 80% du montant FSE prévisionnel. Une avance de 50% du montant FSE prévisionnel est versée dès notification de la convention, sous réserve d'une attestation de démarrage de l'opération.",2021/06/01_2023/05/31,1,fonctionnement
Département de la Somme,22800001400016,2021/06/01,22,ASSOCIATION PROMOTION FORMATION EMPLOI,32942741300037,référents de parcours,"49 142,09",aide en numéraire,"Le total des versements, avance comprise, effectués avant la production du bilan d'exécution final ne peut excéder 80% du montant FSE prévisionnel. Une avance de 50% du montant FSE prévisionnel est versée dès notification de la convention, sous réserve d'une attestation de démarrage de l'opération.",2021/06/01_2023/05/31,1,fonctionnement
Département de la Somme,22800001400016,2021/06/01,22,MISSION LOCALE INSERTION FORMATION EMPLOI DU GRAND AMIENOIS,32679473200031,accompagnement renforcé vers l'emploi,"377 628,01",aide en numéraire,"Le total des versements, avance comprise, effectués avant la production du bilan d'exécution final ne peut excéder 80% du montant FSE prévisionnel. Une avance de 50% du montant FSE prévisionnel est versée dès notification de la convention, sous réserve d'une attestation de démarrage de l'opération.",2021/06/01_2023/05/31,1,fonctionnement
Département de la Somme,22800001400016,2021/06/02,22,CHAMBRE REGIONALE DE L ECONOMIE SOCIALE ET SOLIDAIRE HDF,35355331600012,développement des Pôles Territoriaux de Compétitivité Economique,"40 000,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/06/02_2023/06/01,1,fonctionnement
Département de la Somme,22800001400016,2021/06/03,21.5.1,SOMME PATRIMOINE EPCC,20007368200011,dotation de fonctionnement,"140 000,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/06/03_2023/06/02,1,fonctionnement
Département de la Somme,22800001400016,2021/06/07,24,ASSO AINES CANTON ACHEUX EN AMIENOIS,31514372700040,"l'appel à projets ""Favoriser la mise en place de service de proximité pour les personnes âgées vivant à domicile","26 317,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/06/07_2023/06/06,1,fonctionnement
Département de la Somme,22800001400016,2021/06/07,51,CMF SOMME-FEDERATION MUSICALE DE LA SOMME,31773332700017,réalisation des activités pour l'année 2021,"35 000,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/06/07_2023/06/06,1,fonctionnement
Département de la Somme,22800001400016,2021/06/07,51,COMEDIE DE PICARDIE,34857222300025,réalisation des activités pour l'année 2021,"30 000,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/06/07_2023/06/06,1,fonctionnement
Département de la Somme,22800001400016,2021/06/07,51,LE TAS DE SABLE - CHES PANSES VERTES,32970346600055,réalisation des activités pour l'année 2021,"40 000,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/06/07_2023/06/06,1,fonctionnement
Département de la Somme,22800001400016,2021/06/07,51,ON A MARCHE SUR LA BULLE,40320291400038,réalisation des activités pour l'année 2021,"56 000,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/06/07_2023/06/06,1,fonctionnement
Département de la Somme,22800001400016,2021/06/07,51,ORCHESTRE DE PICARDIE,78060373400036,réalisation des activités pour l'année 2021,"45 000,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/06/07_2023/06/06,1,fonctionnement
Département de la Somme,22800001400016,2021/06/07,51,80100 ROLLER SKATE PARK,41954754200011,réalisation des projets pour l'année 2021,"30 000,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/06/07_2023/06/06,1,fonctionnement
Département de la Somme,22800001400016,2021/06/07,6.1,BIO EN HAUTS DE FRANCE,43347668600046,programme d'actions 2021,"30 000,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/06/07_2023/06/06,1,fonctionnement
Département de la Somme,22800001400016,2021/06/07,6.1,Groupement de Défense Sanitaire du bétail,78061250300018,programme d'éradication de la BVD 2021,"30 000,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/06/07_2023/06/06,1,fonctionnement
Département de la Somme,22800001400016,2021/06/07,6.1,IAA BOCO FABRIK A MOREUIL,89441482000015,création d'une usine pour produire des plats cuisinés en bocaux.,"100 000,00",aide en numéraire,La subvention accordée est de 100 000 €. Une avance unique de 30 % peut être demandée par le bénéficiaire. Des acomptes d'au minimum 500 € peuvent être versés sur présentation des justificatifs et le solde (10 %) sur production de l'ensemble des justificatifs.,2021/06/07_2025/06/06,1,investissement
Département de la Somme,22800001400016,2021/06/07,6.1,IAA SAS SIAS A ROYE,88364673900028,attribution d'une subvention pour la création d'une usine pour produire des plats préparés asiatiques à Roye.,"240 000,00",aide en numéraire,La subvention accordée est de 240 000 €. Une avance unique de 30 % peut être demandée par le bénéficiaire. Des acomptes d'au minimum 500 € peuvent être versés sur présentation des justificatifs et le solde (10 %) sur production de l'ensemble des justificatifs.,2021/06/07_2025/06/06,1,investissement
Département de la Somme,22800001400016,2021/06/08,1.5,CONSERVATOIRE D ESPACES NATURELS DES HAUTS DE FRANCE,40320217900079,la réussite éducative,"50 000,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/06/08_2023/06/07,1,fonctionnement
